순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1351088320,승민전자통신  [최종낙찰],,분석,697108665,89.923,90.878,0.6203 (100.6203),10 1,2022/10/25 10:52:33,심사중
2,1328127945,부민통신 주식회사,,분석,697115128,89.924,90.879,0.6213 (100.6213),8 2,2022/10/24 10:53:12,미심사
3,1438122047,"주식회사 우진이엔씨(WOOJIN ENC Co.,Ltd.)",,분석,697130920,89.926,90.881,0.6236 (100.6236),5 10,2022/10/24 16:45:07,미심사
4,1068127039,진명이엔씨(주),,분석,697132289,89.927,90.881,0.6237 (100.6237),7 6,2022/10/25 11:28:04,미심사
5,2200197668,엘지전기통신,,분석,697141270,89.928,90.883,0.6250 (100.625),5 10,2022/10/26 08:32:14,미심사
6,1058159732,주식회사 양지,,분석,697144600,89.928,90.883,0.6255 (100.6255),9 13,2022/10/24 14:16:45,미심사
7,4108607408,주식회사 천운정보통신,,분석,697168500,89.932,90.886,0.6290 (100.629),10 5,2022/10/25 08:56:44,미심사
8,5438100582,주식회사 디엔티솔루션,,분석,697183569,89.934,90.888,0.6312 (100.6312),8 7,2022/10/25 16:17:37,미심사
9,2118603519,에쓰이씨 주식회사,,분석,697187725,89.934,90.889,0.6317 (100.6317),5 10,2022/10/25 15:07:26,미심사
10,1308151925,주식회사 유에스시큐리티,,분석,697252158,89.943,90.897,0.6411 (100.6411),3 9,2022/10/25 09:18:47,미심사
11,2068694508,주식회사 웰정보기술,,분석,697255104,89.943,90.897,0.6415 (100.6415),8 1,2022/10/24 09:02:13,미심사
12,2208123149,(주)에이제이월드,,분석,697270870,89.945,90.899,0.6438 (100.6438),2 3,2022/10/24 10:40:28,미심사
13,1298129419,지에스앤티(주),,분석,697281315,89.947,90.901,0.6453 (100.6453),10 6,2022/10/26 11:13:40,미심사
14,1358626858,씨엔씨엔지니어링(주),,분석,697282217,89.947,90.901,0.6454 (100.6454),6 11,2022/10/24 10:14:05,미심사
15,2048159043,이앤씨텔레콤(주),,분석,697304118,89.95,90.904,0.6486 (100.6486),13 9,2022/10/25 10:18:52,미심사
16,1058618361,한글정보통신(주),,분석,697316270,89.951,90.905,0.6503 (100.6503),2 1,2022/10/24 10:53:13,미심사
17,3858700315,주식회사 청호테크,,분석,697323520,89.952,90.906,0.6514 (100.6514),9 10,2022/10/24 15:23:59,미심사
18,8968600064,주식회사 이든솔,,분석,697336610,89.954,90.908,0.6532 (100.6532),5 15,2022/10/26 08:57:57,미심사
19,3038132152,창조통신(주),,분석,697338215,89.954,90.908,0.6535 (100.6535),1 4,2022/10/24 11:43:18,미심사
20,1288152881,코디텍 주식회사,,분석,697339460,89.955,90.908,0.6537 (100.6537),14 3,2022/10/25 09:38:27,미심사
21,2748800123,중앙씨앤티 주식회사,,분석,697365080,89.958,90.912,0.6573 (100.6573),1 4,2022/10/26 08:55:55,미심사
22,7878700393,주식회사 디비전기통신,,분석,697371400,89.959,90.913,0.6583 (100.6583),8 11,2022/10/25 09:18:08,미심사
23,1118101759,신원전설(주),,분석,697371633,89.959,90.913,0.6583 (100.6583),8 14,2022/10/25 11:31:27,미심사
24,1428131387,유영이앤씨 주식회사,,분석,697380000,89.96,90.914,0.6595 (100.6595),15 13,2022/10/25 15:34:00,미심사
25,2148707544,일메테크(주),,분석,697386987,89.961,90.915,0.6605 (100.6605),15 14,2022/10/25 18:17:56,미심사
26,2158144860,진명통신주식회사,,분석,697393491,89.962,90.915,0.6615 (100.6615),5 11,2022/10/24 09:06:49,미심사
27,1298181429,느티나무정보통신(주),,분석,697395110,89.962,90.916,0.6617 (100.6617),5 3,2022/10/25 18:17:37,미심사
28,1308618315,주식회사 상지정보시스템,,분석,697418000,89.965,90.919,0.6650 (100.665),10 7,2022/10/26 09:56:55,미심사
29,1348139165,주식회사 보군,,분석,697421310,89.966,90.919,0.6655 (100.6655),2 13,2022/10/24 09:56:31,미심사
30,2208892010,하나일렉콤 주식회사,,분석,697431200,89.967,90.92,0.6669 (100.6669),6 15,2022/10/25 08:18:24,미심사
31,2048188475,주식회사 오파스넷,,분석,697436440,89.968,90.921,0.6676 (100.6676),7 5,2022/10/24 18:27:58,미심사
32,1178186611,주식회사 에프에이일렉콤,,분석,697439369,89.968,90.921,0.6681 (100.6681),6 15,2022/10/26 09:13:25,미심사
33,1328105863,(주)명동전기공사,,분석,697439372,89.968,90.921,0.6681 (100.6681),12 2,2022/10/26 08:17:21,미심사
34,2098133373,주식회사 씨스넷,,분석,697451270,89.97,90.923,0.6698 (100.6698),7 12,2022/10/25 10:28:45,미심사
35,1138146387,(주)대산시스템,,분석,697476629,89.973,90.926,0.6735 (100.6735),15 9,2022/10/25 09:25:25,미심사
36,2068617141,(주)텔코아,,분석,697478710,89.973,90.927,0.6738 (100.6738),12 1,2022/10/25 16:49:43,미심사
37,1408190599,미래통신기술 주식회사,,분석,697483950,89.974,90.927,0.6745 (100.6745),3 6,2022/10/25 06:48:45,미심사
38,1358157661,(주)삼흥정보통신,,분석,697489047,89.975,90.928,0.6752 (100.6752),12 8,2022/10/25 17:09:10,미심사
39,7128601144,씨앤씨아이티 주식회사,,분석,697491757,89.975,90.928,0.6756 (100.6756),12 9,2022/10/26 09:50:42,미심사
40,5178101428,주식회사 율이앤씨,,분석,697527884,89.98,90.933,0.6808 (100.6808),3 13,2022/10/25 13:36:06,미심사
41,4118164071,세아전기 주식회사,,분석,697541752,89.982,90.935,0.6829 (100.6829),12 6,2022/10/25 10:17:12,미심사
42,7618601224,주식회사 다온에프앤씨,,분석,697556860,89.984,90.937,0.6850 (100.685),8 1,2022/10/25 22:37:43,미심사
43,1058625329,주식회사 윈미디텍,,분석,697564000,89.985,90.938,0.6861 (100.6861),2 7,2022/10/25 12:54:05,미심사
44,1098651964,셀코정보기술 주식회사,,분석,697607710,89.991,90.943,0.6924 (100.6924),4 3,2022/10/26 01:01:17,미심사
45,3388801483,주식회사 에버그린티앤씨,,분석,697613686,89.992,90.944,0.6932 (100.6932),4 10,2022/10/24 11:05:48,미심사
46,1418122639,주식회사 에펠,,분석,697616580,89.992,90.945,0.6937 (100.6937),6 10,2022/10/24 10:04:03,미심사
47,2158191475,(주)디앤씨코퍼레이션,,분석,697620911,89.993,90.945,0.6943 (100.6943),8 6,2022/10/25 16:26:13,미심사
