순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1098155422,창공정보통신 주식회사,김배명,분석,90606250.0,87.745,88.604,0.11859 (100.11859),,2022/08/17 10:12:23,
2,1058792785,주식회사 신석,김민경,분석,90606430.0,87.746,88.604,0.11879 (100.11879),,2022/08/12 11:36:01,
3,2150786744,영진전기통신공사,정재인,분석,90606956.0,87.746,88.605,0.11938 (100.11938),,2022/08/16 09:53:31,
4,2128197392,금수티아이주식회사,이형주,분석,90607870.0,87.747,88.605,0.12040 (100.1204),,2022/08/16 12:05:55,
5,1108157338,(주)메트로컴넷,최선민,분석,90613433.0,87.753,88.611,0.12660 (100.1266),,2022/08/16 09:18:46,
6,2208108546,경림전기(주),김인형,분석,90615410.0,87.755,88.613,0.12880 (100.1288),,2022/08/12 11:04:38,
7,2068184285,주식회사 진명파워택,이명규,분석,90616800.0,87.756,88.614,0.13035 (100.13035),,2022/08/18 09:15:26,
8,1098651964,셀코정보기술 주식회사,권영용,분석,90617630.0,87.757,88.615,0.13127 (100.13127),,2022/08/18 04:56:04,
9,1198169165,(주)기창인포텍,김석진,분석,90619100.0,87.759,88.616,0.13291 (100.13291),,2022/08/16 09:31:00,
10,2208604531,주식회사 월드린시스템즈,류준열,분석,90619500.0,87.759,88.617,0.13336 (100.13336),,2022/08/16 12:56:29,
11,1048142446,주식회사 디에스 이앤티,양종만,분석,90619695.0,87.759,88.617,0.13358 (100.13358),,2022/08/17 09:21:17,
12,1018651785,주식회사 청심아이티,김재균,분석,90622310.0,87.762,88.62,0.13649 (100.13649),,2022/08/17 14:28:00,
13,6318800044,화인씨엔이 주식회사,김영심,분석,90622494.0,87.762,88.62,0.13669 (100.13669),,2022/08/16 14:44:15,
14,2088115955,대건통신건설(주),양승범,분석,90623750.0,87.764,88.621,0.13809 (100.13809),,2022/08/16 13:30:46,
15,1138604679,(주) 투데이게이트,김익훈,분석,90624380.0,87.764,88.622,0.13880 (100.1388),,2022/08/16 10:24:00,
16,2098139213,(주)뉴타운전력,박형우,분석,90625636.0,87.766,88.623,0.14020 (100.1402),,2022/08/17 20:03:41,
17,1348182624,(주)이앤에스알앤디,이봉희,분석,90627000.0,87.767,88.624,0.14172 (100.14172),,2022/08/17 08:27:10,
18,2148669048,보라정보통신 주식회사,송석상,분석,90630780.0,87.771,88.628,0.14593 (100.14593),,2022/08/11 10:24:10,
19,2098119463,(주)두레정보통신,김시영,분석,90631280.0,87.771,88.628,0.14649 (100.14649),,2022/08/17 08:33:24,
20,1198605337,(주)신한이엔아이,유순자,분석,90633170.0,87.773,88.63,0.14859 (100.14859),,2022/08/17 09:46:10,
21,3188601020,주식회사 프레이,조성준,분석,90633396.0,87.774,88.63,0.14884 (100.14884),,2022/08/11 11:26:17,
22,1048635974,주식회사 성원통신,송준형,분석,90634429.0,87.775,88.631,0.15000 (100.15),,2022/08/18 08:48:52,
23,1128143733,공간미디어(주),김명숙,분석,90636628.0,87.777,88.634,0.15245 (100.15245),,2022/08/18 07:32:14,
24,1088127729,주식회사 대원네시스,이연호,분석,90638910.0,87.779,88.636,0.15499 (100.15499),,2022/08/15 11:56:09,
25,1118129252,광원전설(주),김영선,분석,90641177.0,87.782,88.638,0.15752 (100.15752),,2022/08/18 12:04:17,
26,2037666794,금성텔레콤,정용상,분석,90641450.0,87.782,88.638,0.15782 (100.15782),,2022/08/16 11:44:26,
27,2048626080,주식회사 엘제이이엔지,임성희,분석,90641740.0,87.782,88.639,0.15814 (100.15814),,2022/08/14 10:10:35,
28,1098153822,서울텔엔지니어링(주),정영철,분석,90642140.0,87.783,88.639,0.15859 (100.15859),,2022/08/16 10:26:17,
29,1198629800,주식회사 메카넷,천수연,분석,90642234.0,87.783,88.639,0.15869 (100.15869),,2022/08/11 23:45:58,
30,1138141456,(주)나우아이앤씨,이미화,분석,90644119.0,87.785,88.641,0.16080 (100.1608),,2022/08/16 16:11:05,
31,2098111724,(주)석주기업,유영만,분석,90644210.0,87.785,88.641,0.16090 (100.1609),,2022/08/12 10:12:02,
32,1108175767,(주)에스에이치전기,김성태,분석,90644567.0,87.785,88.641,0.16129 (100.16129),,2022/08/13 10:19:48,
33,1198649596,주식회사 원넷시스,김성식,분석,90648100.0,87.789,88.645,0.16523 (100.16523),,2022/08/17 11:46:12,
34,1078606385,대선아이넷(주),신일자,분석,90649700.0,87.791,88.646,0.16702 (100.16702),,2022/08/17 16:59:06,
35,5828800285,주식회사 본정보,김명호,분석,90652350.0,87.793,88.649,0.16997 (100.16997),,2022/08/17 09:33:35,
36,1088180573,다올정보기술주식회사,한숙기,분석,90652800.0,87.794,88.649,0.17047 (100.17047),,2022/08/11 16:28:40,
37,1118101759,신원전설(주),심한섭,분석,90653810.0,87.795,88.65,0.17160 (100.1716),,2022/08/17 09:43:16,
38,2138180142,서울아이디시스템(주),김동수,분석,90653900.0,87.795,88.651,0.17170 (100.1717),,2022/08/17 17:45:57,
39,2178127061,주식회사 칸씨앤에스,민영욱,분석,90654600.0,87.796,88.651,0.17248 (100.17248),,2022/08/16 17:32:27,
40,1208137120,(주)지티일렉콘,고광열,분석,90655112.0,87.796,88.652,0.17305 (100.17305),,2022/08/18 07:54:01,
41,1078662029,주식회사 아이티트레인,주영일,분석,90657220.0,87.798,88.654,0.17540 (100.1754),,2022/08/17 08:15:50,
42,2148675138,(주)대호아이티에스,임진덕,분석,90660270.0,87.802,88.657,0.17880 (100.1788),,2022/08/16 16:34:39,
43,1268159398,주식회사 파이런텍,이병길,분석,90660630.0,87.802,88.657,0.17920 (100.1792),,2022/08/18 08:16:08,
44,2158199031,한소리이앤씨주식회사,안홍희,분석,90661080.0,87.803,88.658,0.17970 (100.1797),,2022/08/12 10:17:57,
45,1078212123,사단법인 장애인인권센터,서인환,분석,90662604.0,87.804,88.659,0.18140 (100.1814),,2022/08/12 09:21:40,
46,2128142640,팍스코이앤아이(주),송기민,분석,90663860.0,87.805,88.66,0.18280 (100.1828),,2022/08/18 09:51:31,
47,2208865207,주식회사 소나텍,최성욱,분석,90664578.0,87.806,88.661,0.18360 (100.1836),,2022/08/16 09:42:39,
48,1138163917,백두전기통신(주),장철,분석,90667269.0,87.809,88.664,0.18660 (100.1866),,2022/08/15 17:34:05,
49,1074870357,영진정보통신,김종규,분석,90668790.0,87.811,88.665,0.18829 (100.18829),,2022/08/12 11:18:46,
50,2048610496,주식회사 김스애드,김진희,분석,90668794.0,87.811,88.665,0.18830 (100.1883),,2022/08/16 17:47:50,
51,2048129194,위성이앤씨(주),이양숙,분석,90670760.0,87.813,88.667,0.19049 (100.19049),,2022/08/15 12:39:19,
52,1018116968,(주)넥슨정보통신,신양인,분석,90672473.0,87.814,88.669,0.19240 (100.1924),,2022/08/11 09:55:41,
53,1078636235,(주)대교이앤에스,이찬수,분석,90674177.0,87.816,88.67,0.19429 (100.19429),,2022/08/16 09:33:53,
54,1058178229,아마노코리아(주),전명진,분석,90674980.0,87.817,88.671,0.19519 (100.19519),,2022/08/12 10:20:36,
55,1198618088,주식회사 하이넷 네트웍스,김동순,분석,90678840.0,87.821,88.675,0.19949 (100.19949),,2022/08/17 08:49:26,
56,1098643839,주식회사 케이비정보통신,지인현,분석,90678941.0,87.821,88.675,0.19960 (100.1996),,2022/08/18 09:04:42,
