순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1258181577,주식회사 디티,김윤헌,분석,1451570000,86.343,86.492,-0.72923 (99.27077),4 7,2022/12/27 13:29:10,낙찰
2,1308105192,주식회사 코콤,고성욱,분석,1451713355,86.352,86.501,-0.71934 (99.28066),13 3,2022/12/26 08:53:53,
3,3118102192,합자회사삼성전기,이영재,분석,1451752980,86.354,86.503,-0.71661 (99.28339),5 6,2022/12/26 14:25:21,
4,1228192774,주식회사 나은엔지니어링,김철호,분석,1451797911,86.357,86.506,-0.71350 (99.2865),10 6,2022/12/26 13:46:40,
5,3068126116,마이크로닉시스템(주),김홍래,분석,1451815287,86.358,86.507,-0.71230 (99.2877),10 7,2022/12/27 09:58:04,
6,6108126714,금호전업(주),성환준,분석,1451938446,86.366,86.514,-0.70380 (99.2962),2 5,2022/12/23 15:42:32,
7,1868800170,주식회사 세움정보기술,김정호,분석,1452026220,86.372,86.519,-0.69775 (99.30225),10 2,2022/12/28 09:08:48,
8,3128114629,태양정보통신 주식회사,민장기,분석,1452052000,86.373,86.521,-0.69597 (99.30403),1 6,2022/12/28 08:33:15,
9,3018634386,주식회사 아이티엔에스,김향여,분석,1452105070,86.377,86.524,-0.69231 (99.30769),12 14,2022/12/26 13:28:35,
10,4028117161,(유)제일통신건설,이병식,분석,1452337624,86.391,86.538,-0.67625 (99.32375),11 7,2022/12/27 19:53:30,
11,3018110579,대원전기 주식회사,권세원,분석,1452359065,86.393,86.539,-0.67478 (99.32522),11 4,2022/12/26 10:38:09,
12,3018158097,(주)광영,이영균,분석,1452401520,86.396,86.542,-0.67184 (99.32816),14 2,2022/12/26 17:50:33,
13,5148150594,주식회사하나에스아이,김창규,분석,1452402100,86.396,86.542,-0.67180 (99.3282),1 2,2022/12/26 13:52:09,
14,1088165460,(주)성보인프라넷,이성춘,분석,1452478900,86.4,86.546,-0.66650 (99.3335),13 5,2022/12/27 13:11:12,
15,1248156963,진흥전기통신(주),백귀현,분석,1452497366,86.402,86.548,-0.66523 (99.33477),13 4,2022/12/23 10:40:35,
16,2128606988,원강정보통신 주식회사,우강원,분석,1452565800,86.406,86.552,-0.66051 (99.33949),15 9,2022/12/27 15:20:02,
17,2278104556,(합)진광전기소방,김관식,분석,1452855335,86.424,86.569,-0.64052 (99.35948),14 6,2022/12/27 10:28:44,
18,2148669602,(주)우호텔레콤,이강록,분석,1452902450,86.427,86.572,-0.63727 (99.36273),2 7,2022/12/27 13:11:40,
19,3018611438,(주)두원이엔지,이병순,분석,1452962832,86.431,86.575,-0.63311 (99.36689),10 5,2022/12/27 08:06:33,
20,4028147350,렉스젠 주식회사,안순현,분석,1452991810,86.433,86.577,-0.63111 (99.36889),10 2,2022/12/27 14:11:22,
21,5038175799,주식회사 유엔텔,이창수,분석,1453006300,86.434,86.578,-0.63010 (99.3699),13 15,2022/12/26 20:17:10,
22,3268101462,디비이앤씨 주식회사,김미령,분석,1453043970,86.436,86.58,-0.62751 (99.37249),15 8,2022/12/24 15:20:43,
23,5151460190,홍성기업사,정하현,분석,1453080450,86.439,86.582,-0.62499 (99.37501),10 8,2022/12/26 11:54:45,
24,1288614811,주식회사 나래정보통신,변나래,분석,1453158111,86.444,86.587,-0.61963 (99.38037),11 12,2022/12/26 09:34:44,
25,5228601013,동영기업 주식회사,정금자,분석,1453277300,86.451,86.594,-0.61140 (99.3886),1 14,2022/12/26 11:14:32,
26,5028155882,한세정보통신(주),한재성,분석,1453284960,86.452,86.595,-0.61087 (99.38913),1 10,2022/12/23 11:02:17,
27,6028111622,(주)대하정보기술,김종국,분석,1453301880,86.453,86.596,-0.60970 (99.3903),3 5,2022/12/27 08:25:53,
28,1058106123,주식회사 나우스넷,오승탁,분석,1453407250,86.46,86.602,-0.60243 (99.39757),2 5,2022/12/28 08:39:04,
29,2148194561,주식회사 해오름이엔씨,김길수,분석,1453509800,86.466,86.608,-0.59535 (99.40465),12 3,2022/12/27 15:27:00,
30,1348607315,주식회사 테크미컴,김영석,분석,1453643826,86.475,86.616,-0.58610 (99.4139),14 8,2022/12/23 11:12:30,
31,1168159673,주식회사 엠비씨씨앤아이,황외진,분석,1453681640,86.477,86.618,-0.58350 (99.4165),13 6,2022/12/26 08:51:55,
32,2158190006,광명인터컴(주),오광세,분석,1453874100,86.489,86.63,-0.57021 (99.42979),6 9,2022/12/26 13:25:00,
33,2278119724,주식회사 누리넷,안정례,분석,1453874240,86.489,86.63,-0.57020 (99.4298),5 9,2022/12/27 17:27:20,
34,6088113685,株式會社 昌成通信,이상재,분석,1453958300,86.495,86.635,-0.56440 (99.4356),10 3,2022/12/27 17:36:44,
35,1288183458,주식회사 파워텔레콤,김성배,분석,1454238282,86.513,86.651,-0.54508 (99.45492),10 4,2022/12/27 08:49:28,
36,2208139700,(주)애플파워,김성국,분석,1454332600,86.519,86.657,-0.53857 (99.46143),1 4,2022/12/27 16:44:42,
37,7448700377,광영정보통신주식회사,이광모,분석,1454333512,86.519,86.657,-0.53850 (99.4615),7 9,2022/12/26 10:05:34,
