순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1268159398,주식회사 파이런텍,이병길,분석,43689950,87.747,88.101,-0.39371 (99.60629),,2022/10/31 09:10:53,
2,2178113330,(주)오성에스이엠,오성표,분석,43689997,87.747,88.102,-0.39360 (99.6064),,2022/10/31 09:23:26,
3,2118691240,거성일렉콤(주),박성래,분석,43690389,87.748,88.102,-0.39270 (99.6073),,2022/10/28 09:06:48,
4,5518600929,주식회사마글론이에프씨,김광석,분석,43691790,87.751,88.105,-0.38948 (99.61052),,2022/10/28 09:21:47,
5,1078675432,(주)비젼엔텍,김종윤,분석,43692215,87.752,88.106,-0.38851 (99.61149),,2022/10/28 09:11:46,
6,2290162579,우성전기통신,박노선,분석,43692607,87.753,88.107,-0.38760 (99.6124),,2022/10/27 15:47:36,
7,1048190287,주식회사 투케이엠시스템즈,이동근,분석,43693130,87.754,88.108,-0.38640 (99.6136),,2022/10/31 18:10:39,
8,1198189778,주식회사 듀델코리아,정현종,분석,43694090,87.756,88.11,-0.38420 (99.6158),,2022/10/27 09:20:46,
9,1138636865,주식회사 정원시큐,염승호,분석,43695141,87.758,88.112,-0.38178 (99.61822),,2022/10/26 10:08:36,
10,1098603050,(주)이루기술,박지현,분석,43695660,87.76,88.113,-0.38059 (99.61941),,2022/10/31 09:34:22,
11,5178101428,주식회사 율이앤씨,전형숙,분석,43695828,87.76,88.113,-0.38020 (99.6198),,2022/10/31 09:04:39,
12,2158643395,민네트워크(주),황상택,분석,43696220,87.761,88.114,-0.37930 (99.6207),,2022/10/26 17:14:53,
13,2078147814,(주)대호엔지니어링,윤용상,분석,43696350,87.761,88.114,-0.37900 (99.621),,2022/10/31 10:50:22,
14,2037683508,우리통신네트워크,김만수,분석,43697310,87.763,88.116,-0.37680 (99.6232),,2022/10/30 21:18:07,
15,2048131439,중앙텔콤(주),오충석,분석,43697545,87.764,88.117,-0.37626 (99.62374),,2022/10/28 16:15:55,
16,1068147942,태양이엠씨(주),선오규,분석,43698030,87.765,88.118,-0.37514 (99.62486),,2022/11/01 08:43:25,
17,6058166688,(주)세계아이티씨,김황기,분석,43698870,87.766,88.119,-0.37321 (99.62679),,2022/10/31 09:54:32,
18,1058746506,(주)파워일렉,이정림,분석,43698990,87.767,88.12,-0.37294 (99.62706),,2022/10/28 11:25:56,
19,3578800544,디와이아이앤씨주식회사,주인웅,분석,43699503,87.768,88.121,-0.37176 (99.62824),,2022/10/27 12:35:53,
20,2028138682,협진통신(주),이승훈,분석,43699600,87.768,88.121,-0.37153 (99.62847),,2022/10/28 13:25:20,
21,1198130210,(주)와이드넷엔지니어링,이맹훈,분석,43700390,87.77,88.123,-0.36972 (99.63028),,2022/10/28 09:39:18,
22,7298600518,주식회사 킴스앤,김동선,분석,43700570,87.77,88.123,-0.36930 (99.6307),,2022/10/31 22:11:19,
23,1208742187,주식회사 미소아이티,김재욱,분석,43700590,87.77,88.123,-0.36926 (99.63074),,2022/10/28 11:01:07,
24,2148683225,(주)신화시스템,채관석,분석,43700610,87.77,88.123,-0.36921 (99.63079),,2022/10/31 16:55:34,
25,1098150316,(주)건우통신,노형환,분석,43701462,87.772,88.125,-0.36725 (99.63275),,2022/10/28 09:05:26,
26,2018162836,(주)선전력시스템,임철학,분석,43701830,87.773,88.125,-0.36641 (99.63359),,2022/10/29 22:19:07,
27,1018183448,(주)에이치애비뉴앤컴퍼니,정현이,분석,43702220,87.774,88.126,-0.36551 (99.63449),,2022/10/27 16:10:25,
