순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1208173505,효성아이티엑스 주식회사,남경환,분석,176995450.0,87.745,88.331,-0.28958 (99.71042),,2022/11/21 09:44:40,
2,4888701893,주식회사 제이씨큐,주은영,분석,176997334.0,87.746,88.332,-0.28851 (99.71149),,2022/11/21 10:08:00,
3,2108122973,인터컴넷(주),양지호,분석,176997335.0,87.746,88.332,-0.28850 (99.7115),,2022/11/21 16:33:02,
4,1348675166,주식회사 누리콘,정해창,분석,176998220.0,87.746,88.332,-0.28800 (99.712),,2022/11/21 11:28:56,
5,4328600249,주식회사 인더스비젼,김상인,분석,176999350.0,87.747,88.333,-0.28736 (99.71264),,2022/11/18 09:20:03,
6,8908701311,(주)에이디넷,주종명,분석,177000324.0,87.747,88.333,-0.28680 (99.7132),,2022/11/21 16:45:19,
7,1138189770,인콤아이에스(주),강점식,분석,177001380.0,87.748,88.334,-0.28620 (99.7138),,2022/11/21 09:10:41,
8,2208892010,하나일렉콤 주식회사,이숙자,분석,177002610.0,87.749,88.334,-0.28550 (99.7145),,2022/11/18 15:45:33,
9,2068196840,주식회사 혜성이티에스,이상영,분석,177003872.0,87.749,88.335,-0.28479 (99.71521),,2022/11/22 18:05:05,
10,2048197353,(주)제이피파워정보통신,정재구,분석,177004000.0,87.749,88.335,-0.28471 (99.71529),,2022/11/21 17:34:11,
11,2048641456,주식회사 서경정보기술,이기필,분석,177004020.0,87.749,88.335,-0.28470 (99.7153),,2022/11/21 14:20:19,
12,1378614004,주식회사 지오엔지스,공성용,분석,177004838.0,87.75,88.335,-0.28424 (99.71576),,2022/11/22 10:10:43,
13,1288166726,(주)엔이아이씨,길승국,분석,177005400.0,87.75,88.336,-0.28392 (99.71608),,2022/11/21 17:22:50,
14,1018682288,주식회사 포인엑스,임근일,분석,177006125.0,87.75,88.336,-0.28351 (99.71649),,2022/11/21 10:56:58,
15,1068127039,진명이엔씨(주),박창호,분석,177006809.0,87.751,88.336,-0.28312 (99.71688),,2022/11/22 11:16:08,
