순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1138672575,주식회사 시스메이트  [최종낙찰],정종균,분석,24294980,87.745,88.197,-0.15310 (99.8469),4 3,2022/10/17 09:11:29,
2,2188120741,케이씨티정보통신(주),백형은,분석,24295710,87.748,88.199,-0.15008 (99.84992),11 15,2022/10/17 08:33:04,
3,1058686587,(주)참슬테크,김금순,분석,24295897,87.749,88.2,-0.14930 (99.8507),13 15,2022/10/13 16:47:59,
4,2208104161,대신정보기술 주식회사,이광호,분석,24295900,87.749,88.2,-0.14929 (99.85071),10 13,2022/10/14 16:47:35,
5,6458700672,주식회사 비앤아이테크,김혜용,분석,24296230,87.75,88.201,-0.14793 (99.85207),9 6,2022/10/13 16:40:06,
6,1078682044,명승파워넷 주식회사,공건식,분석,24297350,87.754,88.205,-0.14329 (99.85671),7 10,2022/10/13 10:44:14,
7,1078606385,대선아이넷(주),신일자,분석,24297420,87.755,88.206,-0.14300 (99.857),9 5,2022/10/14 11:34:18,
8,2198128106,우선이엔씨(주),김광수,분석,24297500,87.755,88.206,-0.14267 (99.85733),1 11,2022/10/13 13:19:33,
9,1058199938,삼호전자통신(주),이경희,분석,24297790,87.756,88.207,-0.14147 (99.85853),6 12,2022/10/14 09:13:05,
10,8038600460,주식회사 파르이앤씨,김종훈,분석,24298030,87.757,88.208,-0.14048 (99.85952),9 6,2022/10/17 08:20:57,
11,2098133373,주식회사 씨스넷,이명재,분석,24298280,87.758,88.209,-0.13945 (99.86055),3 6,2022/10/13 12:03:37,
12,1198164229,(주) 이준시스템,한상훈,분석,24298500,87.759,88.209,-0.13854 (99.86146),7 4,2022/10/14 19:33:43,
13,1078651497,모바일파킹 유한회사,김중근,분석,24298790,87.76,88.211,-0.13734 (99.86266),9 8,2022/10/14 14:44:05,
14,1178169252,엠에스온(주),이경미,분석,24299499,87.762,88.213,-0.13440 (99.8656),1 7,2022/10/17 08:42:04,
15,1088127729,주식회사 대원네시스,이연호,분석,24299760,87.763,88.214,-0.13332 (99.86668),13 6,2022/10/16 11:12:45,
16,2148734721,(주)다모아테크,장용일,분석,24299810,87.764,88.214,-0.13312 (99.86688),5 10,2022/10/14 11:29:50,
17,1238640537,주식회사 위지온,우영진,분석,24300079,87.765,88.215,-0.13200 (99.868),14 10,2022/10/13 10:53:47,
18,2098134713,키엔컴 주식회사,최성덕,분석,24301210,87.769,88.219,-0.12732 (99.87268),15 10,2022/10/17 08:26:12,
19,1198646212,주식회사 에프에스네트웍스,이화수,분석,24301640,87.771,88.221,-0.12554 (99.87446),2 3,2022/10/14 08:53:58,
20,1138148366,주식회사 레이어스,조인선,분석,24301650,87.771,88.221,-0.12550 (99.8745),5 1,2022/10/14 23:28:45,
21,1188109728,득진통신(주),김진섭,분석,24301710,87.771,88.221,-0.12525 (99.87475),7 3,2022/10/17 08:41:02,
22,1108177407,시큐에스주식회사,정재량,분석,24301750,87.771,88.221,-0.12509 (99.87491),5 2,2022/10/17 07:55:22,
23,1148188624,주식회사 케이씨에이,문대원,분석,24302210,87.773,88.223,-0.12319 (99.87681),5 1,2022/10/13 22:32:50,
24,1180673427,한마음정보시스템,정인숙,분석,24303429,87.777,88.227,-0.11814 (99.88186),8 3,2022/10/14 15:31:33,
25,2158603049,유니넷텍(주),김한호,분석,24304430,87.781,88.231,-0.11400 (99.886),14 4,2022/10/17 08:42:02,
26,1148664613,(주)상우정보기술,하문한,분석,24304600,87.782,88.232,-0.11330 (99.8867),14 1,2022/10/17 09:44:32,
27,5598700333,주식회사 제이투디앤티,김세환,분석,24304622,87.782,88.232,-0.11321 (99.88679),14 13,2022/10/14 10:52:19,
28,2148840477,주식회사 알비에스테크,김동헌,분석,24305180,87.784,88.234,-0.11090 (99.8891),8 14,2022/10/17 08:57:52,
29,3188601020,주식회사 프레이,조성준,분석,24305372,87.785,88.234,-0.11010 (99.8899),12 9,2022/10/14 13:19:05,
30,2068125141,주식회사 스테이지넷,임영규,분석,24306435,87.789,88.238,-0.10571 (99.89429),2 8,2022/10/13 14:12:54,
31,1108182195,주식회사 벨아이앤에스,한성욱,분석,24308130,87.795,88.244,-0.09869 (99.90131),6 1,2022/10/17 07:55:27,
32,3548802349,(주)템피스트정보통신,윤진영,분석,24308580,87.797,88.246,-0.09683 (99.90317),8 14,2022/10/16 21:56:56,
33,2098211809,사단법인 해오름장애인협회,노영주,분석,24308756,87.798,88.247,-0.09610 (99.9039),12 11,2022/10/14 13:18:15,
34,1208782160,에스엔에스이서비스주식회사,정경식,분석,24308760,87.798,88.247,-0.09609 (99.90391),5 15,2022/10/13 21:36:03,
35,6288701434,주식회사 제이렙,한대진,분석,24309215,87.8,88.248,-0.09420 (99.9058),8 5,2022/10/13 10:36:07,
36,1178152367,(주)브레인컨설팅,박수영,분석,24309650,87.801,88.25,-0.09240 (99.9076),11 7,2022/10/13 10:38:41,
37,2298126804,주식회사엔엠엑스이엔씨,이동윤,분석,24311092,87.807,88.255,-0.08644 (99.91356),7 6,2022/10/13 10:14:25,
38,1138195613,(주)고려다이나믹스,변희만,분석,24311600,87.809,88.257,-0.08434 (99.91566),2 12,2022/10/17 08:51:55,
39,1178112521,한성정보기술(주),한병성,분석,24312100,87.811,88.259,-0.08227 (99.91773),9 11,2022/10/13 15:11:13,
40,8418600934,주식회사 디토시스,이민용,분석,24313540,87.816,88.264,-0.07631 (99.92369),11 2,2022/10/14 10:24:38,
41,1138635212,(주)아이제이일렉트론,김도형,분석,24313780,87.817,88.265,-0.07532 (99.92468),3 9,2022/10/13 18:01:08,
42,1178175429,주식회사 아이씨스템,서현권,분석,24313920,87.818,88.265,-0.07474 (99.92526),11 8,2022/10/14 09:13:59,
43,2058140829,원앤원산업개발(주),배애순,분석,24314460,87.82,88.267,-0.07250 (99.9275),15 12,2022/10/17 09:32:10,
44,1138189770,인콤아이에스(주),강점식,분석,24315500,87.824,88.271,-0.06820 (99.9318),11 10,2022/10/14 09:59:18,
45,1148608950,주식회사 알티솔루션,허병회,분석,24315520,87.824,88.271,-0.06812 (99.93188),1 15,2022/10/14 11:14:26,
46,1068622913,석보이엔지주식회사,박진훈,분석,24315668,87.824,88.272,-0.06751 (99.93249),2 7,2022/10/17 08:21:02,
47,1058153999,현대계장공업(주),박종성,분석,24316322,87.827,88.274,-0.06480 (99.9352),4 12,2022/10/17 08:44:43,
48,1120180788,대성미디어,김상봉,분석,24316563,87.828,88.275,-0.06380 (99.9362),1 12,2022/10/14 08:34:53,
49,2148888151,주식회사 씨앤피테크,제해동,분석,24316590,87.828,88.275,-0.06369 (99.93631),6 9,2022/10/13 15:26:31,
50,1058169109,대조전설 주식회사,장철호,분석,24316675,87.828,88.275,-0.06334 (99.93666),6 8,2022/10/13 10:19:34,
51,1058618361,한글정보통신(주),최경환,분석,24316900,87.829,88.276,-0.06241 (99.93759),4 2,2022/10/14 14:57:53,
52,5498100727,주식회사 뉴엣지,이현아,분석,24316920,87.829,88.276,-0.06233 (99.93767),2 7,2022/10/14 09:03:35,
53,2148180640,(주)남인정보통신,김남호,분석,24317432,87.831,88.278,-0.06021 (99.93979),6 15,2022/10/13 14:08:10,
54,2208886221,주식회사 지엔아이티,윤상병,분석,24317501,87.831,88.278,-0.05992 (99.94008),2 14,2022/10/13 16:12:57,
55,1068167098,코스믹전기통신 주식회사,이규선,분석,24318640,87.836,88.283,-0.05521 (99.94479),14 7,2022/10/14 08:42:00,
56,2066762193,보성통신,문용권,분석,24319320,87.838,88.285,-0.05240 (99.9476),13 1,2022/10/14 10:16:48,
57,2117299696,성원전자통신,성기신,분석,24319584,87.839,88.286,-0.05130 (99.9487),15 12,2022/10/14 09:21:19,
58,1108175433,승림이앤씨(주),서영식,분석,24320160,87.841,88.288,-0.04892 (99.95108),14 15,2022/10/14 13:21:38,
59,2148736980,(주)인타임정보,노영두,분석,24320260,87.842,88.288,-0.04851 (99.95149),12 13,2022/10/17 09:00:04,
60,2158727392,매컴정보통신(주),장병호,분석,24321180,87.845,88.292,-0.04470 (99.9553),10 7,2022/10/14 09:06:10,
61,2298117246,투빅스(주),김정란,분석,24321780,87.848,88.294,-0.04222 (99.95778),3 11,2022/10/14 10:17:19,
62,2548800191,신용전기통신 주식회사,정지택,분석,24321977,87.848,88.295,-0.04140 (99.9586),3 10,2022/10/13 11:10:56,
63,2141167760,세기정보통신,송재홍,분석,24324180,87.857,88.303,-0.03229 (99.96771),3 2,2022/10/14 12:18:45,
64,1078151890,주식회사유진솔루션,이훈희,분석,24324586,87.858,88.304,-0.03061 (99.96939),1 14,2022/10/14 09:35:20,
