순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,2098141233,주식회사 엠앤에이치  [최종낙찰],,분석,2225387167,90.01,91.602,1.2592 (101.2592),8 10,2022/11/01 17:32:58,미심사
2,1298679006,주식회사 두고테크,,분석,2225490670,90.014,91.607,1.2640 (101.264),1 12,2022/11/02 15:58:03,미심사
3,1298177060,주식회사 피코씨엔아이,,분석,2228447000,90.141,91.728,1.3985 (101.3985),6 2,2022/11/01 09:45:02,미심사
4,1268105325,주식회사 케이알산업,,분석,2229065400,90.167,91.754,1.4266 (101.4266),1 14,2022/11/03 08:42:12,미심사
5,5488800586,주식회사진도아이비에스,,분석,2233114532,90.34,91.921,1.6109 (101.6109),10 15,2022/11/01 17:47:46,미심사
6,6078186905,(주)한국SCN,,분석,2233378081,90.351,91.931,1.6228 (101.6228),14 1,2022/11/03 09:29:36,미심사
7,1348105200,주식회사 하이게인안테나,,분석,2234367226,90.394,91.972,1.6678 (101.6678),5 2,2022/11/03 11:12:25,미심사
8,1408175166,주식회사 삼정에스아이,,분석,2237938500,90.546,92.119,1.8303 (101.8303),9 4,2022/11/01 10:23:56,미심사
9,7288800300,주식회사 몽블,,분석,2238819792,90.584,92.155,1.8705 (101.8705),9 15,2022/11/03 09:08:24,미심사
10,1198682431,(주)대경시스텍,,분석,2239054947,90.594,92.165,1.8812 (101.8812),5 10,2022/11/01 17:24:48,미심사
11,1118800351,주식회사 에이블컴,,분석,2239441500,90.61,92.181,1.8987 (101.8987),1 8,2022/11/01 17:35:21,미심사
12,3148138990,주식회사 명품코리아,,분석,2240956118,90.675,92.243,1.9677 (101.9677),5 8,2022/11/01 16:41:02,미심사
13,1298124675,정암전기통신(주),,분석,2242562852,90.744,92.309,2.0408 (102.0408),10 4,2022/11/03 08:38:18,미심사
14,1228128291,주식회사 영동건설,,분석,2242563000,90.744,92.309,2.0408 (102.0408),9 6,2022/11/01 16:36:04,미심사
15,1238626044,주식회사 유비텍정보기술,,분석,2244126871,90.811,92.374,2.1119 (102.1119),14 3,2022/11/01 11:00:47,미심사
16,4028126447,(유)딕스,,분석,2250670290,91.09,92.643,2.4097 (102.4097),8 4,2022/11/01 10:16:31,미심사
17,3168115431,(주)두원,,분석,2415632710,98.139,99.433,9.9158 (109.9158),6 11,2022/11/01 23:10:55,미심사
18,6108161536,(주)지산미디어통신,,분석,2429384000,98.726,100.0,10.5415 (110.5415),5 10,2022/11/02 09:01:24,미심사
19,1298665195,주식회사 솔루윈,,분석,3064243367,125.8529,126.132,39.4288 (139.4288),5 1,2022/11/01 10:52:59,예가초과
20,1198609177,이유솔루션주식회사,,분석,21203552291,900.9058,872.795,864.8014 (964.8014),12 4,2022/11/03 05:18:01,예가초과
21,1138141456,(주)나우아이앤씨,,분석,21846600327,928.3818,899.265,894.0612 (994.0612),13 7,2022/11/02 17:10:37,예가초과
22,5028152906,(주)우주씨앤티,,분석,22414810150,952.6602,922.654,919.9159 (1019.9159),8 7,2022/11/02 15:16:36,예가초과
-1,1078104441,진화전기(주),,분석,2224093536,89.955,91.549,1.2004 (101.2004),6 3,2022/11/03 09:09:42,심사제외
-2,1178159259,금일정보기술주식회사,,분석,2223892700,89.946,91.541,1.1912 (101.1912),7 13,2022/11/02 13:24:41,심사제외
-3,1328199639,주식회사 펌프킨,,분석,2223095000,89.912,91.508,1.1549 (101.1549),9 13,2022/11/02 11:39:16,심사제외
-4,1298198347,주식회사 다원아이엔씨,,분석,2223070550,89.911,91.507,1.1538 (101.1538),7 13,2022/11/02 19:21:19,심사제외
-5,1388113342,지에스 주식회사,,분석,2222985355,89.907,91.504,1.1500 (101.15),8 14,2022/11/02 07:44:52,심사제외
-6,1068180183,보람정보통신서비스(주),,분석,2222633700,89.892,91.489,1.1340 (101.134),7 2,2022/11/01 22:56:21,심사제외
-7,4038114449,(주)진웅텔레콤,,분석,2222434258,89.884,91.481,1.1249 (101.1249),5 15,2022/11/02 14:45:46,심사제외
-8,2158169556,네이버시스템 주식회사,,분석,2222369920,89.881,91.478,1.1220 (101.122),1 8,2022/11/02 12:03:46,심사제외
-9,2128168465,주식회사 대성엔이씨,,분석,2222312670,89.879,91.476,1.1193 (101.1193),4 8,2022/11/03 13:41:30,심사제외
-10,1408144552,리더정보통신주식회사,,분석,2221887000,89.86,91.458,1.1000 (101.1),14 7,2022/11/03 08:32:14,심사제외
-11,1058162163,주식회사대한종합산전,,분석,2221495000,89.844,91.442,1.0821 (101.0821),1 13,2022/11/01 17:55:50,심사제외
-12,4028113715,태림전자 (주),,분석,2221487275,89.843,91.442,1.0818 (101.0818),14 10,2022/11/01 12:55:48,심사제외
-12,6068600248,(주)유케이,,분석,2221487275,89.843,91.442,1.0818 (101.0818),9 14,2022/11/01 12:59:22,심사제외
-14,7128101284,주식회사 디에스아이씨,,분석,2221450371,89.842,91.44,1.0801 (101.0801),4 14,2022/11/02 08:15:16,심사제외
-15,2148107988,(주)서울정보시스템,,분석,2221117000,89.828,91.427,1.0649 (101.0649),10 1,2022/11/02 08:33:17,심사제외
-16,1348171262,주식회사 신양,,분석,2220967780,89.821,91.421,1.0582 (101.0582),15 6,2022/11/02 14:07:42,심사제외
-17,1218169227,주식회사 미소건영,,분석,2220961720,89.821,91.42,1.0579 (101.0579),2 3,2022/11/01 13:20:50,심사제외
-18,1298633617,주식회사 지텔글로벌,,분석,2220721950,89.811,91.41,1.0470 (101.047),2 5,2022/11/02 10:30:29,심사제외
-19,1478100351,주식회사 에스제이정보기술,,분석,2220571598,89.804,91.404,1.0401 (101.0401),15 13,2022/11/02 16:09:48,심사제외
-20,1288602824,주식회사 우성텔레콤,,분석,2220568160,89.804,91.404,1.0400 (101.04),4 6,2022/11/01 09:52:04,심사제외
-21,1908100132,은하수정보통신 주식회사,,분석,2220506649,89.801,91.402,1.0372 (101.0372),11 13,2022/11/03 07:40:03,심사제외
-22,1418116705,주식회사 동일이엔지,,분석,2220372763,89.796,91.396,1.0311 (101.0311),12 9,2022/11/02 21:15:11,심사제외
-23,5048163016,주식회사 창성이엔씨,,분석,2220348337,89.795,91.395,1.0300 (101.03),2 9,2022/11/01 16:25:48,심사제외
-24,1058164176,(주)신보파워텍,,분석,2220251200,89.791,91.391,1.0255 (101.0255),9 2,2022/11/03 13:01:13,심사제외
-25,6658800635,주식회사 그린텔,,분석,2220081000,89.783,91.384,1.0178 (101.0178),12 11,2022/11/03 07:49:45,심사제외
-26,2148814533,(주)디투이노베이션,,분석,2219670000,89.766,91.367,0.9991 (100.9991),5 1,2022/11/01 17:34:36,심사제외
-27,1288194561,(주)석원시엔씨,,분석,2219357759,89.752,91.354,0.9849 (100.9849),11 4,2022/11/01 20:29:19,심사제외
-28,2178113039,(주)우주텔레콤,,분석,2219304000,89.75,91.352,0.9824 (100.9824),13 5,2022/11/02 17:01:44,심사제외
-29,2048161869,(주)근영이엔씨,,분석,2219200820,89.746,91.348,0.9778 (100.9778),15 14,2022/11/02 09:48:52,심사제외
-30,1308172032,(주)한길테크놀로지,,분석,2219119838,89.742,91.344,0.9741 (100.9741),8 4,2022/11/01 16:46:00,심사제외
-31,1208100598,(주)삼지엔지니어링,,분석,2218985950,89.736,91.339,0.9680 (100.968),3 1,2022/11/01 12:16:32,심사제외
-32,2208197511,(주)다산지앤지,,분석,2218924438,89.734,91.336,0.9652 (100.9652),8 15,2022/11/02 09:35:52,심사제외
-33,2068172829,한사랑엔지니어링 주식회사,,분석,2218859700,89.731,91.334,0.9622 (100.9622),14 11,2022/11/02 09:53:17,심사제외
-34,2148188924,우민전기(주),,분석,2218843021,89.73,91.333,0.9615 (100.9615),2 15,2022/11/02 15:46:03,심사제외
-35,2048124559,(주)대용와트스,,분석,2218841212,89.73,91.333,0.9614 (100.9614),6 1,2022/11/02 09:21:03,심사제외
-36,1068690366,(주)윈투스시스템,,분석,2218783255,89.728,91.331,0.9588 (100.9588),7 14,2022/11/03 13:59:31,심사제외
-37,1068125614,(주)한국전자정보시스템,,분석,2218581579,89.719,91.322,0.9496 (100.9496),15 7,2022/11/02 21:52:29,심사제외
-38,1268194167,(주)인포인네트웍스,,분석,2218559869,89.718,91.321,0.9486 (100.9486),15 2,2022/11/02 10:21:14,심사제외
-39,1358626858,씨엔씨엔지니어링(주),,분석,2218525493,89.717,91.32,0.9470 (100.947),2 13,2022/11/01 11:09:04,심사제외
-40,7868600807,주식회사 성진에이앤씨,,분석,2218373612,89.71,91.314,0.9401 (100.9401),4 1,2022/11/01 13:52:24,심사제외
-41,2038143228,백영전자 주식회사(白榮電子 株式會社),,분석,2218212500,89.703,91.307,0.9328 (100.9328),13 6,2022/11/02 19:02:52,심사제외
-42,1268670457,주식회사나래정보통신,,분석,2218183540,89.702,91.306,0.9315 (100.9315),8 15,2022/11/03 11:54:32,심사제외
-43,6128700347,일광이앤씨 주식회사,,분석,2218146000,89.701,91.304,0.9298 (100.9298),7 10,2022/11/02 09:21:01,심사제외
-44,6478101447,부광아이티 주식회사,,분석,2218082185,89.698,91.302,0.9269 (100.9269),11 15,2022/11/01 09:43:11,심사제외
-45,2068193673,지에스네트웍스(주),,분석,2217899483,89.69,91.294,0.9185 (100.9185),12 13,2022/11/03 09:41:41,심사제외
-46,6138130240,주식회사 윌네트,,분석,2217772307,89.685,91.289,0.9128 (100.9128),10 11,2022/11/03 08:45:45,심사제외
-47,6102594045,유림이엔씨,,분석,2217736000,89.683,91.287,0.9111 (100.9111),8 6,2022/11/03 09:13:29,심사제외
-48,3148610997,(주)지디엘시스템,,분석,2217693190,89.681,91.286,0.9092 (100.9092),10 3,2022/11/02 15:07:26,심사제외
-49,2148744419,(주)아이비넥스트,,분석,2217494839,89.673,91.278,0.9001 (100.9001),6 8,2022/11/01 13:24:01,심사제외
-50,1198632979,성민전기 주식회사,,분석,2217447000,89.671,91.276,0.8979 (100.8979),15 5,2022/11/02 22:38:01,심사제외
-51,1348653522,주식회사 예강텔레콤,,분석,2217430881,89.67,91.275,0.8972 (100.8972),6 3,2022/11/01 11:08:09,심사제외
-52,1300571174,한마음통신,,분석,2217403100,89.669,91.274,0.8960 (100.896),7 6,2022/11/02 22:05:27,심사제외
-53,5038153719,(주)넷코디,,분석,2217396499,89.669,91.274,0.8957 (100.8957),10 6,2022/11/01 11:44:33,심사제외
-54,6188134896,주식회사 동신정보통신,,분석,2217248560,89.662,91.267,0.8889 (100.8889),14 6,2022/11/02 13:13:46,심사제외
-55,2228118507,(주)글로벌넷,,분석,2217229472,89.661,91.267,0.8881 (100.8881),2 1,2022/11/02 09:39:43,심사제외
