,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1328127945,부민통신 주식회사,박창욱,분석,47161612,87.745,88.103,0.40816 (100.40816),9 6,2024/11/07 10:55:55,
1,2,1321127073,아이넷정보통신,신동주,분석,47161720,87.745,88.103,0.40839 (100.40839),10 7,2024/11/07 08:40:40,
2,3,2208742342,주식회사 채울,박찬요,분석,47161724,87.745,88.103,0.40840 (100.4084),8 15,2024/11/06 13:08:40,
3,4,5438100336,주식회사 해피로드,백혜진,분석,47161770,87.745,88.103,0.40849 (100.40849),14 15,2024/11/07 15:09:27,
4,5,1068632013,하나씨앤아이 주식회사,김용주,분석,47161910,87.746,88.103,0.40879 (100.40879),7 11,2024/11/06 16:23:35,
5,6,2208691899,(주)한결아이앤씨,이상억,분석,47162241,87.746,88.104,0.40950 (100.4095),6 4,2024/11/06 14:38:40,
6,6,1058622808,주식회사 에프엔지네트웍스,김기석,분석,47162241,87.746,88.104,0.40950 (100.4095),7 1,2024/11/07 08:14:26,
7,8,1098145720,주식회사 영원텔레콤,김재성,분석,47163040,87.748,88.105,0.41120 (100.4112),2 14,2024/11/07 09:58:03,
8,9,7048701285,주식회사 하랑에스아이,김호중,분석,47163230,87.748,88.106,0.41160 (100.4116),9 7,2024/11/07 10:14:59,
9,10,5338601139,주식회사 다올통신,양길석,분석,47163600,87.749,88.106,0.41239 (100.41239),8 1,2024/11/07 16:15:14,
10,11,8328600094,티엔에스아이(주),이재민,분석,47163603,87.749,88.106,0.41240 (100.4124),8 1,2024/11/06 15:36:20,
11,12,3678800482,(주)태산트래픽,이태희,분석,47163740,87.749,88.107,0.41269 (100.41269),9 4,2024/11/06 15:36:02,
12,13,1388157317,주식회사 씨엘테크,윤지영,분석,47164119,87.75,88.107,0.41349 (100.41349),8 10,2024/11/08 07:42:47,
13,14,1078682044,명승파워넷 주식회사,공건식,분석,47164680,87.751,88.108,0.41469 (100.41469),4 10,2024/11/06 14:39:41,
14,15,2218131749,주식회사 범산,변동희,분석,47165150,87.752,88.109,0.41569 (100.41569),4 3,2024/11/07 16:54:57,
15,16,1188108054,대한신호(주),안지수,분석,47165437,87.752,88.11,0.41630 (100.4163),10 11,2024/11/07 19:42:05,
16,17,5918600761,주식회사명선정보기술,김명선,분석,47165520,87.752,88.11,0.41648 (100.41648),10 8,2024/11/06 14:57:10,
17,18,2158643395,민네트워크(주),황상택,분석,47165880,87.753,88.111,0.41724 (100.41724),7 14,2024/11/07 18:32:43,
18,19,8428100553,주식회사 동남시스템즈,유안용,분석,47165950,87.753,88.111,0.41739 (100.41739),3 2,2024/11/07 09:51:17,
19,20,3988602082,(주)티포스,표현곤,분석,47166240,87.754,88.111,0.41801 (100.41801),3 15,2024/11/07 14:45:50,
20,21,2068661929,주식회사 티제이텔레시스,문율호,분석,47166891,87.755,88.113,0.41940 (100.4194),12 2,2024/11/07 16:06:42,
21,22,2628802128,주식회사 성우일렉콤,최종국,분석,47167200,87.756,88.113,0.42005 (100.42005),7 1,2024/11/06 11:24:44,
