,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,5338700141,주식회사 인프라엔이  [최종낙찰],정우진,분석,413053625.0,75.0,87.753,87.604,-1.09100 (98.909),9 8,2024/05/20 22:01:50,
1,2,2118145912,영남스퀘어 주식회사,장재모,분석,413056150.0,75.0,87.753,87.604,-1.09039 (98.90961),13 2,2024/05/20 08:46:03,
2,3,2148781807,(주)창리정보통신,정종호,분석,413057762.0,75.0,87.754,87.605,-1.09000 (98.91),10 6,2024/05/22 08:57:48,
3,4,2148891087,세경네트웍스 주식회사,장중석,분석,413061071.0,75.0,87.754,87.605,-1.08921 (98.91079),5 7,2024/05/21 09:24:23,
4,5,2158735193,주식회사 시너젠,윤금란,분석,413063554.0,75.2,87.755,87.606,-1.08860 (98.9114),10 2,2024/05/17 09:31:05,
5,6,2378700035,주식회사 사운드플레이스,도상우,분석,413101202.0,75.2,87.764,87.614,-1.07951 (98.92049),12 1,2024/05/20 09:36:21,
6,7,2208624819,(주)종성테크,임성규,분석,413144229.0,75.4,87.773,87.623,-1.06910 (98.9309),14 15,2024/05/20 16:59:38,
7,8,1418147931,주식회사 이리야시스템,허재혁,분석,413146711.0,75.4,87.774,87.623,-1.06850 (98.9315),1 6,2024/05/22 09:27:06,
8,9,2148805112,주식회사 지큐이앤씨,구자옥,분석,413167400.0,75.6,87.779,87.628,-1.06350 (98.9365),9 2,2024/05/20 10:34:40,
9,10,6378801279,주식회사정암정보통신,조강수,분석,413173600.0,75.6,87.78,87.629,-1.06201 (98.93799),13 3,2024/05/17 14:49:34,
10,11,1108155460,주식회사 자유전설,김상중,분석,413176090.0,75.6,87.781,87.63,-1.06140 (98.9386),14 5,2024/05/22 09:31:43,
11,12,1068616819,(주)현성인포컴,박홍수,분석,413224490.0,75.8,87.792,87.64,-1.04970 (98.9503),14 15,2024/05/22 09:40:35,
12,13,1198609177,이유솔루션주식회사,장지호,분석,413225339.0,75.8,87.792,87.64,-1.04950 (98.9505),10 3,2024/05/20 23:00:50,
13,14,1138170266,(주)리빙콘트롤,김병진,분석,413228213.0,75.8,87.793,87.641,-1.04881 (98.95119),7 4,2024/05/21 08:55:18,
14,15,3228701744,주식회사 프리다츠,문영태,분석,413245740.0,76.0,87.797,87.644,-1.04457 (98.95543),1 6,2024/05/21 18:02:02,
15,16,3058138619,(주)사이버텔브릿지,남백산,분석,413246107.0,76.0,87.797,87.644,-1.04448 (98.95552),5 13,2024/05/20 08:55:08,
16,17,1068184554,(주)송화전기통신,고진홍,분석,413246830.0,76.0,87.797,87.645,-1.04431 (98.95569),11 9,2024/05/20 10:04:41,
17,18,1138185570,(주)승일전력산업,박광수,분석,413261725.0,76.0,87.8,87.648,-1.04070 (98.9593),12 14,2024/05/17 15:58:59,
18,19,2148607396,주식회사 폴라리스에이아이,지준경,분석,413263380.0,76.0,87.801,87.648,-1.04030 (98.9597),4 15,2024/05/22 09:06:52,
19,20,2208658565,주식회사 주인정보시스템,김근호,분석,413264500.0,76.0,87.801,87.648,-1.04003 (98.95997),3 12,2024/05/21 16:22:45,
20,21,1178155699,유림씨스템통신(주),권영성,분석,413267517.0,76.0,87.802,87.649,-1.03930 (98.9607),6 1,2024/05/21 09:37:28,
21,22,2098132812,주식회사 피치테크,이현철,분석,413270826.0,76.0,87.803,87.65,-1.03851 (98.96149),9 10,2024/05/21 07:56:10,
22,23,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,413293994.0,76.2,87.808,87.655,-1.03291 (98.96709),14 13,2024/05/21 09:28:08,
23,24,2068601047,왕건전기 주식회사,한미라,분석,413295661.0,76.2,87.808,87.655,-1.03250 (98.9675),5 6,2024/05/22 08:42:19,
24,25,1018662695,주식회사 메가시스템,김대석,분석,413301194.0,76.2,87.809,87.656,-1.03116 (98.96884),10 8,2024/05/17 14:11:15,
25,26,1078764946,아토리서치 주식회사,정재웅,분석,413310131.0,76.2,87.812,87.658,-1.02900 (98.971),11 8,2024/05/20 17:54:20,
26,27,1198670916,주식회사 에이치앤아이씨,정용훈,분석,413312300.0,76.2,87.812,87.659,-1.02848 (98.97152),9 4,2024/05/21 10:14:11,
27,28,2048170015,(주)하남통신,김종화,분석,413319355.0,76.2,87.814,87.66,-1.02678 (98.97322),15 1,2024/05/21 21:41:46,
28,29,1098178920,주식회사 보다컴,류시훈,분석,413394942.0,76.6,87.831,87.676,-1.00850 (98.9915),7 10,2024/05/20 09:31:17,
29,30,1068608755,(주)디제이티,차시환,분석,413425557.0,76.8,87.838,87.683,-1.00110 (98.9989),8 5,2024/05/22 08:04:25,
30,31,1168111572,남성기전(주),최전남,분석,413433000.0,76.8,87.84,87.684,-0.99931 (99.00069),15 2,2024/05/17 15:23:40,
31,32,3738701418,주식회사 에스비넷,허훈,분석,413466430.0,77.0,87.847,87.691,-0.99123 (99.00877),13 7,2024/05/21 15:18:55,
32,33,1048198009,대신네트웍스주식회사,김태응,분석,413473900.0,77.0,87.849,87.693,-0.98942 (99.01058),2 12,2024/05/20 11:04:42,
33,34,2098153286,미르네트웍스 주식회사,백태종,분석,413517820.0,77.2,87.859,87.702,-0.97880 (99.0212),10 4,2024/05/21 18:16:18,
34,35,2048639509,주식회사 대한유비텍,이우영,분석,413563150.0,77.4,87.87,87.712,-0.96785 (99.03215),8 10,2024/05/20 09:01:16,
35,36,1018151140,(주)사운드솔루션,이홍,분석,413569490.0,77.4,87.871,87.713,-0.96631 (99.03369),2 14,2024/05/20 15:51:13,
36,37,2068682619,주식회사 엠플러스통신,신동수,분석,413577390.0,77.4,87.873,87.715,-0.96441 (99.03559),13 9,2024/05/20 09:48:11,
37,38,1098610416,(주)네시비스,이은섭,분석,413599300.0,77.6,87.878,87.719,-0.95911 (99.04089),7 14,2024/05/21 10:02:31,
38,39,2028158261,주식회사 남두,김승균,분석,413599380.0,77.6,87.878,87.719,-0.95909 (99.04091),12 5,2024/05/22 07:41:14,
39,40,1208164006,(주)청음미디어,박공서,분석,413638208.0,77.8,87.887,87.728,-0.94970 (99.0503),15 3,2024/05/21 10:05:10,
40,41,2088115241,한애전자(주),최용경,분석,413644800.0,77.8,87.889,87.729,-0.94811 (99.05189),13 14,2024/05/21 09:02:44,
41,42,1138607924,두성건설주식회사,안성병,분석,413655580.0,77.8,87.891,87.731,-0.94551 (99.05449),2 5,2024/05/21 10:31:29,
42,43,2028136990,(주)무궁화전자,이효형,분석,413665700.0,77.8,87.893,87.733,-0.94306 (99.05694),3 7,2024/05/21 10:44:46,
43,44,1018148698,(주)석산텔레콤,박봉환,분석,413672130.0,78.0,87.895,87.735,-0.94151 (99.05849),4 6,2024/05/22 08:44:36,
44,45,1288154026,(주)니트로시스템,정인교,분석,413698200.0,78.0,87.901,87.74,-0.93520 (99.0648),3 1,2024/05/20 15:51:07,
45,46,2108149521,주식회사 구일일무인경비시스템,박종철,분석,413711400.0,78.0,87.904,87.743,-0.93201 (99.06799),10 1,2024/05/22 09:17:10,
46,47,1138649133,빅썬시스템즈 주식회사,권태일,분석,413730000.0,78.2,87.908,87.747,-0.92752 (99.07248),9 3,2024/05/20 10:51:50,
47,48,1108140593,(주)대건이엔씨,이황희,분석,413753990.0,78.2,87.914,87.752,-0.92172 (99.07828),1 4,2024/05/20 10:38:26,
48,49,2018643926,두전네트웍스 주식회사,김병현,분석,413754460.0,78.2,87.914,87.752,-0.92161 (99.07839),9 14,2024/05/20 13:57:21,
