,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1208782160,에스엔에스이서비스주식회사  [최종낙찰],정경식,분석,162606100,84.254,85.23,1.16976 (101.16976),14 11,2024/11/26 14:09:34,
1,2,2088115241,한애전자(주),최용경,분석,162606950,84.254,85.23,1.17029 (101.17029),15 7,2024/11/27 09:12:45,
2,3,2118652742,(주)엔에스티정보통신,조정희,분석,167177928,86.623,87.626,4.01425 (104.01425),15 10,2024/11/26 11:33:26,
3,4,1508700266,주식회사 씨에쓰정보기술,박충순,분석,167863210,86.978,87.985,4.44061 (104.44061),10 5,2024/11/27 09:10:13,
4,5,1138636865,주식회사 정원시큐,염승호,분석,169636800,87.897,88.915,5.54410 (105.5441),4 14,2024/11/26 11:25:17,
5,6,2158714581,씨엠티정보통신(주),김국동,분석,185060480,95.889,97.0,15.14036 (115.14036),15 1,2024/11/27 11:37:31,
6,7,1078677070,씨지에스아이티(주),최규식,분석,188799990,97.826,98.96,17.46700 (117.467),5 9,2024/11/27 17:05:28,
7,8,6768601611,주식회사 루트웰,노덕권,분석,190210000,98.557,99.699,18.34427 (118.34427),2 6,2024/11/28 09:33:07,
8,9,1188114949,이주씨스템(주),이복균,분석,190600000,98.759,99.903,18.58692 (118.58692),11 1,2024/11/28 09:27:09,
9,10,2308103607,주식회사 디케이앤트,양동국,분석,190700000,98.811,99.955,18.64914 (118.64914),13 9,2024/11/27 14:33:30,
10,11,2148647194,투앤원정보통신주식회사,서승호,분석,190784000,98.854,100.0,18.70140 (118.7014),1 8,2024/11/27 18:27:57,
11,12,7098602638,주식회사 시그널아이씨티,강민희,분석,193672400,100.3513,101.513,20.49850 (120.4985),2 3,2024/11/27 23:10:31,예가초과
12,13,5828800285,주식회사 본정보,김명호,분석,196316000,101.7211,102.899,22.14328 (122.14328),4 15,2024/11/26 13:18:32,예가초과
13,-1,1048159651,(주)성우음향정보통신,송민자,분석,162425659,84.16,85.135,1.05750 (101.0575),3 12,2024/11/28 08:36:23,낙찰하한선 미달
14,-2,6118700363,주식회사 서경산업,이대규,분석,161685677,83.777,84.748,0.59710 (100.5971),12 6,2024/11/27 19:51:17,낙찰하한선 미달
15,-3,1068194620,(주)합동전자산업,정호원,분석,161447330,83.653,84.623,0.44880 (100.4488),1 11,2024/11/26 10:24:34,낙찰하한선 미달
16,-4,1288138083,주식회사 유앤후레쉬,우재명,분석,161245530,83.549,84.517,0.32325 (100.32325),2 8,2024/11/27 20:44:54,낙찰하한선 미달
17,-5,4178802112,주식회사 팬택씨앤아이엔지니어링,신광식,분석,161167170,83.508,84.476,0.27449 (100.27449),12 8,2024/11/28 09:49:07,낙찰하한선 미달
18,-6,2128142640,팍스코이앤아이(주),송기민,분석,161107000,83.477,84.444,0.23706 (100.23706),8 10,2024/11/26 17:02:34,낙찰하한선 미달
19,-7,2208143387,(주)글로벌텔레콤,서승현,분석,161074800,83.46,84.427,0.21702 (100.21702),15 8,2024/11/27 17:18:56,낙찰하한선 미달
20,-8,2048161869,(주)근영이엔씨,이성영,분석,160975789,83.409,84.375,0.15542 (100.15542),5 15,2024/11/27 12:45:41,낙찰하한선 미달
21,-9,2168701696,주식회사 투비콤,유수정,분석,160939650,83.39,84.356,0.13294 (100.13294),14 8,2024/11/26 14:48:22,낙찰하한선 미달
22,-10,2158687767,(주)에스앤디비즈,정성호,분석,160834000,83.336,84.301,0.06720 (100.0672),4 13,2024/11/26 10:22:19,낙찰하한선 미달
23,-11,8978600790,로봇앤컴 주식회사,이경일,분석,160797560,83.317,84.282,0.04453 (100.04453),10 15,2024/11/27 13:56:07,낙찰하한선 미달
24,-12,1098154781,(주)공항엔지니어링,이소영,분석,160635220,83.233,84.197,-0.05647 (99.94353),9 6,2024/11/27 20:16:58,낙찰하한선 미달
25,-13,2098211809,사단법인 해오름장애인협회,노영주,분석,160283865,83.051,84.013,-0.27508 (99.72492),8 11,2024/11/28 08:46:04,낙찰하한선 미달
26,-14,2148711728,에이에이씨케이(주),주수양,분석,160151800,82.982,83.944,-0.35725 (99.64275),10 12,2024/11/26 14:52:05,낙찰하한선 미달
27,-15,1298196937,주식회사 진인프라,김성용,분석,160138880,82.975,83.937,-0.36529 (99.63471),2 1,2024/11/26 14:48:44,낙찰하한선 미달
28,-16,2748800123,중앙씨앤티 주식회사,윤영진,분석,159324125,82.553,83.51,-0.87221 (99.12779),14 11,2024/11/28 09:17:38,낙찰하한선 미달
