,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2148824685,육일정보통신 주식회사  [최종낙찰],김지곤,분석,83891450,87.748,88.026,-0.57316 (99.42684),14 10,2024/06/03 17:28:23,
1,2,1198800016,주식회사 태영정보통신공사,김석주,분석,83892585,87.749,88.027,-0.57180 (99.4282),14 1,2024/05/31 10:47:00,
2,3,2148724941,한빛시스템주식회사,윤명호,분석,83895176,87.752,88.03,-0.56871 (99.43129),8 3,2024/06/03 16:39:09,
3,4,2108139396,아이포콤주식회사,김영철,분석,83896200,87.753,88.031,-0.56748 (99.43252),2 15,2024/06/03 08:07:40,
4,5,1098197140,(주)코맥스시큐리티,김종정,분석,83899192,87.757,88.034,-0.56390 (99.4361),7 15,2024/05/30 10:02:05,
5,6,1068710898,(주)다온에스디,이수진,분석,83899540,87.757,88.034,-0.56349 (99.43651),11 14,2024/05/31 09:01:38,
6,7,1198164229,(주) 이준시스템,한상훈,분석,83902500,87.76,88.038,-0.55995 (99.44005),5 15,2024/05/31 17:29:23,
7,8,2148758567,주식회사 한빛에스아이,황명구,분석,83903539,87.761,88.039,-0.55870 (99.4413),7 12,2024/06/03 14:58:46,
8,9,6188134896,주식회사 동신정보통신,임춘섭,분석,83906380,87.765,88.042,-0.55531 (99.44469),11 14,2024/06/03 09:50:32,
9,10,1138668654,주식회사코리아아이씨티,장규호,분석,83907302,87.766,88.043,-0.55420 (99.4458),12 3,2024/05/31 08:14:29,
10,11,5138100034,주식회사 엠젠솔루션,조상환,분석,83909000,87.768,88.044,-0.55217 (99.44783),1 13,2024/05/30 16:11:18,
11,12,2128155922,(주)티에스엠이앤씨,박원택,분석,83912760,87.772,88.048,-0.54768 (99.45232),11 12,2024/05/31 13:38:31,
12,13,2178600844,주식회사 이상시스템,이인석,분석,83917170,87.777,88.053,-0.54240 (99.4576),4 14,2024/06/03 14:18:20,
13,14,2398801380,주식회사 플러스파크,이선희,분석,83917922,87.778,88.054,-0.54150 (99.4585),1 7,2024/06/03 20:42:32,
14,15,2158687767,(주)에스앤디비즈,정성호,분석,83922000,87.782,88.058,-0.53663 (99.46337),3 7,2024/06/03 08:49:44,
15,16,2158603049,유니넷텍(주),김한호,분석,83922520,87.783,88.059,-0.53601 (99.46399),5 1,2024/06/03 09:31:26,
16,17,4278601362,주식회사 케이엔테크,고범철,분석,83924300,87.785,88.06,-0.53388 (99.46612),9 10,2024/05/31 19:49:51,
17,18,2628802128,주식회사 성우일렉콤,최종국,분석,83926080,87.787,88.062,-0.53175 (99.46825),5 14,2024/05/30 08:42:54,
18,19,1108170025,(주)원비즈시스템,박의영,분석,83926168,87.787,88.062,-0.53164 (99.46836),1 5,2024/05/30 11:18:04,
19,20,4158157174,주식회사 킴스프로젝트,김대원,분석,83926368,87.787,88.063,-0.53140 (99.4686),3 12,2024/06/03 18:46:40,
20,21,1058627351,(주)극동파워테크,배철한,분석,83926619,87.788,88.063,-0.53110 (99.4689),11 7,2024/05/31 14:34:23,
21,22,2088115241,한애전자(주),최용경,분석,83926700,87.788,88.063,-0.53101 (99.46899),4 10,2024/06/03 12:54:07,
22,23,5878102687,주식회사 에스디아이씨티,이수헌,분석,83926950,87.788,88.063,-0.53071 (99.46929),4 6,2024/06/03 10:15:15,
23,24,2298109203,(주)테스콤엔지니어링,박영복,분석,83928700,87.79,88.065,-0.52862 (99.47138),10 12,2024/05/30 16:47:21,
24,25,4188155516,아이피119정보통신 주식회사,김영수,분석,83930465,87.792,88.067,-0.52651 (99.47349),10 14,2024/05/31 09:24:10,
25,26,1208137120,(주)지티일렉콘,고광열,분석,83935630,87.798,88.072,-0.52033 (99.47967),12 1,2024/06/04 07:51:35,
26,27,1148611926,(주)동진이앤티,김미화,분석,83936989,87.799,88.074,-0.51870 (99.4813),6 7,2024/05/31 10:22:44,
27,28,5568600846,주식회사 아이콘정보통신,박종일,분석,83937000,87.799,88.074,-0.51869 (99.48131),4 5,2024/06/02 20:17:04,
28,29,1068178902,주식회사 티에스아이티,박용수,분석,83937004,87.799,88.074,-0.51869 (99.48131),11 1,2024/05/30 09:47:13,
29,30,1198623733,주식회사 케이비티정보통신,유후군,분석,83937908,87.8,88.075,-0.51760 (99.4824),4 6,2024/06/03 12:52:07,
30,31,2158133077,오티씨 주식회사,김희언,분석,83938229,87.801,88.075,-0.51722 (99.48278),13 5,2024/05/30 22:44:17,
