,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1148611926,(주)동진이앤티  [최종낙찰],김미화,분석,211948055,85.0,87.745,87.353,-1.17870 (98.8213),5 1,2024/08/09 13:55:31,
1,2,4188155516,아이피119정보통신 주식회사,김영수,분석,211967641,85.0,87.754,87.361,-1.16950 (98.8305),13 11,2024/08/09 09:43:02,
2,3,2158774589,주식회사 스카이코어,최명훈,분석,211977648,85.2,87.759,87.365,-1.16480 (98.8352),13 7,2024/08/13 09:41:45,
3,4,1178161473,광일이엔씨 주식회사,김현실,분석,212003835,85.4,87.77,87.376,-1.15250 (98.8475),8 14,2024/08/13 09:40:54,
4,5,8418600934,주식회사 디토시스,이민용,분석,212010007,85.4,87.773,87.379,-1.14961 (98.85039),11 8,2024/08/13 09:41:33,
5,6,5868701163,주식회사 하이텍에이브이,김라영,분석,212012349,85.4,87.774,87.38,-1.14851 (98.85149),3 4,2024/08/13 00:36:31,
6,7,6378801279,주식회사정암정보통신,조강수,분석,212017460,85.6,87.776,87.382,-1.14610 (98.8539),3 12,2024/08/13 07:26:26,
7,8,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,212057058,85.8,87.793,87.398,-1.12750 (98.8725),12 6,2024/08/12 09:10:19,
8,9,2298119166,(주)삼영기업,금동흠,분석,212061740,86.0,87.796,87.4,-1.12531 (98.87469),11 6,2024/08/12 11:23:17,
9,10,1358188617,주식회사 지에프씨코리아,안병모,분석,212089430,86.2,87.808,87.411,-1.11230 (98.8877),5 12,2024/08/13 09:01:25,
10,11,1078128574,(주)대진정보텔레콤,경완수,분석,212093250,86.2,87.809,87.413,-1.11051 (98.88949),13 10,2024/08/12 16:43:48,
11,12,1018116968,(주)넥슨정보통신,신양인,분석,212110280,86.4,87.817,87.42,-1.10251 (98.89749),4 6,2024/08/09 14:10:03,
12,13,5948701238,주식회사 웨이텍,송치봉,분석,212112198,86.4,87.818,87.421,-1.10161 (98.89839),14 8,2024/08/12 10:29:35,
13,14,1108124633,주식회사 디앤에스테크놀로지,이원우,분석,212147326,86.6,87.833,87.435,-1.08511 (98.91489),4 10,2024/08/12 16:38:34,
14,15,1168147309,문엔지니어링(주),김성만,분석,212150600,86.8,87.835,87.437,-1.08357 (98.91643),14 5,2024/08/13 09:27:52,
15,16,1138141456,(주)나우아이앤씨,안남훈,분석,212154139,86.8,87.836,87.438,-1.08190 (98.9181),1 3,2024/08/09 11:12:51,
16,17,2648127825,주식회사 제이원아이티,이준호,분석,212187560,87.0,87.851,87.452,-1.06621 (98.93379),3 9,2024/08/09 13:58:57,
17,18,1198615820,프리커스(주),최훈,분석,212212496,87.2,87.862,87.462,-1.05449 (98.94551),3 14,2024/08/12 09:47:28,
18,19,5338700141,주식회사 인프라엔이,정우진,분석,212213963,87.2,87.863,87.463,-1.05381 (98.94619),7 11,2024/08/12 21:24:32,
19,20,1108130339,(주)기양상사,조효진,분석,212214180,87.2,87.863,87.463,-1.05370 (98.9463),7 6,2024/08/09 14:23:54,
20,21,2098134159,주식회사 피스코이엔씨,조기현,분석,212222692,87.4,87.866,87.466,-1.04970 (98.9503),3 8,2024/08/13 08:32:12,
21,22,2118145912,영남스퀘어 주식회사,장재모,분석,212222770,87.4,87.866,87.466,-1.04967 (98.95033),15 7,2024/08/09 10:17:20,
22,23,2208709343,유텔레콤주식회사,한상미,분석,212228973,87.4,87.869,87.469,-1.04675 (98.95325),14 1,2024/08/12 22:57:33,
23,24,1068184554,(주)송화전기통신,고진홍,분석,212230360,87.4,87.87,87.47,-1.04610 (98.9539),10 6,2024/08/09 15:11:16,
