,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1138640850,주식회사 우솔네트웍스,유상열,분석,142582090.0,87.745,89.147,0.62179 (100.62179),3 8,2024/08/14 09:22:52,
1,2,1048140865,다이아몬드전자(주),이건,분석,142586400.0,87.747,89.149,0.62487 (100.62487),12 7,2024/08/13 11:15:09,
2,3,1178124861,케이이피엔지니어링(주),박성진,분석,142590950.0,87.75,89.152,0.62811 (100.62811),13 4,2024/08/14 14:45:10,
3,4,2188109765,(주)웨이브컴,채인석,분석,142597950.0,87.755,89.157,0.63310 (100.6331),4 2,2024/08/13 13:52:41,
4,5,1058186995,부원동력(주),이병의,분석,142598511.0,87.755,89.157,0.63350 (100.6335),7 11,2024/08/13 10:11:03,
5,6,7508600152,육일전기공사주식회사,공삼례,분석,142604450.0,87.759,89.161,0.63773 (100.63773),7 6,2024/08/14 17:37:06,
6,7,1058601287,(주)성산정보시스템,김기주,분석,142608194.0,87.762,89.163,0.64040 (100.6404),9 6,2024/08/14 17:01:19,
7,8,6338200301,사단법인 행복일자리운동본부,정덕환,분석,142609738.0,87.763,89.164,0.64150 (100.6415),6 9,2024/08/13 10:27:12,
8,9,1138670451,주식회사 코스모티어,김명동,분석,142612123.0,87.765,89.166,0.64320 (100.6432),9 13,2024/08/16 09:12:53,
9,10,1148680379,주식회사 다경시스템,김대원,분석,142613100.0,87.765,89.166,0.64389 (100.64389),5 7,2024/08/13 20:11:21,
10,11,2128606988,원강정보통신 주식회사,우강원,분석,142613947.0,87.766,89.167,0.64449 (100.64449),11 14,2024/08/14 17:39:49,
11,12,7188100420,주식회사 오투정보통신,양성윤,분석,142615600.0,87.767,89.168,0.64567 (100.64567),7 6,2024/08/13 10:52:41,
12,13,2158602337,지엔네텔(주),고시영,분석,142621846.0,87.771,89.172,0.65012 (100.65012),4 13,2024/08/16 08:52:06,
13,14,1138189770,인콤아이에스(주),강점식,분석,142624060.0,87.773,89.173,0.65170 (100.6517),8 1,2024/08/14 10:59:53,
14,15,1058659488,(주)솔텍시스템,문병선,분석,142628763.0,87.776,89.176,0.65505 (100.65505),4 14,2024/08/14 11:47:13,
15,16,2148840477,주식회사 알비에스테크,김동헌,분석,142630648.0,87.777,89.177,0.65640 (100.6564),10 1,2024/08/16 08:33:28,
16,17,7098602638,주식회사 시그널아이씨티,강민희,분석,142633595.0,87.779,89.179,0.65850 (100.6585),11 15,2024/08/15 22:32:14,
17,18,1058161048,서울데이타통신(주),이희승,분석,142634859.0,87.78,89.18,0.65940 (100.6594),13 14,2024/08/13 11:04:02,
18,19,1088127729,주식회사 대원네시스,이연호,분석,142640190.0,87.783,89.183,0.66319 (100.66319),13 6,2024/08/14 14:19:37,
19,20,1068648591,주식회사 투지시스템,김승택,분석,142651800.0,87.791,89.19,0.67147 (100.67147),9 1,2024/08/13 15:29:04,
