,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2148104884,두원이에프씨 주식회사  [최종낙찰],장병민,분석,400993263,65.0,87.747,88.675,0.25790 (100.2579),12 13,2024/04/02 17:29:08,
1,2,1108179327,(주) 유엘네트웍스,정재순,분석,400998023,65.0,87.748,88.676,0.25909 (100.25909),13 3,2024/04/03 12:24:49,
2,3,2188114856,서교정보통신(주),김기설,분석,401006754,65.0,87.75,88.678,0.26130 (100.2613),8 3,2024/04/03 19:19:09,
3,4,2148619081,주식회사 유신테크,김용근,분석,401007500,65.0,87.751,88.678,0.26148 (100.26148),1 6,2024/04/03 10:59:13,
4,5,2118743406,보성통신기술(주),오영배,분석,401010720,65.0,87.751,88.679,0.26229 (100.26229),15 7,2024/04/03 17:34:16,
5,6,2128196942,동진이앤씨(주),민진식,분석,401013100,65.0,87.752,88.679,0.26289 (100.26289),9 3,2024/04/02 17:40:37,
6,7,1058161048,서울데이타통신(주),이희승,분석,401026989,65.2,87.755,88.682,0.26640 (100.2664),4 1,2024/04/03 15:25:39,
7,8,2148811443,(주)우신지엘에스,문경종,분석,401031760,65.2,87.756,88.683,0.26760 (100.2676),14 2,2024/04/03 08:35:34,
8,9,2068611905,(주)한포넷,이현우,분석,401033463,65.2,87.757,88.684,0.26803 (100.26803),5 3,2024/04/03 09:18:25,
9,10,1128143733,공간미디어(주),김명숙,분석,401038536,65.2,87.758,88.685,0.26931 (100.26931),15 5,2024/04/04 07:52:44,
10,11,1138611622,(주)이담에스티,최명순,분석,401041270,65.2,87.758,88.685,0.26999 (100.26999),13 5,2024/04/03 08:19:53,
11,12,2958800474,주식회사 원정보기술원,송은자,분석,401041280,65.2,87.758,88.685,0.27000 (100.27),2 8,2024/04/03 16:57:20,
12,13,2208143387,(주)글로벌텔레콤,서승현,분석,401042217,65.2,87.759,88.686,0.27023 (100.27023),9 14,2024/04/04 09:03:06,
13,14,8418600934,주식회사 디토시스,이민용,분석,401045640,65.2,87.759,88.686,0.27110 (100.2711),10 6,2024/04/04 13:57:38,
14,15,1098178920,주식회사 보다컴,류시훈,분석,401047225,65.2,87.76,88.687,0.27150 (100.2715),1 14,2024/04/03 07:56:53,
15,16,2178601498,주식회사 엔키텍,원영춘,분석,401050400,65.2,87.761,88.687,0.27230 (100.2723),15 12,2024/04/04 09:09:06,
16,17,2028159713,거산음향통신(주),김기만,분석,401052310,65.2,87.761,88.688,0.27278 (100.27278),13 2,2024/04/02 17:27:48,
17,18,2148105563,(주)인성이엔씨,김규만,분석,401053971,65.2,87.761,88.688,0.27320 (100.2732),6 10,2024/04/02 14:04:39,
18,19,1188120780,(주)웅비정보통신,강영종,분석,401072263,65.4,87.766,88.692,0.27781 (100.27781),9 7,2024/04/02 14:02:17,
19,20,2168701696,주식회사 투비콤,유수정,분석,401080309,65.4,87.768,88.694,0.27983 (100.27983),12 1,2024/04/02 14:39:26,
20,21,1088611746,에스비엠텔레콤(주),홍은수,분석,401094830,65.4,87.771,88.697,0.28349 (100.28349),13 3,2024/04/03 10:24:20,
21,22,1108609224,주식회사 두루스코,김옥연,분석,401131066,65.6,87.779,88.705,0.29263 (100.29263),11 13,2024/04/04 09:53:59,
22,23,1198165586,제이케이앤티텔레콤(주),전찬화,분석,401139330,65.6,87.781,88.707,0.29471 (100.29471),13 9,2024/04/03 08:36:06,
23,24,1338113707,(주)대보통신,염영숙,분석,401142060,65.6,87.782,88.708,0.29540 (100.2954),7 15,2024/04/03 13:26:48,
24,25,1068604157,주식회사 넥시스정보,오세후,분석,401143940,65.6,87.782,88.708,0.29587 (100.29587),15 11,2024/04/02 21:07:53,
25,26,2198111833,주식회사 대영아이오티,전인구,분석,401147216,65.6,87.783,88.709,0.29670 (100.2967),14 13,2024/04/02 17:49:45,
26,27,1048142446,주식회사 디에스 이앤티,양종만,분석,401154340,65.8,87.785,88.71,0.29849 (100.29849),3 14,2024/04/03 09:48:34,
27,28,2128107793,호곡종합건설(주),박성환,분석,401159516,65.8,87.786,88.712,0.29980 (100.2998),15 9,2024/04/04 13:30:22,
28,29,2148842024,주식회사 에이번,김지윤,분석,401165000,65.8,87.787,88.713,0.30118 (100.30118),14 2,2024/04/04 09:41:16,
29,30,2148647194,투앤원정보통신주식회사,서승호,분석,401171816,65.8,87.789,88.714,0.30290 (100.3029),2 10,2024/04/03 10:36:56,
