,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2068601047,왕건전기 주식회사  [최종낙찰],한미라,분석,80145957,87.784,87.028,-1.61128 (98.38872),14 11,2024/01/03 08:17:44,
1,2,1048610901,이룸유비쿼터스주식회사,김승규,분석,80155311,87.795,87.038,-1.59971 (98.40029),4 1,2023/12/29 10:04:58,
2,3,1058167417,(주)금정엔지니어링,구본신,분석,80155312,87.795,87.038,-1.59970 (98.4003),14 1,2024/01/03 09:01:40,
3,4,1078764946,아토리서치 주식회사,정재웅,분석,80165090,87.806,87.049,-1.58760 (98.4124),2 12,2024/01/02 17:29:23,
4,5,1198632979,성민전기 주식회사,김미영,분석,80179310,87.823,87.064,-1.57001 (98.42999),11 2,2024/01/02 23:54:21,
5,6,1618701659,(주)케이엔피네트웍스,박승일,분석,80180000,87.824,87.065,-1.56915 (98.43085),3 10,2024/01/02 10:19:43,
6,7,1078688280,콘텐츠스퀘어주식회사,함규식,분석,80192559,87.838,87.078,-1.55361 (98.44639),15 12,2024/01/02 10:06:18,
7,8,1058608183,코위버(주),황인환,분석,80193453,87.839,87.079,-1.55250 (98.4475),2 6,2024/01/03 09:01:13,
8,9,7288700415,주식회사 티엑스텍,박영기,분석,80197655,87.844,87.084,-1.54730 (98.4527),14 10,2024/01/02 17:56:19,
9,10,1088159691,(주)다우텔레콤,이영순,분석,80205897,87.854,87.093,-1.53710 (98.4629),14 15,2024/01/02 20:05:46,
10,11,1048800071,주식회사 대광사업단,박선희,분석,80211553,87.861,87.099,-1.53010 (98.4699),11 4,2024/01/02 18:36:49,
11,12,3238801633,동부엔텍 주식회사,류광성,분석,80215432,87.865,87.103,-1.52530 (98.4747),3 7,2024/01/03 08:49:03,
12,13,2148860959,(주)가온글로벌,최병억,분석,80244198,87.899,87.134,-1.48970 (98.5103),12 5,2024/01/02 10:13:57,
13,14,1058153698,진우에이티에스 주식회사,정진태,분석,80245007,87.9,87.135,-1.48870 (98.5113),3 10,2024/01/02 22:31:58,
14,15,1108177407,시큐에스주식회사,정재량,분석,80252500,87.909,87.143,-1.47943 (98.52057),7 5,2023/12/29 10:08:37,
15,16,1198635243,(주)다룸정보기술,이혜경,분석,80260600,87.918,87.152,-1.46941 (98.53059),3 8,2024/01/02 16:33:11,
16,17,2068165615,(주)아이커머,조상현,분석,80261571,87.919,87.153,-1.46821 (98.53179),6 2,2024/01/02 14:25:35,
17,18,2448700294,주식회사 건호엔지니어링,정숙영,분석,80280200,87.941,87.174,-1.44515 (98.55485),6 12,2024/01/02 16:44:33,
18,19,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,80280480,87.941,87.174,-1.44480 (98.5552),2 9,2024/01/02 14:12:05,
19,20,6058632937,주식회사 타키온정보기술,이건조,분석,80283890,87.945,87.178,-1.44058 (98.55942),9 14,2024/01/02 15:34:45,
20,21,1198195493,주식회사 인텍하우징,심인석,분석,80284764,87.946,87.179,-1.43950 (98.5605),1 6,2024/01/03 08:05:20,
21,22,2178113330,(주)오성에스이엠,오성표,분석,80286621,87.949,87.181,-1.43721 (98.56279),3 15,2023/12/29 15:57:03,
22,23,2018162836,(주)선전력시스템,임철학,분석,80293652,87.957,87.188,-1.42850 (98.5715),6 11,2024/01/01 17:25:22,
23,24,7948100026,주식회사 아성엠,전세희,분석,80299720,87.964,87.195,-1.42099 (98.57901),1 11,2024/01/02 09:09:33,
24,25,2108138572,주식회사 디와이엔텍,임형두,분석,80301894,87.966,87.197,-1.41830 (98.5817),13 5,2024/01/03 09:19:54,
25,26,1018197466,주식회사콤위즈,정윤권,분석,80305790,87.971,87.201,-1.41348 (98.58652),15 13,2023/12/29 11:24:27,
26,27,1198655462,지티에스솔루션즈 주식회사,김민수,분석,80309000,87.975,87.205,-1.40951 (98.59049),7 8,2024/01/02 08:46:42,
27,28,2018634956,주식회사 신성전자통신,전용한,분석,80318539,87.986,87.215,-1.39771 (98.60229),2 15,2024/01/02 12:50:45,
28,29,1078636517,주식회사 국일이앤씨,서남석,분석,80339710,88.011,87.238,-1.37151 (98.62849),3 11,2023/12/31 19:05:10,
29,30,2098134159,주식회사 피스코이엔씨,조기현,분석,80350215,88.023,87.25,-1.35851 (98.64149),12 7,2023/12/29 10:12:04,
30,31,7298600518,주식회사 킴스앤,김동선,분석,80357326,88.031,87.257,-1.34971 (98.65029),10 14,2024/01/03 08:14:22,
31,32,1188111452,동화전자산업(주),김종화,분석,80357560,88.032,87.258,-1.34942 (98.65058),9 15,2023/12/29 11:38:07,
32,33,2198124769,주식회사 성문엔지니어링,김선호,분석,80365800,88.041,87.267,-1.33922 (98.66078),2 3,2023/12/29 15:45:08,
33,34,2148854189,(주)태원전기,김응식,분석,80373841,88.051,87.275,-1.32927 (98.67073),11 3,2023/12/29 11:48:36,
34,35,3218602097,(주)태연정보,김영태,분석,80373900,88.051,87.275,-1.32919 (98.67081),15 4,2024/01/02 16:47:43,
35,36,2068706603,주식회사 온품,김유혁,분석,80390850,88.071,87.294,-1.30822 (98.69178),15 6,2024/01/02 15:50:15,
36,37,2298134599,(주)시에나텔레콤,임종태,분석,80392477,88.073,87.295,-1.30620 (98.6938),14 3,2024/01/02 08:43:16,
37,38,5598700333,주식회사 제이투디앤티,김세환,분석,80405900,88.088,87.31,-1.28959 (98.71041),13 12,2024/01/02 10:06:59,
38,39,1198649596,주식회사 원넷시스,김성식,분석,80406700,88.089,87.311,-1.28860 (98.7114),3 2,2024/01/02 09:39:49,
39,40,2158603049,유니넷텍(주),김한호,분석,80408550,88.091,87.313,-1.28631 (98.71369),5 14,2024/01/03 09:10:33,
40,41,1098630595,주식회사 에이텐시스템,정구황,분석,80417284,88.102,87.322,-1.27551 (98.72449),5 3,2024/01/03 09:04:58,
41,42,1078805018,주식회사 지엔아이테크,박우정,분석,80431970,88.119,87.338,-1.25733 (98.74267),15 2,2023/12/29 12:55:35,
42,43,1078756640,주식회사 링크씨앤아이,김대훈,분석,80440718,88.129,87.348,-1.24651 (98.75349),12 14,2024/01/01 14:48:34,
43,44,2200459632,하나정보통신,현광섭,분석,80444112,88.133,87.352,-1.24230 (98.7577),5 4,2023/12/29 10:01:44,
44,45,1148188624,주식회사 케이씨에이,문대원,분석,80446536,88.136,87.354,-1.23931 (98.76069),15 14,2024/01/02 10:15:46,
45,46,1138141456,(주)나우아이앤씨,안남훈,분석,80463586,88.156,87.373,-1.21821 (98.78179),15 3,2024/01/02 17:08:23,
46,47,1198611222,(주)제이에이티,이세창,분석,80464410,88.157,87.374,-1.21719 (98.78281),5 9,2024/01/02 09:27:47,
47,48,1058748784,(주)에스알시스템,김수정,분석,80469320,88.163,87.379,-1.21111 (98.78889),4 13,2024/01/02 08:02:51,
48,49,2128144463,동양비엠에스(주),김태수,분석,80475626,88.17,87.386,-1.20331 (98.79669),15 3,2024/01/03 09:30:09,
49,50,2148665907,미래아이티 주식회사,송정화,분석,80478900,88.174,87.389,-1.19925 (98.80075),14 6,2023/12/29 13:31:57,
0,51,1088607693,(주)가온데이터,이태재,분석,80486777,88.183,87.398,-1.18951 (98.81049),14 10,2023/12/30 15:45:44,
1,52,1128152149,(주)일신티에이치이,이상운,분석,80504393,88.204,87.417,-1.16771 (98.83229),10 8,2024/01/02 09:24:20,
2,53,2100412872,유광미디어,김유성,분석,80507802,88.208,87.421,-1.16349 (98.83651),6 14,2024/01/02 09:35:45,
3,54,2118726218,주식회사 씨그테크,이윤호,분석,80507820,88.208,87.421,-1.16346 (98.83654),3 10,2023/12/29 10:25:07,
4,55,8338600103,주식회사 씨앤아이테크,서광수,분석,80521524,88.224,87.436,-1.14651 (98.85349),13 4,2024/01/01 22:58:59,
5,56,2098127963,상승종합통신 주식회사,조남각,분석,80527989,88.231,87.443,-1.13850 (98.8615),14 2,2023/12/29 10:09:41,
6,57,1408138536,주)파인솔라,이태동,분석,80528473,88.232,87.443,-1.13791 (98.86209),10 9,2024/01/02 16:57:38,
7,58,1018211295,사단법인 한국장애인이워크협회,조무호,분석,80532500,88.237,87.448,-1.13292 (98.86708),4 5,2024/01/02 16:06:15,
8,59,1081154276,영우정보통신,이영우,분석,80540352,88.246,87.456,-1.12320 (98.8768),4 7,2024/01/02 09:52:35,
9,60,8838102324,주식회사 엘씨네트웍스,임동준,분석,80556920,88.265,87.474,-1.10270 (98.8973),12 4,2023/12/29 10:26:22,
10,61,1078662029,주식회사 아이티트레인,주영일,분석,80558700,88.267,87.476,-1.10050 (98.8995),15 9,2023/12/29 10:42:20,
11,62,5878600398,주식회사 엑사엔시스,나정환,분석,80562008,88.271,87.48,-1.09640 (98.9036),11 12,2024/01/02 07:35:18,
12,63,1208663604,주식회사 한은씨앤씨,김기현,분석,80562980,88.272,87.481,-1.09520 (98.9048),12 8,2024/01/02 19:00:24,
13,64,2098132812,주식회사 피치테크,이현철,분석,80567503,88.278,87.486,-1.08960 (98.9104),6 15,2024/01/02 13:15:48,
14,65,1208149780,장학건설(주),정세학,분석,80567900,88.278,87.486,-1.08911 (98.91089),7 14,2024/01/02 09:21:42,
15,66,1068669669,(주)일광통신,이병일,분석,80571770,88.283,87.49,-1.08432 (98.91568),5 2,2023/12/30 23:40:29,
16,67,1108172440,주식회사 다보파워코리아,강희철,분석,80576311,88.288,87.495,-1.07870 (98.9213),5 1,2024/01/02 18:07:13,
17,68,1238638929,주식회사 세진테크,이승한,분석,80579866,88.292,87.499,-1.07430 (98.9257),11 9,2024/01/03 09:30:19,
18,69,1068616819,(주)현성인포컴,박홍수,분석,80583745,88.297,87.503,-1.06950 (98.9305),7 14,2024/01/03 09:20:22,
19,69,1178186611,주식회사 에프에이일렉콤,박인숙,분석,80583745,88.297,87.503,-1.06950 (98.9305),12 11,2024/01/01 20:22:23,
20,71,4678802233,(주)비비알컴퍼니,이혜원,분석,80587220,88.301,87.507,-1.06520 (98.9348),12 2,2024/01/02 16:16:40,
21,72,2108149521,주식회사 구일일무인경비시스템,박종철,분석,80589800,88.304,87.51,-1.06201 (98.93799),2 14,2024/01/03 09:07:53,
22,73,2158168275,천마정보통신(주),황범만,분석,80590000,88.304,87.51,-1.06176 (98.93824),14 12,2024/01/02 17:05:40,
23,74,1098178920,주식회사 보다컴,류시훈,분석,80592633,88.307,87.513,-1.05851 (98.94149),10 14,2024/01/03 09:33:59,
24,75,2148805112,주식회사 지큐이앤씨,구자옥,분석,80596674,88.312,87.517,-1.05350 (98.9465),4 9,2024/01/01 05:24:28,
25,76,4108709228,(주)실로아이앤씨,서정호,분석,80608795,88.326,87.53,-1.03850 (98.9615),9 14,2024/01/02 09:40:36,
26,77,2958800474,주식회사 원정보기술원,송은자,분석,80609360,88.327,87.531,-1.03781 (98.96219),10 13,2024/01/02 08:48:26,
27,78,4088168391,금상디엔씨주식회사,박길중,분석,80612188,88.33,87.534,-1.03431 (98.96569),1 10,2024/01/02 08:33:36,
28,79,1118114477,주식회사 대흥데이타통신,박상영,분석,80617280,88.336,87.54,-1.02800 (98.972),8 7,2023/12/29 10:25:52,
29,80,1208609672,(주)디에스티인터내셔날,김형태,분석,80625764,88.346,87.549,-1.01750 (98.9825),7 12,2024/01/02 09:21:15,
30,81,1068611721,우리보안 주식회사,이명재,분석,80628028,88.349,87.551,-1.01470 (98.9853),13 3,2024/01/03 08:28:14,
31,82,6558701528,(주)스마트정보기술,박성애,분석,80628107,88.349,87.551,-1.01461 (98.98539),8 7,2024/01/02 09:31:51,
32,83,2158661490,(주)이베이테크,황경구,분석,80632713,88.354,87.556,-1.00891 (98.99109),4 2,2024/01/03 09:23:56,
33,84,1078151890,주식회사유진솔루션,이훈희,분석,80634613,88.356,87.558,-1.00655 (98.99345),8 5,2024/01/02 09:45:01,
34,85,4018600546,주식회사 케이투시스템즈,강병준,분석,80635700,88.358,87.56,-1.00521 (98.99479),15 6,2024/01/03 09:08:40,
35,86,1058649262,주식회사 노하우전기통신,임창배,분석,80640600,88.363,87.565,-0.99914 (99.00086),1 7,2023/12/29 10:50:42,
36,87,1148633857,에스엠이엔지(주),이관휴,분석,80640874,88.364,87.565,-0.99881 (99.00119),12 8,2024/01/02 08:44:18,
37,88,2148631445,주식회사 우리엔아이에스,백창준,분석,80646050,88.37,87.571,-0.99240 (99.0076),2 14,2024/01/03 09:54:34,
