,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1138665128,블루넷테크놀러지 주식회사  [최종낙찰],백홍배,분석,40367920,88.011,88.599,0.68178 (100.68178),3 12,2024/11/13 23:02:45,
1,2,1248172546,주식회사 아이트로닉스,윤희중,분석,40386770,88.052,88.641,0.72880 (100.7288),6 8,2024/11/14 09:27:24,
2,3,1248724027,주식회사 삼정솔루션,최춘화,분석,40400122,88.081,88.67,0.76210 (100.7621),10 12,2024/11/11 15:10:56,
3,4,1128143733,공간미디어(주),김명숙,분석,40412771,88.108,88.698,0.79365 (100.79365),11 14,2024/11/14 08:44:24,
4,5,2188109765,(주)웨이브컴,채인석,분석,40641851,88.608,89.201,1.36500 (101.365),8 2,2024/11/14 09:25:49,
5,6,1058608183,코위버(주),황인환,분석,45835000,99.93,100.599,14.31725 (114.31725),6 1,2024/11/14 09:38:25,
6,-1,1138163445,주식회사 삼도통신,이정경,분석,40356700,87.986,88.575,0.65380 (100.6538),3 10,2024/11/11 13:12:21,낙찰하한선 미달
7,-2,1308167830,주식회사 미디컴전자,정광영,분석,40322910,87.912,88.501,0.56952 (100.56952),13 14,2024/11/12 16:41:32,낙찰하한선 미달
8,-3,1248801768,(주)에스디,채수경,분석,40310300,87.885,88.473,0.53807 (100.53807),12 6,2024/11/11 14:18:48,낙찰하한선 미달
9,-4,1298170301,주식회사 엘케이시스템,류경,분석,40307000,87.878,88.466,0.52984 (100.52984),13 3,2024/11/13 17:59:35,낙찰하한선 미달
10,-5,1308167432,세진텔레시스 주식회사,주대철,분석,40225595,87.7,88.287,0.32681 (100.32681),11 8,2024/11/12 09:25:03,낙찰하한선 미달
11,-6,1301666298,아함전자,양영석,분석,40224900,87.699,88.286,0.32508 (100.32508),1 13,2024/11/14 09:17:23,낙찰하한선 미달
12,-7,5158701574,원창이앤씨(주),황경연,분석,40208830,87.664,88.25,0.28500 (100.285),7 12,2024/11/13 14:52:18,낙찰하한선 미달
13,-8,2068627654,주식회사 원캐스트,정광재,분석,40152580,87.541,88.127,0.14470 (100.1447),2 4,2024/11/12 11:05:30,낙찰하한선 미달
14,-9,4268800874,주식회사 캐스트코아,강일석,분석,40152188,87.54,88.126,0.14373 (100.14373),2 8,2024/11/13 09:19:49,낙찰하한선 미달
15,-10,2148767256,주식회사 미디어디바이스,이강일,분석,40048000,87.313,87.897,-0.11613 (99.88387),5 14,2024/11/13 17:26:39,낙찰하한선 미달
16,-11,2248138678,메가일렉주식회사,이경화,분석,40008870,87.228,87.811,-0.21372 (99.78628),10 12,2024/11/12 19:24:51,낙찰하한선 미달
17,-12,2148669728,주식회사에프알텍,남재국,분석,39879053,86.945,87.527,-0.53750 (99.4625),8 4,2024/11/14 08:57:56,낙찰하한선 미달
18,-13,1238626516,주식회사 대유미디어시스템즈,이원문,분석,39841000,86.862,87.443,-0.63241 (99.36759),11 8,2024/11/13 16:30:27,낙찰하한선 미달
19,-14,1198108907,주식회사 아이엔아이,이상우,분석,39794160,86.76,87.34,-0.74923 (99.25077),1 3,2024/11/13 09:55:10,낙찰하한선 미달
