,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1128141680,주식회사엠케이씨티  [최종낙찰],장재철,분석,33143200,87.748,88.725,0.95590 (100.9559),8 1,2024/03/26 17:20:49,
1,2,2158676426,주식회사 건영이앤씨,박지명,분석,33145200,87.753,88.731,0.96200 (100.962),6 12,2024/03/26 10:38:02,
2,3,1098172945,(주)마커스코리아,이헌철,분석,33145585,87.754,88.732,0.96317 (100.96317),2 15,2024/03/26 12:57:31,
3,4,1128118909,(주)한일종합산업,박응석,분석,33147300,87.759,88.736,0.96840 (100.9684),10 11,2024/03/26 11:47:15,
4,5,2198124769,주식회사 성문엔지니어링,김선호,분석,33148000,87.761,88.738,0.97054 (100.97054),8 9,2024/03/25 08:50:08,
5,6,7748102302,주식회사 그린도트,이화진,분석,33149340,87.764,88.742,0.97463 (100.97463),5 3,2024/03/25 15:51:04,
6,7,2108168358,주식회사 영호전기통신,조소연,분석,33151493,87.77,88.747,0.98120 (100.9812),3 5,2024/03/27 08:02:29,
7,8,2148105563,(주)인성이엔씨,김규만,분석,33154935,87.78,88.757,0.99170 (100.9917),2 11,2024/03/25 11:26:41,
8,9,1088155278,금하개발(주),김명준,분석,33156100,87.783,88.76,0.99525 (100.99525),4 15,2024/03/26 17:55:22,
9,10,1018126108,(주)일능,심금자,분석,33157800,87.787,88.764,1.00044 (101.00044),1 9,2024/03/25 08:57:20,
10,11,4678802233,(주)비비알컴퍼니,이혜원,분석,33160901,87.796,88.773,1.00990 (101.0099),8 14,2024/03/26 16:27:28,
11,12,2018634956,주식회사 신성전자통신,전용한,분석,33161358,87.797,88.774,1.01129 (101.01129),14 11,2024/03/26 22:31:14,
12,13,2048170015,(주)하남통신,김종화,분석,33166429,87.81,88.787,1.02677 (101.02677),5 2,2024/03/26 20:43:29,
13,14,1098178920,주식회사 보다컴,류시훈,분석,33171257,87.823,88.8,1.04150 (101.0415),1 8,2024/03/25 09:27:23,
14,15,2048131439,중앙텔콤(주),오충석,분석,33172257,87.826,88.803,1.04455 (101.04455),1 10,2024/03/25 09:12:01,
15,16,1138655784,주식회사 유씨큐넷,김경,분석,33172338,87.826,88.803,1.04479 (101.04479),7 14,2024/03/25 11:14:04,
16,17,1058746506,(주)파워일렉,이정림,분석,33177310,87.84,88.816,1.05996 (101.05996),2 1,2024/03/27 09:37:18,
17,18,8058600302,주식회사 케이엔엑스정보통신,홍지연,분석,33178140,87.842,88.819,1.06250 (101.0625),1 3,2024/03/26 08:50:58,
18,19,7508600152,육일전기공사주식회사,공삼례,분석,33180100,87.847,88.824,1.06847 (101.06847),5 8,2024/03/27 09:58:25,
19,20,1138621101,(주)아이피로드,강철지,분석,33183941,87.857,88.834,1.08019 (101.08019),3 5,2024/03/25 10:27:42,
20,21,5878600398,주식회사 엑사엔시스,나정환,분석,33185646,87.862,88.839,1.08540 (101.0854),6 3,2024/03/22 07:37:15,
21,22,1138683368,주식회사 에스엠시스템즈,이승환,분석,33186500,87.864,88.841,1.08800 (101.088),5 11,2024/03/25 15:17:03,
22,23,1058628520,유테크(주),최윤영,분석,33187744,87.868,88.844,1.09180 (101.0918),13 11,2024/03/25 12:43:07,
23,24,2048131967,(주)용백전설,곽의영,분석,33189563,87.872,88.849,1.09735 (101.09735),11 7,2024/03/25 09:55:26,
24,25,3388801483,주식회사 에버그린티앤씨,최재완,분석,33193800,87.884,88.861,1.11027 (101.11027),8 4,2024/03/22 13:00:52,
25,26,2158615337,(주)아이링크시스템,오치성,분석,33194135,87.885,88.862,1.11129 (101.11129),4 1,2024/03/26 09:37:52,
26,27,2118716291,(주)유토닉스,박찬호,분석,33197200,87.893,88.87,1.12065 (101.12065),3 15,2024/03/25 15:23:15,
27,28,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,33203100,87.909,88.886,1.13865 (101.13865),9 11,2024/03/25 09:52:15,
28,29,2178143187,(주)미디어밸리렛,전필숙,분석,33203968,87.911,88.888,1.14129 (101.14129),15 1,2024/03/25 17:06:24,
29,30,7098602638,주식회사 시그널아이씨티,강민희,분석,33204067,87.911,88.888,1.14160 (101.1416),9 15,2024/03/27 01:09:15,
30,31,8568800361,주식회사 우선기술,정우영,분석,33204312,87.912,88.889,1.14234 (101.14234),9 10,2024/03/25 09:18:50,
31,32,6188134896,주식회사 동신정보통신,임춘섭,분석,33205600,87.915,88.892,1.14627 (101.14627),11 4,2024/03/26 09:44:57,
32,33,1148188624,주식회사 케이씨에이,문대원,분석,33210327,87.928,88.905,1.16070 (101.1607),9 12,2024/03/25 23:21:15,
33,34,2040371641,한서전자,김영옥,분석,33210589,87.929,88.906,1.16149 (101.16149),11 7,2024/03/25 10:17:09,
34,35,2728602835,(주)주야플랜트,김대완,분석,33211250,87.931,88.907,1.16351 (101.16351),1 11,2024/03/22 08:47:50,
35,36,1708601068,주식회사 와이비정보시스템,정영배,분석,33216820,87.946,88.922,1.18051 (101.18051),4 9,2024/03/22 15:29:13,
36,37,5088137937,(주)벨류데이터,이선미,분석,33217144,87.946,88.923,1.18149 (101.18149),9 4,2024/03/25 11:51:59,
37,38,2158749469,(주)더블유에프텍,이영길,분석,33220522,87.955,88.932,1.19180 (101.1918),7 6,2024/03/25 16:18:42,
38,39,2118643772,주식회사 세양전기,김형재,분석,33222090,87.96,88.936,1.19658 (101.19658),10 9,2024/03/25 11:00:40,
39,40,1978600685,주식회사 에스에이텍,남기출,분석,33223200,87.963,88.939,1.19997 (101.19997),1 8,2024/03/27 09:07:21,
40,41,1128139637,(주)씨엘에이에스,윤호중,분석,33226846,87.972,88.949,1.21109 (101.21109),13 12,2024/03/25 08:31:16,
41,42,2208709343,유텔레콤주식회사,한상미,분석,33230668,87.983,88.959,1.22275 (101.22275),3 4,2024/03/25 11:26:48,
42,43,2148805112,주식회사 지큐이앤씨,구자옥,분석,33233828,87.991,88.968,1.23240 (101.2324),6 2,2024/03/22 08:58:19,
43,44,1418147931,주식회사 이리야시스템,허재혁,분석,33236745,87.999,88.976,1.24129 (101.24129),14 10,2024/03/27 09:27:30,
44,45,2148143121,주식회사 엠알바스,윤창로,분석,33238089,88.003,88.979,1.24540 (101.2454),12 13,2024/03/26 06:18:01,
45,46,2918102904,주식회사 광야,이선주,분석,33240974,88.01,88.987,1.25420 (101.2542),13 5,2024/03/22 17:31:30,
46,47,2068617141,(주)텔코아,황민석,분석,33241860,88.013,88.989,1.25690 (101.2569),10 8,2024/03/25 17:19:15,
47,48,2098132812,주식회사 피치테크,이현철,분석,33243366,88.017,88.993,1.26150 (101.2615),14 2,2024/03/22 12:39:22,
48,49,2088100603,(주)전우사,김한재,분석,33248930,88.032,89.008,1.27847 (101.27847),2 6,2024/03/26 11:02:19,
49,50,1058714080,(주) 한일이앤에스,박완교,분석,33249758,88.034,89.01,1.28100 (101.281),4 3,2024/03/26 11:33:33,
0,51,2038150734,극동음향 주식회사,김상헌,분석,33249921,88.034,89.011,1.28149 (101.28149),4 12,2024/03/22 18:32:09,
1,52,2148122183,(주)하나전기,김선식,분석,33252145,88.04,89.017,1.28828 (101.28828),3 14,2024/03/25 14:52:03,
2,53,1058665689,(주)경림이앤지,김창근,분석,33259100,88.059,89.035,1.30950 (101.3095),5 4,2024/03/26 16:35:29,
3,54,1058153698,진우에이티에스 주식회사,정진태,분석,33264344,88.073,89.049,1.32550 (101.3255),10 13,2024/03/26 17:41:26,
4,55,1108124633,(주)디앤에스테크놀로지,이원우,분석,33266605,88.079,89.056,1.33240 (101.3324),14 1,2024/03/25 09:31:18,
5,56,1138183325,주식회사금강전력,오영선,분석,33277990,88.11,89.086,1.36713 (101.36713),12 9,2024/03/26 10:19:20,
6,57,2148885547,주식회사 디앤와이코리아,손경탁,분석,33285976,88.131,89.107,1.39150 (101.3915),9 5,2024/03/25 13:07:17,
