,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,8588601208,주식회사 엠엠씨정보통신  [최종낙찰],권순홍,분석,63749001,87.745,88.417,0.76639 (100.76639),3 10,2024/08/20 16:16:28,
1,2,2298121250,(주)동곡기정,이주언,분석,63756720,87.756,88.428,0.77860 (100.7786),14 4,2024/08/20 09:02:11,
2,3,1708601068,주식회사 와이비정보시스템,정영배,분석,63757800,87.757,88.429,0.78030 (100.7803),12 4,2024/08/20 16:14:03,
3,4,1138645971,주식회사 포딕스시스템,정재호,분석,63760074,87.76,88.432,0.78390 (100.7839),14 1,2024/08/19 17:57:54,
4,5,1208612783,주식회사 나오디지탈,안병우,분석,63763040,87.765,88.436,0.78859 (100.78859),6 3,2024/08/20 09:47:20,
5,6,1148676763,유토피아정보기술(주),안종섭,분석,63763047,87.765,88.436,0.78860 (100.7886),4 3,2024/08/20 08:12:56,
6,7,1268620466,(주)진원엔지니어링,이규황,분석,63767230,87.77,88.442,0.79521 (100.79521),2 8,2024/08/20 14:56:32,
7,8,2148824685,육일정보통신 주식회사,김지곤,분석,63768250,87.772,88.444,0.79682 (100.79682),10 14,2024/08/19 15:58:48,
8,9,1488100811,주식회사 세명테크,박정필,분석,63771650,87.776,88.448,0.80220 (100.8022),15 1,2024/08/21 09:45:31,
9,10,2068601047,왕건전기 주식회사,한미라,분석,63773725,87.779,88.451,0.80547 (100.80547),12 2,2024/08/21 08:20:52,
10,11,1138135425,(주)뉴넷팝,이경택,분석,63775193,87.781,88.453,0.80780 (100.8078),10 5,2024/08/19 11:27:05,
11,12,1118124994,오리엔트주식회사,이경호,분석,63777290,87.784,88.456,0.81111 (100.81111),4 14,2024/08/20 09:27:04,
12,13,5198102535,주식회사 이음유앤아이,박영재,분석,63794320,87.808,88.48,0.83803 (100.83803),8 4,2024/08/20 12:17:06,
13,14,2158706984,도드람정보기술 주식회사,이명석,분석,63795560,87.809,88.482,0.83999 (100.83999),12 8,2024/08/19 15:43:25,
14,15,1138175669,(주)용상전기통신,권혁기,분석,63796514,87.811,88.483,0.84150 (100.8415),12 7,2024/08/21 09:16:55,
15,16,1078764946,아토리서치 주식회사,정재웅,분석,63797526,87.812,88.484,0.84310 (100.8431),4 14,2024/08/20 10:09:28,
16,17,6048111797,주식회사글로벌엔씨,임채익,분석,63801828,87.818,88.49,0.84990 (100.8499),4 15,2024/08/21 09:24:10,
17,18,1298141752,에이플시스템즈(주),윤진경,분석,63803410,87.82,88.492,0.85240 (100.8524),8 2,2024/08/20 12:19:08,
18,19,1068178902,주식회사 티에스아이티,박용수,분석,63807004,87.825,88.497,0.85808 (100.85808),13 6,2024/08/20 13:57:43,
19,20,1058221062,사단법인 대한장애인복지협회,박재환,분석,63808300,87.827,88.499,0.86013 (100.86013),7 6,2024/08/20 15:44:09,
20,21,1018628606,주식회사 엔유정보통신,김대성,분석,63817516,87.84,88.512,0.87469 (100.87469),13 9,2024/08/19 11:24:02,
21,22,4048800118,주식회사 앙츠,박창진,분석,63820428,87.844,88.516,0.87930 (100.8793),5 11,2024/08/20 20:55:03,
22,23,1188109728,득진통신(주),김진섭,분석,63828778,87.855,88.528,0.89250 (100.8925),10 9,2024/08/20 14:26:06,
23,24,1168173694,(주)지엠에스인터내셔날,김형준,분석,63829220,87.856,88.528,0.89319 (100.89319),13 1,2024/08/19 14:37:13,
24,25,1198632979,성민전기 주식회사,김미영,분석,63831620,87.859,88.532,0.89699 (100.89699),5 7,2024/08/20 23:36:20,
25,26,2158197106,주식회사통해,전용일,분석,63837117,87.867,88.539,0.90568 (100.90568),4 1,2024/08/20 08:26:13,
26,27,2128144463,동양비엠에스(주),김태수,분석,63837888,87.868,88.54,0.90690 (100.9069),14 5,2024/08/19 23:09:18,
27,28,2140550031,새론정보통신,이용주,분석,63843141,87.875,88.548,0.91520 (100.9152),9 15,2024/08/19 10:24:37,
28,29,1058619564,주식회사 다상테크,김춘기,분석,63850984,87.886,88.558,0.92760 (100.9276),12 9,2024/08/19 13:49:34,
29,30,2158148186,주식회사 시스텍이앤씨,전진우,분석,63852450,87.888,88.56,0.92991 (100.92991),3 15,2024/08/19 10:38:53,
30,31,2208781006,주식회사 테트라,신용욱,분석,63858618,87.896,88.569,0.93966 (100.93966),8 2,2024/08/21 09:27:26,
31,32,2098134713,키엔컴 주식회사,김성수,분석,63865590,87.906,88.579,0.95068 (100.95068),9 2,2024/08/19 10:02:38,
32,33,1198658528,진솔이앤에스 주식회사,김정현,분석,63875720,87.92,88.593,0.96670 (100.9667),7 12,2024/08/20 14:13:30,
33,34,1298104500,주식회사 상지건설,김영신,분석,63904760,87.96,88.633,1.01260 (101.0126),6 9,2024/08/20 11:14:24,
34,35,1078636517,주식회사 국일이앤씨,서남석,분석,63922769,87.984,88.658,1.04106 (101.04106),11 8,2024/08/19 20:32:45,
35,36,1098610416,(주)네시비스,이은섭,분석,63928920,87.993,88.667,1.05079 (101.05079),6 10,2024/08/19 16:07:54,
36,37,1198635243,(주)다룸정보기술,이혜경,분석,63935250,88.002,88.675,1.06079 (101.06079),2 12,2024/08/20 19:08:14,
37,38,1198606485,주식회사 에이치엠솔루션,이상진,분석,63943700,88.013,88.687,1.07415 (101.07415),13 3,2024/08/19 10:08:37,
38,39,2148645634,한국전자금융주식회사,이현석,분석,63947208,88.018,88.692,1.07970 (101.0797),10 8,2024/08/20 08:13:47,
39,40,1058665689,(주)경림이앤지,김창근,분석,63966070,88.044,88.718,1.10951 (101.10951),8 10,2024/08/20 17:23:09,
40,41,2150786744,영진전기통신공사,정재인,분석,63966693,88.045,88.719,1.11049 (101.11049),4 14,2024/08/19 17:48:04,
41,42,2208100563,경창계전 주식회사,이성욱,분석,63969730,88.049,88.723,1.11529 (101.11529),9 2,2024/08/19 17:32:49,
42,43,1198682431,(주)대경시스텍,반기수,분석,63982830,88.067,88.741,1.13600 (101.136),14 13,2024/08/19 10:19:00,
43,44,1058663420,(주)엠비에스엔지니어링,강형주,분석,63999383,88.09,88.764,1.16217 (101.16217),10 9,2024/08/20 20:58:00,
44,45,1168111572,남성기전(주),최전남,분석,64004800,88.097,88.772,1.17073 (101.17073),1 12,2024/08/19 14:56:27,
45,46,1178124861,케이이피엔지니어링(주),박성진,분석,64014580,88.111,88.785,1.18619 (101.18619),1 15,2024/08/20 09:39:13,
46,47,1018154598,씨엔에스코리아(주),유호태,분석,64023773,88.123,88.798,1.20072 (101.20072),2 13,2024/08/19 14:27:12,
47,48,1208799924,(주)푸름데이타웨어,이광진,분석,64035194,88.139,88.814,1.21877 (101.21877),7 1,2024/08/21 09:01:14,
48,49,1018662695,주식회사 메가시스템,김대석,분석,64057597,88.17,88.845,1.25418 (101.25418),2 1,2024/08/21 08:44:04,
49,50,1198649596,오렌지시스 주식회사,김성식,분석,64073930,88.192,88.868,1.28000 (101.28),9 6,2024/08/20 09:55:33,
0,51,1138111990,한경기전(주),박태용,분석,64080758,88.202,88.877,1.29079 (101.29079),3 10,2024/08/20 17:11:27,
1,52,2018182230,주식회사 본네트시큐,최수기,분석,64178383,88.336,89.013,1.44511 (101.44511),4 15,2024/08/19 13:27:19,
2,53,2138802766,153오디오랩 주식회사,유경석,분석,64259480,88.448,89.125,1.57330 (101.5733),6 5,2024/08/20 14:43:02,
