,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2128145574,콤시스(주)  [최종낙찰],서경환,분석,200754620,85.4,87.769,89.594,1.21210 (101.2121),11 13,2024/08/19 17:39:46,
1,2,2148891087,세경네트웍스 주식회사,장중석,분석,200773100,85.6,87.778,89.602,1.22150 (101.2215),14 6,2024/08/19 17:01:16,
2,3,1191119997,대흥전기통신공사,고미영,분석,200814191,86.0,87.797,89.621,1.24239 (101.24239),9 7,2024/08/20 18:51:34,
3,4,1138141456,(주)나우아이앤씨,안남훈,분석,200845059,86.2,87.811,89.634,1.25810 (101.2581),12 4,2024/08/19 12:42:35,
4,5,1138633645,주식회사 와이넷,석지윤,분석,200861840,86.4,87.819,89.642,1.26663 (101.26663),6 14,2024/08/19 11:44:36,
5,6,2068184529,(주)네오티엔씨,조정현,분석,200875930,86.6,87.826,89.648,1.27380 (101.2738),15 1,2024/08/20 14:50:50,
6,7,2148679551,(주)에스엠인포메이션,이철환,분석,200887134,86.6,87.831,89.653,1.27950 (101.2795),12 10,2024/08/19 17:00:24,
7,8,1168169996,세리정보기술 주식회사,이금모,분석,200908250,86.8,87.841,89.663,1.29024 (101.29024),5 1,2024/08/16 10:31:42,
8,9,2018634956,주식회사 신성전자통신,전용한,분석,200931961,87.0,87.852,89.673,1.30230 (101.3023),5 2,2024/08/20 11:03:13,
9,10,2098132812,주식회사 피치테크,이현철,분석,200971283,87.4,87.871,89.691,1.32230 (101.3223),10 9,2024/08/21 10:23:59,
10,11,1058153698,진우에이티에스 주식회사,정진태,분석,200971677,87.4,87.871,89.691,1.32250 (101.3225),8 12,2024/08/20 11:14:05,
11,12,1088607693,(주)가온데이터,이태재,분석,201026334,88.0,87.897,89.715,1.35030 (101.3503),9 13,2024/08/20 08:07:10,
12,13,2158171237,(주)모빌텍,오세좌,분석,201107141,88.8,87.935,89.751,1.39140 (101.3914),8 5,2024/08/19 15:54:13,
13,14,2068601047,왕건전기 주식회사,한미라,분석,201108899,88.8,87.936,89.752,1.39229 (101.39229),7 9,2024/08/21 08:30:50,
14,15,2058126341,종합전기 주식회사,김유훈,분석,201115791,88.8,87.939,89.755,1.39579 (101.39579),10 5,2024/08/20 16:15:59,
15,16,1138151895,주식회사 온리정보통신,김서규,분석,201156490,89.2,87.958,89.773,1.41650 (101.4165),2 11,2024/08/20 13:45:58,
16,17,2208788125,다인스 주식회사,권향옥,분석,201165800,89.2,87.963,89.778,1.42123 (101.42123),9 1,2024/08/20 09:52:29,
17,18,1128139637,(주)씨엘에이에스,윤호중,분석,201166320,89.2,87.963,89.778,1.42150 (101.4215),4 2,2024/08/16 16:27:52,
18,19,5948701238,주식회사 웨이텍,송치봉,분석,201207412,89.6,87.982,89.796,1.44240 (101.4424),6 9,2024/08/20 09:55:59,
19,20,2018182230,주식회사 본네트시큐,최수기,분석,201212946,89.8,87.985,89.799,1.44521 (101.44521),14 12,2024/08/19 13:32:47,
20,21,1088188385,주식회사 오메카,오정은,분석,201220388,89.8,87.988,89.802,1.44900 (101.449),1 5,2024/08/16 11:35:58,
21,22,1108175767,(주)에스에이치전기,김성태,분석,201239860,90.0,87.997,89.811,1.45890 (101.4589),1 3,2024/08/20 14:05:02,
22,23,2208106252,주식회사 중선아이티씨,김학선,분석,201279000,89.6,88.016,89.828,1.47881 (101.47881),15 14,2024/08/20 10:04:14,
23,24,3628700817,씨큐리티 주식회사,공승길,분석,201340124,89.0,88.045,89.855,1.50990 (101.5099),6 11,2024/08/20 13:29:29,
24,25,1058779797,주식회사 토브넷,김찬영,분석,201351725,89.0,88.05,89.861,1.51580 (101.5158),3 7,2024/08/20 23:14:54,
25,26,1078764946,아토리서치 주식회사,정재웅,분석,201382593,88.6,88.065,89.874,1.53150 (101.5315),6 12,2024/08/20 10:16:46,
26,27,1138146387,(주)대산시스템,전재수,분석,201421520,88.4,88.083,89.892,1.55129 (101.55129),9 5,2024/08/20 17:35:21,
27,28,2128144463,동양비엠에스(주),김태수,분석,201443147,88.2,88.093,89.901,1.56229 (101.56229),14 9,2024/08/19 23:12:04,
28,29,1098120807,(주)케이비에스비즈니스,박승규,분석,201457999,88.0,88.1,89.908,1.56985 (101.56985),11 12,2024/08/21 09:21:20,
29,30,2068606891,수미디어통신 주식회사,하학수,분석,201571816,87.0,88.154,89.959,1.62774 (101.62774),9 14,2024/08/19 11:24:05,
30,31,1198184278,주식회사엠디네트워크,이재현,분석,201666513,86.0,88.198,90.001,1.67590 (101.6759),4 9,2024/08/19 14:13:20,
31,32,6058632937,주식회사 타키온정보기술,이건조,분석,201711540,85.6,88.22,90.021,1.69881 (101.69881),1 9,2024/08/21 11:25:00,
32,33,1198632979,성민전기 주식회사,김미영,분석,201713880,85.6,88.221,90.022,1.70000 (101.7),7 3,2024/08/20 23:31:31,
33,34,2038143228,백영전자 주식회사(白榮電子 株式會社),임대순,분석,201829460,85.0,88.275,90.074,1.75878 (101.75878),6 14,2024/08/19 10:52:17,
34,35,1058694239,(주)진성전력,김용일,분석,201942690,85.0,88.328,90.124,1.81637 (101.81637),6 7,2024/08/19 07:09:56,
35,36,2158768879,주식회사 에이치씨인포,김경운,분석,201955450,85.0,88.334,90.13,1.82286 (101.82286),1 13,2024/08/19 11:19:04,
36,37,2528700223,동건이앤씨 주식회사,이정순,분석,201962200,85.0,88.338,90.133,1.82630 (101.8263),1 13,2024/08/21 09:23:19,
37,38,1148137386,(주)유일엔지니어링,송수길,분석,202739900,85.0,88.704,90.48,2.22185 (102.22185),14 1,2024/08/20 09:48:41,
38,39,2648146574,주식회사 넷츠플러스,송주흔,분석,203500000,85.0,89.062,90.819,2.60845 (102.60845),14 7,2024/08/19 10:39:21,
39,40,2098134713,키엔컴 주식회사,김성수,분석,2792000656,85.0,1308.0121,1246.039,1319.17309 (1419.17309),4 3,2024/08/19 09:58:37,예가초과
40,-1,1208609672,(주)디에스티인터내셔날,김형태,분석,200678333,84.6,87.733,89.56,1.17329 (101.17329),12 5,2024/08/19 09:06:34,낙찰하한선 미달
41,-2,1068601621,주식회사 동양타브,이세근,분석,200668306,84.6,87.728,89.556,1.16819 (101.16819),3 12,2024/08/20 10:23:09,낙찰하한선 미달
42,-3,1128141680,주식회사엠케이씨티,장재철,분석,200658000,84.4,87.723,89.551,1.16295 (101.16295),9 12,2024/08/20 17:28:51,낙찰하한선 미달
43,-4,2128196942,동진이앤씨(주),민진식,분석,200647044,84.4,87.718,89.546,1.15738 (101.15738),6 11,2024/08/21 09:18:44,낙찰하한선 미달
44,-5,2208865207,주식회사 소나텍,최성욱,분석,200628214,84.2,87.709,89.538,1.14780 (101.1478),15 14,2024/08/19 09:28:52,낙찰하한선 미달
45,-6,1138663208,주식회사 유영정보통신,박경순,분석,200617980,84.2,87.705,89.533,1.14260 (101.1426),5 1,2024/08/20 08:15:41,낙찰하한선 미달
46,-7,2208615417,마인드원 주식회사,차희원,분석,200615418,84.0,87.703,89.532,1.14129 (101.14129),7 2,2024/08/19 14:11:31,낙찰하한선 미달
47,-8,5878600398,주식회사 엑사엔시스,나정환,분석,200576293,83.8,87.685,89.515,1.12140 (101.1214),4 12,2024/08/20 07:32:27,낙찰하한선 미달
48,-9,1198653921,미래네트웍스 주식회사,천기남,분석,200574938,83.6,87.684,89.514,1.12071 (101.12071),9 12,2024/08/21 09:51:45,낙찰하한선 미달
49,-10,1078724454,정일씨엔아이(주),유지봉,분석,200574500,83.6,87.684,89.514,1.12048 (101.12048),4 12,2024/08/19 09:03:59,낙찰하한선 미달
0,-11,2078147814,(주)대호엔지니어링,윤용상,분석,200564780,83.6,87.679,89.509,1.11554 (101.11554),2 8,2024/08/21 11:59:42,낙찰하한선 미달
1,-12,1058665689,(주)경림이앤지,김창근,분석,200552900,83.4,87.674,89.504,1.10950 (101.1095),5 10,2024/08/20 17:28:02,낙찰하한선 미달
2,-13,2178113330,(주)오성에스이엠,오성표,분석,200522028,83.2,87.659,89.49,1.09379 (101.09379),9 14,2024/08/21 09:38:16,낙찰하한선 미달
3,-14,1108190583,주식회사 키코,조근도,분석,200454200,82.6,87.627,89.46,1.05930 (101.0593),5 9,2024/08/21 09:15:22,낙찰하한선 미달
4,-15,1068682075,주식회사 세이프원,이명근,분석,200443390,82.4,87.622,89.455,1.05380 (101.0538),9 6,2024/08/19 11:15:58,낙찰하한선 미달
5,-16,2208726454,한국랜트로비젼(주),LIMHUEYLING,분석,200436897,82.4,87.619,89.452,1.05050 (101.0505),9 5,2024/08/19 13:28:27,낙찰하한선 미달
6,-17,1208612783,주식회사 나오디지탈,안병우,분석,200433160,82.4,87.618,89.451,1.04859 (101.04859),14 8,2024/08/20 09:50:50,낙찰하한선 미달
7,-18,1078756640,주식회사 링크씨앤아이,김대훈,분석,200423133,82.2,87.613,89.446,1.04349 (101.04349),10 1,2024/08/20 12:02:06,낙찰하한선 미달
8,-19,6048111797,주식회사글로벌엔씨,임채익,분석,200422741,82.2,87.613,89.446,1.04330 (101.0433),10 12,2024/08/21 09:27:41,낙찰하한선 미달
9,-20,2108165652,키코아이비에스주식회사,공재근,분석,200419201,82.2,87.611,89.444,1.04149 (101.04149),10 6,2024/08/19 17:08:42,낙찰하한선 미달
10,-21,1868701018,주식회사 소담정보통신,주옥,분석,200408978,82.2,87.606,89.44,1.03630 (101.0363),8 14,2024/08/19 13:47:13,낙찰하한선 미달
11,-22,8338600103,주식회사 씨앤아이테크,서광수,분석,200379683,81.8,87.592,89.427,1.02140 (101.0214),14 15,2024/08/16 15:39:15,낙찰하한선 미달
12,-23,1148642486,주식회사 큐브정보통신,유봉수,분석,200378100,81.8,87.592,89.426,1.02059 (101.02059),10 3,2024/08/20 10:02:35,낙찰하한선 미달
13,-24,1018154598,씨엔에스코리아(주),유호태,분석,200364334,81.8,87.585,89.42,1.01359 (101.01359),3 7,2024/08/19 14:27:46,낙찰하한선 미달
14,-25,1328627576,(주)알트온,최정근,분석,200360218,81.6,87.583,89.418,1.01149 (101.01149),8 12,2024/08/20 09:43:47,낙찰하한선 미달
15,-26,1098150581,주식회사 우진파워텍,한용일,분석,200339100,81.4,87.573,89.409,1.00075 (101.00075),4 1,2024/08/20 08:40:08,낙찰하한선 미달
16,-27,7418801210,주식회사 한국에이브이산업,이재숙,분석,200319700,81.2,87.564,89.4,0.99089 (100.99089),10 2,2024/08/19 10:13:53,낙찰하한선 미달
17,-28,1078738017,(주)애린테크,박을순,분석,200306543,81.2,87.558,89.394,0.98419 (100.98419),13 11,2024/08/21 09:58:25,낙찰하한선 미달
18,-29,1208782160,에스엔에스이서비스주식회사,정경식,분석,200299600,81.2,87.555,89.391,0.98066 (100.98066),13 14,2024/08/19 11:07:32,낙찰하한선 미달
19,-30,2298121250,(주)동곡기정,이주언,분석,200293960,81.0,87.552,89.389,0.97779 (100.97779),4 6,2024/08/20 09:05:17,낙찰하한선 미달
20,-31,1298137942,주식회사 자이온티앤에스,예용기,분석,200285700,81.0,87.548,89.385,0.97359 (100.97359),2 8,2024/08/20 09:19:13,낙찰하한선 미달
21,-32,1198658528,진솔이앤에스 주식회사,김정현,분석,200272137,80.8,87.542,89.379,0.96670 (100.9667),5 14,2024/08/20 14:19:43,낙찰하한선 미달
22,-33,2158676426,주식회사 건영이앤씨,박지명,분석,200261800,80.8,87.537,89.374,0.96144 (100.96144),1 15,2024/08/20 10:35:24,낙찰하한선 미달
23,-34,1198615820,프리커스(주),최훈,분석,200250879,80.6,87.532,89.369,0.95588 (100.95588),10 13,2024/08/19 10:05:31,낙찰하한선 미달
24,-35,2188101953,주식회사 비츠로시스,이기재,분석,200246180,80.6,87.529,89.367,0.95349 (100.95349),10 1,2024/08/19 09:43:29,낙찰하한선 미달
