,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1088193869,(주)동명텔레콤  [최종낙찰],김경은,분석,180155240,87.745,88.802,0.57369 (100.57369),5 8,2024/06/19 10:08:12,
1,2,2028136990,(주)무궁화전자,이효형,분석,180167480,87.751,88.808,0.58057 (100.58057),7 13,2024/06/19 13:24:37,
2,3,1068674084,주식회사월드아이,신영구,분석,180168770,87.752,88.809,0.58129 (100.58129),7 3,2024/06/20 17:54:04,
3,4,6818700095,주식회사 진영이엔씨,조근호,분석,180173050,87.754,88.811,0.58370 (100.5837),11 8,2024/06/20 15:23:06,
4,5,1108604272,소리콤 주식회사,정재홍,분석,180173590,87.754,88.811,0.58400 (100.584),2 6,2024/06/21 00:38:10,
5,6,1018143596,부기테크(주),은철우,분석,180179420,87.757,88.814,0.58728 (100.58728),4 7,2024/06/19 17:33:21,
6,7,1098167078,(주)에스씨네트,이계영,분석,180181410,87.758,88.815,0.58839 (100.58839),15 11,2024/06/19 10:15:27,
7,8,2158690656,금성통신건설(주),윤영신,분석,180190340,87.763,88.819,0.59341 (100.59341),7 4,2024/06/21 08:39:03,
8,9,1068167098,코스믹전기통신 주식회사,이규선,분석,180190850,87.763,88.819,0.59370 (100.5937),1 3,2024/06/20 09:46:18,
9,10,1138146387,(주)대산시스템,전재수,분석,180208650,87.772,88.828,0.60370 (100.6037),4 6,2024/06/19 14:23:00,
10,11,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,180213098,87.774,88.83,0.60620 (100.6062),2 13,2024/06/20 09:51:08,
11,12,5598700333,주식회사 제이투디앤티,김세환,분석,180214166,87.775,88.831,0.60679 (100.60679),7 9,2024/06/20 09:44:08,
12,13,2208895263,주식회사 필립이엔씨,임혜란,분석,180221998,87.779,88.835,0.61119 (100.61119),3 8,2024/06/19 13:15:14,
13,14,1138663611,주식회사 엠브이씨앤에스,오남림,분석,180224223,87.78,88.836,0.61244 (100.61244),10 5,2024/06/19 11:12:45,
14,15,1178152367,(주)브레인컨설팅,박수영,분석,180226450,87.781,88.837,0.61370 (100.6137),14 7,2024/06/21 08:37:08,
15,16,1108131416,중앙하이텔 주식회사,윤석래,분석,180232380,87.784,88.84,0.61703 (100.61703),12 5,2024/06/20 11:25:41,
16,17,2068617141,(주)텔코아,황민석,분석,180235710,87.786,88.842,0.61890 (100.6189),3 9,2024/06/20 16:07:45,
17,18,1208100598,(주)삼지엔지니어링,김동명,분석,180246000,87.791,88.847,0.62468 (100.62468),14 7,2024/06/19 10:27:51,
18,19,2208798467,주식회사 태산이에이지,최홍석,분석,180252439,87.795,88.85,0.62830 (100.6283),6 1,2024/06/19 10:48:16,
19,20,1138636870,주식회사 나우시스템,이종한,분석,180256180,87.796,88.852,0.63040 (100.6304),14 10,2024/06/20 09:16:25,
20,21,5178101428,주식회사 율이앤씨,전형숙,분석,180258320,87.798,88.853,0.63160 (100.6316),7 10,2024/06/19 10:46:58,
21,22,1198687872,주식회사 스타버킷,김영섭,분석,180262050,87.799,88.855,0.63369 (100.63369),15 6,2024/06/19 13:13:56,
22,23,8758100854,주식회사피앤에스네트웍솔루션,정용선,분석,180262229,87.8,88.855,0.63380 (100.6338),8 13,2024/06/19 14:59:08,
23,24,1088149704,썬시큐원(주),백석환,분석,180269620,87.803,88.858,0.63795 (100.63795),15 4,2024/06/20 05:14:49,
24,25,2208624819,(주)종성테크,임성규,분석,180279496,87.808,88.863,0.64350 (100.6435),3 5,2024/06/19 15:05:28,
25,26,1188115778,대신통신기술(주),김지영,분석,180279850,87.809,88.863,0.64369 (100.64369),15 6,2024/06/19 17:21:33,
26,27,3158800929,에이블이엔씨 주식회사,김주형,분석,180283590,87.811,88.865,0.64580 (100.6458),14 7,2024/06/20 09:35:28,
27,28,1198137042,(주)진명연합전설,엄재준,분석,180285371,87.811,88.866,0.64680 (100.6468),4 7,2024/06/21 09:21:27,
28,29,1128141680,주식회사엠케이씨티,장재철,분석,180286380,87.812,88.867,0.64736 (100.64736),13 7,2024/06/20 17:31:09,
29,30,1098154781,(주)공항엔지니어링,박필립,분석,180286440,87.812,88.867,0.64740 (100.6474),15 14,2024/06/20 17:34:42,
30,31,1118124994,오리엔트주식회사,이경호,분석,180288800,87.813,88.868,0.64872 (100.64872),10 6,2024/06/20 16:47:44,
31,32,2030130565,이수정보통신,이한수,분석,180293381,87.816,88.87,0.65130 (100.6513),2 8,2024/06/20 16:38:52,
32,33,2078149729,주식회사 지앤에스기술,문창수,분석,180295019,87.816,88.871,0.65222 (100.65222),13 12,2024/06/21 09:22:16,
33,34,2148805903,리조이스통신주식회사,최공휘,분석,180297650,87.818,88.872,0.65369 (100.65369),2 6,2024/06/21 09:27:32,
34,35,2148669602,(주)우호텔레콤,이강록,분석,180299570,87.819,88.873,0.65477 (100.65477),1 9,2024/06/20 14:31:35,
35,36,1078140904,대월기전(주),김승연,분석,180309030,87.824,88.878,0.66009 (100.66009),3 6,2024/06/19 15:57:13,
36,37,2021680862,삼기정보통신,김수봉,분석,180311000,87.825,88.879,0.66119 (100.66119),1 15,2024/06/19 12:10:03,
37,38,1108175622,동해아이앤티(주),이기봉,분석,180311500,87.825,88.879,0.66147 (100.66147),1 10,2024/06/19 10:12:11,
38,39,1138170266,(주)리빙콘트롤,김병진,분석,180311538,87.825,88.879,0.66150 (100.6615),3 10,2024/06/20 09:00:47,
39,40,1018197466,주식회사콤위즈,정윤권,분석,180313290,87.826,88.88,0.66248 (100.66248),7 1,2024/06/20 16:24:07,
40,41,2048187419,(주)디지털우민,문장석,분석,180314208,87.826,88.88,0.66300 (100.663),3 15,2024/06/20 21:04:05,
41,42,1088165228,(주)콤텍피엔씨,송기영,분석,180315450,87.827,88.881,0.66369 (100.66369),10 6,2024/06/20 17:45:32,
42,43,1198184278,주식회사엠디네트워크,이재현,분석,180319229,87.829,88.883,0.66582 (100.66582),11 8,2024/06/19 11:03:18,
43,44,2208602950,(주)세연텔레콤,홍성일,분석,180321330,87.83,88.884,0.66700 (100.667),3 6,2024/06/20 09:04:01,
44,45,2208658565,주식회사 주인정보시스템,김근호,분석,180325500,87.832,88.886,0.66934 (100.66934),1 4,2024/06/20 17:23:37,
45,46,8028800189,주식회사 아이앤서브,박광열,분석,180327330,87.833,88.887,0.67037 (100.67037),9 11,2024/06/21 09:48:15,
46,47,1148137386,(주)유일엔지니어링,송수길,분석,180338700,87.839,88.892,0.67675 (100.67675),13 15,2024/06/20 09:04:35,
47,48,2118145912,영남스퀘어 주식회사,장재모,분석,180339700,87.839,88.893,0.67732 (100.67732),9 5,2024/06/19 10:07:36,
48,49,1138165967,주식회사 다솔이앤씨,김선경,분석,180342160,87.841,88.894,0.67870 (100.6787),2 9,2024/06/20 12:18:14,
49,50,1171187825,신원전자,안희덕,분석,180344470,87.842,88.895,0.68000 (100.68),4 3,2024/06/20 09:14:00,
0,51,2208725440,(주) 매그넷,김종민,분석,180345810,87.842,88.896,0.68075 (100.68075),15 13,2024/06/19 11:12:26,
1,52,2108157604,주식회사 유니원이엔지,장소영,분석,180346610,87.843,88.896,0.68120 (100.6812),8 2,2024/06/20 09:55:00,
2,53,1048610901,이룸유비쿼터스주식회사,김승규,분석,180348564,87.844,88.897,0.68230 (100.6823),11 14,2024/06/19 10:10:06,
3,54,2208123149,(주)에이제이월드,최순호,분석,180351060,87.845,88.898,0.68370 (100.6837),9 2,2024/06/21 09:59:02,
4,55,1018675701,주식회사 두이정보통신,정영희,분석,180356078,87.848,88.901,0.68652 (100.68652),6 11,2024/06/19 14:48:03,
5,56,1058645188,(주)삼구정보통신,강준재,분석,180368860,87.854,88.907,0.69370 (100.6937),15 5,2024/06/20 13:17:28,
6,57,1178186611,주식회사 에프에이일렉콤,박인숙,분석,180377223,87.859,88.911,0.69839 (100.69839),2 13,2024/06/20 06:49:00,
7,58,1058660665,(주)일신전업,김한경,분석,180386660,87.863,88.916,0.70370 (100.7037),12 4,2024/06/20 19:38:49,
8,59,2208143387,(주)글로벌텔레콤,서승현,분석,180392000,87.866,88.919,0.70670 (100.7067),1 5,2024/06/20 18:00:18,
9,60,1178128886,(주)미라클산업,김영철,분석,180393770,87.867,88.919,0.70769 (100.70769),12 13,2024/06/21 09:40:03,
10,61,1078825334,스마트네트웍스 주식회사,박정옥,분석,180395050,87.868,88.92,0.70841 (100.70841),5 2,2024/06/20 19:49:11,
11,62,2078127900,합동전자통신(주),하명용,분석,180395060,87.868,88.92,0.70842 (100.70842),5 4,2024/06/19 11:02:10,
12,63,7968700330,주식회사 진성씨지테크,서송원,분석,180404460,87.873,88.925,0.71370 (100.7137),15 10,2024/06/19 11:36:12,
13,64,1138135425,(주)뉴넷팝,이경택,분석,180407307,87.874,88.926,0.71530 (100.7153),15 6,2024/06/20 10:55:56,
14,65,2048197877,주식회사 그린주의,김현미,분석,180410075,87.875,88.928,0.71685 (100.71685),7 11,2024/06/21 08:30:21,
15,66,1108190166,(주)페타네트워크,강인희,분석,180411758,87.876,88.928,0.71780 (100.7178),12 7,2024/06/20 16:08:41,
16,67,1068180878,주식회사 신보,정재문,분석,180412950,87.877,88.929,0.71847 (100.71847),5 4,2024/06/21 09:40:26,
17,68,2118606665,주식회사 아라랏,황지홍,분석,180417944,87.879,88.931,0.72127 (100.72127),14 9,2024/06/20 21:14:05,
18,69,1138141456,(주)나우아이앤씨,안남훈,분석,180420124,87.881,88.932,0.72250 (100.7225),12 1,2024/06/19 15:16:04,
19,70,1098161598,(주)삼우씨앤에스,이기만,분석,180422260,87.882,88.934,0.72370 (100.7237),2 12,2024/06/19 17:40:39,
20,71,1018154598,씨엔에스코리아(주),유호태,분석,180427975,87.885,88.936,0.72691 (100.72691),11 14,2024/06/20 07:58:20,
21,72,2208197511,(주)다산지앤지,유철종,분석,180440060,87.891,88.942,0.73369 (100.73369),4 13,2024/06/19 11:43:12,
22,73,2130230588,태극정보통신,이상호,분석,180449964,87.896,88.947,0.73926 (100.73926),5 11,2024/06/20 20:18:24,
23,74,1288154026,(주)니트로시스템,정인교,분석,180453770,87.898,88.949,0.74140 (100.7414),3 10,2024/06/19 14:22:29,
24,75,1138635212,(주)아이제이일렉트론,김도형,분석,180455370,87.899,88.95,0.74230 (100.7423),6 5,2024/06/19 15:59:55,
25,76,5028131745,(주)에즈웰플러스,이기호,분석,180456616,87.899,88.95,0.74300 (100.743),2 4,2024/06/20 08:55:27,
26,77,1380715369,영인 아이티 기술사 사무소,함영만,분석,180457860,87.9,88.951,0.74369 (100.74369),6 13,2024/06/19 10:44:05,
27,78,1198165586,제이케이앤티텔레콤(주),전찬화,분석,180461245,87.902,88.953,0.74560 (100.7456),4 12,2024/06/19 10:09:19,
28,79,2208104161,대신정보기술 주식회사,이광호,분석,180465900,87.904,88.955,0.74821 (100.74821),5 1,2024/06/20 16:32:16,
29,80,2148888151,주식회사 씨앤피테크,제해동,분석,180466410,87.904,88.955,0.74850 (100.7485),13 9,2024/06/20 08:33:38,
30,81,1108175433,승림이앤씨(주),박기철,분석,180474260,87.908,88.959,0.75291 (100.75291),12 4,2024/06/19 13:36:03,
31,82,2058140829,원앤원산업개발(주),배애순,분석,180475660,87.909,88.96,0.75369 (100.75369),13 4,2024/06/19 14:07:25,
32,83,6558701528,(주)스마트정보기술,박성애,분석,180476909,87.91,88.96,0.75440 (100.7544),10 13,2024/06/20 09:07:50,
33,84,1298104500,주식회사 상지건설,김영신,분석,180487950,87.915,88.966,0.76060 (100.7606),3 5,2024/06/20 13:37:40,
34,85,2148607396,주식회사 폴라리스에이아이,지준경,분석,180488660,87.916,88.966,0.76100 (100.761),13 9,2024/06/20 17:38:01,
35,86,1148600716,유티모스트아이엔에스(주),박흥태,분석,180493460,87.918,88.969,0.76369 (100.76369),2 13,2024/06/19 11:31:47,
36,87,1148611926,(주)동진이앤티,김미화,분석,180494176,87.919,88.969,0.76410 (100.7641),15 9,2024/06/19 15:52:51,
37,88,4178600013,블랙썬 주식회사,이희부,분석,180497210,87.92,88.97,0.76580 (100.7658),6 3,2024/06/20 15:49:46,
38,89,1188110211,(주)텔레텍코리아,윤광수,분석,180505747,87.925,88.975,0.77060 (100.7706),10 11,2024/06/21 02:31:41,
39,90,1298141752,에이플시스템즈(주),윤진경,분석,180511260,87.927,88.977,0.77369 (100.77369),2 13,2024/06/19 10:46:37,
40,91,1278171963,(주)서광시스템,박영,분석,180515000,87.929,88.979,0.77579 (100.77579),2 5,2024/06/19 17:35:40,
