순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1408129060,(주)승환전력,김예영,분석,83964470,87.745,88.142,-0.35160 (99.6484),,2021/06/09 18:32:39,
2,1388113508,(주)이엔티파워,장정수,분석,83965140,87.746,88.143,-0.35080 (99.6492),,2021/06/09 09:39:20,
2,2128607691,주식회사 대방전기,여민구,분석,83965140,87.746,88.143,-0.35080 (99.6492),,2021/06/10 10:40:34,
4,1108127950,서경전기(주),이종환,분석,83969735,87.751,88.147,-0.34531 (99.65469),,2021/06/10 09:32:11,
5,1208137120,(주)지티일렉콘,고광열,분석,83970134,87.751,88.148,-0.34483 (99.65517),,2021/06/11 01:47:57,
6,1058730625,주식회사 신한네오텍,강미순,분석,83976840,87.759,88.155,-0.33681 (99.66319),,2021/06/09 12:57:05,
7,2158145215,동원전척(주),김순한,분석,83977175,87.759,88.155,-0.33640 (99.6636),,2021/06/10 13:46:57,
8,1268122794,주식회사 동천전력,이영두,분석,83978200,87.76,88.156,-0.33518 (99.66482),,2021/06/09 16:24:00,
9,2148677233,주식회사 우주전력,정윤주,분석,83979525,87.762,88.158,-0.33359 (99.66641),,2021/06/09 10:23:38,
10,2208735083,주식회사 강남전기공사,나중안,분석,83979850,87.762,88.158,-0.33320 (99.6668),,2021/06/10 14:20:37,
11,1188108054,대한신호(주),안종석,분석,83985032,87.768,88.164,-0.32700 (99.673),,2021/06/09 21:18:43,
12,1078127876,동하시티개발주식회사,윤종사,분석,83988042,87.771,88.167,-0.32340 (99.6766),,2021/06/10 22:00:19,
13,2208100563,경창계전 주식회사,이성욱,분석,83989840,87.773,88.169,-0.32125 (99.67875),,2021/06/04 11:05:44,
14,2078107243,옥승산업(주),연우남,분석,83990800,87.775,88.17,-0.32010 (99.6799),,2021/06/10 07:16:22,
15,1138183325,주식회사금강전력,오영선,분석,83993310,87.777,88.172,-0.31710 (99.6829),,2021/06/07 14:26:27,
16,2148607299,주식회사 평산이엔지,최문옥,분석,83993500,87.778,88.172,-0.31687 (99.68313),,2021/06/10 08:56:58,
17,1118105380,성산전설 주식회사,조희성,분석,84008600,87.794,88.188,-0.29881 (99.70119),,2021/06/11 11:25:32,
18,2128174900,대승일렉트릭(주),한윤근,분석,84010270,87.796,88.19,-0.29681 (99.70319),,2021/06/09 17:54:27,
19,8648600484,주식회사 백선전력,안재현,분석,84010610,87.797,88.19,-0.29640 (99.7036),,2021/06/10 14:25:24,
20,2338701328,주식회사 서연이엔씨,장외득,분석,84010740,87.797,88.19,-0.29625 (99.70375),,2021/06/10 09:33:41,
21,2208169714,주식회사 현대이앤아이,신혜현,분석,84014200,87.801,88.194,-0.29211 (99.70789),,2021/06/09 09:59:32,
22,1058612732,대영산전(주),조병준,분석,84014300,87.801,88.194,-0.29199 (99.70801),,2021/06/10 08:39:43,
23,2011497895,정우이앤씨,유동환,분석,84014876,87.801,88.195,-0.29130 (99.7087),,2021/06/09 11:27:04,
24,1138142173,(주)오무전기,강인순,분석,84018550,87.806,88.199,-0.28690 (99.7131),,2021/06/10 17:34:03,
25,2118603519,에쓰이씨 주식회사,이명규,분석,84024317,87.812,88.205,-0.28001 (99.71999),,2021/06/10 15:55:51,
26,2118643772,주식회사 세양전기,김형재,분석,84026908,87.815,88.207,-0.27691 (99.72309),,2021/06/10 14:56:10,
27,7038600379,주식회사 언주전기건설,강태호,분석,84026990,87.815,88.208,-0.27681 (99.72319),,2021/06/09 13:37:58,
28,2068631916,주식회사 세화에스엠,김유상,분석,84028450,87.817,88.209,-0.27506 (99.72494),,2021/06/10 17:36:31,
29,1138165967,(주)다솔이앤씨,김광순,분석,84028750,87.817,88.209,-0.27470 (99.7253),,2021/06/09 10:38:51,
30,1058740405,(주)화성이엔지,김택환,분석,84031423,87.82,88.212,-0.27150 (99.7285),,2021/06/09 18:10:19,
31,2048162437,다남전기(주),이병근,분석,84033220,87.822,88.214,-0.26935 (99.73065),,2021/06/10 09:06:59,
32,1178161755,(주) 유강이엔씨,조천식,분석,84033429,87.822,88.214,-0.26910 (99.7309),,2021/06/10 09:11:28,
33,1068801509,주식회사 기영이엔씨,조용리,분석,84037570,87.827,88.219,-0.26415 (99.73585),,2021/06/10 20:20:18,
34,1054382056,성산이앤에프,최현자,분석,84038862,87.828,88.22,-0.26260 (99.7374),,2021/06/10 19:02:54,
35,2148661309,하나로전기(주),이무희,분석,84040020,87.83,88.221,-0.26122 (99.73878),,2021/06/11 10:36:33,
36,1198617129,주식회사 조인에프에스,박용민,분석,84045470,87.836,88.227,-0.25470 (99.7453),,2021/06/10 09:04:21,
37,2048183602,(주)한미엔지니어링,김순영,분석,84045550,87.836,88.227,-0.25460 (99.7454),,2021/06/09 21:27:13,
38,1108155460,주식회사 자유전설,김상중,분석,84046550,87.837,88.228,-0.25341 (99.74659),,2021/06/11 07:06:46,
39,2058125376,주식회사 명성라이픽스,황석고,분석,84048980,87.84,88.231,-0.25050 (99.7495),,2021/06/09 17:50:26,
40,2198114499,(주)이레에너지테크,강래원,분석,84051000,87.842,88.233,-0.24808 (99.75192),,2021/06/10 16:23:38,
