순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1168137418,두레옵트로닉스 주식회사,,분석,258596120,90.426,91.078,0.3869 (100.3869),4 13,2021/04/08 16:50:50,심사중
2,1208663604,주식회사 한은씨앤씨,,분석,258605910,90.43,91.082,0.3907 (100.3907),4 9,2021/04/07 09:06:55,미심사
3,1388157452,주식회사효승,,분석,258607961,90.431,91.082,0.3914 (100.3914),3 12,2021/04/07 17:07:39,미심사
4,2148840477,주식회사 알비에스테크,,분석,258608943,90.431,91.083,0.3918 (100.3918),6 4,2021/04/09 08:16:36,미심사
5,2108160017,(주)누리온정보통신,,분석,258609810,90.431,91.083,0.3922 (100.3922),7 8,2021/04/07 17:35:59,미심사
6,2148620797,(주)세인씨앤씨,,분석,258613380,90.433,91.084,0.3936 (100.3936),7 2,2021/04/07 09:59:54,미심사
7,1278188877,주식회사거성,,분석,258621620,90.436,91.087,0.3968 (100.3968),2 15,2021/04/07 11:07:55,미심사
8,1268670710,주식회사 에디넷,,분석,258621872,90.436,91.087,0.3969 (100.3969),10 11,2021/04/08 10:14:39,미심사
9,1302994703,윤전기통신공사,,분석,258628055,90.438,91.089,0.3993 (100.3993),6 1,2021/04/07 09:49:18,미심사
10,1308611855,(주)써니텔레콤,,분석,258629800,90.439,91.09,0.3999 (100.3999),12 1,2021/04/08 08:55:39,미심사
11,1358119406,대보정보통신 주식회사,,분석,258629859,90.439,91.09,0.4000 (100.4),2 12,2021/04/09 08:59:45,미심사
12,1428120712,동인이엔씨 주식회사,,분석,258630127,90.439,91.09,0.4001 (100.4001),11 12,2021/04/07 10:09:21,미심사
13,2048603296,주식회사누리씨아이에스,,분석,258631670,90.439,91.091,0.4007 (100.4007),4 3,2021/04/07 17:36:05,미심사
14,2128611287,현민전기주식회사,,분석,258632434,90.44,91.091,0.4010 (100.401),15 12,2021/04/08 15:04:15,미심사
15,7878600644,주식회사 성원이앤씨,,분석,258634237,90.44,91.092,0.4017 (100.4017),11 9,2021/04/08 03:04:16,미심사
16,7068100034,주식회사 디에스원,,분석,258634752,90.44,91.092,0.4019 (100.4019),12 7,2021/04/07 14:40:49,미심사
17,2148115227,대상전설(주),,분석,258636945,90.441,91.093,0.4027 (100.4027),7 12,2021/04/08 19:13:49,미심사
18,1188120591,주식회사 비아이엔,,분석,258637160,90.441,91.093,0.4028 (100.4028),9 10,2021/04/08 14:18:56,미심사
19,1180565240,성보전자통신,,분석,258639650,90.442,91.094,0.4038 (100.4038),3 6,2021/04/08 11:09:28,미심사
20,2148108857,대동종합전설 주식회사,,분석,258643735,90.444,91.095,0.4053 (100.4053),13 9,2021/04/07 10:09:19,미심사
21,1308600867,샘정보산업주식회사,,분석,258647118,90.445,91.096,0.4067 (100.4067),12 13,2021/04/08 15:30:51,미심사
22,1068135107,주식회사동산텔레콤,,분석,258647380,90.445,91.096,0.4068 (100.4068),15 9,2021/04/07 10:14:49,미심사
23,6298700796,주식회사 오엔에스,,분석,258650800,90.446,91.097,0.4081 (100.4081),4 5,2021/04/07 10:17:07,미심사
24,1138131356,중원기전(주),,분석,258652656,90.447,91.098,0.4088 (100.4088),6 15,2021/04/08 09:02:54,미심사
25,1058740405,(주)화성이엔지,,분석,258657422,90.449,91.1,0.4107 (100.4107),9 7,2021/04/07 16:59:54,미심사
26,1318198850,주식회사 케이디이앤씨,,분석,258660770,90.45,91.101,0.4120 (100.412),2 4,2021/04/09 08:48:03,미심사
27,1108139892,(주)이화텔레콤,,분석,258660973,90.45,91.101,0.4120 (100.412),13 5,2021/04/08 09:29:10,미심사
28,1128139637,(주)씨엘에이에스,,분석,258661758,90.45,91.101,0.4123 (100.4123),11 6,2021/04/08 08:48:37,미심사
29,2208727337,주식회사주니파워네트웍스,,분석,258662840,90.451,91.102,0.4128 (100.4128),6 15,2021/04/07 17:04:36,미심사
30,1378607518,주식회사만성,,분석,258663600,90.451,91.102,0.4130 (100.413),13 11,2021/04/07 16:59:13,미심사
31,7738101353,동일전력 주식회사,,분석,258664997,90.451,91.102,0.4136 (100.4136),4 7,2021/04/08 11:46:12,미심사
32,1248171644,(주)대웅텔레콤,,분석,258665410,90.452,91.103,0.4138 (100.4138),6 4,2021/04/08 10:07:07,미심사
33,1078128574,(주)대진정보텔레콤,,분석,258669230,90.453,91.104,0.4152 (100.4152),2 14,2021/04/07 12:34:53,미심사
34,1218136672,더원네트웍스(주),,분석,258671846,90.454,91.105,0.4163 (100.4163),2 4,2021/04/09 09:03:55,미심사
35,2248138678,메가일렉주식회사,,분석,258673000,90.454,91.105,0.4167 (100.4167),13 8,2021/04/09 08:00:10,미심사
36,1288133230,청석전기(주),,분석,258676200,90.455,91.106,0.4179 (100.4179),1 12,2021/04/07 09:06:00,미심사
37,1288714730,주식회사 아이에스앤로드테크,,분석,258679310,90.457,91.108,0.4191 (100.4191),6 7,2021/04/08 14:16:29,미심사
38,2058140829,원앤원산업개발(주),,분석,258683440,90.458,91.109,0.4208 (100.4208),6 5,2021/04/08 09:55:29,미심사
39,1438122047,"주식회사 우진이엔씨(WOOJIN ENC Co.,Ltd.)",,분석,258685242,90.459,91.11,0.4215 (100.4215),3 15,2021/04/08 16:37:37,미심사
40,1238171582,애니콤정보통신 주식회사,,분석,258686920,90.459,91.11,0.4221 (100.4221),14 6,2021/04/08 16:16:48,미심사
41,1288666624,주식회사 동우이앤지,,분석,258690660,90.461,91.112,0.4236 (100.4236),1 7,2021/04/07 12:09:53,미심사
42,1058645188,(주)삼구정보통신,,분석,258691938,90.461,91.112,0.4240 (100.424),12 8,2021/04/09 09:04:42,미심사
43,5868801608,주식회사 레인보우,,분석,258694000,90.462,91.113,0.4249 (100.4249),4 12,2021/04/07 17:31:22,미심사
44,2141179494,서울정보통신,,분석,258694260,90.462,91.113,0.4250 (100.425),10 2,2021/04/08 10:15:37,미심사
45,6248601041,주식회사 인문이엔씨,,분석,258694770,90.462,91.113,0.4251 (100.4251),11 3,2021/04/09 09:06:56,미심사
46,1208633380,(주)에스에스통신,,분석,258696577,90.463,91.114,0.4259 (100.4259),4 8,2021/04/07 09:19:53,미심사
47,2198122437,(주)동양산전,,분석,258698120,90.463,91.114,0.4264 (100.4264),7 14,2021/04/07 13:39:58,미심사
48,8028800189,주식회사 아이앤서브,,분석,258699700,90.464,91.115,0.4271 (100.4271),12 10,2021/04/07 11:02:17,미심사
49,1058188805,(주)경성텔레콤,,분석,258702980,90.465,91.116,0.4283 (100.4283),13 15,2021/04/08 16:52:48,미심사
50,1168147309,문엔지니어링(주),,분석,258705200,90.466,91.117,0.4292 (100.4292),9 2,2021/04/09 09:26:01,미심사
51,1058618361,한글정보통신(주),,분석,258706104,90.466,91.117,0.4295 (100.4295),3 8,2021/04/08 11:43:01,미심사
52,1118113347,범진성업(주),,분석,258709030,90.467,91.118,0.4307 (100.4307),14 3,2021/04/08 10:10:34,미심사
53,1248650154,주식회사시열정보통신,,분석,258709200,90.467,91.118,0.4308 (100.4308),2 12,2021/04/09 08:15:59,미심사
54,1058173369,(주)신한개발,,분석,258716930,90.47,91.121,0.4338 (100.4338),4 14,2021/04/07 09:47:06,미심사
55,2158102574,株式會社 基電社,,분석,258720000,90.471,91.122,0.4349 (100.4349),1 15,2021/04/09 08:50:10,미심사
56,1238639928,주식회사 맥스네트워크,,분석,258720553,90.471,91.122,0.4352 (100.4352),10 4,2021/04/09 09:35:43,미심사
57,2148805903,리조이스통신주식회사,,분석,258728260,90.474,91.125,0.4381 (100.4381),10 2,2021/04/08 08:37:43,미심사
58,2298131888,세운씨앤텍 (주),,분석,258729420,90.475,91.125,0.4386 (100.4386),1 13,2021/04/08 08:43:29,미심사
