순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1248650154,주식회사시열정보통신,임창섭,분석,1073194530.0,86.336,86.551,-0.66761 (99.33239),2 6,2021/07/08 15:54:23,
2,1088159691,(주)다우텔레콤,이영순,분석,1073217999.0,86.338,86.553,-0.66541 (99.33459),8 9,2021/07/09 08:14:09,
3,1328105863,(주)명동전기공사,김은옥,분석,1073220972.0,86.338,86.553,-0.66513 (99.33487),6 8,2021/07/08 18:42:54,
4,1088122724,영진정보통신주식회사,김영식,분석,1073230050.0,86.339,86.554,-0.66429 (99.33571),13 4,2021/07/06 17:22:37,
5,1118114477,주식회사 대흥데이타통신,박상영,분석,1073291947.0,86.344,86.559,-0.65850 (99.3415),15 5,2021/07/07 11:53:22,
6,1388138998,(주)에쓰엔씨정보기술,조필호,분석,1073310140.0,86.345,86.56,-0.65681 (99.34319),11 12,2021/07/07 10:03:58,
7,1268613010,주식회사 제이브이지,이하용,분석,1073329510.0,86.347,86.562,-0.65500 (99.345),3 8,2021/07/08 15:53:02,
8,2118101156,(주)인스틴솔루션,박세준,분석,1073355200.0,86.349,86.564,-0.65260 (99.3474),13 14,2021/07/05 11:01:59,
9,1138694415,건웅정보통신 주식회사,김지유,분석,1073361500.0,86.35,86.564,-0.65201 (99.34799),1 9,2021/07/08 17:11:48,
10,1078619629,염광전기통신(주),최인재,분석,1073361538.0,86.35,86.564,-0.65200 (99.348),10 9,2021/07/05 14:36:51,
11,1428120712,동인이엔씨 주식회사,이찬호,분석,1073368810.0,86.351,86.565,-0.65132 (99.34868),5 8,2021/07/07 06:56:47,
12,1238628004,주식회사 영은시스템,정영서,분석,1073408630.0,86.354,86.568,-0.64761 (99.35239),1 4,2021/07/07 19:04:10,
13,2098130809,(주)엔트립,최종국,분석,1073445120.0,86.357,86.571,-0.64420 (99.3558),2 7,2021/07/05 09:55:33,
14,1068642694,우림정보시스템(주),조원희,분석,1073451454.0,86.358,86.572,-0.64360 (99.3564),12 6,2021/07/06 08:26:30,
15,1198192370,(주)신관산업,이철재,분석,1073481826.0,86.36,86.574,-0.64077 (99.35923),12 9,2021/07/06 14:27:35,
16,8198601770,주식회사 큰별토탈,박병호,분석,1073515680.0,86.363,86.577,-0.63761 (99.36239),11 13,2021/07/09 09:09:18,
17,2148192879,(주)텔레트론,정재성,분석,1073516500.0,86.363,86.577,-0.63753 (99.36247),5 6,2021/07/07 08:51:15,
18,6078169207,주식회사 더베스트이앤씨,박병진,분석,1073532813.0,86.365,86.578,-0.63600 (99.364),1 12,2021/07/07 16:31:24,
19,4108664262,(주)지티엔지,고효남,분석,1073571350.0,86.368,86.581,-0.63241 (99.36759),11 3,2021/07/08 23:27:09,
