순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1148190678,(주)에드원텔레콤,김춘걸,분석,343409930,86.811,87.078,-0.4128 (99.5872),,2020/08/14 15:49:53,1순위
2,4178600013,블랙썬 주식회사,이희부,분석,343410950,86.812,87.079,-0.4126 (99.5874),,2020/08/18 09:53:57,2순위
3,2058126448,주식회사 순성이엔씨,양재희,분석,343411248,86.812,87.079,-0.4125 (99.5875),,2020/08/13 13:46:08,3순위
4,1358178502,주식회사 디알네트웍스,이기영,분석,343436020,86.818,87.085,-0.4053 (99.5947),,2020/08/17 22:46:15,4순위
5,2158197106,주식회사통해,전용일,분석,343474750,86.829,87.095,-0.3940 (99.606),,2020/08/17 10:29:09,5순위
6,1028132281,현대씨앤알 주식회사,이문복,분석,343498887,86.835,87.101,-0.3870 (99.613),,2020/08/18 10:27:42,6순위
7,2148752525,(주)엘티네트워크,조완식,분석,343530779,86.844,87.109,-0.3778 (99.6222),,2020/08/18 14:05:54,7순위
8,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,343651649,86.876,87.14,-0.3427 (99.6573),,2020/08/14 10:29:44,8순위
9,2048174554,주식회사 창흥텔레콤,진경미,분석,343657400,86.877,87.141,-0.3411 (99.6589),,2020/08/19 08:06:02,9순위
10,2378700035,주식회사 사운드플레이스,도상우,분석,343699773,86.889,87.152,-0.3288 (99.6712),,2020/08/14 16:48:00,10순위
11,2098134940,주식회사윤송이엔씨,정윤계,분석,343830270,86.924,87.185,-0.2910 (99.709),,2020/08/17 09:20:29,11순위
12,1088107572,동광전기건설(주),박재영,분석,343908307,86.944,87.205,-0.2683 (99.7317),,2020/08/18 17:06:25,12순위
13,1108609224,주식회사 두루스코,김옥연,분석,343914539,86.946,87.206,-0.2665 (99.7335),,2020/08/18 23:57:32,13순위
14,2128140491,(주)벧엘정보통신,채수진,분석,343925440,86.949,87.209,-0.2634 (99.7366),,2020/08/19 07:12:57,14순위
15,2158623647,시공전설(주),황호진,분석,343964811,86.96,87.219,-0.2519 (99.7481),,2020/08/18 15:05:38,15순위
16,2098137137,주식회사우일씨앤아이,이준호,분석,343978728,86.963,87.222,-0.2479 (99.7521),,2020/08/13 11:01:10,16순위
17,2128606988,원강정보통신 주식회사,우강원,분석,344094019,86.994,87.252,-0.2145 (99.7855),,2020/08/19 09:41:21,17순위
18,1218140540,영현정보통신(주),김두식,분석,344160810,87.012,87.269,-0.1951 (99.8049),,2020/08/19 09:47:07,18순위
19,2118668579,(주)아이정보기술,이훈희,분석,344170060,87.014,87.271,-0.1924 (99.8076),,2020/08/18 07:41:58,19순위
20,1258180919,(주)경일전공,정요진,분석,344186231,87.019,87.275,-0.1877 (99.8123),,2020/08/14 18:16:13,20순위
21,1198182057,주식회사 다온티엔지,남기완,분석,344191704,87.02,87.277,-0.1861 (99.8139),,2020/08/19 09:23:39,21순위
22,2148612657,한국전파기지국주식회사,장석하,분석,344215000,87.026,87.282,-0.1794 (99.8206),,2020/08/18 16:02:17,22순위
23,2048124559,(주)대용와트스,남상태,분석,344259246,87.038,87.294,-0.1665 (99.8335),,2020/08/14 08:39:06,23순위
24,1058173369,(주)신한개발,이종순,분석,344273460,87.042,87.297,-0.1624 (99.8376),,2020/08/18 17:42:03,24순위
25,1088175857,주식회사 리드앤컴퍼니,이귀남,분석,344286190,87.046,87.3,-0.1587 (99.8413),,2020/08/17 11:55:02,25순위
26,1058740405,(주)화성이엔지,김택환,분석,344308901,87.052,87.306,-0.1521 (99.8479),,2020/08/17 16:16:38,26순위
27,1058133654,백상기업(주),김풍원,분석,344397900,87.075,87.329,-0.1263 (99.8737),,2020/08/18 17:34:06,27순위
28,2198123760,기찬정보통신(주),홍석기,분석,344656610,87.145,87.394,-0.0513 (99.9487),,2020/08/14 13:47:21,28순위
29,1288141176,주식회사 와이씨스템,장영찬,분석,344691503,87.154,87.403,-0.0412 (99.9588),,2020/08/18 11:01:20,29순위
30,1098143872,보은전자방송통신(주),우영섭,분석,344743502,87.168,87.416,-0.0261 (99.9739),,2020/08/14 14:34:35,30순위
31,2128166939,주식회사 연일전력,최재규,분석,344748578,87.169,87.418,-0.0246 (99.9754),,2020/08/17 09:35:59,31순위
32,2068124123,(주)세양텔레콤,김한섭,분석,344842618,87.194,87.442,0.0026 (100.0026),,2020/08/18 09:45:00,32순위
33,1058682164,(주)울트라텔레콤,김성철,분석,344859250,87.199,87.446,0.0074 (100.0074),,2020/08/18 07:36:59,33순위
34,2208180951,엘지정보기술(주),엄태원,분석,344865350,87.2,87.447,0.0092 (100.0092),,2020/08/14 18:18:43,34순위
35,1068690366,(주)윈투스시스템,신경익,분석,344872672,87.202,87.449,0.0113 (100.0113),,2020/08/17 15:05:12,35순위
36,2138634018,(주)비트정보통신,송재화,분석,344890000,87.207,87.454,0.0164 (100.0164),,2020/08/17 11:38:21,36순위
37,1198664210,하하정보통신(주),송정식,분석,344910390,87.212,87.459,0.0223 (100.0223),,2020/08/19 09:42:03,37순위
38,2078126444,(주)대영전설,김문영,분석,344933031,87.218,87.464,0.0288 (100.0288),,2020/08/18 17:19:24,38순위
39,6078616291,케이시스 주식회사,김중섭,분석,345000000,87.236,87.481,0.0483 (100.0483),,2020/08/17 21:51:33,39순위
40,2048626080,주식회사 엘제이이엔지,임성희,분석,345015630,87.241,87.485,0.0528 (100.0528),,2020/08/14 18:35:33,40순위
41,1188110211,(주)텔레텍코리아,윤광수,분석,345109259,87.266,87.509,0.0800 (100.08),,2020/08/14 15:33:42,41순위
42,2148607396,(주) 리노스,박병근,분석,345133490,87.272,87.515,0.0870 (100.087),,2020/08/14 11:45:22,42순위
43,1018642326,한우이앤에스(주),변준석,분석,345233030,87.299,87.541,0.1158 (100.1158),,2020/08/18 15:39:54,43순위
44,2178125840,(주)에이디엠,정채옥,분석,345274780,87.31,87.551,0.1280 (100.128),,2020/08/18 16:47:50,44순위
45,2208197511,(주)다산지앤지,유철종,분석,345338918,87.327,87.567,0.1466 (100.1466),,2020/08/14 21:57:16,45순위
46,2148647194,투앤원정보통신주식회사,서승호,분석,345368165,87.335,87.575,0.1550 (100.155),,2020/08/17 20:34:06,46순위
47,2188120741,케이씨티정보통신(주),백형은,분석,345439100,87.354,87.593,0.1756 (100.1756),,2020/08/19 09:00:28,47순위
48,8418600934,주식회사 디토시스,이민용,분석,345475580,87.364,87.602,0.1862 (100.1862),,2020/08/13 16:20:59,48순위
49,2048109261,영한산업(주),권지영,분석,345575000,87.39,87.627,0.2150 (100.215),,2020/08/18 18:05:19,49순위
50,1188108054,대한신호(주),안종석,분석,345644233,87.409,87.645,0.2351 (100.2351),,2020/08/18 11:09:34,50순위
51,1138607924,두성건설주식회사,안성병,분석,345649370,87.41,87.646,0.2366 (100.2366),,2020/08/17 11:11:21,51순위
52,2198128028,(주)성신네트워크,강성범,분석,345685700,87.42,87.655,0.2471 (100.2471),,2020/08/13 15:41:39,52순위
53,1198153514,다린전력(주),오승한,분석,345689000,87.421,87.656,0.2481 (100.2481),,2020/08/18 10:01:08,53순위
54,4098163161,(주)동우커뮤니케이션,송준성,분석,345726170,87.431,87.666,0.2589 (100.2589),,2020/08/14 09:38:16,54순위
55,4208700205,주식회사 가은씨앤에스,양미영,분석,345817680,87.455,87.689,0.2854 (100.2854),,2020/08/18 08:26:26,55순위
56,2158687767,(주)에스앤디비즈,정성호,분석,345944000,87.489,87.721,0.3220 (100.322),,2020/08/14 22:35:08,56순위
57,1108130339,(주)기양상사,조효진,분석,345988587,87.501,87.732,0.3350 (100.335),,2020/08/14 11:09:18,57순위
58,1128118909,(주)한일종합산업,박준용,분석,346159770,87.546,87.776,0.3846 (100.3846),,2020/08/13 17:53:00,58순위
59,2068123425,에프투텔레콤(주),박수영,분석,346323000,87.59,87.817,0.4319 (100.4319),,2020/08/18 09:47:36,59순위
60,7128701175,주식회사 미미엔지니어링,김진희,분석,346538639,87.648,87.872,0.4945 (100.4945),,2020/08/17 13:31:30,60순위
61,1188109728,득진통신(주),김진섭,분석,346645200,87.676,87.899,0.5254 (100.5254),,2020/08/18 10:19:21,61순위
62,2038149028,대륭중공건설(주),박임우,분석,347880927,88.007,88.212,0.8837 (100.8837),,2020/08/17 02:53:23,62순위
63,2148883836,주식회사 포엠넷,전영진,분석,348157994,88.081,88.282,0.9641 (100.9641),,2020/08/14 15:27:59,63순위
64,1188111452,동화전자산업(주),김종화,분석,348747960,88.238,88.432,1.1352 (101.1352),,2020/08/19 08:45:27,64순위
65,2078141917,합자회사 대성전업상사,권기원,분석,349796850,88.519,88.698,1.4393 (101.4393),,2020/08/14 17:43:05,65순위
66,1068160552,(주)금산트리피아,김백순,분석,349919900,88.552,88.729,1.4750 (101.475),,2020/08/18 10:16:09,66순위
67,2158199031,한소리이앤씨주식회사,안홍희,분석,351160070,88.883,89.043,1.8347 (101.8347),,2020/08/18 10:34:26,67순위
68,2118612681,(주)해우정보시스템,김병헌,분석,351490960,88.972,89.127,1.9306 (101.9306),,2020/08/18 09:51:41,68순위
