id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
3,20231214170-00,고객주차장 증축공사(통신),서울지방조달청/서울대학교병원,전국/서울,1053763000,1054687750.0,+2% ~ -2%,74271592,87.745,1180,기/A값/순/의무,0.08775,5,9,48,152,337,344,201,71,11,0,3,2,3,6,13,35,70,82,175,162,169,175,123,78,50,21,6,5,0,0,1,1,2,1,0,2,0,3,3,1,2,8,9,13,16,21,25,34,29,43,52,77,81,70,57,55,77,69,74,69,54,48,39,31,29,24,18,14,8,7,4,0,3,3,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,2,1,2,0,1,0,2,2,6,3,6,7,6,12,4,9,12,10,15,24,10,18,11,22,21,21,31,31,46,46,35,42,28,30,27,21,34,34,43,37,32,37,37,32,37,29,25,24,24,21,18,18,13,19,10,14,10,6,12,8,6,6,2,4,3,3,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
8,20231233306-00,명지중학교 방송시설개선(선로교체)공사(통신) (긴급공고),서울특별시서부교육청,서울,247216000,245372450.0,+2% ~ -2%,12777172,87.745,1072,기/A값/순,-0.74573,1,6,55,153,306,342,152,46,5,2,0,1,0,6,17,38,61,92,144,162,172,170,97,55,33,13,3,2,2,0,0,0,1,0,0,0,0,0,0,6,5,6,17,8,19,18,28,31,36,40,47,69,60,56,74,68,74,61,70,69,42,38,35,18,19,17,10,10,6,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,4,6,11,3,5,6,13,6,12,12,16,15,16,18,18,19,21,21,26,29,40,28,32,32,24,46,28,36,32,34,40,30,31,39,31,38,31,21,21,18,20,17,18,11,7,12,7,9,8,6,4,6,4,2,4,1,2,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
11,20231234173-00,선일여자고등학교 관리실 리모델링공사(통신) (긴급공고),서울특별시교육청,서울,114623000,113939875.0,+2% ~ -2%,2086178,87.745,1076,기/A값/순,-0.59598,0,5,38,154,322,291,164,89,5,4,0,0,1,4,10,28,56,98,165,157,149,142,89,75,70,19,3,2,4,0,0,0,0,0,0,0,0,2,2,1,3,3,11,9,12,22,22,24,39,47,73,66,58,65,60,53,63,67,57,51,36,35,39,29,25,42,21,12,7,7,1,1,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,3,1,2,4,7,4,5,4,8,9,13,10,12,12,12,21,18,20,27,34,39,33,33,26,32,35,30,40,20,21,32,30,33,33,34,36,21,26,25,25,11,10,25,18,21,20,9,13,12,21,21,12,9,7,5,1,6,2,5,1,0,1,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0
12,20231135940-02,대학생 연합기숙사(용산) 신축 통신공사 (정정공고),한국장학재단,전국/서울,2560360000,2536260625.0,+2% ~ -2%,120492694,86.745,1143,기/정/A값/순/의무,-0.94125,2,7,51,149,307,367,192,60,7,1,1,1,1,6,14,37,54,95,162,145,171,196,127,65,42,18,6,1,1,0,0,1,0,0,1,0,1,0,3,3,3,5,11,16,16,9,29,25,35,51,59,58,79,61,50,47,96,65,76,83,64,40,44,29,15,20,17,9,5,9,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,2,1,4,1,6,5,6,10,14,2,1,8,11,18,16,9,18,17,15,36,34,25,27,31,45,34,35,26,27,23,25,22,42,54,28,37,45,31,38,45,34,30,22,18,23,21,17,12,7,8,11,9,7,10,5,4,2,3,5,4,1,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14,20231227394-00,2023년 계성고등학교 교육환경개선공사[정보통신],서울특별시교육청,서울,42705000,42882350.0,+2% ~ -2%,0,87.745,979,수의,0.41529,0,2,39,137,254,298,177,59,4,1,0,0,0,2,13,26,54,83,135,119,160,138,104,73,41,18,3,1,0,1,0,0,0,0,0,0,0,0,0,2,6,3,11,5,14,12,22,31,29,43,46,61,48,48,51,60,78,57,59,44,37,46,34,35,25,18,16,10,9,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,3,4,7,1,4,4,10,5,7,8,14,20,11,18,11,13,30,21,25,29,32,28,20,21,27,28,23,30,30,33,45,22,35,37,22,24,20,26,11,22,24,21,13,19,16,17,8,12,6,6,10,7,3,6,3,3,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,20231221713-01,GIST AI정책대학원 서울강의실 구축공사(통신) (정정공고),광주과학기술원,서울,21791000,21827200.0,+2% ~ -2%,436483,87.745,743,기/정/A값/순,0.16612,0,11,55,118,174,188,149,39,6,1,0,0,2,9,12,43,46,72,75,99,96,92,89,60,34,5,5,1,0,1,0,0,0,0,0,1,1,2,2,5,5,6,4,9,31,16,19,24,25,34,24,33,38,36,43,37,45,37,37,32,34,43,27,28,17,16,14,5,2,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,4,1,1,4,1,5,1,3,4,5,8,23,10,6,6,13,11,13,12,13,17,17,14,10,13,20,18,20,22,14,23,20,18,19,23,22,14,23,20,17,15,17,19,15,25,18,12,15,15,13,14,3,7,9,10,4,4,1,0,2,2,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16,2023-29481,00부대 취사식당 신축 통신공사,육군,서울,90309000,90585920.0,+2% ~ -2%,0,87.745,937,기/수의,0.30663,0,4,38,108,244,258,197,70,12,1,0,0,1,3,11,27,40,68,98,146,139,119,117,80,50,20,11,1,1,0,0,0,0,0,0,0,0,1,0,3,2,7,4,9,16,14,13,16,31,34,29,45,46,62,62,54,55,53,62,34,37,52,47,35,26,33,13,10,8,6,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,2,5,2,2,3,6,7,9,5,9,6,7,13,3,16,15,13,21,10,19,18,27,24,22,35,27,35,27,31,23,20,35,30,23,37,25,21,13,22,15,22,30,28,19,23,12,14,12,20,13,4,9,4,6,3,5,4,2,3,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
18,20231232284-00,"경원선 창동역 3,4번 승강장 통신설비 개량공사",한국철도공사,서울,79014000,79473500.0,+2% ~ -2%,0,87.745,1053,기/수의,0.58154,1,4,32,163,286,302,188,68,6,0,0,1,2,2,7,25,50,113,139,147,170,132,119,69,42,26,5,1,0,0,0,0,0,1,0,0,1,2,0,1,1,5,9,8,9,15,19,33,46,50,57,63,55,70,41,68,69,61,47,57,68,35,35,27,23,20,14,15,9,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,3,1,8,1,7,3,6,10,5,8,11,16,17,28,18,23,27,26,31,28,35,19,36,33,37,28,13,39,29,28,41,33,28,18,29,26,31,38,30,12,23,16,19,15,12,13,10,9,11,8,6,8,7,7,2,6,4,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,20231223046-01,예술의전당 음악당 음악영재아카데미 환경개선공사(통신) (정정공고),예술의전당,서울,65275000,64668975.0,+2% ~ -2%,4245193,87.745,1021,기/정/A값/순,-0.92842,1,6,47,173,272,296,167,49,8,0,0,1,1,5,12,35,65,108,115,157,153,143,109,58,36,13,4,4,0,0,0,0,0,1,0,0,1,1,2,2,5,3,14,9,16,11,35,36,47,44,39,52,52,74,55,65,59,60,63,49,35,52,41,20,19,20,9,9,3,8,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,1,2,3,1,2,4,10,5,4,8,8,6,5,12,23,19,17,28,19,20,24,17,22,24,28,24,28,44,30,21,34,34,31,23,36,29,31,38,25,25,24,16,19,21,31,22,19,12,8,13,6,10,10,5,4,7,2,3,0,3,5,1,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
29,20231220280-00,2023년 전문대학혁신지원사업 산업맞춤형 교육환경고도화 외 2건_정보통신공사,대림대학교,서울/인천/경기,75973520,76294750.0,+2% ~ -2%,4210355,87.745,2854,기/A값/순,0.42281,1,19,143,478,727,843,465,151,18,1,0,1,4,15,46,97,186,292,374,353,402,441,295,170,113,38,15,3,1,0,0,0,1,0,0,0,2,3,5,9,23,16,21,33,50,82,68,77,105,146,136,156,147,162,126,131,167,214,172,159,109,126,102,78,50,44,42,36,13,16,9,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,4,1,1,8,13,10,9,7,7,14,11,22,20,30,37,45,42,26,36,41,55,50,68,78,56,80,69,87,82,65,82,80,65,61,63,68,79,88,104,110,102,70,83,76,50,59,62,64,60,42,41,37,28,22,24,20,17,25,27,9,7,6,8,8,7,2,1,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
