순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1348169825,주식회사 포스텍,이수영,분석,430696967,86.335,87.156,0.04362 (100.04362),11 4,2020/10/29 11:00:00,
2,1068143460,주식회사 키텔,황용권,분석,430702407,86.336,87.157,0.04490 (100.0449),13 15,2020/10/29 11:00:00,
3,1278169905,남양전기통신(주),정찬영,분석,430706247,86.337,87.158,0.04580 (100.0458),11 8,2020/10/29 11:00:00,
4,2108165652,키코아이비에스주식회사,공재근,분석,430707856,86.337,87.158,0.04617 (100.04617),13 6,2020/10/29 11:00:00,
5,1208637620,주원통신기술 주식회사,김준기,분석,430710590,86.338,87.159,0.04681 (100.04681),3 9,2020/10/29 11:00:00,
6,1138629821,동문이엔티 주식회사,송요일,분석,430713500,86.338,87.159,0.04750 (100.0475),12 13,2020/10/29 11:00:00,
7,5568600996,주영전자통신 주식회사,임채열,분석,430721170,86.34,87.161,0.04929 (100.04929),2 7,2020/10/29 11:00:00,
8,1098155422,창공정보통신 주식회사,김배명,분석,430727500,86.341,87.162,0.05078 (100.05078),11 9,2020/10/29 11:00:00,
9,2208727337,주식회사주니파워네트웍스,노병준,분석,430728300,86.342,87.162,0.05096 (100.05096),11 7,2020/10/29 11:00:00,
10,1348712509,신우정보통신 주식회사,심원용,분석,430731700,86.342,87.163,0.05176 (100.05176),2 9,2020/10/29 11:00:00,
11,8328600094,티엔에스아이(주),이재민,분석,430733124,86.343,87.163,0.05209 (100.05209),6 9,2020/10/29 11:00:00,
12,1048603486,우영메카(주),김규승,분석,430736539,86.343,87.164,0.05290 (100.0529),3 9,2020/10/29 11:00:00,
13,1098603050,(주)이루기술,박지현,분석,430745500,86.345,87.166,0.05500 (100.055),13 3,2020/10/29 11:00:00,
14,1108155382,(주)굿채널시스템,백홍현,분석,430751000,86.346,87.167,0.05628 (100.05628),7 8,2020/10/29 11:00:00,
15,2208719934,주식회사 지제이전기통신,김진수,분석,430751470,86.347,87.167,0.05639 (100.05639),14 7,2020/10/29 11:00:00,
16,2018193998,주식회사 마임정보기술,김한균,분석,430756100,86.348,87.168,0.05748 (100.05748),13 15,2020/10/29 11:00:00,
17,6438100655,주식회사유이에스,이동순,분석,430757017,86.348,87.168,0.05770 (100.0577),10 2,2020/10/29 11:00:00,
18,1258148205,(주)동남전기통신,양희동,분석,430764270,86.349,87.17,0.05940 (100.0594),6 9,2020/10/29 11:00:00,
19,1358608447,주식회사 명승아이티,박성호,분석,430766402,86.35,87.17,0.05989 (100.05989),15 6,2020/10/29 11:00:00,
20,1098153822,서울텔엔지니어링(주),정영철,분석,430770200,86.351,87.171,0.06079 (100.06079),12 13,2020/10/29 11:00:00,
21,2178117660,가온정보통신주식회사,고윤영,분석,430777500,86.352,87.172,0.06250 (100.0625),15 7,2020/10/29 11:00:00,
22,2548800191,신용전기통신 주식회사,정지택,분석,430779202,86.352,87.173,0.06290 (100.0629),11 7,2020/10/29 11:00:00,
23,3078140727,(주)에이치엠아이,장유진,분석,430781770,86.353,87.173,0.06350 (100.0635),13 14,2020/10/29 11:00:00,
24,8708800071,주식회사 광명네트워크,우한복,분석,430788170,86.354,87.174,0.06500 (100.065),10 3,2020/10/29 11:00:00,
25,1168600032,엠네트워크 주식회사,이경섭,분석,430791580,86.355,87.175,0.06580 (100.0658),6 9,2020/10/29 11:00:00,
26,1208612783,주식회사 나오디지탈,안병우,분석,430797100,86.356,87.176,0.06709 (100.06709),14 3,2020/10/29 11:00:00,
27,1358627861,주식회사 제이에스네트웍,한정수,분석,430798800,86.357,87.177,0.06749 (100.06749),15 8,2020/10/29 11:00:00,
28,1088154468,(주)이젠정보통신,이동필,분석,430800100,86.357,87.177,0.06779 (100.06779),4 5,2020/10/29 11:00:00,
29,1428168147,주식회사 다옴건설,이창석,분석,430800640,86.357,87.177,0.06792 (100.06792),15 5,2020/10/29 11:00:00,
30,2228128913,주식회사 대양종합전기,김춘근,분석,430804800,86.358,87.178,0.06890 (100.0689),15 2,2020/10/29 11:00:00,
31,1018151776,(주)지디시,김승환,분석,430809792,86.359,87.179,0.07007 (100.07007),14 7,2020/10/29 11:00:00,
32,1408139821,주식회사 케이피에스보안시스템,박치만,분석,430812869,86.36,87.179,0.07079 (100.07079),12 2,2020/10/29 11:00:00,
33,1838600406,(주)제이티텔레콤,구본원,분석,430812900,86.36,87.179,0.07079 (100.07079),4 6,2020/10/29 11:00:00,
34,1188115778,대신통신기술(주),김지영,분석,430813600,86.36,87.18,0.07096 (100.07096),15 9,2020/10/29 11:00:00,
35,1278183907,주식회사 범양이엔씨,안선희,분석,430819746,86.361,87.181,0.07240 (100.0724),1 3,2020/10/29 11:00:00,
36,1188113673,동해정보통신 주식회사,이창원,분석,430823150,86.362,87.182,0.07320 (100.0732),6 8,2020/10/29 11:00:00,
37,2048198750,(주)아이피엑스,나하나,분석,430827400,86.363,87.182,0.07419 (100.07419),6 8,2020/10/29 11:00:00,
38,1245149316,누리텔레콤,한성훈,분석,430830830,86.364,87.183,0.07500 (100.075),10 7,2020/10/29 11:00:00,
39,1068674084,주식회사월드아이,신영구,분석,430832531,86.364,87.183,0.07539 (100.07539),10 11,2020/10/29 11:00:00,
40,1078640952,(주)바비젼,이주일,분석,430835988,86.365,87.184,0.07621 (100.07621),12 3,2020/10/29 11:00:00,
41,1228615184,유피이엔씨 주식회사,박정선,분석,430836260,86.365,87.184,0.07627 (100.07627),1 6,2020/10/29 11:00:00,
42,1248614779,주식회사 홍진전기,진영두,분석,430837225,86.365,87.184,0.07650 (100.0765),1 12,2020/10/29 11:00:00,
43,1378126806,문명통신건설(주),문현종,분석,430838931,86.365,87.185,0.07690 (100.0769),11 5,2020/10/29 11:00:00,
44,1380715369,영인 아이티 기술사 사무소,함영만,분석,430841400,86.366,87.185,0.07747 (100.07747),15 7,2020/10/29 11:00:00,
45,1410354768,그린정보통신,박은경,분석,430844136,86.366,87.186,0.07812 (100.07812),1 5,2020/10/29 11:00:00,
46,1188110211,(주)텔레텍코리아,윤광수,분석,430852160,86.368,87.187,0.08000 (100.08),14 4,2020/10/29 11:00:00,
47,2028158261,주식회사 남두,김승균,분석,430854290,86.369,87.188,0.08050 (100.0805),14 5,2020/10/29 11:00:00,
48,1198183944,(주)선인프라,엄선식,분석,430859304,86.37,87.189,0.08167 (100.08167),13 2,2020/10/29 11:00:00,
49,2158181318,주식회사 라사정보통신,김선용,분석,430862866,86.37,87.19,0.08251 (100.08251),10 15,2020/10/29 11:00:00,
50,1108147131,두로산전(주),이윤재,분석,430866960,86.371,87.19,0.08346 (100.08346),10 8,2020/10/29 11:00:00,
51,1278622185,(주)한올정보통신,임상규,분석,430868460,86.372,87.191,0.08382 (100.08382),3 7,2020/10/29 11:00:00,
52,2298131888,세운씨앤텍 (주),이미경,분석,430871360,86.372,87.191,0.08450 (100.0845),2 3,2020/10/29 11:00:00,
53,1328614275,주식회사 혜림산업,유은진,분석,430872850,86.373,87.192,0.08485 (100.08485),12 4,2020/10/29 11:00:00,
54,1298800745,주식회사 동성아이텍,이정원,분석,430873490,86.373,87.192,0.08500 (100.085),14 5,2020/10/29 11:00:00,
55,1378100301,청원정보통신(주),원정현,분석,430874400,86.373,87.192,0.08521 (100.08521),14 15,2020/10/29 11:00:00,
56,1350665674,대륭이엔지,홍한기,분석,430878740,86.374,87.193,0.08623 (100.08623),14 9,2020/10/29 11:00:00,
57,2318110057,주식회사 제이씨정보통신,백종천,분석,430880320,86.374,87.193,0.08660 (100.0866),14 9,2020/10/29 11:00:00,
58,1262301557,대한통신공사,김연숙,분석,430883310,86.375,87.194,0.08730 (100.0873),5 6,2020/10/29 11:00:00,
59,1308605289,주식회사 경인씨엔에스,김창덕,분석,430884590,86.375,87.194,0.08760 (100.0876),12 13,2020/10/29 11:00:00,
60,1358185226,(주)제이넷,장기헌,분석,430887460,86.376,87.195,0.08827 (100.08827),15 9,2020/10/29 11:00:00,
61,1268660279,주식회사 국민이엠씨,박성순,분석,430889274,86.376,87.195,0.08869 (100.08869),13 7,2020/10/29 11:00:00,
62,1138175392,서우통신 주식회사,안유미,분석,430892637,86.377,87.196,0.08948 (100.08948),11 8,2020/10/29 11:00:00,
63,1298173609,주식회사 문아이앤시,임순희,분석,430898200,86.378,87.197,0.09079 (100.09079),2 5,2020/10/29 11:00:00,
64,1278187918,(주)가인지엔티,김낙종,분석,430902700,86.379,87.198,0.09184 (100.09184),11 12,2020/10/29 11:00:00,
65,1268667423,주식회사 티엔씨에스,장동관,분석,430912739,86.381,87.2,0.09419 (100.09419),1 4,2020/10/29 11:00:00,
66,1208163439,(주)아이엘에스씨,이병준,분석,430915299,86.382,87.2,0.09480 (100.0948),1 15,2020/10/29 11:00:00,
67,1428800582,엘제이테크 주식회사,유혜영,분석,430919851,86.383,87.201,0.09586 (100.09586),1 7,2020/10/29 11:00:00,
