순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2140550031,새론정보통신,이용주,분석,22224400,87.747,88.77,0.76826 (100.76826),8 15,2020/05/15 10:44:43,
2,2158706984,도드람정보기술 주식회사  [최종낙찰],이명석,분석,22226980,87.757,88.781,0.78000 (100.78),10 5,2020/05/14 11:26:03,
3,2208718861,(주)예스피치,김재중,분석,22227332,87.759,88.782,0.78160 (100.7816),5 11,2020/05/15 09:04:29,
4,2078124989,청보음향(주),지한영,분석,22228700,87.765,88.788,0.78783 (100.78783),4 7,2020/05/17 10:28:19,
5,5568600996,주영전자통신 주식회사,임채열,분석,22229373,87.767,88.79,0.79089 (100.79089),7 2,2020/05/15 09:43:46,
6,2118836479,(주)에스피엔이,이정임,분석,22230760,87.773,88.796,0.79721 (100.79721),11 10,2020/05/18 09:54:57,
7,1198658528,진솔이앤에스 주식회사,김정현,분석,22230868,87.773,88.796,0.79770 (100.7977),12 1,2020/05/19 09:36:07,
8,2298125412,스크린정보통신(주),조승제,분석,22231410,87.776,88.798,0.80017 (100.80017),5 4,2020/05/18 09:49:40,
9,2208626821,한성씨앤엔(주),한성,분석,22231900,87.778,88.8,0.80240 (100.8024),13 4,2020/05/13 10:16:09,
10,1138184945,에스엠티정보기술(주),이묵희,분석,22232380,87.78,88.802,0.80458 (100.80458),4 8,2020/05/14 17:01:45,
11,2048182660,동원오비텍(주),박동을,분석,22233800,87.785,88.808,0.81105 (100.81105),3 5,2020/05/19 09:37:31,
12,1058684745,(주)대곤아이엔씨,이체범,분석,22233821,87.785,88.808,0.81114 (100.81114),11 5,2020/05/15 09:47:57,
13,2208114219,서림기전개발(주),송석웅,분석,22236865,87.798,88.82,0.82500 (100.825),6 14,2020/05/18 15:25:50,
14,1108130339,(주)기양상사,조효진,분석,22238600,87.805,88.827,0.83290 (100.8329),7 12,2020/05/14 10:11:35,
15,2148647495,(주)테크스피어,최환수,분석,22240690,87.813,88.835,0.84241 (100.84241),10 8,2020/05/18 17:05:13,
16,2148675138,(주)대호아이티에스,임진덕,분석,22241390,87.816,88.838,0.84560 (100.8456),2 10,2020/05/19 09:30:00,
17,6058166688,(주)세계아이티씨,김황기,분석,22244370,87.828,88.85,0.85916 (100.85916),9 14,2020/05/18 09:53:32,
18,1068160552,(주)금산트리피아,김백순,분석,22246070,87.835,88.857,0.86690 (100.8669),12 14,2020/05/18 11:29:50,
19,1138169250,코리아이지텔주식회사,임규학,분석,22247409,87.841,88.862,0.87300 (100.873),2 10,2020/05/18 16:24:26,
20,1148683959,제이엔에스텍주식회사,안종기,분석,22247450,87.841,88.862,0.87318 (100.87318),12 1,2020/05/19 09:16:10,
21,1088607510,애드온스마트 주식회사,신승자,분석,22248730,87.846,88.868,0.87901 (100.87901),8 2,2020/05/19 08:57:07,
22,1068133832,(주)동양이엔씨,최두현,분석,22250160,87.852,88.873,0.88552 (100.88552),10 2,2020/05/18 09:47:11,
23,2108164712,주식회사 데스카,조혜연,분석,22252880,87.863,88.884,0.89790 (100.8979),12 5,2020/05/14 16:14:02,
24,2128196942,동진이앤씨(주),민진식,분석,22253000,87.864,88.885,0.89845 (100.89845),7 13,2020/05/18 09:43:24,
25,1148676763,유토피아정보기술(주),안종섭,분석,22253848,87.867,88.888,0.90231 (100.90231),10 2,2020/05/19 09:07:54,
26,2208727337,주식회사주니파워네트웍스,노병준,분석,22254800,87.871,88.892,0.90664 (100.90664),4 10,2020/05/15 09:24:09,
27,1138622662,퍼스트아이앤씨 주식회사,한종인,분석,22256592,87.878,88.899,0.91480 (100.9148),5 4,2020/05/14 21:49:51,
28,1130259965,LG미래정보통신,황병창,분석,22257200,87.881,88.901,0.91757 (100.91757),3 1,2020/05/19 07:47:01,
29,3158800929,에이블이엔씨 주식회사,김주형,분석,22257230,87.881,88.901,0.91770 (100.9177),6 8,2020/05/18 09:55:53,
30,1338113707,(주)대보통신,염영숙,분석,22257800,87.883,88.904,0.92030 (100.9203),1 10,2020/05/14 15:23:33,
