순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2048610496,주식회사김스애드,김진희,분석,336640400,86.756,88.619,1.06453 (101.06453),,2020/05/06 11:01:20,
2,1138636865,주식회사 정원시큐,염승호,분석,337655200,87.04,88.886,1.37250 (101.3725),,2020/05/04 16:34:54,
3,2208110402,정안전기(주),이학용,분석,337821600,87.087,88.93,1.42299 (101.42299),,2020/05/03 20:30:59,
4,2218120693,주식회사 일동에너텍,김종삼,분석,338188414,87.19,89.026,1.53431 (101.53431),,2020/05/06 17:31:29,
5,2078147814,(주)대호엔지니어링,윤용상,분석,338752603,87.348,89.175,1.70553 (101.70553),,2020/05/06 10:12:05,
6,2158138510,신신이앤씨주식회사,하대청,분석,338814853,87.365,89.191,1.72442 (101.72442),,2020/05/04 09:33:44,
7,1078731896,(주)비시텍코리아,임헌욱,분석,344728000,89.023,90.748,3.51889 (103.51889),,2020/05/06 20:40:56,
-1,2148673033,대일전기통신(주),김종엽,분석,336297900,86.66,88.529,0.96059 (100.96059),,2020/05/06 09:34:48,
-2,4178600013,블랙썬 주식회사,이희부,분석,336291650,86.658,88.527,0.95870 (100.9587),,2020/05/06 10:13:00,
-3,1078756640,주식회사 링크씨앤아이,김대훈,분석,336274507,86.653,88.522,0.95350 (100.9535),,2020/05/06 16:25:19,
-4,1068188579,(주)키월드정보통신,김영범,분석,336264600,86.65,88.52,0.95049 (100.95049),,2020/05/06 09:50:11,
-5,1098611773,주식회사상현엔지니어링,이재권,분석,336254730,86.647,88.517,0.94749 (100.94749),,2020/05/06 10:09:19,
-6,2078152132,(주)홍남테크,김홍길,분석,336142699,86.616,88.488,0.91350 (100.9135),,2020/05/07 09:06:43,
-7,2068629138,(주)하나윈정보기술,도수현,분석,336061125,86.593,88.466,0.88874 (100.88874),,2020/05/06 10:00:33,
-8,1058179892,(주)지에스컴,김형호,분석,335977938,86.57,88.444,0.86349 (100.86349),,2020/05/06 09:55:05,
-9,1198616251,주식회사 누리인프라,정성우,분석,335968300,86.567,88.442,0.86057 (100.86057),,2020/05/04 21:50:14,
-10,1268620622,(주)엑스코하이텍,박정현,분석,335957840,86.564,88.439,0.85740 (100.8574),,2020/05/07 09:09:27,
-11,1068164354,(주)코알라전자시스템,장종기,분석,335856015,86.536,88.412,0.82649 (100.82649),,2020/05/06 15:30:31,
-12,1148676763,유토피아정보기술(주),안종섭,분석,335854999,86.535,88.412,0.82619 (100.82619),,2020/05/06 16:22:23,
-13,1048636288,(주)엠케이이엔씨,문광일,분석,335813880,86.524,88.401,0.81371 (100.81371),,2020/05/06 18:07:10,
-14,2038143228,백영전자 주식회사(白榮電子 株式會社),임대순,분석,335810330,86.523,88.4,0.81263 (100.81263),,2020/05/02 07:03:11,
-15,5878600398,주식회사 엑사엔시스,김준용,분석,335791100,86.517,88.395,0.80680 (100.8068),,2020/05/06 08:28:00,
-16,1198602494,(주) 네오인아이텍,이경미,분석,335775540,86.513,88.391,0.80207 (100.80207),,2020/05/06 10:14:50,
-17,1138163917,백두전기통신(주),장철,분석,335740355,86.503,88.382,0.79140 (100.7914),,2020/05/07 00:32:05,
-18,2148734721,(주)다모아테크,장용일,분석,335735741,86.502,88.381,0.79000 (100.79),,2020/05/04 11:15:11,
-19,2118620935,주식회사 한양티이씨,조형국,분석,335718930,86.497,88.376,0.78489 (100.78489),,2020/05/06 01:41:39,
-20,1098197140,(주)코맥스시큐리티,김종정,분석,335715310,86.496,88.375,0.78379 (100.78379),,2020/05/06 09:56:08,
-21,4088168391,금상디엔씨주식회사,장용수,분석,335690926,86.489,88.369,0.77640 (100.7764),,2020/05/06 08:27:32,
-22,1018662695,주식회사 메가시스템,김대석,분석,335678764,86.486,88.366,0.77270 (100.7727),,2020/05/04 14:36:17,
-23,2068113024,(주)신우콤,곽영석,분석,335675110,86.485,88.365,0.77160 (100.7716),,2020/05/06 11:15:58,
-24,1068616819,(주)현성인포컴,박홍수,분석,335634578,86.474,88.354,0.75930 (100.7593),,2020/05/06 17:55:23,
-25,1068679911,(주)효성정보통신,김도건,분석,335614806,86.468,88.349,0.75329 (100.75329),,2020/05/04 10:32:37,
-26,2158770996,엠코어넷 주식회사,김명경,분석,335610852,86.467,88.348,0.75209 (100.75209),,2020/05/06 10:45:20,
-27,3158800929,에이블이엔씨 주식회사,김주형,분석,335526495,86.443,88.325,0.72650 (100.7265),,2020/05/06 09:47:51,
-28,1108174749,유프로시스(주),김종본,분석,335515950,86.44,88.323,0.72329 (100.72329),,2020/05/06 11:10:52,
-29,1138148411,(주)풍천정보네트웍,김학봉,분석,335513973,86.44,88.322,0.72270 (100.7227),,2020/05/06 09:01:23,
-30,1208166080,(주)기산텔레콤,박병기,분석,335502500,86.437,88.319,0.71921 (100.71921),,2020/05/06 15:43:53,
-31,1198637085,(주) 하이네트워크,이준수,분석,335500133,86.436,88.319,0.71849 (100.71849),,2020/05/06 09:50:43,
-32,2048140753,(주)청효이씨이,이범석,분석,335479044,86.43,88.313,0.71210 (100.7121),,2020/05/06 10:21:16,
-33,1108172440,주식회사 다보파워코리아,강희철,분석,335477397,86.429,88.313,0.71160 (100.7116),,2020/05/06 17:22:24,
-34,1188114764,(주)세빛전자통신,이상호,분석,335469817,86.427,88.311,0.70929 (100.70929),,2020/05/06 08:30:44,
-35,3738701418,주식회사 에스비넷,전막동,분석,335426320,86.415,88.299,0.69609 (100.69609),,2020/05/04 13:54:25,
-36,1074870357,영진정보통신,김종규,분석,335385790,86.404,88.288,0.68380 (100.6838),,2020/05/04 23:38:56,
-37,1058162163,주식회사대한종합산전,이섭,분석,335337000,86.39,88.276,0.66899 (100.66899),,2020/05/06 16:30:32,
-38,1168137418,두레옵트로닉스 주식회사,최수현,분석,335329770,86.388,88.274,0.66679 (100.66679),,2020/05/04 14:35:35,
-39,1118101759,신원전설(주),심한섭,분석,335325820,86.387,88.273,0.66560 (100.6656),,2020/05/06 11:59:23,
-40,1088122724,영진정보통신주식회사,김영식,분석,335313954,86.384,88.27,0.66200 (100.662),,2020/05/04 13:53:05,
-41,2158640952,(주)에스티탑,민기동,분석,335286605,86.376,88.262,0.65370 (100.6537),,2020/05/06 16:35:32,
-42,1078143707,(주)신창전기,홍성수,분석,335281330,86.374,88.261,0.65209 (100.65209),,2020/05/06 10:55:58,
-43,2208680918,(주)엠디엠알,이재원,분석,335263870,86.37,88.256,0.64680 (100.6468),,2020/05/04 20:15:40,
-44,1078715052,(주)에이스씨씨텍,신현종,분석,335253980,86.367,88.254,0.64379 (100.64379),,2020/05/06 11:13:28,
-45,1198153493,(주)경성네트웍,편해용,분석,335252333,86.366,88.253,0.64329 (100.64329),,2020/05/06 09:24:13,
-46,2018179526,중앙케이블네트워크(주),노상우,분석,335248379,86.365,88.252,0.64209 (100.64209),,2020/05/06 09:53:13,
-47,1138157550,뉴코리아전자통신 주식회사,조영순,분석,335247391,86.365,88.252,0.64180 (100.6418),,2020/05/04 12:23:32,
-48,2098130809,(주)엔트립,최종국,분석,335234120,86.361,88.249,0.63777 (100.63777),,2020/05/01 10:52:16,
-49,1058618361,한글정보통신(주),최경환,분석,335230910,86.36,88.248,0.63679 (100.63679),,2020/05/06 16:01:11,
-50,2088115241,한애전자(주),최용경,분석,335214440,86.356,88.243,0.63180 (100.6318),,2020/05/06 11:19:14,
-51,1098603593,주식회사 완일이씨에스,김경창,분석,335196645,86.351,88.239,0.62640 (100.6264),,2020/05/07 09:26:00,
-52,1078763383,주식회사 아이티블럭,배경원,분석,335194000,86.35,88.238,0.62559 (100.62559),,2020/05/06 10:33:24,
-53,1018178116,(주)오경컴텍,김종근,분석,335188080,86.348,88.236,0.62380 (100.6238),,2020/05/06 10:12:58,
-54,8958700597,주식회사 아이티앤에스,김세영,분석,335186429,86.348,88.236,0.62329 (100.62329),,2020/05/06 08:20:52,
-55,7968600745,마스트아이엔씨 주식회사,전병호,분석,335186100,86.348,88.236,0.62320 (100.6232),,2020/05/06 12:30:04,
-56,1148137654,(주)미동이엔씨,이병복,분석,335182147,86.347,88.235,0.62200 (100.622),,2020/05/07 09:43:45,
-57,1074968483,국제정보통신,조광자,분석,335178826,86.346,88.234,0.62099 (100.62099),,2020/05/04 09:11:29,
-58,1068127039,진명이엔씨(주),박창호,분석,335146690,86.337,88.226,0.61124 (100.61124),,2020/05/07 08:19:40,
-59,2068601047,왕건전기 주식회사,한미라,분석,335145899,86.337,88.225,0.61100 (100.611),,2020/05/07 08:53:40,
-60,1138163218,(주)신성하이텍,성성모,분석,335145300,86.336,88.225,0.61081 (100.61081),,2020/05/06 17:43:58,
-61,1198192370,(주)신관산업,이철재,분석,335125348,86.331,88.22,0.60476 (100.60476),,2020/05/04 11:14:35,
-62,2150786744,영진전기통신공사,정재인,분석,335103610,86.325,88.214,0.59816 (100.59816),,2020/05/06 10:19:46,
-63,2141167760,세기정보통신,송재홍,분석,335088890,86.321,88.21,0.59369 (100.59369),,2020/05/06 14:02:40,
-64,2068606585,(주)상지일렉스,정원상,분석,335084130,86.319,88.209,0.59225 (100.59225),,2020/05/05 19:13:26,
-65,1098617947,(주)소망아이앤티,서창숙,분석,335079660,86.318,88.208,0.59089 (100.59089),,2020/05/03 17:34:31,
-66,1138175034,(주)윈플러스정보기술,정재원,분석,335055698,86.311,88.202,0.58362 (100.58362),,2020/05/07 09:18:07,
-67,1198655462,지티에스솔루션즈 주식회사,김민수,분석,335049670,86.31,88.2,0.58179 (100.58179),,2020/05/04 14:54:45,
-68,1128148285,(주)백제이앤씨,손흥도,분석,335036168,86.306,88.196,0.57770 (100.5777),,2020/05/04 11:28:27,
-69,1108155460,주식회사 자유전설,김상중,분석,335034950,86.305,88.196,0.57733 (100.57733),,2020/05/07 08:43:51,
-70,1041890207,삼정정보통신,이순봉,분석,335023647,86.302,88.193,0.57390 (100.5739),,2020/05/06 10:00:07,
-71,1208663604,주식회사 한은씨앤씨,김기현,분석,335022990,86.302,88.193,0.57370 (100.5737),,2020/05/06 09:47:40,
-72,1188117437,탑인더스트리(주),이정임,분석,335021669,86.302,88.193,0.57330 (100.5733),,2020/05/06 09:29:48,
-73,1078156371,아주전자시스템(주),이원의,분석,335016720,86.3,88.191,0.57179 (100.57179),,2020/05/06 16:42:54,
-74,1138132447,태진정보통신(주),정태수,분석,335007171,86.298,88.189,0.56890 (100.5689),,2020/05/06 09:59:36,
-75,1138637772,(주)헤로스테크,박우현,분석,334998600,86.295,88.187,0.56629 (100.56629),,2020/05/04 19:04:32,
-76,2068625883,주식회사 누리제어시스템,박상진,분석,334983770,86.291,88.183,0.56179 (100.56179),,2020/05/06 09:50:17,
-77,1178169252,엠에스온(주),이경미,분석,334982127,86.291,88.182,0.56130 (100.5613),,2020/05/04 15:56:28,
-78,1048120291,청음통신 주식회사,임광희,분석,334971300,86.288,88.179,0.55801 (100.55801),,2020/05/07 09:19:24,
-79,1198164802,주식회사 비아이넷,김동균,분석,334957080,86.284,88.176,0.55369 (100.55369),,2020/05/06 10:18:45,
-80,1058727284,(주)조은네트웍스,김장열,분석,334956094,86.283,88.175,0.55339 (100.55339),,2020/05/06 10:22:24,
-81,1188119624,탑정보통신(주),오영권,분석,334922813,86.274,88.167,0.54330 (100.5433),,2020/05/06 08:43:04,
-82,2040371641,한서전자,김영옥,분석,334917870,86.273,88.165,0.54180 (100.5418),,2020/05/04 15:06:41,
-83,1088156132,(주) 이엠피서비스,정구창,분석,334917541,86.272,88.165,0.54170 (100.5417),,2020/05/04 15:32:03,
-84,2148632162,신영전자통신(주),김성식,분석,334916300,86.272,88.165,0.54132 (100.54132),,2020/05/06 11:05:40,
-85,1068194348,(주)퓨젼아이앤씨,임영출,분석,334915240,86.272,88.165,0.54100 (100.541),,2020/05/06 16:21:45,
-86,1058740405,(주)화성이엔지,김택환,분석,334910292,86.27,88.163,0.53950 (100.5395),,2020/05/04 16:45:38,
-87,2158690656,금성통신건설(주),윤영신,분석,334908790,86.27,88.163,0.53904 (100.53904),,2020/05/06 08:37:22,
-88,2068120414,(주)일광기업,오도진,분석,334893684,86.266,88.159,0.53446 (100.53446),,2020/05/06 10:53:47,
-89,1078682044,명승파워넷 주식회사,공건식,분석,334891180,86.265,88.158,0.53370 (100.5337),,2020/05/06 09:23:26,
-90,6138171784,서경정보통신 주식회사,이석희,분석,334884910,86.263,88.157,0.53179 (100.53179),,2020/05/05 17:17:01,
-91,2058132431,(주)삼화동력개발,정권봉,분석,334858230,86.256,88.15,0.52370 (100.5237),,2020/05/06 07:59:56,
-92,1078167709,온세텔레콤(주),박준학,분석,334856909,86.255,88.149,0.52330 (100.5233),,2020/05/06 09:04:24,
-93,1058660665,(주)일신전업,김한경,분석,334852098,86.254,88.148,0.52184 (100.52184),,2020/05/07 05:03:21,
-94,1058814068,주식회사 한강통신건설,최문봉,분석,334851960,86.254,88.148,0.52179 (100.52179),,2020/05/06 10:17:52,
-95,2148891087,세경네트웍스 주식회사,장중석,분석,334841670,86.251,88.145,0.51867 (100.51867),,2020/05/06 09:19:50,
-96,2188114856,서교정보통신(주),김기설,분석,334819010,86.245,88.139,0.51179 (100.51179),,2020/05/04 15:02:21,
-97,1098143872,보은전자방송통신(주),우영섭,분석,334804108,86.241,88.135,0.50727 (100.50727),,2020/05/07 08:55:51,
-98,2118774990,(주)제이에프텍,김중규,분석,334786060,86.236,88.131,0.50179 (100.50179),,2020/05/04 16:23:10,
-99,5568600996,주영전자통신 주식회사,임채열,분석,334771892,86.232,88.127,0.49749 (100.49749),,2020/05/04 16:37:05,
-100,1188111020,한영정보통신(주),박대서,분석,334753110,86.226,88.122,0.49180 (100.4918),,2020/05/06 09:35:51,
-101,1128107625,(주)삼정전기통신,김상민,분석,334744670,86.224,88.12,0.48923 (100.48923),,2020/05/07 07:57:47,
-102,2198123760,기찬정보통신(주),홍석기,분석,334735630,86.221,88.117,0.48649 (100.48649),,2020/05/04 16:48:37,
-103,1180565240,성보전자통신,양행천,분석,334726390,86.219,88.115,0.48369 (100.48369),,2020/05/06 12:22:38,
-104,2118895916,주식회사 지오통신,김영송,분석,334720150,86.217,88.113,0.48179 (100.48179),,2020/05/06 16:51:27,
-105,2158714581,씨엠티정보통신(주),김국동,분석,334699727,86.211,88.108,0.47559 (100.47559),,2020/05/04 10:20:53,
