순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1268159398,(주)파이런텍,이병길,분석,390059120,86.746,87.846,0.28470 (100.2847),,2020/08/21 09:12:11,
2,1108610513,주식회사 태성전력,김성태,분석,390062970,86.747,87.847,0.28570 (100.2857),,2020/08/20 16:48:58,
3,2188102928,한광전기공업 주식회사,유기현,분석,390063350,86.747,87.847,0.28579 (100.28579),,2020/08/21 13:07:43,
4,2138800230,주식회사 성민전기통신,홍종애,분석,390069900,86.749,87.848,0.28749 (100.28749),,2020/08/19 16:29:41,
5,2148104884,두원이에프씨주식회사,황운천,분석,390072213,86.749,87.849,0.28810 (100.2881),,2020/08/18 16:50:48,
6,1058641085,(주)에스엠전력,김동율,분석,390075152,86.75,87.85,0.28886 (100.28886),,2020/08/20 11:07:10,
7,1058661816,풍성기전(주),최재관,분석,390076100,86.75,87.85,0.28910 (100.2891),,2020/08/21 17:16:24,
8,1168144224,제일정보건설 주식회사,김진철,분석,390078375,86.751,87.85,0.28970 (100.2897),,2020/08/20 09:33:21,
9,2068621970,동서전력공사(주),정준섭,분석,390087620,86.753,87.852,0.29210 (100.2921),,2020/08/21 09:57:18,
10,2158171237,(주)모빌텍,오승환,분석,390092241,86.754,87.853,0.29330 (100.2933),,2020/08/21 18:24:32,
11,1068136902,대일전기산업(주),임태원,분석,390104180,86.757,87.856,0.29639 (100.29639),,2020/08/21 15:48:31,
12,4178600013,블랙썬 주식회사,이희부,분석,390105340,86.757,87.856,0.29670 (100.2967),,2020/08/21 09:52:20,
13,2068126626,주식회사 동부전기,형남길,분석,390116658,86.76,87.859,0.29963 (100.29963),,2020/08/24 08:47:39,
14,1188111165,주식회사 세원이엔피디,이왕종,분석,390123810,86.762,87.861,0.30149 (100.30149),,2020/08/20 14:45:10,
15,1328158680,(주)아성큐브스,조균상,분석,390139231,86.765,87.864,0.30549 (100.30549),,2020/08/24 09:25:23,
16,1078158651,동남아전설(주),박형규,분석,390147610,86.767,87.866,0.30767 (100.30767),,2020/08/23 18:04:35,
17,2158145215,동원전척(주),김순한,분석,390153482,86.769,87.867,0.30919 (100.30919),,2020/08/21 09:02:18,
