,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1218140540,영현정보통신(주)  [최종낙찰],김두식,분석,125980980,87.763,88.719,1.11003 (101.11003),13 6,2024/12/10 09:34:48,
1,2,1188114949,이주씨스템(주),이복균,분석,126191600,87.91,88.867,1.27907 (101.27907),4 10,2024/12/10 09:32:43,
2,3,7098602638,주식회사 시그널아이씨티,강민희,분석,126281700,87.973,88.93,1.35138 (101.35138),4 2,2024/12/09 23:44:44,
3,4,1078677070,씨지에스아이티(주),최규식,분석,129350000,90.11,91.091,3.81394 (103.81394),4 3,2024/12/09 14:42:26,
4,5,1088154468,(주)이젠정보통신,이동필,분석,131989000,91.949,92.95,5.93196 (105.93196),9 5,2024/12/06 16:34:46,
5,6,1348143368,주식회사 디피엔,유선영,분석,133350821,92.898,93.909,7.02493 (107.02493),13 7,2024/12/03 12:03:45,
6,7,7288600999,주식회사 다경테크,박현승,분석,133900000,93.28,94.295,7.46569 (107.46569),15 6,2024/12/09 17:17:46,
7,8,2158185459,주식회사 한일에스티엠,한영기,분석,138000000,96.136,97.183,10.75628 (110.75628),7 11,2024/12/06 11:24:27,
8,9,6768601611,주식회사 루트웰,노덕권,분석,138421000,96.43,97.479,11.09416 (111.09416),11 1,2024/12/10 08:39:25,
9,-1,1208137120,(주)지티일렉콘,고광열,분석,125871825,87.687,88.642,1.02242 (101.02242),14 13,2024/12/10 01:15:24,낙찰하한선 미달
10,-2,2218131749,주식회사 범산,변동희,분석,125679900,87.554,88.506,0.86839 (100.86839),1 13,2024/12/09 18:03:42,낙찰하한선 미달
11,-3,1358606769,(주)에스앤아이,송정석,분석,125670000,87.547,88.5,0.86044 (100.86044),13 3,2024/12/03 16:43:34,낙찰하한선 미달
12,-4,2048161869,(주)근영이엔씨,이성영,분석,125621687,87.513,88.465,0.82167 (100.82167),4 15,2024/12/09 17:20:03,낙찰하한선 미달
13,-5,2208819213,주식회사 이너시스템즈,김영찬,분석,125569610,87.477,88.429,0.77987 (100.77987),1 2,2024/12/10 01:32:27,낙찰하한선 미달
14,-6,1428170925,주식회사 신우일렉스,곽근영,분석,125404972,87.362,88.313,0.64774 (100.64774),7 8,2024/12/09 11:11:10,낙찰하한선 미달
15,-7,1278650643,이터널 주식회사,임종규,분석,125375672,87.342,88.292,0.62422 (100.62422),6 1,2024/12/06 12:14:26,낙찰하한선 미달
