,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2158620617,미디어텔레콤(주)  [최종낙찰],김용대,분석,335013516,65.0,87.748,88.613,0.02126 (100.02126),7 10,2024/10/30 20:21:42,
1,2,2208680918,(주)엠디엠알,이재원,분석,335015621,65.0,87.748,88.614,0.02190 (100.0219),7 14,2024/10/29 10:02:08,
2,3,2148891087,세경네트웍스 주식회사,장중석,분석,335016284,65.0,87.749,88.614,0.02209 (100.02209),6 14,2024/10/30 16:41:35,
3,4,2068193071,(주)에디슨전기,하영복,분석,335017611,65.0,87.749,88.614,0.02249 (100.02249),11 7,2024/10/29 18:01:29,
4,5,1138139080,(주)성강통신기술사사무소,안치영,분석,335027170,65.0,87.752,88.617,0.02538 (100.02538),12 14,2024/10/31 09:22:29,
5,6,2098112984,(주)고덕종합건설,김진영,분석,335038060,65.2,87.755,88.62,0.02866 (100.02866),6 11,2024/10/29 10:14:34,
6,7,2098134713,키엔컴 주식회사,김성수,분석,335038179,65.2,87.755,88.62,0.02870 (100.0287),15 8,2024/10/30 14:05:54,
7,8,8038600460,주식회사 파르이앤씨,김종훈,분석,335048463,65.2,87.758,88.622,0.03180 (100.0318),3 9,2024/10/31 08:41:41,
8,9,2958800474,주식회사 원정보기술원,송은자,분석,335049126,65.2,87.758,88.623,0.03200 (100.032),13 5,2024/10/30 18:03:46,
9,10,2188109765,(주)웨이브컴,채인석,분석,335049790,65.2,87.758,88.623,0.03220 (100.0322),3 13,2024/10/30 09:25:11,
10,11,1068616518,(주)애니씨앤에스,이일규,분석,335060000,65.2,87.761,88.625,0.03527 (100.03527),3 6,2024/10/30 13:56:38,
11,12,2208869047,양지전기 주식회사,박승연,분석,335067040,65.2,87.763,88.627,0.03740 (100.0374),13 6,2024/10/30 10:13:30,
12,13,1078759050,프리스타일테크놀로지 유한회사,김용선,분석,335074300,65.4,87.765,88.629,0.03958 (100.03958),6 13,2024/10/29 16:31:35,
13,14,1058645188,(주)삼구정보통신,강준재,분석,335080300,65.4,87.767,88.631,0.04139 (100.04139),14 11,2024/10/30 15:35:13,
14,15,1058164176,(주)신보파워텍,공민우,분석,335082034,65.4,87.767,88.631,0.04192 (100.04192),9 14,2024/10/31 08:47:38,
15,16,1018639665,(주)한양인프라넷,김주호,분석,335085280,65.4,87.768,88.632,0.04289 (100.04289),1 4,2024/10/29 10:07:26,
16,17,2078127900,합동전자통신(주),하명용,분석,335097220,65.4,87.772,88.635,0.04649 (100.04649),4 12,2024/10/29 15:55:32,
17,18,6458800418,청명이엔지 주식회사,김형준,분석,335099548,65.4,87.772,88.636,0.04719 (100.04719),14 4,2024/10/30 14:57:04,
18,19,2108118504,보성전기산업(주),강명구,분석,335102200,65.4,87.773,88.637,0.04799 (100.04799),6 1,2024/10/29 10:00:40,
19,20,1198611222,(주)제이에이티,이세창,분석,335114700,65.6,87.777,88.64,0.05176 (100.05176),4 11,2024/10/29 16:42:03,
20,21,2148132740,(주)융시스템,박진기,분석,335115140,65.6,87.777,88.64,0.05190 (100.0519),1 10,2024/10/29 19:08:41,
21,22,1108157338,(주)메트로컴넷,최선민,분석,335116136,65.6,87.777,88.64,0.05220 (100.0522),6 2,2024/10/31 08:48:24,
22,23,1198637557,주식회사제이케이데이터시스템즈,윤재근,분석,335129000,65.6,87.781,88.644,0.05607 (100.05607),12 15,2024/10/29 14:53:32,
23,24,2128196243,신광씨앤티 주식회사,박광선,분석,335131390,65.6,87.781,88.644,0.05679 (100.05679),7 15,2024/10/29 17:54:56,
24,25,2028138682,협진통신(주),이승훈,분석,335137366,65.6,87.783,88.646,0.05860 (100.0586),2 11,2024/10/30 10:19:00,
25,26,1138663208,주식회사 유영정보통신,박경순,분석,335138030,65.6,87.783,88.646,0.05880 (100.0588),14 3,2024/10/29 11:08:08,
26,27,1138146387,(주)대산시스템,전재수,분석,335143669,65.8,87.785,88.648,0.06050 (100.0605),3 5,2024/10/31 08:39:06,
27,28,2208886221,주식회사 지엔아이티,윤상병,분석,335143960,65.8,87.785,88.648,0.06058 (100.06058),7 9,2024/10/30 09:58:24,
28,29,2214405703,정현네트웍스,위정현,분석,335147982,65.8,87.786,88.649,0.06180 (100.0618),2 6,2024/10/31 08:13:20,
29,30,1018605466,금부통신 주식회사,정재학,분석,335150850,65.8,87.787,88.649,0.06266 (100.06266),11 10,2024/10/30 15:49:15,
30,31,2158148186,주식회사 시스텍이앤씨,전진우,분석,335163905,65.8,87.791,88.653,0.06660 (100.0666),13 3,2024/10/29 10:32:13,
31,32,7598100611,에스트랜스포트 주식회사,최제이미장국,분석,335177100,65.8,87.794,88.656,0.07057 (100.07057),7 6,2024/10/30 10:10:00,
