,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1138683636,주식회사 온택  [최종낙찰],허윤훈,분석,81115900,87.745,88.039,-0.47662 (99.52338),6 13,2024/07/19 11:13:37,
1,2,1138148366,주식회사 레이어스,조인선,분석,81117048,87.746,88.04,-0.47520 (99.5248),13 5,2024/07/22 12:34:55,
2,3,2108150348,승호시스템(주),이계승,분석,81117850,87.747,88.041,-0.47421 (99.52579),6 7,2024/07/22 22:24:52,
3,4,7508600152,육일전기공사주식회사,공삼례,분석,81118700,87.748,88.042,-0.47316 (99.52684),7 3,2024/07/22 16:21:08,
4,5,2068650742,한선씨앤씨 주식회사,장홍식,분석,81119470,87.749,88.043,-0.47221 (99.52779),5 2,2024/07/19 09:29:51,
5,6,1138163445,주식회사 삼도통신,이정경,분석,81119900,87.749,88.043,-0.47168 (99.52832),3 2,2024/07/18 13:58:59,
6,7,1018663767,비케이전기통신 주식회사,유봉근,분석,81120370,87.75,88.044,-0.47109 (99.52891),5 8,2024/07/20 11:34:51,
7,8,2148705513,주식회사 케이이에스 전기공사,강성진,분석,81121736,87.752,88.045,-0.46941 (99.53059),3 2,2024/07/22 08:45:26,
8,9,2178600844,주식회사 이상시스템,이인석,분석,81123596,87.754,88.047,-0.46710 (99.5329),10 6,2024/07/22 14:58:40,
9,10,2088115241,한애전자(주),최용경,분석,81124000,87.754,88.048,-0.46660 (99.5334),11 13,2024/07/22 09:10:09,
10,11,4178802112,주식회사 팬택씨앤아이엔지니어링,신광식,분석,81125140,87.756,88.049,-0.46519 (99.53481),1 13,2024/07/19 15:40:53,
11,12,1168175601,한빛인프라소닉(주),이한철,분석,81128370,87.759,88.052,-0.46120 (99.5388),4 15,2024/07/22 08:43:46,
12,13,4108607408,주식회사 천운정보통신,김복중,분석,81134100,87.766,88.059,-0.45411 (99.54589),6 8,2024/07/19 14:12:42,
13,14,1138613391,주식회사 지에스씨앤씨,석덕림,분석,81135642,87.768,88.06,-0.45220 (99.5478),11 13,2024/07/22 10:16:25,
14,15,7148800617,주식회사 성진정보통신,문계철,분석,81136288,87.768,88.061,-0.45141 (99.54859),8 4,2024/07/18 15:36:40,
15,16,2208104161,대신정보기술 주식회사,이광호,분석,81137900,87.77,88.063,-0.44941 (99.55059),3 1,2024/07/22 16:59:54,
16,17,1098154781,(주)공항엔지니어링,박필립,분석,81140580,87.773,88.066,-0.44610 (99.5539),5 10,2024/07/22 18:25:23,
17,18,1198174839,(주)선진솔루션,송성재,분석,81142271,87.775,88.067,-0.44400 (99.556),8 2,2024/07/22 14:03:29,
18,19,3728800295,주식회사 좋은통신,박창우,분석,81142520,87.776,88.068,-0.44370 (99.5563),4 12,2024/07/22 10:52:45,
19,20,1108155382,(주)굿채널시스템,백홍현,분석,81143560,87.777,88.069,-0.44241 (99.55759),1 6,2024/07/22 15:24:46,
20,21,4578701128,주식회사 공유테크,류갑일,분석,81146800,87.781,88.072,-0.43840 (99.5616),9 5,2024/07/22 07:43:19,
21,22,1098162433,광명정보통신 주식회사,김형준,분석,81148496,87.783,88.074,-0.43630 (99.5637),8 14,2024/07/22 13:28:53,
22,23,2098160768,금호이엔지 주식회사,김승규,분석,81154870,87.79,88.081,-0.42842 (99.57158),9 4,2024/07/22 17:24:58,
23,24,1118129252,광원전설(주),김영선,분석,81155288,87.79,88.082,-0.42790 (99.5721),14 12,2024/07/23 09:59:25,
24,25,2058141380,(주)씨엔피테크,김진하,분석,81155854,87.791,88.082,-0.42720 (99.5728),15 2,2024/07/22 08:29:25,
25,26,1188105192,(주)효원엔지니어링,진재권,분석,81155935,87.791,88.082,-0.42710 (99.5729),6 12,2024/07/23 08:58:31,
26,27,2048197877,주식회사 그린주의,김현미,분석,81156217,87.792,88.083,-0.42675 (99.57325),1 15,2024/07/23 07:38:38,
27,28,2068125404,(주)대경인트라넷,이강열,분석,81156870,87.792,88.083,-0.42595 (99.57405),15 10,2024/07/22 13:47:36,
28,29,5568600846,주식회사 아이콘정보통신,박종일,분석,81160300,87.796,88.087,-0.42170 (99.5783),1 2,2024/07/23 09:16:31,
29,30,1128148359,(주)펜타콤씨엔씨,최상록,분석,81161554,87.798,88.088,-0.42015 (99.57985),12 3,2024/07/23 09:21:04,
30,31,1188111452,동화전자산업(주),김종화,분석,81164200,87.801,88.091,-0.41688 (99.58312),10 6,2024/07/19 08:40:57,
31,32,2068153517,뉴텔레콤(주),김을선,분석,81165140,87.802,88.092,-0.41572 (99.58428),10 11,2024/07/22 09:02:05,
32,33,2028138682,협진통신(주),이승훈,분석,81165480,87.802,88.093,-0.41530 (99.5847),12 15,2024/07/19 11:18:56,
33,34,1138195817,(주)베스트일렉트로닉스,최경원,분석,81165620,87.802,88.093,-0.41512 (99.58488),1 10,2024/07/22 11:23:01,
34,35,2148673033,대일전기통신(주),김종엽,분석,81165630,87.802,88.093,-0.41511 (99.58489),13 9,2024/07/19 10:37:01,
35,36,1198600157,(주)제스엔지니어링,오인수,분석,81166363,87.803,88.094,-0.41420 (99.5858),11 9,2024/07/23 08:01:05,
36,37,2208110305,주식회사 일신이앤드씨,홍영남,분석,81168223,87.805,88.096,-0.41190 (99.5881),5 6,2024/07/23 08:48:08,
37,38,2158669639,(주)한정원,이수환,분석,81176470,87.815,88.105,-0.40170 (99.5983),7 5,2024/07/19 16:55:35,
38,39,3148701175,주식회사 윈스타비투비,강가현,분석,81176660,87.815,88.105,-0.40147 (99.59853),9 5,2024/07/20 10:24:16,
39,40,1198192370,(주)신관산업,이철재,분석,81183928,87.824,88.113,-0.39248 (99.60752),7 15,2024/07/22 09:22:19,
40,41,2148710582,모던웨이브(주),원회광,분석,81186939,87.827,88.116,-0.38875 (99.61125),10 7,2024/07/19 11:52:24,
41,42,2037683508,우리통신네트워크,김만수,분석,81192080,87.833,88.121,-0.38239 (99.61761),12 4,2024/07/19 15:39:54,
42,43,2098211809,사단법인 해오름장애인협회,노영주,분석,81192446,87.833,88.122,-0.38194 (99.61806),9 2,2024/07/23 08:30:57,
