,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1268161711,(주)대광전설,이지실,분석,162749540,87.745,88.893,0.47134 (100.47134),,2024/05/09 17:35:24,
1,2,2138176895,주식회사 코젠,윤영근,분석,162750200,87.745,88.893,0.47175 (100.47175),,2024/05/09 10:54:48,
2,3,1278660229,주식회사 디오건설,임성찬,분석,162750270,87.745,88.893,0.47180 (100.4718),,2024/05/09 14:58:29,
3,4,1268191272,창신전설 주식회사,이재웅,분석,162752838,87.747,88.895,0.47340 (100.4734),,2024/05/14 07:49:59,
4,5,1268678084,대양전기 주식회사,노영일,분석,162754600,87.748,88.896,0.47449 (100.47449),,2024/05/14 06:53:17,
5,6,4038602797,주식회사 이케이전력,이상선,분석,162755730,87.749,88.896,0.47520 (100.4752),,2024/05/10 09:57:42,
6,7,1068135107,주식회사 동산텔레콤,송희원,분석,162756500,87.749,88.897,0.47568 (100.47568),,2024/05/10 09:53:48,
7,8,1068146133,(주)케이씨이,조정휘,분석,162757658,87.75,88.897,0.47640 (100.4764),,2024/05/09 14:33:16,
8,9,1268138388,세광건설(주),김종두,분석,162759000,87.75,88.898,0.47723 (100.47723),,2024/05/14 08:49:35,
9,10,1228167163,하이테크텔(주),고한규,분석,162759103,87.75,88.898,0.47730 (100.4773),,2024/05/09 18:52:33,
10,11,1242072773,금광전기,양선화,분석,162759910,87.751,88.899,0.47780 (100.4778),,2024/05/13 10:40:05,
11,12,5028619372,주식회사 한얼전기,황철구,분석,162766331,87.755,88.902,0.48179 (100.48179),,2024/05/13 21:38:33,
12,13,1248156681,성원전력기술(주),김상민,분석,162766490,87.755,88.902,0.48189 (100.48189),,2024/05/12 18:12:28,
13,14,2208139700,(주)애플파워,김성국,분석,162767380,87.755,88.903,0.48245 (100.48245),,2024/05/03 17:48:31,
14,15,2198128106,우선이엔씨(주),김광수,분석,162767840,87.756,88.903,0.48273 (100.48273),,2024/05/13 11:04:01,
15,16,7797200063,장현전기,박병만,분석,162767940,87.756,88.903,0.48280 (100.4828),,2024/05/14 08:30:59,
16,17,1288617967,주식회사 팬웨스트에스앤티,김건호,분석,162769000,87.756,88.904,0.48346 (100.48346),,2024/05/13 08:57:32,
17,18,3138111440,선영기전주식회사,이두경,분석,162770670,87.757,88.904,0.48450 (100.4845),,2024/05/10 09:40:20,
18,19,1268645827,주식회사 오신전기,오연,분석,162775940,87.76,88.907,0.48778 (100.48778),,2024/05/13 08:46:42,
19,20,1268604715,(주)성민전력,윤복중,분석,162775980,87.76,88.907,0.48780 (100.4878),,2024/05/12 23:06:20,
20,21,2748101744,주식회사 거양전력,박나래,분석,162782500,87.764,88.911,0.49186 (100.49186),,2024/05/13 13:24:12,
21,22,1408169475,주식회사 제이앤제이파워스,박재옥,분석,162782900,87.764,88.911,0.49211 (100.49211),,2024/05/14 09:18:26,
22,23,1358126192,주식회사 부림,배우상,분석,162785130,87.766,88.912,0.49350 (100.4935),,2024/05/14 09:30:16,
23,24,1248751198,주식회사 성명전력,임주상,분석,162786890,87.767,88.913,0.49459 (100.49459),,2024/05/13 10:01:20,
24,25,1068674084,주식회사월드아이,신영구,분석,162787700,87.767,88.914,0.49510 (100.4951),,2024/05/09 17:31:45,
25,26,1058612732,대영산전(주),조병준,분석,162795700,87.772,88.918,0.50008 (100.50008),,2024/05/12 20:32:17,
26,27,1188115778,대신통신기술(주),김지영,분석,162798620,87.773,88.92,0.50189 (100.50189),,2024/05/10 15:12:05,
27,28,2310109034,대원전기,민규식,분석,162803280,87.776,88.922,0.50479 (100.50479),,2024/05/13 23:34:17,
28,29,1388190975,대광이앤씨 주식회사,이동석,분석,162804541,87.777,88.923,0.50558 (100.50558),,2024/05/14 05:25:52,
29,30,1418116705,주식회사 동일이엔지,이동식,분석,162807619,87.779,88.925,0.50750 (100.5075),,2024/05/13 19:23:11,
30,31,1308644297,서희전기주식회사,서정희,분석,162808080,87.779,88.925,0.50778 (100.50778),,2024/05/13 18:57:20,
31,32,1418104081,(주)대한전기,장면섭,분석,162808800,87.779,88.925,0.50823 (100.50823),,2024/05/14 07:33:46,
32,33,1243595649,일광전기통신,이동기,분석,162813560,87.782,88.928,0.51119 (100.51119),,2024/05/13 10:02:06,
33,34,3818701928,주식회사 에스엘전기,한명혜,분석,162814690,87.783,88.928,0.51190 (100.5119),,2024/05/13 15:47:58,
34,35,1278105497,(주)이화엔지니어링,이승자,분석,162816334,87.784,88.929,0.51292 (100.51292),,2024/05/13 09:55:25,
35,36,1058162163,주식회사대한종합산전,이섭,분석,162819000,87.785,88.931,0.51458 (100.51458),,2024/05/10 19:12:38,
36,37,3128677895,주식회사 동아전기공사,이정숙,분석,162819020,87.785,88.931,0.51459 (100.51459),,2024/05/10 09:49:35,
37,38,2148122183,(주)하나전기,김선식,분석,162819185,87.785,88.931,0.51470 (100.5147),,2024/05/13 18:32:26,
38,39,1188100595,주식회사 유림,정미자,분석,162819897,87.786,88.931,0.51514 (100.51514),,2024/05/07 14:49:35,
39,40,1748701621,(주)신원이앤씨,임태훈,분석,162820952,87.786,88.932,0.51580 (100.5158),,2024/05/13 16:56:24,
40,41,2148108274,강우기업(주),이준목,분석,162821000,87.786,88.932,0.51583 (100.51583),,2024/05/13 16:48:58,
41,42,2178146603,주식회사 경일이엔지,최규선,분석,162821594,87.787,88.932,0.51620 (100.5162),,2024/05/14 09:58:43,
42,43,1288109915,(주)범신,정유진,분석,162821760,87.787,88.932,0.51630 (100.5163),,2024/05/09 13:30:41,
43,44,1350953674,야초돌전기,안선호,분석,162830590,87.792,88.937,0.52179 (100.52179),,2024/05/10 11:57:43,
44,45,6238600049,주식회사 복개전설,라성주,분석,162832968,87.793,88.938,0.52328 (100.52328),,2024/05/14 08:57:36,
45,46,3368702460,주식회사 플러스전기,이광미,분석,162833800,87.794,88.939,0.52379 (100.52379),,2024/05/13 16:31:54,
46,47,2158676085,(주)제이엠파워텍,이재만,분석,162835250,87.795,88.94,0.52470 (100.5247),,2024/05/10 11:34:43,
47,48,2568800197,주식회사 태화,정진구,분석,162837020,87.796,88.941,0.52580 (100.5258),,2024/05/14 00:14:51,
48,49,1178159701,주식회사 세웅기공,정재현,분석,162837650,87.796,88.941,0.52619 (100.52619),,2024/05/09 15:33:21,
49,50,2138626653,영일전설주식회사,이창봉,분석,162837780,87.796,88.941,0.52627 (100.52627),,2024/05/13 17:47:52,
0,51,1248718466,대한전력 주식회사,황일완,분석,162838610,87.796,88.942,0.52679 (100.52679),,2024/05/13 16:57:02,
1,52,1058645500,태지종합건설(주),박명호,분석,162840710,87.798,88.943,0.52809 (100.52809),,2024/05/13 16:34:25,
2,53,6068665713,주식회사 디비알,김왕섭,분석,162844406,87.8,88.945,0.53040 (100.5304),,2024/05/09 14:11:39,
3,54,1278145956,선테크 주식회사,박종선,분석,162844620,87.8,88.945,0.53053 (100.53053),,2024/05/07 10:51:17,
4,55,1328171266,주식회사 아주이티씨,조성범,분석,162846270,87.801,88.946,0.53156 (100.53156),,2024/05/14 10:57:27,
5,56,1328165629,주식회사 서진이앤아이,김규옥,분석,162846500,87.801,88.946,0.53170 (100.5317),,2024/05/09 14:52:21,
6,57,4028160334,(주)서정전기,윤인순,분석,162846881,87.801,88.946,0.53194 (100.53194),,2024/05/13 17:10:54,
7,58,1198165586,제이케이앤티텔레콤(주),전찬화,분석,162847140,87.801,88.946,0.53210 (100.5321),,2024/05/13 14:36:19,
8,59,1308161025,주식회사 금강에너텍,김종서,분석,162847900,87.802,88.947,0.53257 (100.53257),,2024/05/13 09:37:35,
9,60,6308600464,태광전기 주식회사,김효영,분석,162848200,87.802,88.947,0.53276 (100.53276),,2024/05/10 14:02:49,
10,61,8368800241,주식회사 출원,김학선,분석,162849869,87.803,88.948,0.53380 (100.5338),,2024/05/13 09:14:01,
11,62,2038154195,승보전설(주),김정준,분석,162851000,87.804,88.948,0.53450 (100.5345),,2024/05/13 09:18:32,
12,63,2128174900,대승일렉트릭(주),한윤근,분석,162851470,87.804,88.949,0.53479 (100.53479),,2024/05/13 10:22:31,
