,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,6458700672,주식회사 비앤아이테크  [최종낙찰],김혜용,분석,130105210,87.746,88.324,0.66019 (100.66019),11 10,2024/02/26 16:09:58,
1,2,1048159651,(주)성우음향정보통신,송민자,분석,130107543,87.748,88.325,0.66200 (100.662),6 1,2024/02/28 08:06:18,
2,3,2168600026,주식회사 세인엔에스,김종술,분석,130108190,87.748,88.326,0.66250 (100.6625),6 2,2024/02/26 09:42:27,
3,4,6458800418,청명이엔지 주식회사,김형준,분석,130109740,87.749,88.327,0.66370 (100.6637),7 13,2024/02/27 13:46:02,
4,5,1068654453,주식회사 티엔에스솔루션,박종수,분석,130110510,87.75,88.327,0.66429 (100.66429),12 8,2024/02/26 09:07:46,
5,6,2018182230,주식회사 본네트시큐,최수기,분석,130116588,87.754,88.332,0.66899 (100.66899),2 13,2024/02/23 12:15:02,
6,7,2148107988,(주)서울정보시스템,이문현,분석,130123780,87.758,88.336,0.67456 (100.67456),11 10,2024/02/24 03:30:22,
7,8,1138672575,주식회사 시스메이트,정종균,분석,130127960,87.761,88.339,0.67779 (100.67779),13 4,2024/02/27 14:33:14,
8,9,2158643395,민네트워크(주),황상택,분석,130128770,87.762,88.34,0.67842 (100.67842),8 11,2024/02/23 13:31:30,
9,10,1018663767,비케이전기통신 주식회사,유봉근,분석,130129390,87.762,88.34,0.67890 (100.6789),8 15,2024/02/27 15:27:40,
10,11,2158138510,신신이앤씨주식회사,하상청,분석,130147159,87.774,88.352,0.69265 (100.69265),4 10,2024/02/26 17:37:32,
11,12,1238135136,(주)청남통신,최재언,분석,130152380,87.778,88.356,0.69669 (100.69669),3 4,2024/02/26 10:15:43,
12,13,1138636870,주식회사 나우시스템,이종한,분석,130154200,87.779,88.357,0.69809 (100.69809),8 10,2024/02/27 11:56:50,
13,14,6338800846,원흥이엔씨 주식회사,최재혁,분석,130155108,87.78,88.358,0.69880 (100.6988),6 1,2024/02/26 11:04:47,
14,15,1048142446,주식회사 디에스 이앤티,양종만,분석,130157300,87.781,88.359,0.70049 (100.70049),5 6,2024/02/27 09:46:38,
15,16,1148190678,주식회사 에드원,김춘걸,분석,130158000,87.782,88.36,0.70103 (100.70103),9 4,2024/02/23 11:43:50,
16,17,1078211162,사회복지법인한국노인생활지원재단,이주희,분석,130160923,87.784,88.362,0.70329 (100.70329),12 3,2024/02/27 08:55:36,
17,18,3128196859,주식회사 가델,김정민,분석,130165200,87.786,88.365,0.70660 (100.7066),13 10,2024/02/26 17:39:47,
18,19,2048140753,(주)청효이씨이,이범석,분석,130172298,87.791,88.369,0.71210 (100.7121),8 4,2024/02/27 14:46:29,
19,19,1138151895,주식회사 온리정보통신,김서규,분석,130172298,87.791,88.369,0.71210 (100.7121),10 5,2024/02/27 11:23:16,
20,21,1078824918,주식회사 칸정보기술,정상훈,분석,130176300,87.794,88.372,0.71519 (100.71519),11 7,2024/02/26 09:43:40,
21,22,2148768992,주식회사 앤샵,장진화,분석,130183800,87.799,88.377,0.72099 (100.72099),4 1,2024/02/28 09:08:12,
22,23,2158637350,(주)주은정보시스템,이명열,분석,130187420,87.801,88.38,0.72379 (100.72379),12 2,2024/02/28 09:00:03,
23,24,1108130339,(주)기양상사,조효진,분석,130193540,87.806,88.384,0.72853 (100.72853),7 4,2024/02/27 13:52:29,
24,25,1188109975,(주)부광네트워크,박경진,분석,130195176,87.807,88.385,0.72980 (100.7298),1 6,2024/02/26 15:25:44,
25,26,1088195004,(주)한양케이앤이,김홍인,분석,130200474,87.81,88.388,0.73389 (100.73389),6 8,2024/02/26 14:55:29,
26,27,2448700294,주식회사 건호엔지니어링,정숙영,분석,130214800,87.82,88.398,0.74498 (100.74498),2 13,2024/02/27 20:16:53,
27,28,1238154375,주식회사 씨케이테크피아,이동수,분석,130215338,87.82,88.399,0.74539 (100.74539),5 9,2024/02/26 11:24:09,
28,29,1138611108,(주)도원디에스,이정우,분석,130219860,87.823,88.402,0.74889 (100.74889),6 7,2024/02/23 14:27:28,
29,30,1208782160,에스엔에스이서비스주식회사,정경식,분석,130222000,87.825,88.403,0.75055 (100.75055),9 10,2024/02/27 09:24:33,
30,31,1288618438,주식회사 엔지스웨이,최영재,분석,130222964,87.825,88.404,0.75129 (100.75129),14 7,2024/02/26 15:32:18,
31,32,2148188924,우민전기(주),이학표,분석,130224904,87.827,88.405,0.75280 (100.7528),4 2,2024/02/27 13:28:13,
32,33,1138137229,두복산전(주),이영두,분석,130225110,87.827,88.405,0.75296 (100.75296),11 12,2024/02/27 10:44:12,
33,34,1178124861,케이이피엔지니어링(주),박성진,분석,130235374,87.834,88.412,0.76090 (100.7609),6 4,2024/02/26 10:14:48,
34,35,1138189770,인콤아이에스(주),강점식,분석,130235770,87.834,88.412,0.76120 (100.7612),15 14,2024/02/27 07:53:17,
35,36,5298100062,주식회사 알에프코리아,신현성,분석,130236020,87.834,88.413,0.76140 (100.7614),12 3,2024/02/27 13:15:32,
36,37,1358145603,한라인포넷(주),장경민,분석,130237699,87.835,88.414,0.76269 (100.76269),11 3,2024/02/27 23:57:30,
37,38,2298134599,(주)시에나텔레콤,임종태,분석,130241189,87.838,88.416,0.76540 (100.7654),5 2,2024/02/27 12:17:06,
38,39,2148645634,한국전자금융주식회사,구자성,분석,130249980,87.844,88.422,0.77220 (100.7722),5 1,2024/02/26 08:20:33,
39,40,2021067983,엘지전자통신공사,최태익,분석,130256800,87.848,88.427,0.77747 (100.77747),7 13,2024/02/26 08:37:35,
40,41,1128601228,주식회사 성동아이앤티,홍성원,분석,130261482,87.851,88.43,0.78110 (100.7811),11 4,2024/02/27 19:50:26,
41,42,1198656229,주식회사 경진네트워크,김응환,분석,130268590,87.856,88.435,0.78659 (100.78659),6 8,2024/02/27 16:46:59,
42,43,2098134940,주식회사윤송이엔씨,정윤계,분석,130271690,87.858,88.437,0.78899 (100.78899),10 14,2024/02/28 08:45:03,
43,44,1208609672,(주)디에스티인터내셔날,김형태,분석,130291726,87.872,88.45,0.80449 (100.80449),4 13,2024/02/26 09:14:35,
44,45,1178153920,엠에스원디지털 주식회사,엄종만,분석,130296640,87.875,88.454,0.80830 (100.8083),2 10,2024/02/27 17:48:14,
45,46,6988700230,주식회사 스마트이엔씨,전유선,분석,130301800,87.879,88.457,0.81229 (100.81229),11 9,2024/02/24 11:49:23,
46,47,6048111797,주식회사글로벌엔씨,임채익,분석,130303489,87.88,88.458,0.81360 (100.8136),8 9,2024/02/28 08:55:22,
47,48,2068601047,왕건전기 주식회사,한미라,분석,130307643,87.882,88.461,0.81681 (100.81681),5 10,2024/02/28 08:00:47,
