,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2038143228,백영전자 주식회사(白榮電子 株式會社)  [최종낙찰],임대순,분석,38276770,86.4,87.822,89.527,1.28705 (101.28705),7 8,2024/08/29 08:04:42,
1,2,1058164176,(주)신보파워텍,공민우,분석,38315400,88.4,87.916,89.617,1.39002 (101.39002),13 3,2024/08/30 09:01:10,
2,3,1058622531,건웅신호산전(주),박정현,분석,38354620,89.8,88.012,89.709,1.49457 (101.49457),13 10,2024/08/30 09:23:42,
3,4,2138802766,153오디오랩 주식회사,유경석,분석,38396384,87.8,88.114,89.807,1.60589 (101.60589),15 4,2024/08/29 16:18:11,
4,5,1098700045,샘솔정보주식회사,정찬구,분석,38422914,86.4,88.179,89.869,1.67661 (101.67661),6 15,2024/08/28 10:17:51,
5,6,1058173369,(주)신한개발,이종순,분석,38543818,85.0,88.474,90.151,1.99890 (101.9989),14 5,2024/08/28 10:25:20,
6,7,1128143733,공간미디어(주),김명숙,분석,39854461,85.0,91.671,93.217,5.49257 (105.49257),4 7,2024/08/30 07:33:32,
7,8,4048800118,주식회사 앙츠,박창진,분석,85173726,85.0,202.2337,199.216,126.29651 (226.29651),1 14,2024/08/29 16:00:45,예가초과
8,-1,1978600685,주식회사 에스에이텍,남기출,분석,38244110,84.8,87.743,89.45,1.19999 (101.19999),11 12,2024/08/28 13:50:21,낙찰하한선 미달
9,-2,1198649596,오렌지시스 주식회사,김성식,분석,38241520,84.8,87.736,89.444,1.19309 (101.19309),7 1,2024/08/29 10:03:17,낙찰하한선 미달
10,-3,8268102035,주식회사 더블유엔에스,박현준,분석,38221000,83.8,87.686,89.396,1.13839 (101.13839),2 4,2024/08/28 22:50:01,낙찰하한선 미달
11,-4,1058663420,(주)엠비에스엔지니어링,강형주,분석,38220587,83.8,87.685,89.395,1.13729 (101.13729),13 11,2024/08/29 19:09:40,낙찰하한선 미달
