,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1138636870,주식회사 나우시스템  [최종낙찰],이종한,분석,65757300,87.998,87.713,-0.32001 (99.67999),14 11,2024/07/24 09:03:25,
1,2,1068641638,(주)매트릭스미디어,김진성,분석,65810740,88.069,87.784,-0.23900 (99.761),12 13,2024/07/24 14:47:59,
2,3,1188111452,동화전자산업(주),김종화,분석,65837300,88.105,87.82,-0.19874 (99.80126),9 2,2024/07/23 11:10:46,
3,4,1218140540,영현정보통신(주),김두식,분석,65886684,88.171,87.885,-0.12388 (99.87612),14 12,2024/07/25 09:24:02,
4,5,2178125840,(주)에이디엠,정채옥,분석,65906650,88.198,87.912,-0.09361 (99.90639),15 4,2024/07/24 15:51:38,
5,6,1048140865,다이아몬드전자(주),이건,분석,65967500,88.279,87.993,-0.00137 (99.99863),13 10,2024/07/24 11:01:26,
6,7,1138611622,(주)이담에스티,최명순,분석,65968400,88.28,87.995,0.00000 (100),5 2,2024/07/24 08:13:37,
7,8,2128142640,팍스코이앤아이(주),송기민,분석,66028374,88.36,88.074,0.09091 (100.09091),4 10,2024/07/23 16:29:10,
8,9,1198653668,에코아이넷(주),박은희,분석,66040504,88.377,88.091,0.10930 (100.1093),15 7,2024/07/25 09:03:04,
9,10,1098626994,주식회사 에이치엔엠,조요환,분석,66118149,88.481,88.194,0.22700 (100.227),15 6,2024/07/23 09:32:49,
10,11,2078127900,합동전자통신(주),하명용,분석,66134970,88.503,88.217,0.25250 (100.2525),11 2,2024/07/23 09:13:49,
11,12,1078212647,사단법인 한국장애인미래정책포럼,배영환,분석,66159000,88.535,88.249,0.28892 (100.28892),4 8,2024/07/23 10:01:27,
12,13,5728702483,주식회사 케이제이에스랩,나봉채,분석,66186100,88.572,88.285,0.33000 (100.33),6 13,2024/07/23 10:11:38,
13,14,1078151890,주식회사유진솔루션,이훈희,분석,66203188,88.594,88.308,0.35591 (100.35591),4 5,2024/07/23 16:27:04,
14,15,1058649262,주식회사 노하우전기통신,임창배,분석,66204430,88.596,88.309,0.35779 (100.35779),6 8,2024/07/23 10:20:55,
15,16,4468801407,(주)큐엔큐,장나미,분석,66224500,88.623,88.336,0.38821 (100.38821),5 7,2024/07/24 14:38:15,
16,17,2148844610,(주)제이디솔루션,제영호,분석,66228910,88.629,88.342,0.39490 (100.3949),7 2,2024/07/23 11:22:45,
17,18,2308103607,주식회사 디케이앤트,양동국,분석,66254956,88.664,88.377,0.43438 (100.43438),9 7,2024/07/23 12:58:39,
18,19,2098211809,사단법인 해오름장애인협회,노영주,분석,66273443,88.688,88.401,0.46240 (100.4624),7 6,2024/07/25 09:00:50,
19,20,1068194620,(주)합동전자산업,정호원,분석,66298240,88.722,88.434,0.49999 (100.49999),12 5,2024/07/24 10:00:17,
20,21,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,66349670,88.79,88.503,0.57795 (100.57795),7 13,2024/07/24 07:45:21,
21,22,1208753234,디스플레이허브 주식회사,김동협,분석,66391980,88.847,88.56,0.64209 (100.64209),3 7,2024/07/25 00:58:18,
22,23,1128143733,공간미디어(주),김명숙,분석,66423642,88.889,88.602,0.69009 (100.69009),12 7,2024/07/25 07:59:43,
23,24,7418801210,주식회사 한국에이브이산업,이재숙,분석,66630700,89.167,88.878,1.00396 (101.00396),3 11,2024/07/23 10:03:44,
24,-1,1108609224,주식회사 두루스코,김옥연,분석,65746681,87.984,87.699,-0.33610 (99.6639),15 3,2024/07/25 08:50:41,낙찰하한선 미달
25,-2,2018603701,소성정보기술 주식회사,김금남,분석,65734498,87.967,87.682,-0.35457 (99.64543),1 8,2024/07/25 09:10:44,낙찰하한선 미달
26,-3,1238175875,주식회사 휴톤,김영상,분석,65702476,87.924,87.64,-0.40311 (99.59689),14 4,2024/07/23 10:30:36,낙찰하한선 미달
27,-4,6042996444,세일,이종보,분석,65698000,87.918,87.634,-0.40990 (99.5901),7 8,2024/07/24 16:25:14,낙찰하한선 미달
28,-5,1168175601,한빛인프라소닉(주),이한철,분석,65647400,87.851,87.566,-0.48660 (99.5134),3 14,2024/07/24 09:14:39,낙찰하한선 미달
29,-6,1048610901,이룸유비쿼터스주식회사,김승규,분석,65639210,87.84,87.555,-0.49902 (99.50098),4 3,2024/07/23 17:56:04,낙찰하한선 미달
