,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,2148180640,(주)남인정보통신  [최종낙찰],김남호,분석,8265261,87.747,87.928,0.20891 (100.20891),11 12,2024/07/04 13:30:38,
1,2,1068128718,서광통신 주식회사,최경석,분석,8265490,87.75,87.93,0.21168 (100.21168),1 14,2024/07/05 13:08:20,
2,3,2130230588,태극정보통신,이상호,분석,8265704,87.752,87.933,0.21428 (100.21428),1 2,2024/07/07 19:53:03,
3,4,1058747280,주식회사 하이디,문이수,분석,8266050,87.756,87.936,0.21847 (100.21847),3 9,2024/07/04 18:06:45,
4,5,2040371641,한서전자,김영옥,분석,8266291,87.758,87.939,0.22139 (100.22139),6 9,2024/07/04 09:42:04,
5,6,1098630066,주식회사 태양전기,홍석봉,분석,8267066,87.767,87.947,0.23079 (100.23079),14 11,2024/07/08 08:45:17,
6,7,2178601498,주식회사 엔키텍,원영춘,분석,8267876,87.775,87.956,0.24061 (100.24061),13 15,2024/07/03 15:52:52,
7,8,1198629800,주식회사 메카넷,천수연,분석,8268270,87.779,87.96,0.24539 (100.24539),10 9,2024/07/04 22:41:26,
8,9,1078750059,(주)큐앤아이티,허선준,분석,8268328,87.78,87.96,0.24609 (100.24609),11 3,2024/07/03 14:25:51,
9,10,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,8269310,87.79,87.971,0.25800 (100.258),6 11,2024/07/04 15:25:17,
10,11,2208727337,주식회사주니파워네트웍스,노병준,분석,8269430,87.792,87.972,0.25945 (100.25945),14 10,2024/07/05 09:09:23,
11,12,1138670451,주식회사 코스모티어,김명동,분석,8269739,87.795,87.975,0.26320 (100.2632),4 9,2024/07/04 09:54:32,
12,13,1168144224,제일정보건설 주식회사,김진철,분석,8269790,87.795,87.976,0.26382 (100.26382),11 13,2024/07/08 07:48:16,
13,14,1858100770,(주)에이치엔와이,한정목,분석,8270484,87.803,87.983,0.27223 (100.27223),8 15,2024/07/04 10:09:15,
14,15,1018635413,(주)씨유앰앤아이,김정순,분석,8271018,87.809,87.989,0.27870 (100.2787),9 2,2024/07/03 13:52:15,
15,16,1198623733,주식회사 케이비티정보통신,유후군,분석,8271248,87.811,87.992,0.28149 (100.28149),1 2,2024/07/08 09:46:16,
16,17,2048620636,(주)유시스,이경재,분석,8271670,87.815,87.996,0.28661 (100.28661),14 1,2024/07/03 11:02:51,
17,18,1138185890,(주)두손씨에스티,최수경,분석,8271900,87.818,87.998,0.28940 (100.2894),9 6,2024/07/05 09:07:59,
18,19,1018639665,(주)한양인프라넷,김주호,분석,8271930,87.818,87.999,0.28976 (100.28976),3 4,2024/07/03 12:38:12,
19,20,1058628520,유테크(주),최윤영,분석,8272099,87.82,88.001,0.29181 (100.29181),14 13,2024/07/05 09:25:47,
20,21,2208132347,(주)태양기술개발,안규철,분석,8273212,87.832,88.012,0.30530 (100.3053),3 12,2024/07/05 06:41:43,
21,22,2108122823,우영정보통신(주),황태하,분석,8273750,87.838,88.018,0.31183 (100.31183),15 2,2024/07/08 09:26:58,
22,23,1041890207,삼정정보통신,이순봉,분석,8274300,87.843,88.024,0.31850 (100.3185),14 12,2024/07/05 17:26:20,
23,24,4768602548,주식회사드림전자피에이,박미영,분석,8274367,87.844,88.025,0.31931 (100.31931),2 11,2024/07/04 09:29:42,
24,25,2068193673,지에스네트웍스(주),임동배,분석,8274500,87.845,88.026,0.32092 (100.32092),15 9,2024/07/03 14:39:49,
25,26,5728702483,주식회사 케이제이에스랩,나봉채,분석,8275485,87.856,88.037,0.33286 (100.33286),8 4,2024/07/03 10:58:59,
26,27,4098163161,(주)동우커뮤니케이션,송준성,분석,8275720,87.858,88.039,0.33571 (100.33571),8 6,2024/07/05 12:32:08,
27,28,1138611108,(주)도원디에스,이정우,분석,8276550,87.867,88.048,0.34577 (100.34577),6 15,2024/07/03 17:49:57,
28,29,2098124011,(주)주암전기통신,정한석,분석,8276701,87.869,88.05,0.34761 (100.34761),15 6,2024/07/04 09:04:43,
29,30,8018600805,세인트로그 주식회사,김세연,분석,8277097,87.873,88.054,0.35241 (100.35241),10 14,2024/07/04 01:17:22,
30,31,1888601171,에이케이에스정보주식회사,안기수,분석,8277534,87.878,88.058,0.35770 (100.3577),15 6,2024/07/07 22:39:32,
31,32,1348120104,(주)씨월드정보기술,남형연,분석,8277540,87.878,88.058,0.35778 (100.35778),10 15,2024/07/03 14:56:04,
32,33,7748102302,주식회사 그린도트,이화진,분석,8277744,87.88,88.061,0.36025 (100.36025),13 14,2024/07/04 14:43:10,
33,34,1288154026,(주)니트로시스템,정인교,분석,8277850,87.881,88.062,0.36154 (100.36154),7 11,2024/07/04 15:06:07,
34,35,1138613391,주식회사 지에스씨앤씨,석덕림,분석,8278284,87.886,88.066,0.36680 (100.3668),8 12,2024/07/07 19:50:33,
35,36,1058718276,에이원게이트 주식회사,이옥경,분석,8279000,87.893,88.074,0.37548 (100.37548),2 12,2024/07/05 09:42:31,
36,37,1198174315,주식회사 다솜이엔씨,송인주,분석,8279100,87.894,88.075,0.37669 (100.37669),3 12,2024/07/05 07:40:11,
37,38,7298600518,주식회사 킴스앤,김동선,분석,8279382,87.897,88.078,0.38011 (100.38011),11 9,2024/07/07 23:28:46,
38,39,1078162908,(주)케이엠티엘,홍사장,분석,8279629,87.9,88.081,0.38310 (100.3831),3 7,2024/07/04 10:57:34,
39,40,1098651964,셀코정보기술 주식회사,임윤정,분석,8280580,87.91,88.091,0.39463 (100.39463),13 8,2024/07/07 21:13:05,
40,41,1068619820,주식회사유엔콘트롤,남성모,분석,8280722,87.912,88.092,0.39636 (100.39636),5 7,2024/07/03 13:56:11,
41,42,1198601520,주식회사 에스에이치아이앤씨,장덕진,분석,8280759,87.912,88.093,0.39680 (100.3968),7 14,2024/07/05 08:52:21,
42,43,1208633380,(주)에스에스통신,이종필,분석,8280899,87.913,88.094,0.39850 (100.3985),10 1,2024/07/04 09:19:35,
43,44,2308103607,주식회사 디케이앤트,양동국,분석,8281870,87.924,88.105,0.41027 (100.41027),15 10,2024/07/05 17:42:37,
44,45,1138668654,주식회사코리아아이씨티,장규호,분석,8282309,87.928,88.109,0.41560 (100.4156),13 12,2024/07/03 10:03:30,
45,46,1208147588,서현정보통신(주),배상만,분석,8282763,87.933,88.114,0.42110 (100.4211),2 1,2024/07/08 08:01:42,
46,47,6338200301,사단법인 행복일자리운동본부,정덕환,분석,8283258,87.938,88.119,0.42710 (100.4271),9 15,2024/07/03 10:36:12,
47,48,1068606683,로버무트 주식회사,송태하,분석,8283365,87.94,88.12,0.42840 (100.4284),12 8,2024/07/03 10:48:39,
48,49,1138141456,(주)나우아이앤씨,안남훈,분석,8283587,87.942,88.123,0.43109 (100.43109),12 5,2024/07/04 14:37:40,
49,50,1108190166,(주)페타네트워크,강인희,분석,8283729,87.943,88.124,0.43281 (100.43281),4 1,2024/07/05 09:04:55,
0,51,1138139080,(주)성강통신기술사사무소,안치영,분석,8284750,87.954,88.135,0.44519 (100.44519),11 6,2024/07/08 09:34:11,
1,52,3858102024,주식회사이츠유,강수일,분석,8284916,87.956,88.137,0.44720 (100.4472),11 10,2024/07/05 09:31:10,
2,53,1148190678,주식회사 에드원,김춘걸,분석,8285000,87.957,88.138,0.44822 (100.44822),6 8,2024/07/03 10:00:18,
