,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1058192352,한아름정보통신(주)  [최종낙찰],손경선,분석,198415790,85.2,87.763,87.223,-1.49009 (98.50991),7 6,2024/08/01 13:05:27,
1,2,2148770450,주식회사 아리시스,이대섭,분석,198418953,85.2,87.764,87.224,-1.48851 (98.51149),3 7,2024/08/02 08:46:24,
2,3,2068165615,(주)아이커머,조상현,분석,198436518,85.4,87.773,87.232,-1.47971 (98.52029),1 14,2024/08/02 09:18:14,
3,4,2178113330,(주)오성에스이엠,오성표,분석,198441508,85.6,87.775,87.234,-1.47721 (98.52279),6 8,2024/08/02 17:49:07,
4,5,1108124633,주식회사 디앤에스테크놀로지,이원우,분석,198538515,86.4,87.822,87.277,-1.42861 (98.57139),2 15,2024/08/01 10:27:08,
5,6,1088155278,금하개발(주),김명준,분석,198554292,86.6,87.829,87.284,-1.42070 (98.5793),6 5,2024/08/02 16:51:42,
6,7,1098610416,(주)네시비스,이은섭,분석,198557400,86.6,87.831,87.285,-1.41914 (98.58086),12 3,2024/08/02 15:07:24,
7,8,1058693453,주식회사태융정보통신,문성준,분석,198562827,86.6,87.833,87.288,-1.41642 (98.58358),8 3,2024/08/05 01:29:13,
8,9,1238154375,주식회사 씨케이테크피아,이동수,분석,198613166,87.2,87.857,87.31,-1.39121 (98.60879),7 11,2024/08/05 09:48:48,
9,10,1078636517,주식회사 국일이앤씨,서남석,분석,198615378,87.2,87.858,87.311,-1.39010 (98.6099),15 1,2024/08/02 17:53:48,
10,11,1188117437,탑인더스트리(주),최정현,분석,198618556,87.2,87.86,87.312,-1.38850 (98.6115),10 4,2024/08/02 08:33:42,
11,12,1138621101,(주)아이피로드,강철지,분석,198636121,87.4,87.868,87.32,-1.37970 (98.6203),13 1,2024/08/02 09:34:05,
12,13,2158691790,에이브이에스텍(주),박주영,분석,198656800,87.6,87.878,87.329,-1.36934 (98.63066),5 3,2024/08/02 08:34:33,
13,14,2298121250,(주)동곡기정,이주언,분석,198707179,88.0,87.902,87.351,-1.34411 (98.65589),8 4,2024/08/05 09:54:38,
14,15,1198141207,(주)텍센,권유찬,분석,198722550,88.2,87.909,87.358,-1.33640 (98.6636),1 5,2024/08/05 08:52:51,
15,16,1198151253,경인계측시스템(주),전무송,분석,198730221,88.2,87.913,87.361,-1.33256 (98.66744),12 1,2024/08/01 15:28:33,
16,17,1298104500,주식회사 상지건설,김영신,분석,198732920,88.2,87.914,87.362,-1.33121 (98.66879),9 2,2024/08/02 15:45:15,
17,18,2148752224,(주)아이젠시스템즈,안상용,분석,198734500,88.4,87.915,87.363,-1.33042 (98.66958),9 12,2024/08/02 16:01:43,
18,19,5868701163,주식회사 하이텍에이브이,김라영,분석,198738317,88.4,87.917,87.365,-1.32851 (98.67149),2 9,2024/08/02 12:14:15,
19,20,2098134713,키엔컴 주식회사,김성수,분석,198756600,88.6,87.926,87.373,-1.31935 (98.68065),13 15,2024/08/05 09:35:53,
20,21,8588601208,주식회사 엠엠씨정보통신,권순홍,분석,198768856,88.6,87.932,87.378,-1.31321 (98.68679),6 4,2024/08/02 16:17:26,
21,22,2628802128,주식회사 성우일렉콤,최종국,분석,198784120,88.8,87.939,87.385,-1.30556 (98.69444),2 12,2024/08/01 11:00:03,
22,23,1858801633,삼보종합이앤씨주식회사,공갑배,분석,198799196,89.0,87.946,87.391,-1.29800 (98.702),14 9,2024/08/02 11:10:17,
23,24,1108172440,주식회사 다보파워코리아,강희철,분석,198802589,89.0,87.948,87.393,-1.29631 (98.70369),3 4,2024/08/02 16:57:26,
24,25,5088137937,(주)벨류데이터,정영두,분석,198818158,89.2,87.955,87.4,-1.28851 (98.71149),14 13,2024/08/01 11:07:23,
25,26,1088189685,주식회사 태산정보기술,채연옥,분석,198835723,89.2,87.963,87.408,-1.27971 (98.72029),3 11,2024/08/01 12:59:42,
26,27,1178186611,주식회사 에프에이일렉콤,박인숙,분석,198841512,89.4,87.966,87.41,-1.27680 (98.7232),9 2,2024/08/05 09:32:32,
27,28,1078675432,(주)비젼엔텍,김종윤,분석,198855683,89.4,87.973,87.416,-1.26971 (98.73029),12 15,2024/08/01 11:21:43,
28,29,2138610414,(주)성창기전,지광섭,분석,198867060,89.6,87.978,87.421,-1.26401 (98.73599),5 9,2024/08/02 09:39:52,
29,30,1098143872,보은전자방송통신(주),우영섭,분석,198876000,89.6,87.983,87.425,-1.25953 (98.74047),1 7,2024/08/01 10:15:28,
30,31,4108709228,(주)실로아이앤씨,서정호,분석,198878039,89.6,87.984,87.426,-1.25850 (98.7415),2 8,2024/08/02 14:58:50,
31,32,8758100854,주식회사피앤에스네트웍솔루션,정용선,분석,198884626,89.8,87.987,87.429,-1.25520 (98.7448),8 3,2024/08/01 10:32:36,
32,33,5948603205,(주)미루이엔씨,홍영지,분석,198911380,90.0,88.0,87.441,-1.24180 (98.7582),12 15,2024/08/05 09:24:30,
33,34,1208782160,에스엔에스이서비스주식회사,정경식,분석,198916300,90.0,88.002,87.443,-1.23934 (98.76066),10 7,2024/08/01 10:08:03,
34,35,6218602134,(주)플러스전력,이하일,분석,198918550,90.0,88.003,87.444,-1.23821 (98.76179),2 12,2024/08/01 16:39:59,
35,36,2298134599,(주)시에나텔레콤,임종태,분석,198921951,89.8,88.005,87.445,-1.23651 (98.76349),1 10,2024/08/02 15:40:09,
36,37,2118713620,(주) 필라테크,박동현,분석,198923435,89.8,88.005,87.446,-1.23576 (98.76424),1 14,2024/08/05 09:33:43,
37,38,1138622662,퍼스트아이앤씨 주식회사,박상호,분석,198937919,89.8,88.012,87.452,-1.22851 (98.77149),15 4,2024/08/05 09:00:23,
