,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1308672449,주식회사 정우특수에이브이시스템,이정희,분석,77047830,88.008,87.784,-0.23890 (99.7611),1 4,2024/02/22 13:40:07,
1,2,1138611622,(주)이담에스티,최명순,분석,77061800,88.024,87.8,-0.22081 (99.77919),5 9,2024/02/22 08:10:12,
2,3,4468801407,(주)큐엔큐,장나미,분석,77156180,88.132,87.908,-0.09861 (99.90139),2 14,2024/02/21 10:44:34,
3,4,1708101326,이에스텍이엔지 주식회사,최정환,분석,77159500,88.136,87.912,-0.09431 (99.90569),1 11,2024/02/21 10:52:08,
4,5,1278158989,(주)인터엠,조남용,분석,77175952,88.155,87.93,-0.07300 (99.927),5 9,2024/02/22 16:37:44,
5,6,1288150016,주식회사 성보,김길원,분석,77210300,88.194,87.969,-0.02853 (99.97147),3 2,2024/02/21 12:57:19,
6,7,1068194620,(주)합동전자산업,정호원,분석,77222670,88.208,87.983,-0.01251 (99.98749),13 5,2024/02/21 10:11:26,
7,8,5088137937,(주)벨류데이터,이선미,분석,77245474,88.234,88.009,0.01701 (100.01701),3 7,2024/02/22 15:59:53,
8,9,6288701434,주식회사 제이렙,한대진,분석,77258662,88.249,88.024,0.03409 (100.03409),15 1,2024/02/21 10:22:49,
9,10,1308605289,주식회사 경인씨엔에스,김창덕,분석,77270410,88.263,88.038,0.04930 (100.0493),14 8,2024/02/23 08:54:20,
10,11,6698701041,주식회사 제이더블유,이상민,분석,77295580,88.291,88.067,0.08189 (100.08189),14 8,2024/02/22 09:34:22,
11,12,1098626994,주식회사 에이치엔엠,조요환,분석,77309593,88.307,88.083,0.10003 (100.10003),14 2,2024/02/22 09:13:53,
12,13,1048140865,다이아몬드전자(주),이건,분석,77311000,88.309,88.084,0.10185 (100.10185),2 3,2024/02/21 10:40:42,
13,14,5758800588,주식회사 경기종합통신,임정섭,분석,77320100,88.319,88.094,0.11364 (100.11364),10 13,2024/02/23 09:32:09,
14,15,1238175875,주식회사 휴톤,김영상,분석,77330572,88.331,88.106,0.12720 (100.1272),1 2,2024/02/23 08:16:52,
15,16,2048174554,주식회사 창흥텔레콤  [최종낙찰],진경미,분석,77334600,88.336,88.111,0.13241 (100.13241),8 10,2024/02/21 10:04:46,
16,17,1238197898,주식회사비컴,김득환,분석,77396159,88.406,88.181,0.21212 (100.21212),6 10,2024/02/21 10:18:38,
17,18,1288676480,주식회사 지에스씨,이용철,분석,77405240,88.417,88.192,0.22388 (100.22388),4 9,2024/02/22 12:53:46,
18,19,5130276918,세원정보통신,박태수,분석,77409190,88.421,88.196,0.22899 (100.22899),9 5,2024/02/22 10:26:26,
19,20,1138636870,주식회사 나우시스템,이종한,분석,77411200,88.423,88.198,0.23159 (100.23159),6 14,2024/02/22 09:46:54,
