,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2188103742,피에스텍(주)  [최종낙찰],황재용,분석,66302561.0,87.745,87.283,-0.67180 (99.3282),4 5,2024/09/24 13:17:28,
1,2,1058739913,(주)비디엔에프,최경훈,분석,66303592.0,87.746,87.284,-0.67025 (99.32975),11 3,2024/09/24 14:25:51,
2,3,1068648591,주식회사 투지시스템,김승택,분석,66304900.0,87.748,87.286,-0.66829 (99.33171),7 14,2024/09/25 10:53:55,
3,4,1178152367,(주)브레인컨설팅,박수영,분석,66306890.0,87.75,87.288,-0.66531 (99.33469),15 3,2024/09/25 09:15:46,
4,5,4278601362,주식회사 케이엔테크,고범철,분석,66309600.0,87.754,87.292,-0.66124 (99.33876),13 5,2024/09/26 08:29:17,
5,6,6468601207,주식회사 심시스글로벌(SIMSYSGLOBAL Inc.),김윤제,분석,66309960.0,87.755,87.292,-0.66070 (99.3393),7 9,2024/09/26 09:06:05,
6,7,2128604113,주식회사 아리아,장시진,분석,66310220.0,87.755,87.293,-0.66031 (99.33969),7 3,2024/09/26 08:52:40,
7,8,3058138619,주식회사 사이버텔브릿지,남백산,분석,66311890.0,87.757,87.295,-0.65780 (99.3422),2 13,2024/09/24 08:54:26,
8,9,1178110353,(주)한강기전,유원희,분석,66313560.0,87.759,87.297,-0.65530 (99.3447),12 13,2024/09/25 13:40:14,
9,10,2158620617,미디어텔레콤(주),김용대,분석,66319915.0,87.768,87.305,-0.64576 (99.35424),14 15,2024/09/25 10:50:35,
10,11,1100668347,민성정보통신,김영익,분석,66320900.0,87.769,87.307,-0.64429 (99.35571),8 9,2024/09/25 16:35:05,
11,12,7188803483,주식회사 이제이엔넷,황지연,분석,66321250.0,87.77,87.307,-0.64376 (99.35624),6 2,2024/09/24 16:28:20,
12,13,1198164229,(주) 이준시스템,한상훈,분석,66321500.0,87.77,87.308,-0.64339 (99.35661),2 4,2024/09/26 15:44:32,
13,14,2024700576,성온엘,이미경,분석,66322750.0,87.772,87.309,-0.64151 (99.35849),8 9,2024/09/26 09:55:40,
14,15,1168137418,두레옵트로닉스 주식회사,최수현,분석,66323550.0,87.773,87.31,-0.64031 (99.35969),8 15,2024/09/25 14:30:48,
15,16,2188114856,서교정보통신(주),김기설,분석,66323600.0,87.773,87.31,-0.64024 (99.35976),12 5,2024/09/26 21:02:12,
16,17,1328105709,(주)왕선전설,조정현,분석,66326554.0,87.777,87.314,-0.63580 (99.3642),7 2,2024/09/27 07:06:49,
17,18,1378143275,한창이웨이 주식회사,이옥희,분석,66326890.0,87.777,87.315,-0.63530 (99.3647),12 5,2024/09/25 09:00:40,
18,19,1058627351,(주)극동파워테크,배철한,분석,66329686.0,87.781,87.318,-0.63110 (99.3689),5 1,2024/09/26 08:59:35,
19,20,4018600546,주식회사 케이투시스템즈,강병준,분석,66330220.0,87.782,87.319,-0.63030 (99.3697),2 10,2024/09/26 16:35:16,
20,21,1108175767,(주)에스에이치전기,김성태,분석,66332490.0,87.785,87.322,-0.62690 (99.3731),14 9,2024/09/25 16:21:03,
21,22,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,66333286.0,87.786,87.323,-0.62570 (99.3743),5 12,2024/09/27 09:41:21,
22,23,8878700825,주식회사 수인정보통신,김옥환,분석,66335760.0,87.789,87.326,-0.62199 (99.37801),6 7,2024/09/27 00:46:18,
23,24,2118814679,주식회사 제이앤지시스템,박장훈,분석,66336880.0,87.791,87.328,-0.62031 (99.37969),14 6,2024/09/25 09:45:23,
24,25,1138640850,주식회사 우솔네트웍스,유상열,분석,66338350.0,87.793,87.33,-0.61811 (99.38189),13 9,2024/09/26 09:26:05,
25,26,2148683225,(주)신화시스템,채관석,분석,66340220.0,87.795,87.332,-0.61530 (99.3847),11 7,2024/09/25 15:44:11,
26,27,1058718276,에이원게이트 주식회사,이옥경,분석,66341000.0,87.796,87.333,-0.61413 (99.38587),13 10,2024/09/27 09:31:51,
27,28,4178600013,블랙썬 주식회사,이희부,분석,66342090.0,87.798,87.335,-0.61249 (99.38751),13 15,2024/09/27 09:34:30,
28,29,1148600716,유티모스트아이엔에스(주),박흥태,분석,66343550.0,87.8,87.337,-0.61030 (99.3897),14 7,2024/09/25 12:41:02,
29,30,2118199266,주식회사 다래파크텍,김호중,분석,66346880.0,87.804,87.341,-0.60531 (99.39469),10 8,2024/09/26 07:41:58,
30,31,2098119463,(주)두레정보통신,김시영,분석,66347000.0,87.804,87.341,-0.60513 (99.39487),5 1,2024/09/27 09:50:10,
31,32,1081154276,영우정보통신,이영우,분석,66347600.0,87.805,87.342,-0.60423 (99.39577),2 9,2024/09/25 16:47:34,
32,33,2188109765,(주)웨이브컴,채인석,분석,66348880.0,87.807,87.344,-0.60231 (99.39769),8 15,2024/09/25 15:24:07,
33,34,2148143121,주식회사 엠알바스,윤창로,분석,66349015.0,87.807,87.344,-0.60211 (99.39789),4 3,2024/09/25 10:03:05,
34,35,1018675701,주식회사 두이정보통신,정영희,분석,66350159.0,87.808,87.345,-0.60039 (99.39961),4 15,2024/09/25 15:21:09,
35,36,1068651233,(주)나사씨엔에스,신희태,분석,66351281.0,87.81,87.347,-0.59871 (99.40129),1 9,2024/09/25 20:38:59,
36,37,2118108071,주식회사 정원엔시스,한덕희,분석,66353015.0,87.812,87.349,-0.59610 (99.4039),5 12,2024/09/26 13:05:26,
37,38,2208742003,신영에스아이 (주),박형근,분석,66353550.0,87.813,87.35,-0.59530 (99.4047),3 8,2024/09/24 14:47:14,
38,39,1048610901,이룸유비쿼터스주식회사,김승규,분석,66355680.0,87.816,87.353,-0.59211 (99.40789),9 3,2024/09/25 11:54:45,
