,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2298121250,(주)동곡기정  [최종낙찰],이주언,분석,44606440,87.748,87.463,-1.07550 (98.9245),5 10,2024/08/08 14:44:43,
1,2,1138683636,주식회사 온택,허윤훈,분석,44608200,87.751,87.467,-1.07157 (98.92843),15 9,2024/08/07 15:25:52,
2,3,1138132447,태진정보통신(주),정태수,분석,44608319,87.752,87.467,-1.07131 (98.92869),9 6,2024/08/07 17:38:01,
3,4,2037683508,우리통신네트워크,김만수,분석,44610790,87.757,87.472,-1.06578 (98.93422),13 10,2024/08/08 09:43:22,
4,5,2208658565,주식회사 주인정보시스템,김근호,분석,44612500,87.76,87.475,-1.06196 (98.93804),1 6,2024/08/06 17:24:31,
5,6,1858801633,삼보종합이앤씨주식회사,공갑배,분석,44614271,87.764,87.478,-1.05801 (98.94199),1 10,2024/08/08 16:35:03,
6,7,1078763383,주식회사 아이티블럭,배경원,분석,44625817,87.788,87.501,-1.03220 (98.9678),10 9,2024/08/07 15:29:34,
7,8,2148891087,세경네트웍스 주식회사,장중석,분석,44627472,87.792,87.504,-1.02851 (98.97149),14 10,2024/08/07 09:20:41,
8,9,1138607924,두성건설주식회사,안성병,분석,44628820,87.795,87.507,-1.02549 (98.97451),1 13,2024/08/07 09:31:00,
9,10,1068606683,로버무트 주식회사,송태하,분석,44629455,87.796,87.508,-1.02407 (98.97593),3 11,2024/08/08 16:11:36,
10,11,1088114068,(주)대인정보통신,유재호,분석,44630410,87.798,87.51,-1.02194 (98.97806),2 14,2024/08/07 11:34:00,
11,12,1128139637,(주)씨엘에이에스,윤호중,분석,44631947,87.801,87.513,-1.01851 (98.98149),5 4,2024/08/07 08:38:31,
12,13,1148633857,에스엠이엔지(주),이관휴,분석,44636422,87.811,87.522,-1.00851 (98.99149),15 5,2024/08/06 14:08:58,
13,14,2198125754,알티엘산업 주식회사,이근태,분석,44639780,87.818,87.528,-1.00100 (98.999),6 13,2024/08/08 09:14:34,
14,15,2037666794,금성텔레콤,정용상,분석,44640450,87.819,87.53,-0.99950 (99.0005),14 10,2024/08/06 15:45:23,
15,16,1208802896,주식회사 라임에스엔씨,김종훈,분석,44642240,87.823,87.533,-0.99550 (99.0045),15 10,2024/08/08 10:11:47,
16,17,1078675432,(주)비젼엔텍,김종윤,분석,44644835,87.828,87.538,-0.98971 (99.01029),4 13,2024/08/06 10:24:24,
17,18,1148642486,주식회사 큐브정보통신,유봉수,분석,44653960,87.847,87.556,-0.96931 (99.03069),14 8,2024/08/06 15:16:32,
18,19,2148752224,(주)아이젠시스템즈,안상용,분석,44654500,87.848,87.557,-0.96811 (99.03189),14 9,2024/08/06 16:58:39,
19,20,1988101775,주식회사 사운드허브,김민정,분석,44654620,87.849,87.558,-0.96784 (99.03216),12 13,2024/08/08 09:21:57,
20,21,5878600398,주식회사 엑사엔시스,나정환,분석,44655754,87.851,87.56,-0.96531 (99.03469),13 1,2024/08/08 07:38:51,
21,22,1198642201,주식회사 한일이앤씨,황유경,분석,44656659,87.853,87.562,-0.96328 (99.03672),1 14,2024/08/08 10:13:52,
22,23,2158769714,주식회사 누리엔에스,박봉기,분석,44658260,87.856,87.565,-0.95971 (99.04029),11 10,2024/08/06 18:17:30,
