,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,5088137937,(주)벨류데이터,정영두,분석,77234698.0,85.148,84.409,-0.69470 (99.3053),6 11,2024/10/29 16:34:09,
1,2,2018182230,주식회사 본네트시큐  [최종낙찰],최수기,분석,77240774.0,85.155,84.416,-0.68689 (99.31311),3 2,2024/10/28 11:58:29,
2,3,1238135136,(주)청남통신,최재언,분석,77279570.0,85.197,84.458,-0.63701 (99.36299),12 2,2024/10/28 09:27:01,
3,4,3058138619,주식회사 사이버텔브릿지,남백산,분석,77296820.0,85.216,84.477,-0.61483 (99.38517),12 1,2024/10/28 10:36:36,
4,5,1171187825,신원전자,안희덕,분석,77334950.0,85.258,84.519,-0.56580 (99.4342),11 6,2024/10/29 09:56:29,
5,6,1128152663,한국아이디정보(주),송찬호,분석,77344671.0,85.269,84.529,-0.55330 (99.4467),1 8,2024/10/28 14:28:43,
6,7,1018154491,엘케이테크넷(주),이만형,분석,77354000.0,85.279,84.539,-0.54131 (99.45869),9 6,2024/10/28 16:08:49,
7,8,1078662029,주식회사 아이티트레인,주영일,분석,77354160.0,85.28,84.54,-0.54110 (99.4589),4 15,2024/10/30 09:31:13,
8,9,1578700724,주식회사 자비스넷,박주영,분석,77354550.0,85.28,84.54,-0.54060 (99.4594),3 8,2024/10/30 09:58:13,
9,10,1098154781,(주)공항엔지니어링,이소영,분석,77371590.0,85.299,84.559,-0.51869 (99.48131),6 7,2024/10/29 17:07:11,
10,11,1078651497,모바일파킹 유한회사,김중근,분석,77376560.0,85.304,84.564,-0.51230 (99.4877),12 2,2024/10/28 09:10:10,
11,12,4028141375,주식회사 이레유비크,박임철,분석,77410469.0,85.342,84.601,-0.46870 (99.5313),4 8,2024/10/29 09:14:22,
12,13,1148199927,주식회사 인텔리빅스,최은수,분석,77413500.0,85.345,84.604,-0.46481 (99.53519),11 4,2024/10/29 09:13:46,
13,14,1078151890,주식회사유진솔루션,이훈희,분석,77445639.0,85.38,84.64,-0.42348 (99.57652),2 14,2024/10/28 11:19:43,
14,15,1068616518,(주)애니씨앤에스,이일규,분석,77466540.0,85.403,84.662,-0.39661 (99.60339),1 7,2024/10/29 19:40:25,
15,16,1068654453,주식회사 티엔에스솔루션,박종수,분석,77466620.0,85.404,84.662,-0.39651 (99.60349),13 7,2024/10/28 09:05:28,
16,17,1138139080,(주)성강통신기술사사무소,안치영,분석,77466820.0,85.404,84.663,-0.39625 (99.60375),1 5,2024/10/30 09:22:06,
17,18,2098160768,금호이엔지 주식회사,김승규,분석,77469840.0,85.407,84.666,-0.39237 (99.60763),7 6,2024/10/29 18:15:16,
18,19,2918102904,주식회사 광야,이선주,분석,77483306.0,85.422,84.681,-0.37505 (99.62495),8 6,2024/10/30 09:09:25,
19,20,1138159301,삼인제어시스템 주식회사,최민성,분석,77485340.0,85.424,84.683,-0.37244 (99.62756),9 7,2024/10/28 16:14:54,
20,21,1078161011,(주)장수커뮤니케이션즈,김현수,분석,77506750.0,85.448,84.706,-0.34491 (99.65509),4 14,2024/10/29 10:37:11,
21,22,2198128106,우선이엔씨(주),김광수,분석,77523000.0,85.466,84.724,-0.32402 (99.67598),12 3,2024/10/28 10:02:44,
22,23,2158686429,주식회사 비엔솔루트,김진형,분석,77524565.0,85.467,84.726,-0.32200 (99.678),2 13,2024/10/30 06:16:49,
23,24,1058199938,삼호전자통신(주),이경희,분석,77526120.0,85.469,84.728,-0.32000 (99.68),4 8,2024/10/29 09:12:42,
24,25,1138185890,(주)두손씨에스티,최수경,분석,77527250.0,85.47,84.729,-0.31855 (99.68145),10 12,2024/10/29 08:53:30,
25,26,2068606585,(주)상지일렉스,정원상,분석,77528050.0,85.471,84.73,-0.31752 (99.68248),1 11,2024/10/28 18:57:33,
26,27,1118126196,(주)광성통신,김성철,분석,77551950.0,85.498,84.756,-0.28679 (99.71321),2 13,2024/10/28 12:48:47,
27,28,1098643839,주식회사 케이비정보통신,지인현,분석,77562519.0,85.509,84.767,-0.27320 (99.7268),7 4,2024/10/30 09:08:09,
28,29,2118899396,주식회사 피에스콤,최정환,분석,77565513.0,85.513,84.771,-0.26936 (99.73064),7 12,2024/10/28 17:31:50,
29,30,1098162433,광명정보통신 주식회사,김형준,분석,77569518.0,85.517,84.775,-0.26421 (99.73579),4 14,2024/10/29 09:34:59,
30,31,4108607408,주식회사 천운정보통신,김복중,분석,77589900.0,85.539,84.797,-0.23800 (99.762),15 7,2024/10/29 09:03:23,
31,32,1108172440,주식회사 다보파워코리아,강희철,분석,77604206.0,85.555,84.813,-0.21961 (99.78039),15 1,2024/10/29 17:43:18,
32,33,1218140540,영현정보통신(주),김두식,분석,77609385.0,85.561,84.819,-0.21295 (99.78705),4 14,2024/10/29 09:25:29,
33,34,8568800361,주식회사 우선기술,정우영,분석,77616767.0,85.569,84.827,-0.20345 (99.79655),5 14,2024/10/29 09:42:10,
34,35,2068179706,(주)씨엠유니버샬,전재용,분석,77625424.0,85.579,84.836,-0.19232 (99.80768),9 5,2024/10/29 09:27:19,
35,35,1328105709,(주)왕선전설,조정현,분석,77625424.0,85.579,84.836,-0.19232 (99.80768),8 3,2024/10/30 09:37:35,
36,37,1198123174,주식회사 도래정보시스템,이은숙,분석,77634540.0,85.589,84.846,-0.18060 (99.8194),5 1,2024/10/29 09:20:12,
37,38,2158199031,한소리이앤씨주식회사,안홍희,분석,77651650.0,85.608,84.865,-0.15860 (99.8414),3 14,2024/10/29 09:49:54,
38,39,2448700294,주식회사 건호엔지니어링,정숙영,분석,77654100.0,85.61,84.867,-0.15545 (99.84455),7 15,2024/10/29 15:46:36,
39,40,1178161473,광일이엔씨 주식회사,김현실,분석,77656394.0,85.613,84.87,-0.15250 (99.8475),11 10,2024/10/29 17:53:20,
40,41,1138183325,주식회사금강전력,오영선,분석,77669920.0,85.628,84.885,-0.13511 (99.86489),8 7,2024/10/28 15:24:43,
41,42,1018151121,주식회사 경원전력,최경택,분석,77676935.0,85.635,84.892,-0.12609 (99.87391),2 7,2024/10/29 15:54:01,
42,43,2148647194,투앤원정보통신주식회사,서승호,분석,77681300.0,85.64,84.897,-0.12048 (99.87952),8 12,2024/10/28 10:20:28,
43,44,2021067983,엘지전자통신공사,최태익,분석,77687270.0,85.647,84.904,-0.11280 (99.8872),7 5,2024/10/29 09:07:05,
44,45,2108122823,우영정보통신(주),황태하,분석,77688100.0,85.648,84.905,-0.11174 (99.88826),13 12,2024/10/29 15:21:33,
45,46,2208604531,주식회사 월드린시스템즈,류준열,분석,77718000.0,85.681,84.937,-0.07329 (99.92671),3 1,2024/10/29 09:26:21,
46,47,2048124559,(주)대용와트스,남상태,분석,77718940.0,85.682,84.938,-0.07208 (99.92792),12 10,2024/10/29 10:16:50,
47,48,1098153915,하비넷정보통신(주),이종훈,분석,77719190.0,85.682,84.939,-0.07176 (99.92824),10 7,2024/10/30 09:32:40,
48,49,2158623647,주식회사 시공이엔씨,황호진,분석,77732364.0,85.697,84.953,-0.05482 (99.94518),2 5,2024/10/28 13:22:24,
49,50,1138637772,(주)헤로스테크,박우현,분석,77738830.0,85.704,84.96,-0.04651 (99.95349),11 5,2024/10/28 14:14:34,
0,51,1088153848,(주)신지전설,황경옥,분석,77739846.0,85.705,84.961,-0.04520 (99.9548),10 12,2024/10/30 09:37:30,
1,52,1178119238,주식회사 동양네트워크,김종렬,분석,77756830.0,85.723,84.98,-0.02337 (99.97663),9 8,2024/10/30 07:05:08,
2,53,1178161755,(주) 유강이엔씨,조천식,분석,77758279.0,85.725,84.981,-0.02150 (99.9785),5 8,2024/10/28 14:09:12,
3,54,1288141176,주식회사 와이씨스템,장영찬,분석,77773679.0,85.742,84.998,-0.00170 (99.9983),15 9,2024/10/30 09:13:01,
4,55,1208100598,(주)삼지엔지니어링,김동명,분석,77773700.0,85.742,84.998,-0.00168 (99.99832),11 15,2024/10/28 16:22:19,
5,56,1428168147,주식회사 다옴건설,이창석,분석,77775200.0,85.744,85.0,0.00025 (100.00025),14 7,2024/10/29 10:57:06,
6,57,1388113508,(주)이엔티파워,장정수,분석,77782860.0,85.752,85.008,0.01010 (100.0101),13 2,2024/10/28 23:10:48,
7,58,1068687634,(주)엠폴,송승찬,분석,77784960.0,85.754,85.01,0.01280 (100.0128),8 5,2024/10/29 10:37:15,
8,59,1078731896,(주)비시텍코리아,임헌욱,분석,77815360.0,85.788,85.044,0.05189 (100.05189),9 12,2024/10/28 11:14:05,
9,60,1068603240,태경이엘피 주식회사,김평석,분석,77821229.0,85.794,85.05,0.05943 (100.05943),3 2,2024/10/29 19:01:06,
10,61,1058163309,(주)한국에빅스,신지훈,분석,77830550.0,85.805,85.06,0.07142 (100.07142),11 2,2024/10/28 13:18:00,
11,62,1208163439,(주)아이엘에스씨,이병준,분석,77831270.0,85.806,85.061,0.07234 (100.07234),5 2,2024/10/30 09:17:20,
12,63,2148626637,(주)아이엔지시스템,김정화,분석,77834500.0,85.809,85.065,0.07650 (100.0765),1 10,2024/10/29 18:46:35,
13,64,1058694239,(주)진성전력,김용일,분석,77846680.0,85.823,85.078,0.09216 (100.09216),8 1,2024/10/28 10:31:32,
14,65,2028158261,주식회사 남두,김승균,분석,77847100.0,85.823,85.078,0.09270 (100.0927),6 1,2024/10/30 08:47:34,
15,66,2208132347,(주)태양기술개발,안규철,분석,77858148.0,85.835,85.09,0.10690 (100.1069),11 12,2024/10/29 06:44:18,
16,67,1148661445,주식회사 아이티콘,이준형,분석,77867800.0,85.846,85.101,0.11931 (100.11931),8 3,2024/10/28 09:43:00,
17,68,1108131416,중앙하이텔 주식회사,윤석래,분석,77880380.0,85.86,85.115,0.13549 (100.13549),13 12,2024/10/29 10:57:39,
18,69,2066762193,보성통신,문용권,분석,77885920.0,85.866,85.121,0.14261 (100.14261),8 14,2024/10/29 07:05:47,
19,70,5948603205,(주)미루이엔씨,홍영지,분석,77886608.0,85.867,85.121,0.14350 (100.1435),5 7,2024/10/29 09:55:43,
20,71,1078143707,(주)신창전기,홍성수,분석,77891041.0,85.871,85.126,0.14920 (100.1492),7 2,2024/10/29 09:08:28,
21,72,5448602273,이룸테크 주식회사,김지수,분석,77892000.0,85.872,85.127,0.15043 (100.15043),6 7,2024/10/28 13:25:37,
22,73,1138123972,(주)일광테크,임기철,분석,77893336.0,85.874,85.129,0.15215 (100.15215),13 12,2024/10/28 10:19:46,
23,74,1138137229,두복산전(주),이영두,분석,77898330.0,85.879,85.134,0.15857 (100.15857),11 3,2024/10/29 14:07:24,
24,75,5068118803,뉴아이텍(주),오경식,분석,77905827.0,85.888,85.142,0.16821 (100.16821),3 8,2024/10/29 14:47:33,
25,76,2148862812,(주)위드컴,서민석,분석,77922929.0,85.907,85.161,0.19020 (100.1902),12 13,2024/10/28 14:33:54,
26,77,2158602337,지엔네텔(주),고시영,분석,77927638.0,85.912,85.166,0.19625 (100.19625),1 15,2024/10/30 08:43:55,
27,78,2128196243,신광씨앤티 주식회사,박광선,분석,77930470.0,85.915,85.169,0.19989 (100.19989),14 15,2024/10/28 14:11:03,
