,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1178155699,유림씨스템통신(주)  [최종낙찰],권영성,분석,105072976.0,87.745,87.495,-1.14531 (98.85469),11 13,2024/11/06 09:34:59,
1,2,1138622662,퍼스트아이앤씨 주식회사,박상호,분석,105077507.0,87.749,87.499,-1.14101 (98.85899),1 13,2024/11/06 09:08:49,
2,3,2118713620,(주) 필라테크,박동현,분석,105077548.0,87.749,87.499,-1.14097 (98.85903),8 6,2024/11/05 13:12:38,
3,4,2068663169,(주)지엠케이정보통신,최경숙,분석,105079270.0,87.751,87.501,-1.13933 (98.86067),3 2,2024/10/31 09:28:37,
4,5,6818700095,주식회사 진영이엔씨,조근호,분석,105080669.0,87.752,87.502,-1.13800 (98.862),10 7,2024/11/05 16:59:34,
5,6,2178601498,주식회사 엔키텍,원영춘,분석,105082145.0,87.753,87.503,-1.13660 (98.8634),10 12,2024/11/05 14:26:08,
6,7,1191119997,대흥전기통신공사,고미영,분석,105087412.0,87.758,87.507,-1.13161 (98.86839),3 9,2024/11/06 08:28:04,
7,8,4648600493,(주)알티에스정보기술,강치구,분석,105087580.0,87.758,87.508,-1.13145 (98.86855),15 6,2024/11/05 12:17:37,
8,9,2148188924,우민전기(주),이학표,분석,105095316.0,87.765,87.514,-1.12410 (98.8759),12 7,2024/11/06 08:01:06,
9,10,1198601520,주식회사 에스에이치아이앤씨,장덕진,분석,105107080.0,87.776,87.524,-1.11294 (98.88706),10 7,2024/11/04 14:54:34,
10,11,2098160768,금호이엔지 주식회사,김승규,분석,105108560.0,87.777,87.525,-1.11154 (98.88846),14 13,2024/11/05 15:57:17,
11,12,2068706603,주식회사 온품,김유혁,분석,105112270.0,87.78,87.528,-1.10801 (98.89199),8 14,2024/11/01 13:29:52,
12,13,1138683636,주식회사 온택,허윤훈,분석,105115300.0,87.783,87.531,-1.10514 (98.89486),9 10,2024/10/30 10:36:00,
13,14,2028162708,(주)에스텍시스템,이병화,분석,105118287.0,87.786,87.533,-1.10230 (98.8977),10 3,2024/11/05 10:54:00,
14,15,1108124633,주식회사 디앤에스테크놀로지,이원우,분석,105128508.0,87.795,87.542,-1.09260 (98.9074),4 12,2024/11/05 11:02:50,
15,16,2118611270,(주)에센텍,최현창,분석,105129350.0,87.796,87.542,-1.09181 (98.90819),1 14,2024/11/05 08:22:02,
16,17,1138185570,(주)승일전력산업,박광수,분석,105130620.0,87.797,87.543,-1.09060 (98.9094),3 13,2024/11/04 18:38:36,
17,18,1088607693,(주)가온데이터,이태재,분석,105131563.0,87.798,87.544,-1.08971 (98.91029),8 9,2024/11/05 20:01:04,
18,19,2958800474,주식회사 원정보기술원,송은자,분석,105133355.0,87.799,87.546,-1.08800 (98.912),15 9,2024/11/04 08:43:40,
19,20,2158774589,주식회사 스카이코어,최명훈,분석,105139889.0,87.805,87.551,-1.08180 (98.9182),12 13,2024/11/05 09:08:34,
20,21,8588601208,주식회사 엠엠씨정보통신,권순홍,분석,105148950.0,87.813,87.559,-1.07320 (98.9268),14 2,2024/11/05 16:07:44,
21,22,2148840477,주식회사 알비에스테크,김동헌,분석,105149477.0,87.814,87.559,-1.07270 (98.9273),15 6,2024/11/06 07:45:00,
22,23,2118771649,주식회사 월드멀티넷,박영희,분석,105150175.0,87.814,87.56,-1.07204 (98.92796),3 11,2024/11/05 07:43:39,
23,24,2158603049,유니넷텍(주),김한호,분석,105151270.0,87.815,87.561,-1.07100 (98.929),4 5,2024/11/06 08:07:51,
24,25,1738100419,주식회사 아이즈온솔루션,김보현,분석,105152850.0,87.817,87.562,-1.06950 (98.9305),2 13,2024/11/06 09:36:59,
25,26,1208791771,(주)유니정보,주규식,분석,105154922.0,87.819,87.564,-1.06754 (98.93246),6 8,2024/11/04 15:53:01,
26,27,2158620617,미디어텔레콤(주),김용대,분석,105160133.0,87.823,87.568,-1.06259 (98.93741),8 1,2024/11/03 15:36:57,
27,28,1188117437,탑인더스트리(주),최정현,분석,105163175.0,87.826,87.571,-1.05970 (98.9403),4 9,2024/11/04 09:16:57,
28,29,1098603593,주식회사 완일이씨에스,김경창,분석,105163390.0,87.826,87.571,-1.05950 (98.9405),9 10,2024/11/05 07:52:52,
29,30,2208782247,(주)안국정보통신,조군행,분석,105164862.0,87.828,87.572,-1.05810 (98.9419),12 4,2024/11/04 09:48:45,
30,31,7128700690,주식회사 포바이포,윤준호,분석,105167074.0,87.83,87.574,-1.05600 (98.944),7 3,2024/11/04 13:13:14,
31,32,1068681756,주식회사 융창,이재진,분석,105172900.0,87.835,87.579,-1.05048 (98.94952),4 11,2024/11/04 15:40:47,
32,33,1248177371,디비비전(주),이영달,분석,105175388.0,87.837,87.581,-1.04811 (98.95189),2 12,2024/11/04 09:15:37,
33,34,2048652666,주식회사 동연아이비에스,서동주,분석,105178340.0,87.84,87.583,-1.04531 (98.95469),13 5,2024/11/06 08:44:46,
34,35,1148726111,티비엠테크주식회사,김치연,분석,105181100.0,87.842,87.585,-1.04269 (98.95731),5 14,2024/11/01 12:53:26,
35,36,1198189778,주식회사 듀델코리아,정현종,분석,105184000.0,87.845,87.588,-1.03994 (98.96006),6 9,2024/11/05 18:02:18,
36,37,1188116568,후지쯔코리아테크놀러지 주식회사,백종도,분석,105184144.0,87.845,87.588,-1.03980 (98.9602),14 8,2024/11/04 09:32:18,
37,38,1198125041,옥성정보통신(주),황석,분석,105185409.0,87.846,87.589,-1.03860 (98.9614),11 15,2024/11/05 10:12:50,
38,39,2118643772,주식회사 세양전기,김형재,분석,105186041.0,87.847,87.59,-1.03800 (98.962),5 2,2024/11/01 18:31:42,
39,40,1488100811,주식회사 세명테크,박정필,분석,105186462.0,87.847,87.59,-1.03761 (98.96239),5 7,2024/11/01 14:34:01,
40,41,1128118909,(주)한일종합산업,박응석,분석,105188990.0,87.849,87.592,-1.03521 (98.96479),5 15,2024/11/04 10:01:16,
41,42,5878600398,주식회사 엑사엔시스,나정환,분석,105193838.0,87.854,87.596,-1.03061 (98.96939),5 9,2024/11/06 07:44:05,
42,43,1380715369,영인 아이티 기술사 사무소,함영만,분석,105195208.0,87.855,87.597,-1.02931 (98.97069),4 2,2024/11/01 08:56:25,
43,44,1388166311,한경정보기술(주),한정훈,분석,105195390.0,87.855,87.597,-1.02913 (98.97087),7 6,2024/10/30 19:24:15,
44,45,3578702230,(주)신화시큐리티,이규종,분석,105219444.0,87.877,87.617,-1.00630 (98.9937),13 8,2024/11/01 14:13:30,
45,46,4088168391,금상디엔씨주식회사,박길중,분석,105222289.0,87.879,87.62,-1.00360 (98.9964),15 13,2024/11/04 08:40:36,
46,47,1138607924,두성건설주식회사,안성병,분석,105226800.0,87.883,87.624,-0.99932 (99.00068),8 3,2024/11/04 09:48:35,
47,48,1128141680,주식회사엠케이씨티,장재철,분석,105228295.0,87.885,87.625,-0.99790 (99.0021),1 13,2024/11/04 10:52:55,
48,49,2024700576,성온엘,이미경,분석,105234410.0,87.89,87.63,-0.99210 (99.0079),13 3,2024/11/04 16:08:35,
49,50,2188113522,(주)한세스,김선경,분석,105237300.0,87.893,87.632,-0.98936 (99.01064),6 1,2024/11/01 16:15:25,
0,51,3188601020,주식회사 프레이,조성준,분석,105240309.0,87.895,87.635,-0.98650 (99.0135),4 11,2024/11/04 09:13:48,
1,52,7508600152,육일전기공사주식회사,공삼례,분석,105240650.0,87.896,87.635,-0.98618 (99.01382),1 2,2024/11/05 18:00:26,
2,53,1198148947,주식회사 광성기전,김성원,분석,105243680.0,87.898,87.638,-0.98330 (99.0167),9 7,2024/11/04 09:24:59,
3,54,1018675701,주식회사 두이정보통신,정영희,분석,105250210.0,87.904,87.643,-0.97711 (99.02289),8 9,2024/11/04 14:55:55,
4,55,1238154375,주식회사 씨케이테크피아,이동수,분석,105254006.0,87.908,87.646,-0.97350 (99.0265),7 5,2024/11/04 14:17:45,
5,56,1638101139,주식회사 이한엔에스,이영주,분석,105255220.0,87.909,87.647,-0.97235 (99.02765),10 15,2024/11/04 22:07:17,
6,57,7128702247,주식회사 파인네트웍스,김미정,분석,105257904.0,87.911,87.649,-0.96981 (99.03019),14 13,2024/11/01 16:06:24,
7,58,2178143187,(주)미디어밸리렛,전필숙,분석,105258600.0,87.912,87.65,-0.96914 (99.03086),3 6,2024/11/04 17:59:41,
8,59,1358131171,(주)금성전기통신공사,김윤환,분석,105266860.0,87.919,87.657,-0.96131 (99.03869),8 14,2024/11/04 10:48:23,
9,60,1208782160,에스엔에스이서비스주식회사,정경식,분석,105268900.0,87.921,87.659,-0.95937 (99.04063),6 14,2024/11/04 13:35:43,
10,61,1078165206,앤아이에스(주),정성호,분석,105269811.0,87.922,87.659,-0.95851 (99.04149),6 14,2024/11/05 18:19:59,
11,62,1098630595,주식회사 에이텐시스템,정구황,분석,105273289.0,87.925,87.662,-0.95520 (99.0448),6 10,2024/11/05 11:29:33,
12,63,2068632045,주식회사 티볼리씨앤씨,박주흠,분석,105275743.0,87.927,87.664,-0.95288 (99.04712),12 15,2024/11/01 15:57:57,
13,64,1148188624,주식회사 케이씨에이,문대원,분석,105280349.0,87.931,87.668,-0.94850 (99.0515),3 12,2024/11/06 09:33:05,
14,65,2148619081,주식회사 유신테크,김용근,분석,105286460.0,87.937,87.673,-0.94271 (99.05729),8 13,2024/11/04 10:23:00,
15,66,1058676906,(주)디엠씨정보,윤성인,분석,105290000.0,87.94,87.676,-0.93935 (99.06065),12 2,2024/11/04 17:02:27,
16,67,1078764946,아토리서치 주식회사,정재웅,분석,105290886.0,87.941,87.677,-0.93850 (99.0615),14 12,2024/11/04 16:08:26,
17,68,6458700672,주식회사 비앤아이테크,김혜용,분석,105291730.0,87.942,87.678,-0.93770 (99.0623),9 13,2024/11/04 09:22:42,
18,69,2298134599,(주)시에나텔레콤,임종태,분석,105295944.0,87.945,87.681,-0.93370 (99.0663),12 10,2024/11/06 09:24:36,
19,70,4818802660,이지씨엔티 주식회사,이종기,분석,105297945.0,87.947,87.683,-0.93181 (99.06819),5 2,2024/11/04 12:32:49,
20,71,2148620797,(주)세인씨앤씨,조정화,분석,105300500.0,87.95,87.685,-0.92938 (99.07062),15 9,2024/11/06 08:52:23,
21,72,5518600929,주식회사마글론이에프씨,김광석,분석,105302790.0,87.952,87.687,-0.92721 (99.07279),6 10,2024/11/05 10:31:32,
