,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1078151890,주식회사유진솔루션  [최종낙찰],이훈희,분석,49534517.0,88.263,87.694,-0.34660 (99.6534),6 1,2024/05/13 12:01:54,
1,2,2037666794,금성텔레콤,정용상,분석,49598389.0,88.377,87.808,-0.21811 (99.78189),13 2,2024/05/14 09:53:54,
2,3,1138137229,두복산전(주),이영두,분석,49709900.0,88.576,88.005,0.00623 (100.00623),8 1,2024/05/14 10:47:46,
3,4,2118668579,(주)아이정보기술,이훈희,분석,49723303.0,88.6,88.029,0.03320 (100.0332),7 11,2024/05/13 08:58:04,
4,5,2128178492,주식회사 제이에치코리아,이주환,분석,49746620.0,88.641,88.07,0.08010 (100.0801),1 3,2024/05/10 17:40:19,
5,6,1108194750,주식회사 씨큐넷,하준균,분석,49776100.0,88.694,88.122,0.13941 (100.13941),13 6,2024/05/16 08:57:00,
6,7,2158687767,(주)에스앤디비즈,정성호,분석,49832000.0,88.793,88.221,0.25187 (100.25187),1 4,2024/05/10 12:45:48,
7,8,2128196243,신광씨앤티 주식회사,박광선,분석,49861210.0,88.845,88.273,0.31064 (100.31064),10 4,2024/05/10 11:47:36,
8,9,2158686415,(주)새빛엔에스,양채원,분석,50000280.0,89.093,88.519,0.59042 (100.59042),13 10,2024/05/10 11:28:44,
9,10,1188114949,이주씨스템(주),이복균,분석,50020650.0,89.129,88.555,0.63140 (100.6314),4 13,2024/05/14 15:56:05,
10,11,2148647194,투앤원정보통신주식회사,서승호,분석,50050000.0,89.182,88.607,0.69044 (100.69044),4 13,2024/05/13 15:40:02,
11,12,6768601611,주식회사 루트웰,노덕권,분석,50149500.0,89.359,88.783,0.89062 (100.89062),11 8,2024/05/16 08:31:23,
12,13,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,50318220.0,89.66,89.082,1.23005 (101.23005),5 13,2024/05/16 07:37:22,
13,14,2748800123,중앙씨앤티 주식회사,윤영진,분석,50331510.0,89.683,89.105,1.25678 (101.25678),11 5,2024/05/16 09:26:46,
14,15,7948100026,주식회사 아성엠,전세희,분석,50363430.0,89.74,89.162,1.32100 (101.321),5 14,2024/05/14 09:34:28,
15,16,1188113673,동해정보통신 주식회사,이창원,분석,50367156.0,89.747,89.169,1.32850 (101.3285),5 2,2024/05/16 06:51:37,
16,17,7098602638,주식회사 시그널아이씨티,강민희,분석,50378339.0,89.767,89.188,1.35100 (101.351),13 12,2024/05/15 20:00:55,
17,18,1058649262,주식회사 노하우전기통신,임창배,분석,50426060.0,89.852,89.273,1.44700 (101.447),3 13,2024/05/10 12:10:31,
18,-1,1048159651,(주)성우음향정보통신,송민자,분석,49273357.0,87.798,87.232,-0.87200 (99.128),5 2,2024/05/16 08:01:05,낙찰하한선 미달
19,-2,1170233690,화진정보통신,김병철,분석,49187925.0,87.646,87.081,-1.04388 (98.95612),6 12,2024/05/16 08:40:36,낙찰하한선 미달
20,-3,1218140540,영현정보통신(주),김두식,분석,,,,,,0000/00/00 00:00:00,전자입찰취소신청
