,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1288602824,주식회사 우성텔레콤  [최종낙찰],송상의,분석,84546300,84.259,84.267,0.02655 (100.02655),9 11,2024/04/30 11:34:15,
1,2,2308103607,주식회사 디케이앤트,양동국,분석,84561395,84.274,84.282,0.04441 (100.04441),15 3,2024/04/26 16:58:46,
2,3,8708802614,닛시시스템 주식회사,서수진,분석,84582260,84.295,84.303,0.06910 (100.0691),15 12,2024/04/30 09:28:19,
3,4,2188601661,주식회사 동호이엔씨,김현진,분석,84594404,84.307,84.315,0.08347 (100.08347),1 5,2024/04/23 18:39:06,
4,5,7298100624,주식회사 케이피엔,서기평,분석,84608576,84.321,84.329,0.10023 (100.10023),14 12,2024/04/25 14:01:28,
5,6,1178156325,주식회사 더나은산업,이예나,분석,84623590,84.336,84.344,0.11800 (100.118),2 13,2024/04/30 08:55:17,
6,7,1298606070,(주)아이필넷,김명선,분석,84624700,84.337,84.345,0.11931 (100.11931),3 8,2024/04/23 15:15:39,
7,8,7280702634,에이아이솔루션(AI Solution),김현우,분석,84661304,84.374,84.381,0.16262 (100.16262),12 11,2024/04/24 09:23:34,
8,9,1268194167,(주)인포인네트웍스,전헌주,분석,84664916,84.377,84.385,0.16689 (100.16689),7 12,2024/04/29 11:39:17,
9,10,6728602447,주식회사 더블에스아이,송재호,분석,84712840,84.425,84.433,0.22359 (100.22359),15 2,2024/04/26 13:04:57,
10,11,1168175601,한빛인프라소닉(주),이한철,분석,84725500,84.438,84.445,0.23857 (100.23857),4 11,2024/04/29 14:28:48,
11,12,2208143387,(주)글로벌텔레콤,서승현,분석,84736300,84.449,84.456,0.25134 (100.25134),3 11,2024/04/30 17:47:41,
12,13,2204500435,뉴테크원,김정희,분석,84749783,84.462,84.47,0.26729 (100.26729),6 14,2024/04/29 14:59:02,
13,14,5668100829,스마트한 주식회사,강호성,분석,84800160,84.512,84.52,0.32690 (100.3269),2 11,2024/04/24 16:15:41,
14,15,1288708320,주식회사 도경,정길호,분석,84815670,84.528,84.535,0.34525 (100.34525),9 14,2024/04/25 14:12:14,
15,16,1098651964,셀코정보기술 주식회사,권영용,분석,84823470,84.535,84.543,0.35447 (100.35447),3 6,2024/04/30 16:11:37,
16,17,1278181893,오푸스(주),허도영,분석,84832670,84.545,84.552,0.36536 (100.36536),13 4,2024/04/30 06:57:05,
17,18,1018138303,주식회사 비엘에스,안홍서,분석,84834308,84.546,84.554,0.36730 (100.3673),10 11,2024/04/30 08:56:55,
18,19,1068619820,주식회사유엔콘트롤,남성모,분석,84839000,84.551,84.559,0.37285 (100.37285),1 9,2024/04/29 09:02:54,
19,20,3078143613,주식회사 조양테크,송윤서,분석,84861300,84.573,84.581,0.39923 (100.39923),4 13,2024/04/30 14:56:24,
20,21,1388114337,주식회사 신안정보통신,주을목,분석,84863470,84.575,84.583,0.40180 (100.4018),1 3,2024/04/30 18:52:17,
21,22,1298683650,주식회사 옵티멀,김종욱,분석,84879697,84.592,84.599,0.42100 (100.421),6 13,2024/04/26 17:15:18,
22,23,1338700922,주식회사 대신네트워크,신종교,분석,84923000,84.635,84.642,0.47223 (100.47223),3 1,2024/04/30 11:56:52,
23,24,1428175099,케이에스정보기술 주식회사,국경숙,분석,84923903,84.636,84.643,0.47330 (100.4733),3 12,2024/04/30 10:17:10,
24,25,3458701320,주식회사 산호,임성숙,분석,84924825,84.636,84.644,0.47439 (100.47439),8 13,2024/04/30 17:09:23,
25,26,3148642145,상강기술 주식회사,한상현,분석,84933389,84.645,84.653,0.48452 (100.48452),9 6,2024/04/25 16:23:38,
26,27,6218197204,주식회사 아이씨티전기통신,고종훈,분석,84955100,84.667,84.674,0.51020 (100.5102),5 14,2024/05/01 09:48:07,
27,28,1298658637,주식회사 비주얼솔루텍,이민숙,분석,84976984,84.688,84.696,0.53610 (100.5361),12 3,2024/04/26 16:22:11,
28,29,7178701199,주식회사 에스오씨코리아,정훈채,분석,84977880,84.689,84.697,0.53716 (100.53716),6 7,2024/05/01 13:02:52,
29,30,1258601151,주식회사세종기술,이무영,분석,85028882,84.74,84.748,0.59750 (100.5975),5 7,2024/04/30 08:32:37,
30,31,1348712509,신우정보통신 주식회사,심원용,분석,85033000,84.744,84.752,0.60237 (100.60237),1 15,2024/05/01 09:44:23,
31,32,2158185459,주식회사 한일에스티엠,한영기,분석,85082250,84.793,84.801,0.66064 (100.66064),15 1,2024/04/29 13:13:19,
32,33,1358167679,원일 정보통신 주식회사,김형섭,분석,85108331,84.819,84.827,0.69149 (100.69149),4 14,2024/04/25 09:33:45,
33,34,1248801768,(주)에스디,채수경,분석,85214500,84.925,84.933,0.81710 (100.8171),12 10,2024/04/23 16:32:41,
34,35,8178602884,주식회사 에스엠정보기술,황상애,분석,85243478,84.954,84.962,0.85138 (100.85138),4 5,2024/05/01 16:28:48,
35,36,7788700161,주식회사 테크인,인동근,분석,85254000,84.965,84.972,0.86383 (100.86383),1 15,2024/04/30 09:03:45,
36,37,2308800235,주식회사 낙원통신,장미선,분석,85265120,84.976,84.983,0.87699 (100.87699),8 3,2024/04/30 07:14:11,
37,38,1138137229,두복산전(주),이영두,분석,85281350,84.992,85.0,0.89619 (100.89619),2 6,2024/04/30 10:44:01,
38,39,1058729735,원테크전기통신 주식회사,정원섭,분석,85293019,85.003,85.011,0.91000 (100.91),12 7,2024/04/23 17:58:15,
39,40,2148752525,(주)엘티네트워크,조완식,분석,85347670,85.058,85.066,0.97465 (100.97465),3 12,2024/04/29 10:57:58,
40,41,6608601616,주식회사 규원테크,전민경,분석,85364370,85.075,85.082,0.99441 (100.99441),2 8,2024/04/29 13:41:06,
41,42,1358117688,주식회사 경훈테크,CHOIHUIBONG,분석,85369000,85.079,85.087,0.99989 (100.99989),13 14,2024/04/23 21:09:44,
42,43,1058676906,(주)디엠씨정보,윤성인,분석,85369100,85.079,85.087,1.00001 (101.00001),2 6,2024/04/23 16:23:16,
43,44,1148190678,주식회사 에드원,김춘걸,분석,85401000,85.111,85.119,1.03775 (101.03775),1 4,2024/04/30 10:54:12,
44,45,2208191439,주식회사 디투에스,이상현,분석,85457460,85.167,85.175,1.10455 (101.10455),2 10,2024/04/29 10:22:36,
45,46,2118845639,(주)사운드코리아이엔지,김지형,분석,85462065,85.172,85.18,1.10999 (101.10999),9 12,2024/04/24 11:32:39,
46,47,1428100754,(주) 원테크놀로지,김종달,분석,85517514,85.227,85.235,1.17560 (101.1756),10 12,2024/04/30 10:12:48,
