,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1408177811,주식회사 네오비젼  [최종낙찰],유정식,분석,631586250,75.2,87.755,89.882,1.38680 (101.3868),14 5,2024/11/11 17:01:40,
1,2,2048190516,주식회사동훈전설,정준모,분석,631816214,75.8,87.79,89.915,1.42410 (101.4241),11 6,2024/11/11 15:17:09,
2,3,2037666794,금성텔레콤,정용상,분석,631857500,76.0,87.796,89.921,1.43079 (101.43079),9 1,2024/11/08 12:22:16,
3,4,1058606434,(주)케이디정보기술,이종오,분석,631902551,76.0,87.803,89.927,1.43810 (101.4381),1 12,2024/11/11 12:37:33,
4,5,1078165206,앤아이에스(주),정성호,분석,632170122,76.8,87.844,89.965,1.48150 (101.4815),2 8,2024/11/11 16:09:46,
5,6,1058153698,진우에이티에스 주식회사,정진태,분석,632318099,77.4,87.866,89.986,1.50550 (101.5055),6 12,2024/11/11 18:27:43,
6,7,1018126108,(주)일능,심금자,분석,632349500,77.4,87.871,89.991,1.51059 (101.51059),9 14,2024/11/11 09:17:03,
7,8,6528601099,(주)하이퍼월,안희석,분석,632356326,77.4,87.872,89.992,1.51170 (101.5117),3 7,2024/11/11 11:26:34,
8,9,2148188924,우민전기(주),이학표,분석,632465458,77.8,87.889,90.007,1.52940 (101.5294),9 8,2024/11/11 08:32:18,
9,10,3628700817,씨큐리티 주식회사,공승길,분석,632561025,78.0,87.903,90.021,1.54490 (101.5449),3 9,2024/11/11 11:45:00,
10,11,1088188385,주식회사 오메카,오정은,분석,632691119,78.4,87.923,90.039,1.56599 (101.56599),14 1,2024/11/08 18:10:23,
11,12,1138680513,주식회사연수이앤씨,조운호,분석,632848344,79.0,87.947,90.062,1.59150 (101.5915),2 1,2024/11/11 16:16:21,
12,13,2068601047,왕건전기 주식회사,한미라,분석,633110384,79.8,87.986,90.099,1.63400 (101.634),4 1,2024/11/11 18:26:27,
13,14,7948100026,주식회사 아성엠,전세희,분석,633215210,80.0,88.002,90.114,1.65100 (101.651),1 13,2024/11/12 09:28:47,
14,15,2148619102,유석산업(주),최현호,분석,633384281,79.4,88.028,90.138,1.67842 (101.67842),12 6,2024/11/11 13:12:02,
15,16,2130249995,에스에스브이,박정선,분석,633459977,79.2,88.039,90.149,1.69070 (101.6907),5 2,2024/11/11 16:51:17,
16,17,1198632979,성민전기 주식회사,김미영,분석,633517320,79.0,88.048,90.157,1.70000 (101.7),1 9,2024/11/12 00:56:52,
17,18,2048620636,(주)유시스,이경재,분석,634205000,77.0,88.152,90.255,1.81153 (101.81153),2 10,2024/11/08 12:25:03,
18,19,2108157604,주식회사 유니원이엔지,장소영,분석,635360850,75.0,88.328,90.419,1.99900 (101.999),7 11,2024/11/08 15:50:13,
19,20,2098133373,주식회사 씨스넷,이명재,분석,635722340,75.0,88.382,90.471,2.05763 (102.05763),5 9,2024/11/08 11:51:14,
20,21,1058714080,(주) 한일이앤에스,박완교,분석,636222190,75.0,88.458,90.542,2.13870 (102.1387),10 5,2024/11/11 23:49:36,
21,22,1148719283,주식회사 브이게이트,임준백,분석,636235260,75.0,88.46,90.544,2.14081 (102.14081),12 9,2024/11/08 10:32:08,
22,23,2038143228,백영전자 주식회사(白榮電子 株式會社),임대순,분석,636273370,75.0,88.466,90.549,2.14700 (102.147),15 2,2024/11/09 10:21:43,
23,24,1058694239,(주)진성전력,김용일,분석,637021290,75.0,88.579,90.656,2.26830 (102.2683),1 3,2024/11/08 10:19:50,
24,25,2648146574,주식회사 넷츠플러스,송주흔,분석,638219000,75.0,88.761,90.826,2.46256 (102.46256),3 8,2024/11/08 11:00:04,
25,26,1248106672,(주)데스코,이상혁,분석,644173720,75.0,89.664,91.674,3.42834 (103.42834),1 13,2024/11/11 07:22:25,
26,27,4168128895,(주)비아이씨스템,방인식,분석,672249340,75.0,93.921,95.669,7.98190 (107.9819),8 15,2024/11/11 07:14:52,
27,-1,2108165652,키코아이비에스주식회사,공재근,분석,631491900,74.8,87.741,89.869,1.37150 (101.3715),4 13,2024/11/11 12:29:45,낙찰하한선 미달
28,-2,1138148411,(주)풍천정보네트웍,김학봉,분석,631461072,74.8,87.736,89.864,1.36650 (101.3665),10 5,2024/11/11 19:38:32,낙찰하한선 미달
29,-3,1120180788,대성미디어,김상봉,분석,631405581,74.6,87.728,89.856,1.35750 (101.3575),9 13,2024/11/10 15:32:15,낙찰하한선 미달
30,-4,1208817900,주식회사 에이앤티플러스,김은아,분석,631306930,74.2,87.713,89.842,1.34149 (101.34149),1 9,2024/11/12 08:57:02,낙찰하한선 미달
31,-5,1298104500,주식회사 상지건설,김영신,분석,631157110,73.8,87.69,89.821,1.31720 (101.3172),2 15,2024/11/08 15:09:09,낙찰하한선 미달
32,-6,7188100420,주식회사 오투정보통신,양성윤,분석,630888900,73.0,87.65,89.783,1.27370 (101.2737),13 1,2024/11/08 19:34:46,낙찰하한선 미달
33,-7,1058608183,코위버(주),황인환,분석,630861154,73.0,87.645,89.779,1.26920 (101.2692),14 8,2024/11/12 09:36:52,낙찰하한선 미달
34,-8,2128107793,호곡종합건설(주),박성환,분석,630826933,72.8,87.64,89.774,1.26364 (101.26364),12 1,2024/11/12 11:40:38,낙찰하한선 미달
35,-9,1068674600,주식회사세나텍,이미경,분석,630796538,72.8,87.636,89.77,1.25872 (101.25872),5 12,2024/11/12 10:39:39,낙찰하한선 미달
36,-10,1078805018,주식회사 지엔아이테크,박우정,분석,630789880,72.8,87.635,89.769,1.25764 (101.25764),14 6,2024/11/08 13:53:50,낙찰하한선 미달
37,-11,2148842024,주식회사 에이번,김지윤,분석,630682970,72.4,87.618,89.754,1.24030 (101.2403),1 2,2024/11/11 12:56:24,낙찰하한선 미달
38,-12,1068180878,주식회사 신보,정재문,분석,630671150,72.4,87.617,89.752,1.23838 (101.23838),9 13,2024/11/12 09:04:32,낙찰하한선 미달
39,-13,2148104884,두원이에프씨 주식회사,장병민,분석,630578767,72.0,87.603,89.739,1.22340 (101.2234),15 7,2024/11/12 08:42:49,낙찰하한선 미달
40,-14,2148805112,주식회사 지큐이앤씨,구자옥,분석,630510940,71.8,87.592,89.729,1.21239 (101.21239),1 6,2024/11/08 09:12:39,낙찰하한선 미달
41,-15,1148661445,주식회사 아이티콘,이준형,분석,630508400,71.8,87.592,89.729,1.21198 (101.21198),14 7,2024/11/11 09:56:44,낙찰하한선 미달
42,-16,6058632937,주식회사 타키온정보기술,이연정,분석,630340160,71.4,87.566,89.705,1.18470 (101.1847),4 14,2024/11/12 11:29:45,낙찰하한선 미달
43,-17,2208630306,(주)온앤오프미디어,주봉주,분석,630325970,71.2,87.564,89.703,1.18239 (101.18239),15 1,2024/11/12 09:54:19,낙찰하한선 미달
44,-18,6618702691,(주)대창일렉스,송효양,분석,630266170,71.2,87.555,89.694,1.17270 (101.1727),2 9,2024/11/12 08:31:52,낙찰하한선 미달
45,-19,1238135136,(주)청남통신,최재언,분석,630260527,71.0,87.554,89.693,1.17178 (101.17178),11 8,2024/11/08 16:45:39,낙찰하한선 미달
46,-20,2308103607,주식회사 디케이앤트,양동국,분석,630215037,71.0,87.547,89.687,1.16440 (101.1644),13 9,2024/11/08 15:26:14,낙찰하한선 미달
47,-21,1148726111,티비엠테크주식회사,김치연,분석,630162500,70.8,87.539,89.68,1.15588 (101.15588),3 13,2024/11/09 09:49:07,낙찰하한선 미달
48,-22,1328627576,(주)알트온,최정근,분석,630135456,70.8,87.535,89.676,1.15149 (101.15149),5 6,2024/11/11 15:42:15,낙찰하한선 미달
49,-23,2118640396,주식회사 선진콘트롤 엔 엑세스,신종수,분석,630108327,70.6,87.531,89.672,1.14709 (101.14709),9 8,2024/11/11 10:20:55,낙찰하한선 미달
0,-24,1738100419,주식회사 아이즈온솔루션,김보현,분석,630067630,70.6,87.525,89.666,1.14049 (101.14049),8 10,2024/11/11 18:10:52,낙찰하한선 미달
1,-25,2188103742,피에스텍(주),황재용,분석,630023861,70.4,87.518,89.66,1.13340 (101.1334),5 12,2024/11/08 11:38:41,낙찰하한선 미달
2,-26,2208165402,서전엔지니어링(주),유경하,분석,630006500,70.4,87.516,89.657,1.13058 (101.13058),3 2,2024/11/08 17:11:54,낙찰하한선 미달
3,-27,2148134127,(주)대경텔레콤,오병도,분석,629985630,70.2,87.513,89.654,1.12719 (101.12719),1 2,2024/11/11 08:52:41,낙찰하한선 미달
4,-28,1198703753,구루멘토링 주식회사,최동양,분석,629928900,70.0,87.504,89.646,1.11799 (101.11799),9 15,2024/11/12 09:00:56,낙찰하한선 미달
5,-29,1068178635,(주)지아이테크놀러지,홍영우,분석,629884500,70.0,87.497,89.64,1.11079 (101.11079),12 15,2024/11/08 10:19:46,낙찰하한선 미달
6,-30,1248127925,대명지이씨 주식회사,김한욱,분석,629830260,69.8,87.489,89.632,1.10200 (101.102),12 15,2024/11/12 08:43:08,낙찰하한선 미달
7,-31,1198125041,옥성정보통신(주),황석,분석,629769217,69.6,87.48,89.624,1.09210 (101.0921),1 2,2024/11/11 10:05:20,낙찰하한선 미달
8,-32,6048111797,주식회사글로벌엔씨,임채익,분석,629738389,69.6,87.475,89.619,1.08710 (101.0871),15 13,2024/11/12 11:33:01,낙찰하한선 미달
9,-33,2148781807,(주)창리정보통신,정종호,분석,629711877,69.4,87.471,89.615,1.08280 (101.0828),8 1,2024/11/12 10:20:22,낙찰하한선 미달
10,-34,1068638093,(주)엘케이시스코,이기일,분석,629673280,69.4,87.465,89.61,1.07654 (101.07654),4 11,2024/11/08 16:34:05,낙찰하한선 미달
11,-35,1068188579,(주)키월드정보통신,김영범,분석,629665020,69.2,87.464,89.609,1.07520 (101.0752),7 6,2024/11/12 10:34:48,낙찰하한선 미달
12,-36,2048189682,세왕전력(주),안성호,분석,629645349,69.2,87.461,89.606,1.07201 (101.07201),6 2,2024/11/12 09:53:49,낙찰하한선 미달
13,-37,1128141680,주식회사엠케이씨티,장재철,분석,629620008,69.2,87.457,89.602,1.06790 (101.0679),7 14,2024/11/08 13:57:30,낙찰하한선 미달
14,-38,1238154375,주식회사 씨케이테크피아,이동수,분석,629610143,69.2,87.456,89.601,1.06630 (101.0663),13 14,2024/11/11 09:46:31,낙찰하한선 미달
15,-39,1068679911,(주)효성정보통신,김도건,분석,629580547,69.0,87.451,89.597,1.06149 (101.06149),8 9,2024/11/12 09:59:30,낙찰하한선 미달
16,-40,8178800099,(주)대성오토텍,신미금,분석,629576800,69.0,87.451,89.596,1.06089 (101.06089),15 14,2024/11/11 08:02:40,낙찰하한선 미달
17,-41,2298134599,(주)시에나텔레콤,임종태,분석,629464017,68.6,87.434,89.58,1.04260 (101.0426),10 6,2024/11/11 09:54:27,낙찰하한선 미달
18,-42,2208726454,한국랜트로비젼(주),LIMHUEYLING,분석,629451069,68.6,87.432,89.578,1.04050 (101.0405),6 4,2024/11/08 17:18:17,낙찰하한선 미달
19,-43,2158735193,주식회사 시너젠,윤금란,분석,629391900,68.4,87.423,89.57,1.03090 (101.0309),5 11,2024/11/08 09:46:58,낙찰하한선 미달
20,-44,2148768177,(주)프라임엔시스템,윤재중,분석,629357970,68.4,87.417,89.565,1.02540 (101.0254),13 9,2024/11/12 09:34:20,낙찰하한선 미달
21,-45,1058601287,(주)성산정보시스템,김기주,분석,629328373,68.2,87.413,89.561,1.02060 (101.0206),4 7,2024/11/11 15:43:51,낙찰하한선 미달
22,-46,1178119238,주식회사 동양네트워크,김종렬,분석,629320360,68.2,87.412,89.56,1.01930 (101.0193),9 11,2024/11/12 09:35:15,낙찰하한선 미달
23,-47,1098197140,(주)코맥스시큐리티,김종정,분석,629298778,68.2,87.408,89.557,1.01580 (101.0158),11 15,2024/11/12 00:06:06,낙찰하한선 미달
24,-48,1018154598,씨엔에스코리아(주),유호태,분석,629284857,68.2,87.406,89.555,1.01354 (101.01354),1 3,2024/11/11 07:25:22,낙찰하한선 미달
25,-49,1138663095,아이투케이코리아 주식회사,인여훈,분석,629083500,67.6,87.376,89.526,0.98088 (100.98088),3 6,2024/11/08 15:03:16,낙찰하한선 미달
26,-50,1078143707,(주)신창전기,홍성수,분석,629076814,67.6,87.375,89.525,0.97980 (100.9798),11 12,2024/11/12 08:55:47,낙찰하한선 미달
27,-51,2200459632,하나정보통신,현광섭,분석,629062633,67.4,87.373,89.523,0.97750 (100.9775),4 2,2024/11/11 11:07:36,낙찰하한선 미달
28,-52,1098603050,(주)이루기술,박지현,분석,628986800,67.2,87.361,89.512,0.96520 (100.9652),15 11,2024/11/11 09:21:28,낙찰하한선 미달
29,-53,2958800474,주식회사 원정보기술원,송은자,분석,628967065,67.2,87.358,89.509,0.96200 (100.962),4 1,2024/11/11 11:19:55,낙찰하한선 미달
30,-54,1138151895,주식회사 온리정보통신,김서규,분석,628845603,66.8,87.34,89.492,0.94230 (100.9423),9 2,2024/11/11 10:50:10,낙찰하한선 미달
31,-55,2148107988,(주)서울정보시스템,이문현,분석,628805600,66.6,87.334,89.486,0.93581 (100.93581),1 8,2024/11/09 05:34:23,낙찰하한선 미달
32,-56,7778600711,(주)유스이앤씨,최강호,분석,628714270,66.4,87.32,89.473,0.92099 (100.92099),3 7,2024/11/11 14:52:21,낙찰하한선 미달
33,-57,2158768879,주식회사 에이치씨인포,김경운,분석,628713800,66.4,87.32,89.473,0.92092 (100.92092),13 6,2024/11/12 09:58:23,낙찰하한선 미달
34,-58,7998800243,주식회사 비티엘정보통신,최성진,분석,628668030,66.2,87.313,89.467,0.91349 (100.91349),11 2,2024/11/08 16:39:16,낙찰하한선 미달
35,-59,2118726218,주식회사 씨그테크,이윤호,분석,628656980,66.2,87.311,89.465,0.91170 (100.9117),12 3,2024/11/08 09:25:26,낙찰하한선 미달
36,-60,2118895916,주식회사 지오통신,김영송,분석,628589100,66.0,87.301,89.456,0.90069 (100.90069),15 4,2024/11/11 16:47:52,낙찰하한선 미달
37,-61,1148608950,주식회사 알티솔루션,이재석,분석,628503840,65.8,87.288,89.444,0.88687 (100.88687),11 6,2024/11/11 19:43:27,낙찰하한선 미달
38,-62,1168161465,(주)솔루텍시스템,이인명,분석,628487702,65.8,87.285,89.441,0.88425 (100.88425),1 5,2024/11/11 09:12:36,낙찰하한선 미달
39,-63,2208660663,주식회사 데이타렉스,김정국,분석,628459000,65.6,87.281,89.437,0.87959 (100.87959),9 6,2024/11/11 13:06:33,낙찰하한선 미달
40,-64,1198141207,(주)텍센,권유찬,분석,628361500,65.4,87.266,89.423,0.86378 (100.86378),4 7,2024/11/12 09:12:29,낙찰하한선 미달
41,-65,1078658471,비케이앤파워컴 주식회사,김정훈,분석,628359130,65.4,87.266,89.423,0.86339 (100.86339),5 11,2024/11/11 14:45:53,낙찰하한선 미달
42,-66,1018151121,주식회사 경원전력,최경택,분석,628350755,65.4,87.265,89.422,0.86204 (100.86204),3 2,2024/11/12 08:14:05,낙찰하한선 미달
43,-67,5878600398,주식회사 엑사엔시스,나정환,분석,628346800,65.2,87.264,89.421,0.86139 (100.86139),12 1,2024/11/11 07:45:04,낙찰하한선 미달
