,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2148805112,주식회사 지큐이앤씨  [최종낙찰],구자옥,분석,188589560,85.0,87.745,87.322,-1.26760 (98.7324),2 1,2024/11/11 08:37:37,
1,2,1088180573,다올정보기술주식회사,한숙기,분석,188590313,85.0,87.745,87.322,-1.26721 (98.73279),12 6,2024/11/08 14:07:19,
2,3,1018126108,(주)일능,심금자,분석,188605000,85.0,87.753,87.329,-1.25945 (98.74055),7 12,2024/11/11 09:15:38,
3,4,1078197386,(주)아리네트웍스,성동식,분석,188630298,85.4,87.765,87.34,-1.24611 (98.75389),1 2,2024/11/12 09:12:33,
4,5,6818700095,주식회사 진영이엔씨,조근호,분석,188645648,85.4,87.773,87.348,-1.23801 (98.76199),6 7,2024/11/11 10:43:44,
5,6,1068616819,(주)현성인포컴,박홍수,분석,188648491,85.4,87.774,87.349,-1.23650 (98.7635),1 9,2024/11/12 09:25:41,
6,7,1208742606,주식회사 테눅스,전석순,분석,188670094,85.8,87.785,87.359,-1.22510 (98.7749),2 15,2024/11/10 14:58:18,
7,8,2138641595,주식회사 브랜드텍,김은수,분석,188680800,85.8,87.79,87.364,-1.21946 (98.78054),13 4,2024/11/09 08:10:14,
8,9,1018197466,주식회사콤위즈,정윤권,분석,188697900,86.0,87.799,87.372,-1.21043 (98.78957),15 9,2024/11/11 16:57:45,
9,10,2048140753,(주)청효이씨이,이범석,분석,188712543,86.2,87.806,87.379,-1.20270 (98.7973),15 3,2024/11/08 14:26:11,
10,11,1058680303,주식회사 제이엔디케이,이재식,분석,188721500,86.2,87.811,87.383,-1.19798 (98.80202),7 12,2024/11/11 10:39:41,
11,12,2178113330,(주)오성에스이엠,오성표,분석,188727324,86.2,87.814,87.385,-1.19490 (98.8051),11 8,2024/11/12 09:43:26,
12,13,2208804175,주식회사 예준시스템,유명인,분석,188728650,86.2,87.814,87.386,-1.19421 (98.80579),8 5,2024/11/11 14:31:30,
13,14,2298125412,스크린정보통신(주),조승제,분석,188731800,86.4,87.816,87.387,-1.19254 (98.80746),15 1,2024/11/11 09:14:58,
14,15,1018154491,엘케이테크넷(주),이만형,분석,188732420,86.4,87.816,87.388,-1.19222 (98.80778),9 12,2024/11/08 13:17:43,
15,16,1048610901,이룸유비쿼터스주식회사,김승규,분석,188745890,86.4,87.823,87.394,-1.18511 (98.81489),11 6,2024/11/08 10:05:31,
16,17,1138141456,(주)나우아이앤씨,안남훈,분석,188746274,86.4,87.823,87.394,-1.18491 (98.81509),10 9,2024/11/08 14:34:41,
17,18,2208624819,(주)종성테크,임성규,분석,188758023,86.6,87.829,87.4,-1.17871 (98.82129),4 9,2024/11/08 13:56:20,
18,19,2298134599,(주)시에나텔레콤,임종태,분석,188760297,86.6,87.83,87.401,-1.17751 (98.82249),6 9,2024/11/11 09:51:44,
19,20,2048641403,주식회사 에스디에스테크놀로지,임대성,분석,188764276,86.6,87.832,87.403,-1.17541 (98.82459),12 6,2024/11/11 08:24:34,
20,21,1208164006,(주)청음미디어,박공서,분석,188783985,86.8,87.842,87.412,-1.16501 (98.83499),14 6,2024/11/09 10:59:33,
21,22,1138170266,(주)리빙콘트롤,김병진,분석,188794408,87.0,87.847,87.416,-1.15950 (98.8405),6 4,2024/11/08 12:06:47,
22,23,8758100854,주식회사피앤에스네트웍솔루션,정용선,분석,188805399,87.0,87.852,87.422,-1.15370 (98.8463),3 6,2024/11/08 10:19:09,
23,24,2068706603,주식회사 온품,김유혁,분석,188808520,87.0,87.854,87.423,-1.15206 (98.84794),2 5,2024/11/11 08:58:49,
24,25,1198649126,태광에스엠주식회사,전현용,분석,188812979,87.2,87.856,87.425,-1.14971 (98.85029),5 14,2024/11/12 07:14:25,
25,26,3218602097,(주)태연정보,김영태,분석,188815444,87.2,87.857,87.426,-1.14840 (98.8516),1 15,2024/11/08 14:56:58,
26,27,1148633857,에스엠이엔지(주),이관휴,분석,188815632,87.2,87.858,87.426,-1.14831 (98.85169),7 5,2024/11/08 10:23:24,
27,28,1178188899,주식회사 시큐렉스,최영희,분석,188816202,87.2,87.858,87.427,-1.14800 (98.852),6 2,2024/11/11 19:07:07,
28,29,1198611222,(주)제이에이티,이세창,분석,188822420,87.2,87.861,87.429,-1.14472 (98.85528),3 14,2024/11/11 08:57:44,
29,30,1128139637,(주)씨엘에이에스,윤호중,분석,188834582,87.4,87.867,87.435,-1.13831 (98.86169),3 7,2024/11/08 10:59:27,
30,31,2148840477,주식회사 알비에스테크,김동헌,분석,188838372,87.4,87.869,87.437,-1.13631 (98.86369),15 3,2024/11/12 07:40:14,
31,32,2148891087,세경네트웍스 주식회사,장중석,분석,188853533,87.6,87.876,87.444,-1.12830 (98.8717),4 1,2024/11/11 09:15:20,
32,33,2148710582,모던웨이브(주),원회광,분석,188870381,87.8,87.885,87.452,-1.11941 (98.88059),9 3,2024/11/08 11:27:41,
33,34,2148619081,주식회사 유신테크,김용근,분석,188895223,88.0,87.897,87.463,-1.10631 (98.89369),2 6,2024/11/11 10:35:36,
34,35,2028162708,(주)에스텍시스템,이병화,분석,188902804,88.0,87.901,87.467,-1.10230 (98.8977),7 11,2024/11/11 10:58:41,
35,36,1198670916,주식회사 에이치앤아이씨,정용훈,분석,188910900,88.2,87.905,87.47,-1.09803 (98.90197),5 6,2024/11/11 09:39:05,
36,37,1198158412,애드넷정보통신(주),박상흥,분석,188929900,88.2,87.914,87.479,-1.08801 (98.91199),15 5,2024/11/08 16:59:41,
37,38,1188116568,후지쯔코리아테크놀러지 주식회사,백종도,분석,188932745,88.4,87.916,87.481,-1.08650 (98.9135),6 1,2024/11/08 10:51:53,
38,39,7418801210,주식회사 한국에이브이산업,이재숙,분석,188942200,88.4,87.92,87.485,-1.08152 (98.91848),1 14,2024/11/08 10:05:07,
39,40,2208680918,(주)엠디엠알,이재원,분석,188945631,88.4,87.922,87.486,-1.07971 (98.92029),10 2,2024/11/11 15:05:03,
40,41,3578702230,(주)신화시큐리티,이규종,분석,188954159,88.6,87.926,87.49,-1.07520 (98.9248),3 5,2024/11/08 10:45:47,
41,42,2028138682,협진통신(주),이승훈,분석,188966666,88.6,87.933,87.496,-1.06860 (98.9314),1 14,2024/11/08 13:26:23,
42,43,2148132740,(주)융시스템,박진기,분석,189002482,89.0,87.95,87.513,-1.04970 (98.9503),7 12,2024/11/08 20:10:09,
43,44,1078212123,사단법인 장애인인권센터,서인환,분석,189002970,89.0,87.951,87.513,-1.04945 (98.95055),3 8,2024/11/11 17:06:17,
44,45,7128702247,주식회사 파인네트웍스,김미정,분석,189008546,89.0,87.953,87.516,-1.04651 (98.95349),9 11,2024/11/08 11:10:13,
45,46,6188134896,주식회사 동신정보통신,임춘섭,분석,189015930,89.2,87.957,87.519,-1.04261 (98.95739),1 4,2024/11/12 09:30:01,
46,47,6618702691,(주)대창일렉스,송효양,분석,189017410,89.2,87.958,87.52,-1.04183 (98.95817),7 10,2024/11/12 08:30:36,
47,48,1148676763,유토피아정보기술(주),안종섭,분석,189020297,89.2,87.959,87.521,-1.04030 (98.9597),7 12,2024/11/09 11:46:35,
48,49,1058608183,코위버(주),황인환,분석,189023328,89.2,87.961,87.522,-1.03870 (98.9613),10 7,2024/11/12 09:24:59,
49,50,2068182837,경안이엔지(주),금동중,분석,189031850,89.4,87.965,87.526,-1.03421 (98.96579),6 13,2024/11/11 16:11:46,
0,51,1128601228,주식회사 성동아이앤티,홍성원,분석,189034318,89.4,87.966,87.528,-1.03291 (98.96709),11 13,2024/11/11 09:51:43,
