,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2068153517,뉴텔레콤(주)  [최종낙찰],김을선,분석,156210110,85.0,87.745,88.254,-0.26571 (99.73429),6 2,2024/06/20 09:28:28,
1,2,2148823314,화인정보기술주식회사,이명우,분석,156211830,85.0,87.746,88.255,-0.26460 (99.7354),14 13,2024/06/19 09:17:33,
2,3,2068681022,(주)참정보기술,노희보,분석,156212900,85.0,87.746,88.255,-0.26391 (99.73609),4 3,2024/06/19 10:41:33,
3,4,2048197877,주식회사 그린주의,김현미,분석,156213415,85.0,87.747,88.256,-0.26358 (99.73642),13 14,2024/06/19 08:38:51,
4,5,1088154468,(주)이젠정보통신,이동필,분석,156213520,85.0,87.747,88.256,-0.26351 (99.73649),3 11,2024/06/18 21:39:12,
5,6,2048182660,동원오비텍(주),박동을,분석,156214160,85.0,87.747,88.256,-0.26310 (99.7369),1 12,2024/06/18 14:03:58,
6,7,2068120414,(주)일광기업,오도진,분석,156214800,85.0,87.748,88.256,-0.26269 (99.73731),10 4,2024/06/19 08:36:00,
7,8,2158168163,블루엔이(주),정홍채,분석,156214900,85.0,87.748,88.257,-0.26262 (99.73738),14 5,2024/06/19 08:54:54,
8,9,1208768187,주식회사 다윈시스템,유재성,분석,156215370,85.0,87.748,88.257,-0.26232 (99.73768),7 10,2024/06/18 16:50:29,
9,10,1148182595,주식회사 싸인텔레콤,박영기,분석,156223630,85.0,87.753,88.261,-0.25700 (99.743),3 4,2024/06/20 09:24:31,
10,11,2118643772,주식회사 세양전기,김형재,분석,156228130,85.2,87.756,88.264,-0.25410 (99.7459),4 9,2024/06/19 17:25:31,
11,12,3388801483,주식회사 에버그린티앤씨,최재완,분석,156230400,85.2,87.757,88.265,-0.25264 (99.74736),14 6,2024/06/18 14:31:13,
12,13,2108131394,(주)안나시스템,문병조,분석,156233700,85.2,87.759,88.267,-0.25052 (99.74948),4 12,2024/06/18 15:01:25,
13,14,2148888151,주식회사 씨앤피테크,제해동,분석,156234650,85.2,87.76,88.268,-0.24991 (99.75009),7 13,2024/06/20 08:28:40,
14,15,1078759050,프리스타일테크놀로지 유한회사,김용선,분석,156237920,85.2,87.762,88.27,-0.24780 (99.7522),12 15,2024/06/18 17:33:47,
15,16,1088175857,주식회사 리드앤컴퍼니,이귀남,분석,156244870,85.4,87.766,88.273,-0.24333 (99.75667),9 11,2024/06/20 10:16:14,
16,17,1068157019,(주)세호영상,박석신,분석,156245900,85.4,87.766,88.274,-0.24266 (99.75734),2 11,2024/06/19 09:20:35,
17,18,2208680918,(주)엠디엠알,이재원,분석,156246765,85.4,87.767,88.275,-0.24211 (99.75789),15 13,2024/06/19 08:58:27,
18,19,1138663208,주식회사 유영정보통신,박경순,분석,156255000,85.4,87.772,88.279,-0.23680 (99.7632),10 4,2024/06/18 14:18:55,
19,20,1058169109,대조전설 주식회사,장철호,분석,156257326,85.4,87.773,88.28,-0.23530 (99.7647),1 3,2024/06/19 10:06:39,
20,21,2338109798,구스텍 주식회사,고중구,분석,156261500,85.6,87.776,88.283,-0.23262 (99.76738),11 15,2024/06/19 16:22:43,
21,22,2028136990,(주)무궁화전자,이효형,분석,156267800,85.6,87.78,88.286,-0.22856 (99.77144),10 8,2024/06/19 13:23:37,
22,23,2068617141,(주)텔코아,황민석,분석,156268200,85.6,87.78,88.287,-0.22830 (99.7717),4 8,2024/06/18 16:24:11,
23,24,2048170015,(주)하남통신,김종화,분석,156269999,85.6,87.781,88.288,-0.22715 (99.77285),14 9,2024/06/19 20:49:59,
24,25,1088178984,(주)포소드,마명철,분석,156272136,85.6,87.782,88.289,-0.22577 (99.77423),1 11,2024/06/20 09:44:34,
25,26,1288138083,주식회사 유앤후레쉬,우재명,분석,156275320,85.6,87.784,88.291,-0.22372 (99.77628),3 8,2024/06/19 21:41:28,
26,27,7478702262,주식회사테크윤,구연희,분석,156275685,85.6,87.784,88.291,-0.22348 (99.77652),12 7,2024/06/19 00:30:13,
27,28,2068625393,주식회사 성림전설,박상동,분석,156276429,85.8,87.785,88.291,-0.22300 (99.777),7 4,2024/06/19 14:26:26,
28,29,1018639665,(주)한양인프라넷,김주호,분석,156280460,85.8,87.787,88.294,-0.22041 (99.77959),6 10,2024/06/18 15:57:14,
29,30,1048610901,이룸유비쿼터스주식회사,김승규,분석,156283418,85.8,87.789,88.295,-0.21850 (99.7815),11 7,2024/06/19 10:08:19,
30,31,1078151890,주식회사유진솔루션,이훈희,분석,156286493,85.8,87.791,88.297,-0.21652 (99.78348),11 5,2024/06/19 09:12:55,
31,32,1088611746,에스비엠텔레콤(주),홍은수,분석,156286520,85.8,87.791,88.297,-0.21651 (99.78349),6 9,2024/06/20 06:52:54,
32,33,1018139321,(주)세웅정보통신,장우진,분석,156292500,85.8,87.794,88.3,-0.21266 (99.78734),12 14,2024/06/18 16:26:31,
33,34,2178114305,주식회사 광문정보통신,서정만,분석,156295700,86.0,87.796,88.302,-0.21060 (99.7894),7 2,2024/06/18 15:14:21,
34,35,1118128082,(주)디투엔지니어링,김낙경,분석,156300970,86.0,87.8,88.305,-0.20720 (99.7928),3 13,2024/06/20 09:02:48,
35,36,2118108071,주식회사 정원엔시스,한덕희,분석,156304230,86.0,87.802,88.307,-0.20510 (99.7949),8 4,2024/06/18 16:01:29,
36,37,1198635243,(주)다룸정보기술,이혜경,분석,156308100,86.0,87.804,88.309,-0.20261 (99.79739),1 5,2024/06/19 11:04:51,
37,38,2148132740,(주)융시스템,박진기,분석,156308888,86.0,87.804,88.31,-0.20211 (99.79789),12 6,2024/06/18 16:41:54,
38,39,2148687288,(주)포어링크,송기봉,분석,156310140,86.2,87.805,88.31,-0.20130 (99.7987),2 12,2024/06/20 08:54:13,
39,40,2028136758,주식회사 남양계전,민강기,분석,156316000,86.2,87.809,88.314,-0.19753 (99.80247),7 3,2024/06/20 09:25:23,
40,41,2148180640,(주)남인정보통신,김남호,분석,156318207,86.2,87.81,88.315,-0.19610 (99.8039),15 5,2024/06/19 11:35:49,
41,42,1018138303,주식회사 비엘에스,안홍서,분석,156319450,86.2,87.811,88.316,-0.19530 (99.8047),13 8,2024/06/20 09:11:55,
42,43,2148619081,주식회사 유신테크,김용근,분석,156320800,86.2,87.812,88.316,-0.19444 (99.80556),9 2,2024/06/19 10:07:28,
