,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1138175669,(주)용상전기통신  [최종낙찰],권혁기,분석,88582960,88.036,88.845,0.96129 (100.96129),7 3,2024/07/01 08:46:44,
1,2,7948100026,주식회사 아성엠,전세희,분석,88596740,88.05,88.859,0.97700 (100.977),9 7,2024/06/30 22:13:03,
2,3,1058649262,주식회사 노하우전기통신,임창배,분석,88599190,88.052,88.862,0.97979 (100.97979),9 5,2024/06/27 09:49:18,
3,4,1058630797,주식회사 이디엔텍,김기영,분석,88624636,88.077,88.887,1.00879 (101.00879),7 6,2024/07/01 09:26:54,
4,5,1068644033,(주)코맥스디에스씨,안병호,분석,88633235,88.086,88.896,1.01860 (101.0186),9 11,2024/06/29 15:10:48,
5,6,1050296111,중앙전자통신,김용수,분석,88642184,88.095,88.905,1.02879 (101.02879),10 3,2024/06/28 12:18:59,
6,7,2048161869,(주)근영이엔씨,이성영,분석,88642994,88.096,88.906,1.02972 (101.02972),10 13,2024/06/28 17:05:46,
7,8,1298137942,주식회사 자이온티앤에스,예용기,분석,88659732,88.112,88.922,1.04879 (101.04879),10 12,2024/06/28 10:06:49,
8,9,2148122183,(주)하나전기,김선식,분석,88662690,88.115,88.925,1.05217 (101.05217),12 9,2024/06/28 15:55:10,
9,10,2148805112,주식회사 지큐이앤씨,구자옥,분석,88666400,88.119,88.929,1.05639 (101.05639),11 1,2024/06/28 08:50:32,
10,11,1078738017,(주)애린테크,박을순,분석,88668331,88.121,88.931,1.05860 (101.0586),15 3,2024/07/01 09:14:47,
11,12,2148619102,유석산업(주),최현호,분석,88708576,88.161,88.971,1.10446 (101.10446),11 1,2024/07/01 08:45:30,
12,13,2208673912,(주)에스제이이에프씨,오긍환,분석,88717026,88.169,88.98,1.11410 (101.1141),13 4,2024/06/27 09:03:36,
13,14,4088168391,금상디엔씨주식회사,박길중,분석,88754140,88.206,89.017,1.15640 (101.1564),4 13,2024/06/28 09:28:40,
14,15,2098134713,키엔컴 주식회사,최성덕,분석,88774670,88.226,89.038,1.17979 (101.17979),4 10,2024/06/28 09:30:30,
15,16,2200459632,하나정보통신,현광섭,분석,88794237,88.246,89.057,1.20210 (101.2021),6 10,2024/06/27 09:26:01,
16,17,2148105563,(주)인성이엔씨,김규만,분석,88804416,88.256,89.068,1.21370 (101.2137),14 10,2024/06/27 12:48:24,
17,18,1058173369,(주)신한개발,이종순,분석,88821876,88.273,89.085,1.23360 (101.2336),5 6,2024/06/26 14:49:39,
18,19,2728602835,(주)주야플랜트,김대완,분석,88842060,88.293,89.105,1.25660 (101.2566),6 8,2024/06/27 17:49:06,
19,20,2148752525,(주)엘티네트워크,조완식,분석,88844984,88.296,89.108,1.25993 (101.25993),4 15,2024/06/28 09:02:20,
20,21,2098133373,주식회사 씨스넷,이명재,분석,88859380,88.311,89.123,1.27634 (101.27634),13 11,2024/06/27 15:52:46,
21,22,2178113330,(주)오성에스이엠,오성표,분석,88862410,88.314,89.126,1.27979 (101.27979),2 6,2024/06/27 10:04:47,
22,23,1058123684,주식회사 우전정보통신,이정,분석,88991509,88.442,89.255,1.42693 (101.42693),3 1,2024/07/01 08:31:16,
23,24,2158168163,블루엔이(주),정홍채,분석,89037890,88.488,89.302,1.47980 (101.4798),3 1,2024/06/27 10:10:31,
24,25,2188109765,(주)웨이브컴,채인석,분석,89038100,88.488,89.302,1.48004 (101.48004),12 9,2024/06/27 14:33:38,
25,26,1098611773,주식회사상현엔지니어링,이재권,분석,89125620,88.575,89.39,1.57978 (101.57978),4 15,2024/07/01 09:37:40,
26,27,2048197877,주식회사 그린주의,김현미,분석,89277945,88.727,89.542,1.75340 (101.7534),1 6,2024/06/28 09:13:40,
27,28,1058164176,(주)신보파워텍,공민우,분석,89693000,89.139,89.959,2.22645 (102.22645),12 3,2024/07/01 07:42:18,
28,29,2148647194,투앤원정보통신주식회사,서승호,분석,94644000,94.06,94.924,7.86929 (107.86929),3 6,2024/06/28 17:35:31,
29,-1,1078805018,주식회사 지엔아이테크,박우정,분석,88545530,87.999,88.808,0.91863 (100.91863),9 14,2024/06/27 15:05:18,낙찰하한선 미달
30,-2,1088124659,(주)비젼텔레콤,김진수,분석,88522508,87.976,88.785,0.89240 (100.8924),13 1,2024/06/26 15:35:54,낙찰하한선 미달
31,-3,1148678591,주식회사엠아이솔텍,최윤정,분석,88463400,87.917,88.726,0.82503 (100.82503),10 14,2024/06/28 16:24:37,낙찰하한선 미달
32,-4,1288172024,도원이엔아이(주),임우연,분석,88455272,87.909,88.717,0.81576 (100.81576),9 5,2024/06/28 17:40:11,낙찰하한선 미달
