,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1078162397,신용통신 주식회사  [최종낙찰],김형종,분석,36513600.0,87.746,88.105,-0.43884 (99.56116),7 14,2024/09/30 12:42:59,
1,2,1238164140,주식회사 테크빌,황성기,분석,36513654.0,87.747,88.105,-0.43870 (99.5613),10 6,2024/09/30 20:13:13,
2,3,2088115241,한애전자(주),최용경,분석,36513720.0,87.747,88.105,-0.43851 (99.56149),15 10,2024/10/02 09:10:30,
3,4,1068616518,(주)애니씨앤에스,이일규,분석,36513760.0,87.747,88.105,-0.43840 (99.5616),14 5,2024/10/07 09:32:04,
4,5,1138185890,(주)두손씨에스티,최수경,분석,36515100.0,87.75,88.108,-0.43472 (99.56528),3 2,2024/09/30 08:39:34,
5,6,1108175433,승림이앤씨(주),박기철,분석,36515760.0,87.752,88.11,-0.43290 (99.5671),11 2,2024/10/02 15:12:36,
6,7,2178135988,주식회사 조은정보,조용정,분석,36516197.0,87.753,88.111,-0.43170 (99.5683),6 14,2024/10/06 18:52:01,
7,8,6068665713,주식회사 두배라,김왕섭,분석,36517214.0,87.756,88.113,-0.42891 (99.57109),10 6,2024/10/02 11:32:35,
8,9,1198649126,태광에스엠주식회사,전현용,분석,36518560.0,87.759,88.117,-0.42520 (99.5748),6 7,2024/10/07 07:58:33,
9,10,2098133373,주식회사 씨스넷,이명재,분석,36519160.0,87.761,88.118,-0.42355 (99.57645),6 3,2024/10/04 15:09:07,
10,11,2048182660,동원오비텍(주),박동을,분석,36519850.0,87.763,88.12,-0.42166 (99.57834),14 10,2024/09/30 10:36:01,
11,12,5568600846,주식회사 아이콘정보통신,박종일,분석,36520000.0,87.763,88.12,-0.42124 (99.57876),6 12,2024/10/07 09:43:06,
12,13,2158690656,금성통신건설(주),윤영신,분석,36521090.0,87.766,88.123,-0.41825 (99.58175),10 15,2024/10/04 17:10:10,
13,14,1058628520,유테크(주),최윤영,분석,36521106.0,87.766,88.123,-0.41820 (99.5818),6 14,2024/10/07 09:05:22,
14,15,1138683368,주식회사 에스엠시스템즈,이승환,분석,36521500.0,87.767,88.124,-0.41712 (99.58288),12 11,2024/10/07 09:06:56,
15,16,1138637772,(주)헤로스테크,박우현,분석,36521720.0,87.767,88.124,-0.41651 (99.58349),15 11,2024/10/02 14:09:34,
16,17,1138163218,(주)신성하이텍,성성모,분석,36523150.0,87.771,88.128,-0.41258 (99.58742),7 9,2024/10/04 18:06:28,
17,18,4178600013,블랙썬 주식회사,이희부,분석,36523180.0,87.771,88.128,-0.41250 (99.5875),11 7,2024/10/07 09:18:14,
18,19,2078152132,(주)홍남테크,김홍길,분석,36524450.0,87.774,88.131,-0.40901 (99.59099),14 3,2024/10/07 08:22:19,
19,20,2068124123,(주)세양텔레콤,김한섭,분석,36525470.0,87.777,88.133,-0.40620 (99.5938),6 5,2024/10/07 09:10:07,
20,21,6188134896,주식회사 동신정보통신,임춘섭,분석,36525950.0,87.778,88.134,-0.40488 (99.59512),1 2,2024/09/30 11:28:40,
21,22,1128701225,주식회사 블루인텔리전스,조축호,분석,36526233.0,87.779,88.135,-0.40410 (99.5959),15 13,2024/09/30 11:33:31,
22,23,1148723074,주식회사 천일엠이씨,모유미,분석,36527252.0,87.782,88.138,-0.40130 (99.5987),1 6,2024/10/02 10:22:39,
23,24,7228800428,주식회사 다온이앤씨,김영철,분석,36528226.0,87.784,88.14,-0.39862 (99.60138),1 2,2024/10/07 09:27:50,
24,25,5878102687,주식회사 에스디아이씨티,이수헌,분석,36529030.0,87.786,88.142,-0.39641 (99.60359),5 10,2024/10/04 17:20:30,
25,26,1068684748,주식회사고도기술,고동현,분석,36529943.0,87.789,88.144,-0.39390 (99.6061),7 12,2024/10/02 20:55:56,
26,27,1198629800,주식회사 메카넷,천수연,분석,36530342.0,87.79,88.145,-0.39280 (99.6072),12 9,2024/10/02 17:13:10,
27,28,1388150425,주식회사 유니와이드,김창환,분석,36532416.0,87.795,88.15,-0.38710 (99.6129),6 5,2024/09/30 11:14:13,
28,29,1288154026,(주)니트로시스템,정인교,분석,36533620.0,87.798,88.153,-0.38379 (99.61621),2 7,2024/10/04 14:10:55,
29,30,1088114068,(주)대인정보통신,유재호,분석,36534400.0,87.8,88.155,-0.38165 (99.61835),5 2,2024/10/06 10:06:10,
30,31,2188120741,케이씨티정보통신(주),백형은,분석,36534960.0,87.802,88.156,-0.38011 (99.61989),2 8,2024/09/30 17:53:31,
31,32,1198164229,(주) 이준시스템,한상훈,분석,36536500.0,87.806,88.16,-0.37587 (99.62413),12 7,2024/10/04 17:24:52,
32,33,1068656301,주식회사 티제이원,최정국,분석,36536710.0,87.806,88.16,-0.37529 (99.62471),13 15,2024/09/30 11:22:17,
