,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1288172024,도원이엔아이(주),임우연,분석,253678767,86.783,86.847,0.11775 (100.11775),12 13,2024/12/10 09:42:41,
1,2,2168701696,주식회사 투비콤,유수정,분석,253717254,86.796,86.86,0.13293 (100.13293),5 4,2024/12/06 14:13:18,
2,3,2068124123,(주)세양텔레콤,김한섭,분석,253781110,86.818,86.882,0.15814 (100.15814),14 12,2024/12/09 09:06:37,
3,4,1138137229,두복산전(주),이영두,분석,253808100,86.828,86.891,0.16879 (100.16879),15 7,2024/12/09 14:14:20,
4,5,1098651964,셀코정보기술 주식회사,임윤정,분석,253878310,86.852,86.915,0.19650 (100.1965),13 5,2024/12/09 22:52:50,
5,6,2068606585,(주)상지일렉스,정원상,분석,253958425,86.879,86.942,0.22812 (100.22812),13 9,2024/12/08 07:14:26,
6,7,1078731896,(주)비시텍코리아,임헌욱,분석,253961660,86.88,86.943,0.22939 (100.22939),11 9,2024/12/08 20:05:54,
7,8,2308100158,국제컨트로닉스 주식회사,김경록,분석,253979120,86.886,86.949,0.23628 (100.23628),1 2,2024/12/08 09:27:56,
8,9,2098139213,(주)뉴타운전력,박형우,분석,254199666,86.961,87.025,0.32333 (100.32333),7 3,2024/12/09 08:01:31,
9,10,1100668347,민성정보통신,김영익,분석,254285000,86.991,87.054,0.35700 (100.357),8 7,2024/12/09 10:36:29,
10,11,1098630066,주식회사 태양전기,홍석봉,분석,254311052,87.0,87.063,0.36729 (100.36729),6 10,2024/12/10 10:18:23,
11,12,1138653369,(주)제이앤비이노베이션,오명숙,분석,254315200,87.001,87.065,0.36892 (100.36892),13 7,2024/12/06 10:39:38,
12,13,1178161473,광일이엔씨 주식회사,김현실,분석,254397227,87.029,87.093,0.40130 (100.4013),6 5,2024/12/09 18:51:19,
13,14,2148619102,유석산업(주),최현호,분석,254402320,87.031,87.094,0.40331 (100.40331),7 10,2024/12/09 14:09:17,
14,15,1178110353,(주)한강기전,유원희,분석,254438580,87.043,87.107,0.41762 (100.41762),4 15,2024/12/09 11:38:23,
15,16,1138649133,빅썬시스템즈 주식회사,권태일,분석,254462590,87.051,87.115,0.42709 (100.42709),2 5,2024/12/06 09:16:59,
16,17,2218120693,주식회사 일동에너텍,김종삼,분석,254509981,87.068,87.131,0.44580 (100.4458),5 9,2024/12/09 15:16:22,
17,18,1058740405,(주)화성이엔지,김택환,분석,254541223,87.078,87.142,0.45813 (100.45813),12 11,2024/12/06 17:07:40,
18,19,1078749469,주식회사 에이엠네트웍스,서정희,분석,254553310,87.082,87.146,0.46290 (100.4629),14 5,2024/12/09 09:35:28,
