,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1078155407,(주)윤익계전  [최종낙찰],안용준,분석,23465929,87.748,88.467,0.67025 (100.67025),7 5,2024/10/21 17:06:12,
1,2,1068619820,주식회사유엔콘트롤,남성모,분석,23466120,87.749,88.468,0.67107 (100.67107),10 3,2024/10/21 14:56:30,
2,3,1098185343,주식회사 오티에스씨,이승환,분석,23466429,87.75,88.469,0.67240 (100.6724),4 12,2024/10/22 19:55:22,
3,4,2068196840,주식회사 혜성이티에스,이상영,분석,23467243,87.753,88.472,0.67589 (100.67589),2 5,2024/10/21 18:10:05,
4,5,2178114305,주식회사 광문정보통신,서정만,분석,23468500,87.758,88.477,0.68129 (100.68129),5 6,2024/10/21 13:45:25,
5,6,2011497895,정우이앤씨,유동환,분석,23468766,87.759,88.478,0.68244 (100.68244),9 1,2024/10/22 13:15:28,
6,7,1078143707,(주)신창전기,홍성수,분석,23468850,87.759,88.478,0.68280 (100.6828),14 13,2024/10/23 09:13:41,
7,8,2128140491,(주)벧엘정보통신,이효진,분석,23469532,87.762,88.48,0.68573 (100.68573),12 3,2024/10/22 05:35:44,
8,9,1058601287,(주)성산정보시스템,김기주,분석,23470829,87.767,88.485,0.69130 (100.6913),11 14,2024/10/22 15:02:44,
9,10,2298126804,주식회사엔엠엑스이엔씨,이동윤,분석,23471539,87.77,88.488,0.69435 (100.69435),12 1,2024/10/21 10:53:16,
10,11,1088124659,(주)비젼텔레콤,김진수,분석,23471666,87.77,88.488,0.69490 (100.6949),10 1,2024/10/22 11:48:58,
11,12,1068669669,(주)일광통신,이병일,분석,23472330,87.773,88.491,0.69775 (100.69775),2 10,2024/10/23 08:53:50,
12,13,1058649262,주식회사 노하우전기통신,임창배,분석,23473010,87.775,88.494,0.70067 (100.70067),6 12,2024/10/21 10:32:13,
13,14,1058179892,(주)지에스컴,김형호,분석,23475926,87.786,88.505,0.71320 (100.7132),2 13,2024/10/21 18:50:14,
14,15,3798700760,로안테크(주),장승현,분석,23476130,87.787,88.505,0.71408 (100.71408),6 8,2024/10/22 15:09:16,
15,16,5568600996,주영전자통신 주식회사,임채열,분석,23478320,87.795,88.514,0.72349 (100.72349),13 9,2024/10/21 12:40:56,
16,17,1088178984,(주)포소드,마명철,분석,23478893,87.797,88.516,0.72595 (100.72595),9 13,2024/10/23 09:29:52,
17,18,2208151999,현대에이치티 주식회사,이건구,분석,23479000,87.798,88.516,0.72641 (100.72641),7 8,2024/10/23 08:35:22,
18,19,1148190678,주식회사 에드원,김춘걸,분석,23480000,87.802,88.52,0.73071 (100.73071),2 8,2024/10/21 18:12:36,
19,20,1018178116,(주)오경컴텍,김종근,분석,23480185,87.802,88.521,0.73150 (100.7315),14 10,2024/10/22 09:28:02,
20,21,1058762452,주식회사 제이엠시스,최지만,분석,23480347,87.803,88.521,0.73220 (100.7322),3 1,2024/10/23 09:29:28,
21,22,2068120414,(주)일광기업,오도진,분석,23481500,87.807,88.526,0.73715 (100.73715),14 7,2024/10/21 10:17:26,
22,23,2100412872,유광미디어,김유성,분석,23483097,87.813,88.532,0.74401 (100.74401),12 4,2024/10/22 09:24:25,
23,24,1178167894,(주)동우이에프씨,이동술,분석,23483310,87.814,88.532,0.74493 (100.74493),10 3,2024/10/22 09:00:11,
24,25,2048651425,주식회사 메이사운드,심문섭,분석,23484110,87.817,88.535,0.74836 (100.74836),9 15,2024/10/23 09:18:01,
25,26,2208117292,(주)동아종합전력,민정기,분석,23484141,87.817,88.536,0.74850 (100.7485),3 4,2024/10/22 13:36:13,
26,27,2130249995,에스에스브이,박정선,분석,23485304,87.822,88.54,0.75349 (100.75349),1 13,2024/10/21 17:39:44,
27,28,1068674084,주식회사월드아이,신영구,분석,23487050,87.828,88.546,0.76100 (100.761),11 2,2024/10/22 13:54:50,
