,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1138636870,주식회사 나우시스템  [최종낙찰],이종한,분석,92287810,88.327,87.528,-0.53071 (99.46929),2 10,2024/11/20 09:00:49,
1,2,1188111452,동화전자산업(주),김종화,분석,92298700,88.337,87.538,-0.51897 (99.48103),2 1,2024/11/20 08:45:57,
2,3,2018603701,소성정보기술 주식회사,김금남,분석,92451228,88.483,87.683,-0.35457 (99.64543),13 4,2024/11/21 08:58:00,
3,4,2078127900,합동전자통신(주),하명용,분석,92488210,88.518,87.718,-0.31471 (99.68529),10 4,2024/11/20 09:26:38,
4,5,1078212647,사단법인 한국장애인미래정책포럼,배영환,분석,92549600,88.577,87.776,-0.24854 (99.75146),1 14,2024/11/20 12:40:55,
5,6,1218140540,영현정보통신(주),김두식,분석,92692681,88.714,87.912,-0.09433 (99.90567),6 1,2024/11/21 09:14:26,
6,7,1048140865,다이아몬드전자(주),이건,분석,92770900,88.789,87.986,-0.01002 (99.98998),11 7,2024/11/20 10:35:24,
7,8,1068194620,(주)합동전자산업,정호원,분석,92797170,88.814,88.011,0.01829 (100.01829),4 7,2024/11/19 10:10:10,
8,9,4468801407,(주)큐엔큐,장나미,분석,92865650,88.88,88.076,0.09210 (100.0921),7 12,2024/11/19 15:08:57,
9,10,1048159651,(주)성우음향정보통신,송민자,분석,92876520,88.89,88.086,0.10382 (100.10382),3 8,2024/11/21 08:16:59,
10,11,1138611622,(주)이담에스티,최명순,분석,92891531,88.904,88.1,0.12000 (100.12),10 4,2024/11/19 11:00:08,
11,12,1108609224,주식회사 두루스코,김옥연,분석,93012953,89.021,88.215,0.25087 (100.25087),1 10,2024/11/21 08:36:43,
12,13,1018138303,주식회사 비엘에스,안홍서,분석,93048924,89.055,88.249,0.28964 (100.28964),11 14,2024/11/21 09:08:33,
13,14,2178125840,(주)에이디엠,정채옥,분석,93050740,89.057,88.251,0.29159 (100.29159),4 13,2024/11/21 09:17:13,
14,15,1128143733,공간미디어(주),김명숙,분석,93055066,89.061,88.255,0.29626 (100.29626),15 14,2024/11/21 07:12:51,
15,16,2148711728,에이에이씨케이(주),주수양,분석,93126500,89.129,88.323,0.37325 (100.37325),14 4,2024/11/20 14:25:14,
16,17,1238175875,주식회사 휴톤,김영상,분석,93223963,89.223,88.415,0.47830 (100.4783),3 7,2024/11/20 07:54:03,
17,18,2308103607,주식회사 디케이앤트,양동국,분석,93299235,89.295,88.487,0.55943 (100.55943),10 6,2024/11/20 13:12:49,
18,19,1048610901,이룸유비쿼터스주식회사,김승규,분석,93302080,89.297,88.489,0.56249 (100.56249),4 11,2024/11/19 16:35:50,
19,20,1108604272,소리콤 주식회사,정재홍,분석,93322870,89.317,88.509,0.58490 (100.5849),1 15,2024/11/21 00:31:49,
20,21,2148844610,(주)제이디솔루션,제영호,분석,93410910,89.402,88.593,0.67979 (100.67979),1 12,2024/11/20 08:59:04,
21,22,6042996444,세일,이종보,분석,93638000,89.619,88.808,0.92455 (100.92455),6 14,2024/11/20 15:45:38,
22,23,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,93743250,89.72,88.908,1.03799 (101.03799),5 3,2024/11/20 08:18:48,
23,24,7418801210,주식회사 한국에이브이산업,이재숙,분석,93837890,89.81,88.998,1.14000 (101.14),9 13,2024/11/20 10:20:44,
24,25,1065089370,성도전자,송무선,분석,93849390,89.821,89.009,1.15239 (101.15239),8 2,2024/11/19 09:53:16,
