,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2158768281,태일정보시스템(주)  [최종낙찰],이미자,분석,21935340,87.754,87.912,-0.63351 (99.36649),14 5,2024/01/23 12:13:21,
1,2,2068165615,(주)아이커머,조상현,분석,21935406,87.755,87.912,-0.63320 (99.3668),7 11,2024/01/22 10:41:39,
2,3,2158197601,주식회사 알파시큐넷,진승화,분석,21936042,87.757,87.915,-0.63030 (99.3697),1 12,2024/01/23 17:35:37,
3,4,2178135988,주식회사 조은정보,조용정,분석,21936239,87.758,87.916,-0.62940 (99.3706),9 2,2024/01/24 09:30:29,
4,5,2066762193,보성통신,문용권,분석,21936430,87.759,87.916,-0.62853 (99.37147),1 2,2024/01/23 10:11:00,
5,6,1148633857,에스엠이엔지(주),이관휴,분석,21936457,87.759,87.917,-0.62840 (99.3716),15 12,2024/01/19 10:36:57,
6,7,1088167041,(주)가디엘,최혜심,분석,21936838,87.761,87.918,-0.62666 (99.37334),6 12,2024/01/23 16:20:56,
7,8,2098124011,(주)주암전기통신,정한석,분석,21937312,87.763,87.92,-0.62450 (99.3755),4 1,2024/01/22 09:37:30,
8,9,3148189882,주식회사 제이케이씨엔에스,이동호,분석,21937380,87.763,87.92,-0.62419 (99.37581),2 14,2024/01/22 09:26:42,
9,10,2708702044,(주)넷원시스템,김두한,분석,21937880,87.765,87.922,-0.62190 (99.3781),15 11,2024/01/24 09:36:22,
10,11,1188109728,득진통신(주),김진섭,분석,21938494,87.768,87.925,-0.61910 (99.3809),1 5,2024/01/22 17:51:37,
11,12,7608700874,주식회사 에스비엠,정한철,분석,21938560,87.768,87.925,-0.61880 (99.3812),2 11,2024/01/24 09:08:10,
12,13,1098162433,광명정보통신 주식회사,김형준,분석,21938630,87.769,87.925,-0.61848 (99.38152),15 3,2024/01/23 14:24:10,
13,14,6848600291,주식회사 제너시스템,이영진,분석,21938820,87.769,87.926,-0.61761 (99.38239),9 6,2024/01/23 09:04:57,
14,15,2041077930,라인월드정보,박선양,분석,21940069,87.775,87.931,-0.61191 (99.38809),7 6,2024/01/22 17:22:45,
15,16,1138159301,삼인제어시스템 주식회사,최민성,분석,21940160,87.775,87.931,-0.61149 (99.38851),6 14,2024/01/23 16:30:24,
16,17,6618702691,(주)대창일렉스,송효양,분석,21940217,87.775,87.932,-0.61123 (99.38877),7 15,2024/01/24 08:49:55,
17,18,1058676906,(주)디엠씨정보,윤성인,분석,21940600,87.777,87.933,-0.60948 (99.39052),14 2,2024/01/19 17:02:00,
18,19,2118850165,해음전기(주),김년봉,분석,21940737,87.778,87.934,-0.60885 (99.39115),3 11,2024/01/24 07:58:22,
19,20,1198635243,(주)다룸정보기술,이혜경,분석,21942100,87.783,87.939,-0.60263 (99.39737),8 14,2024/01/23 19:41:12,
20,21,1138655784,주식회사 유씨큐넷,김경,분석,21942258,87.784,87.94,-0.60191 (99.39809),6 2,2024/01/22 09:40:23,
21,22,1098166803,(주)아이앤씨파트너스,곽준철,분석,21942499,87.785,87.941,-0.60081 (99.39919),6 10,2024/01/22 09:42:33,
22,23,1128148285,(주)백제이앤씨,손흥도,분석,21943320,87.789,87.944,-0.59706 (99.40294),1 13,2024/01/22 07:37:01,
23,24,1068684748,주식회사고도기술,고동현,분석,21943569,87.79,87.945,-0.59592 (99.40408),5 3,2024/01/21 10:28:35,
24,25,2648127825,주식회사 제이원아이티시스템,이준호,분석,21943630,87.79,87.945,-0.59564 (99.40436),6 7,2024/01/23 17:43:49,
25,26,1048157783,(주)서울정보컴,고응준,분석,21943970,87.791,87.947,-0.59409 (99.40591),9 2,2024/01/22 10:00:00,
26,27,8128800740,주식회사 대일시스템,이승일,분석,21944266,87.793,87.948,-0.59274 (99.40726),13 12,2024/01/22 13:40:05,
