,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,7048701285,주식회사 하랑에스아이,김호중,분석,57879420,87.745,87.927,-0.12820 (99.8718),,2024/10/25 15:12:16,
1,2,8038600460,주식회사 파르이앤씨,김종훈,분석,57880890,87.747,87.929,-0.12566 (99.87434),,2024/10/30 08:44:17,
2,3,1188109975,(주)부광네트워크,박경진,분석,57882250,87.75,87.931,-0.12330 (99.8767),,2024/10/25 10:49:55,
3,4,8568800361,주식회사 우선기술,정우영,분석,57884587,87.753,87.935,-0.11925 (99.88075),,2024/10/29 09:52:33,
4,5,2148639466,(주)동방데이타테크놀러지,원덕숙,분석,57885080,87.754,87.936,-0.11840 (99.8816),,2024/10/25 10:03:01,
5,6,1098145720,주식회사 영원텔레콤,김재성,분석,57885710,87.755,87.937,-0.11731 (99.88269),,2024/10/28 14:11:59,
6,7,1198178757,주식회사우신아이앤씨,이화세,분석,57885777,87.755,87.937,-0.11719 (99.88281),,2024/10/29 15:48:56,
7,8,1088196885,주식회사글로벌정보통신,양진이,분석,57887910,87.758,87.94,-0.11350 (99.8865),,2024/10/25 15:08:21,
8,9,2618126604,주식회사 래오시스,윤경,분석,57888080,87.759,87.94,-0.11321 (99.88679),,2024/10/25 18:10:19,
9,10,1068604157,주식회사 넥시스정보,오세후,분석,57888610,87.759,87.941,-0.11229 (99.88771),,2024/10/28 16:01:31,
10,11,1170233690,화진정보통신,김병철,분석,57889584,87.761,87.943,-0.11060 (99.8894),,2024/10/29 15:28:12,
11,12,1068641638,(주)매트릭스미디어,김진성,분석,57890280,87.762,87.944,-0.10940 (99.8906),,2024/10/29 10:46:31,
12,13,2208719934,주식회사 지제이전기통신,김진수,분석,57892182,87.765,87.947,-0.10610 (99.8939),,2024/10/29 10:28:24,
13,14,1078163703,아이티에스엔지니어링 주식회사,김정구,분석,57892587,87.766,87.947,-0.10540 (99.8946),,2024/10/29 09:33:20,
14,15,2158168163,블루엔이(주),정홍채,분석,57896510,87.772,87.953,-0.09861 (99.90139),,2024/10/28 10:28:41,
15,16,2148854189,(주)태원전기,김응식,분석,57898189,87.774,87.956,-0.09570 (99.9043),,2024/10/28 14:22:41,
16,17,2170366237,염광통신공사,기홍용,분석,57898650,87.775,87.956,-0.09491 (99.90509),,2024/10/25 17:19:44,
17,18,1078824918,주식회사 칸정보기술,정상훈,분석,57900210,87.777,87.959,-0.09221 (99.90779),,2024/10/29 10:19:45,
18,19,2208626821,한성씨앤엔(주),박철호,분석,57901500,87.78,87.961,-0.08997 (99.91003),,2024/10/25 10:14:37,
19,20,1088607693,(주)가온데이터,이태재,분석,57901770,87.78,87.961,-0.08950 (99.9105),,2024/10/28 23:32:44,
