,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2178113330,(주)오성에스이엠,오성표,분석,466819970,75.0,87.751,87.528,-1.11980 (98.8802),1 3,2024/12/03 09:52:22,
1,2,1138677788,(주)제이에스지테크,박혜경,분석,466835880,75.2,87.755,87.531,-1.11641 (98.88359),2 13,2024/11/29 14:09:50,
2,3,5208801248,주식회사 해주정보통신,임나영,분석,466844304,75.2,87.756,87.533,-1.11461 (98.88539),14 6,2024/12/02 08:56:52,
3,4,1128118909,(주)한일종합산업,박응석,분석,466860220,75.2,87.759,87.536,-1.11120 (98.8888),2 5,2024/11/28 15:16:40,
4,5,2048140753,(주)청효이씨이,이범석,분석,466901865,75.4,87.768,87.543,-1.10231 (98.89769),9 6,2024/11/28 16:23:36,
5,6,2138198870,주식회사 근우,김재진,분석,466910711,75.4,87.77,87.545,-1.10041 (98.89959),9 12,2024/12/02 09:14:09,
6,7,1088607693,(주)가온데이터,이태재,분석,466960830,75.6,87.78,87.554,-1.08971 (98.91029),13 9,2024/12/02 22:29:02,
7,8,2108165652,키코아이비에스주식회사,공재근,분석,466966446,75.6,87.781,87.555,-1.08850 (98.9115),10 13,2024/11/28 14:10:00,
8,9,2158669639,(주)한정원,이수환,분석,466968790,75.6,87.781,87.556,-1.08800 (98.912),8 6,2024/11/29 17:14:57,
9,10,7128702247,주식회사 파인네트웍스,김미정,분석,466987973,75.8,87.785,87.559,-1.08390 (98.9161),12 6,2024/11/28 13:24:40,
10,11,1018178116,(주)오경컴텍,김종근,분석,466999205,75.8,87.788,87.562,-1.08150 (98.9185),15 5,2024/12/02 10:08:19,
11,12,4768602548,주식회사드림전자피에이,박미영,분석,467036175,76.0,87.795,87.569,-1.07360 (98.9264),10 6,2024/11/29 08:51:38,
