,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1138680513,주식회사연수이앤씨,조운호,분석,106941233,88.034,87.706,-0.32770 (99.6723),5 14,2024/12/11 16:49:02,
1,2,1138146387,(주)대산시스템,김명숙,분석,107004428,88.086,87.758,-0.26881 (99.73119),5 12,2024/12/11 14:49:55,
2,3,1168111572,남성기전(주),최전남,분석,107041130,88.117,87.788,-0.23460 (99.7654),6 3,2024/12/10 10:12:37,
3,4,2118138895,주식회사 나라컨트롤,문찬혁,분석,107250000,88.289,87.959,-0.03993 (99.96007),8 9,2024/12/11 13:39:03,
4,5,2068666263,세움기술 주식회사,주익중,분석,107283176,88.316,87.987,-0.00900 (99.991),9 10,2024/12/11 17:40:48,
5,6,2108124739,(주)한성기술개발,서창식,분석,107290060,88.322,87.992,-0.00259 (99.99741),7 2,2024/12/12 00:14:53,
6,7,2198114499,(주)이레에너지테크,강래원,분석,107468600,88.469,88.139,0.16382 (100.16382),7 15,2024/12/12 09:11:48,
7,8,1108175113,이에스콘트롤스 (주),김영준,분석,107485959,88.483,88.153,0.18000 (100.18),4 1,2024/12/11 09:27:16,
8,9,1138111990,한경기전(주),박태용,분석,107529948,88.519,88.189,0.22099 (100.22099),10 12,2024/12/11 08:47:33,
9,10,1198128733,바스코리아 주식회사,백강철,분석,107559000,88.543,88.213,0.24807 (100.24807),12 6,2024/12/11 15:22:30,
10,11,2068632744,주식회사 서원엠이씨,최지호,분석,107594539,88.572,88.242,0.28120 (100.2812),15 10,2024/12/10 14:52:35,
11,12,1078724454,정일씨엔아이(주),유지봉,분석,107609000,88.584,88.254,0.29467 (100.29467),7 15,2024/12/12 09:08:40,
12,13,2208165402,서전엔지니어링(주),유경하,분석,107654100,88.621,88.291,0.33671 (100.33671),13 11,2024/12/10 18:25:55,
13,14,1078757203,주식회사 비에스파워,정병섭,분석,107661410,88.627,88.297,0.34352 (100.34352),1 3,2024/12/10 10:51:30,
14,15,2118640396,주식회사 선진콘트롤 엔 엑세스,신종수,분석,107832000,88.768,88.437,0.50252 (100.50252),9 3,2024/12/10 15:18:27,
15,16,2148619081,주식회사 유신테크,김용근,분석,107913306,88.835,88.503,0.57830 (100.5783),4 11,2024/12/10 10:16:50,
16,17,2208658565,주식회사 주인정보시스템,김근호,분석,108118986,89.004,88.672,0.76999 (100.76999),1 11,2024/12/10 17:43:42,
17,-1,1188117437,탑인더스트리(주),최정현,분석,106876300,87.981,87.653,-0.38822 (99.61178),12 11,2024/12/12 08:57:26,낙찰하한선 미달
18,-2,1138131356,중원기전(주),김창중,분석,106665060,87.807,87.48,-0.58511 (99.41489),2 10,2024/12/11 09:23:42,낙찰하한선 미달
19,-3,1058167417,(주)금정엔지니어링,구본신,분석,106294790,87.502,87.176,-0.93021 (99.06979),9 10,2024/12/10 17:43:33,낙찰하한선 미달
20,-4,2118193336,(주)국제비엠에스,윤도선,분석,105932819,87.204,86.879,-1.26758 (98.73242),9 8,2024/12/10 15:35:12,낙찰하한선 미달
