,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1428136631,주식회사 만사시스템  [최종낙찰],조호진,분석,21211380,87.748,87.813,-0.58746 (99.41254),10 9,2024/08/01 11:16:37,
1,2,2198114499,(주)이레에너지테크,강래원,분석,21211600,87.749,87.814,-0.58642 (99.41358),15 3,2024/08/05 10:31:49,
2,3,1088193869,(주)동명텔레콤,김경은,분석,21211840,87.75,87.815,-0.58529 (99.41471),12 9,2024/08/01 14:26:34,
3,4,1108174749,유프로시스(주),김종본,분석,21212900,87.754,87.82,-0.58029 (99.41971),12 3,2024/08/02 10:33:34,
4,5,1488100811,주식회사 세명테크,박정필,분석,21213471,87.757,87.822,-0.57760 (99.4224),1 8,2024/08/06 09:45:42,
5,6,6458700672,주식회사 비앤아이테크,김혜용,분석,21213640,87.758,87.823,-0.57680 (99.4232),3 15,2024/08/02 15:27:05,
6,7,1098166803,(주)아이앤씨파트너스,곽준철,분석,21213700,87.758,87.823,-0.57652 (99.42348),9 2,2024/08/06 08:43:48,
7,8,1078738017,(주)애린테크,박을순,분석,21214296,87.761,87.825,-0.57370 (99.4263),15 12,2024/08/06 09:49:03,
8,9,1068631595,솔라윈시스템(주),허성미,분석,21214339,87.761,87.826,-0.57350 (99.4265),13 11,2024/08/05 12:19:31,
9,10,1138618417,(주)씨에스플러스,장준영,분석,21214480,87.761,87.826,-0.57284 (99.42716),7 8,2024/08/05 08:15:13,
10,11,2048129194,위성이앤씨(주),이양숙,분석,21214762,87.763,87.827,-0.57151 (99.42849),10 7,2024/08/05 16:55:07,
11,12,7318701273,주식회사 아이티오티넷,오우진,분석,21215020,87.764,87.828,-0.57029 (99.42971),14 2,2024/08/05 13:23:19,
12,13,2178600844,주식회사 이상시스템,이인석,분석,21215653,87.767,87.831,-0.56730 (99.4327),11 12,2024/08/05 13:32:22,
13,14,5498100727,주식회사 뉴엣지,이현아,분석,21216080,87.768,87.833,-0.56529 (99.43471),14 3,2024/08/05 08:37:07,
14,15,1298137942,주식회사 자이온티앤에스,예용기,분석,21216521,87.77,87.835,-0.56321 (99.43679),2 9,2024/08/05 09:23:56,
15,16,1198195493,주식회사 인텍하우징,심인석,분석,21216522,87.77,87.835,-0.56320 (99.4368),5 10,2024/08/06 09:34:13,
16,17,1138604679,(주) 투데이게이트,김익훈,분석,21216557,87.77,87.835,-0.56304 (99.43696),1 13,2024/08/02 10:27:59,
17,18,3518703056,(주)다올정보통신,조민경,분석,21216650,87.771,87.835,-0.56260 (99.4374),11 10,2024/08/05 14:33:13,
18,19,1178110353,(주)한강기전,유원희,분석,21217140,87.773,87.837,-0.56029 (99.43971),1 3,2024/08/02 08:56:43,
19,20,2618126604,주식회사 래오시스,윤경,분석,21218200,87.778,87.842,-0.55528 (99.44472),14 2,2024/08/01 20:00:33,
20,21,2148180640,(주)남인정보통신,김남호,분석,21218812,87.78,87.844,-0.55240 (99.4476),13 14,2024/08/02 15:47:25,
21,22,1041890207,삼정정보통신,이순봉,분석,21218920,87.781,87.845,-0.55189 (99.44811),4 13,2024/08/01 17:15:13,
22,23,1138165967,주식회사 다솔이앤씨,김선경,분석,21219260,87.782,87.846,-0.55028 (99.44972),9 10,2024/08/05 00:02:56,
23,24,2208104161,대신정보기술 주식회사,이광호,분석,21219800,87.785,87.848,-0.54774 (99.45226),7 4,2024/08/05 17:22:48,
24,25,1188105192,(주)효원엔지니어링,진재권,분석,21219935,87.785,87.849,-0.54710 (99.4529),1 12,2024/08/05 09:01:59,
25,26,2037683508,우리통신네트워크,김만수,분석,21220000,87.786,87.849,-0.54679 (99.45321),13 12,2024/08/05 07:51:43,
26,27,1928702481,주식회사 크랜베리,이은혜,분석,21220320,87.787,87.85,-0.54528 (99.45472),9 12,2024/08/01 14:27:40,
27,28,1198664224,포스텍네트웍스 주식회사,김권일,분석,21220627,87.788,87.852,-0.54383 (99.45617),13 12,2024/08/05 17:46:29,
28,29,4158157174,주식회사 킴스프로젝트,김대원,분석,21220930,87.79,87.853,-0.54240 (99.4576),12 4,2024/08/05 10:32:25,
29,30,8268102035,주식회사 더블유엔에스,박현준,분석,21221000,87.79,87.853,-0.54207 (99.45793),2 12,2024/08/01 10:09:59,
30,31,2148734283,(주)뉴넷정보기술,김종원,분석,21221071,87.79,87.853,-0.54174 (99.45826),9 4,2024/08/02 10:09:16,
31,32,1078682044,명승파워넷 주식회사,공건식,분석,21221370,87.792,87.855,-0.54033 (99.45967),5 11,2024/08/02 10:57:58,
32,33,2030130565,이수정보통신,이한수,분석,21221778,87.793,87.856,-0.53840 (99.4616),8 4,2024/08/02 14:48:41,
33,34,1078640952,(주)바비젼,이주일,분석,21222032,87.794,87.857,-0.53720 (99.4628),7 6,2024/08/05 09:30:41,
34,35,2148607396,주식회사 폴라리스에이아이,지준경,분석,21222430,87.796,87.859,-0.53533 (99.46467),1 11,2024/08/06 09:27:42,
35,36,1138185890,(주)두손씨에스티,최수경,분석,21222580,87.797,87.86,-0.53462 (99.46538),8 1,2024/08/06 09:18:25,
36,37,1048643227,(주)제이더블유씨네트웍스,이동원,분석,21222920,87.798,87.861,-0.53301 (99.46699),4 8,2024/08/02 14:02:46,
37,38,1058795818,주식회사 티엠미디어,박용호,분석,21223155,87.799,87.862,-0.53191 (99.46809),3 8,2024/08/05 08:21:48,
38,39,1298155066,일조텔레콤(주),김문섭,분석,21223490,87.801,87.863,-0.53033 (99.46967),11 12,2024/08/05 15:42:28,
39,40,6378801279,주식회사정암정보통신,조강수,분석,21223520,87.801,87.864,-0.53018 (99.46982),6 15,2024/08/06 07:28:35,
40,41,1180673427,한마음정보시스템,정인숙,분석,21224854,87.807,87.869,-0.52389 (99.47611),9 12,2024/08/01 14:36:33,
41,42,5068118803,뉴아이텍(주),오경식,분석,21225587,87.81,87.872,-0.52043 (99.47957),13 14,2024/08/02 09:37:46,
42,43,2148886584,주식회사 수민텔레콤,이상민,분석,21225610,87.81,87.872,-0.52032 (99.47968),13 6,2024/08/02 10:06:47,
43,44,1118126196,(주)광성통신,김성철,분석,21226641,87.815,87.877,-0.51546 (99.48454),2 9,2024/08/05 13:26:23,
44,44,3188601020,주식회사 프레이,조성준,분석,21226641,87.815,87.877,-0.51546 (99.48454),11 12,2024/08/02 17:04:31,
45,46,1188115778,대신통신기술(주),김지영,분석,21226670,87.815,87.877,-0.51532 (99.48468),5 11,2024/08/02 16:56:25,
46,47,2188114856,서교정보통신(주),김기설,분석,21226758,87.815,87.877,-0.51491 (99.48509),8 11,2024/08/05 22:15:50,
47,48,2208895263,주식회사 필립이엔씨,임혜란,분석,21227247,87.817,87.879,-0.51260 (99.4874),1 7,2024/08/02 10:37:26,
48,49,1168137418,두레옵트로닉스 주식회사,최수현,분석,21227730,87.819,87.881,-0.51032 (99.48968),15 11,2024/08/02 14:53:04,
49,50,2138198870,주식회사 근우,김재진,분석,21227844,87.82,87.881,-0.50978 (99.49022),11 15,2024/08/02 11:29:46,
0,51,1088165228,(주)콤텍피엔씨,송기영,분석,21228790,87.824,87.885,-0.50532 (99.49468),1 9,2024/08/06 09:12:37,
1,52,1138135425,(주)뉴넷팝,이경택,분석,21228899,87.824,87.886,-0.50481 (99.49519),3 2,2024/08/04 22:49:43,
2,53,1198141207,(주)텍센,권유찬,분석,21229450,87.827,87.888,-0.50221 (99.49779),4 1,2024/08/06 08:31:19,
3,54,1048142446,주식회사 디에스 이앤티,양종만,분석,21229520,87.827,87.888,-0.50188 (99.49812),5 4,2024/08/05 09:23:00,
4,55,4178600013,블랙썬 주식회사,이희부,분석,21229620,87.828,87.889,-0.50140 (99.4986),2 14,2024/08/05 20:34:16,
5,56,1208760415,주식회사 타이드,조경종,분석,21229850,87.829,87.89,-0.50032 (99.49968),7 10,2024/08/05 17:16:02,
6,57,1068681756,주식회사 융창,이재진,분석,21229900,87.829,87.89,-0.50008 (99.49992),11 3,2024/08/02 14:14:44,
7,58,1178188899,주식회사 시큐렉스,최영희,분석,21229939,87.829,87.89,-0.49990 (99.5001),13 9,2024/08/06 08:55:11,
8,59,1078140904,대월기전(주),김승연,분석,21230800,87.833,87.894,-0.49584 (99.50416),9 14,2024/08/05 09:21:38,
9,60,1198693490,주식회사 자이온아이티에스,김훈,분석,21231360,87.835,87.896,-0.49319 (99.50681),6 2,2024/08/05 10:07:45,
10,61,1118101759,신원전설(주),심한섭,분석,21231510,87.836,87.897,-0.49249 (99.50751),8 5,2024/08/05 08:59:02,
11,62,2048189682,세왕전력(주),안성호,분석,21231931,87.838,87.898,-0.49050 (99.5095),13 4,2024/08/06 09:50:15,
12,63,2128608050,(주)엔큐컨설팅,유관우,분석,21232420,87.84,87.9,-0.48819 (99.51181),15 6,2024/08/06 04:42:02,
13,64,8038600460,주식회사 파르이앤씨,김종훈,분석,21233430,87.844,87.905,-0.48343 (99.51657),13 15,2024/08/06 08:28:33,
14,65,2068165615,(주)아이커머,조상현,분석,21234325,87.848,87.908,-0.47920 (99.5208),12 1,2024/08/05 09:12:03,
15,66,1198687872,주식회사 스타버킷,김영섭,분석,21234540,87.849,87.909,-0.47819 (99.52181),10 4,2024/08/01 14:07:51,
16,67,1078723926,한빛디엔에스(주),이현화,분석,21235380,87.853,87.913,-0.47423 (99.52577),9 5,2024/08/01 13:47:06,
17,68,1048157783,(주)서울정보컴,고응준,분석,21235600,87.854,87.914,-0.47319 (99.52681),14 1,2024/08/01 18:44:08,
18,69,2208144955,드림라인 주식회사,유지창,분석,21235870,87.855,87.915,-0.47191 (99.52809),6 11,2024/08/05 09:51:34,
19,70,4168128895,(주)비아이씨스템,방인식,분석,21236230,87.857,87.916,-0.47022 (99.52978),5 10,2024/08/02 16:47:55,
20,71,2038164825,(주)스피드정보통신,선의석,분석,21236300,87.857,87.917,-0.46989 (99.53011),6 3,2024/08/02 13:43:36,
21,72,6338200301,사단법인 행복일자리운동본부,정덕환,분석,21236636,87.858,87.918,-0.46830 (99.5317),5 4,2024/08/01 09:26:48,
22,73,1058167417,(주)금정엔지니어링,구본신,분석,21237290,87.861,87.921,-0.46522 (99.53478),14 1,2024/08/02 16:30:49,
23,74,1198148947,주식회사 광성기전,김성원,분석,21237560,87.862,87.922,-0.46394 (99.53606),1 12,2024/08/05 12:30:27,
24,75,2148661411,(주)엘리시스,이시정,분석,21237720,87.863,87.922,-0.46319 (99.53681),5 1,2024/08/05 08:56:05,
25,76,3728800295,주식회사 좋은통신,박창우,분석,21237820,87.863,87.923,-0.46271 (99.53729),12 5,2024/08/01 10:51:01,
26,77,1078749469,주식회사 에이엠네트웍스,서정희,분석,21238220,87.865,87.924,-0.46083 (99.53917),4 10,2024/08/05 09:23:09,
27,78,1108175622,동해아이앤티(주),이기봉,분석,21238700,87.867,87.926,-0.45856 (99.54144),8 9,2024/08/02 10:43:15,
