,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,4538100144,주식회사 파란아이티  [최종낙찰],성기빈,분석,121309680,88.249,87.542,-0.51400 (99.486),10 12,2024/06/11 09:46:21,
1,2,2018603701,소성정보기술 주식회사,김금남,분석,121498543,88.386,87.678,-0.35912 (99.64088),10 1,2024/06/11 09:06:56,
2,3,1048159651,(주)성우음향정보통신,송민자,분석,121500875,88.388,87.68,-0.35720 (99.6428),12 10,2024/06/11 08:25:32,
3,4,1138655988,쿨사인주식회사,조문석,분석,121875400,88.661,87.95,-0.05006 (99.94994),9 13,2024/06/10 14:03:19,
4,5,1048140865,다이아몬드전자(주),이건,분석,121937500,88.706,87.995,0.00087 (100.00087),4 9,2024/06/07 12:05:40,
5,6,1058767156,주식회사 케이엘에스티,이후은,분석,122238834,88.925,88.213,0.24800 (100.248),6 4,2024/06/10 17:15:41,
6,7,1188108054,대한신호(주),안지수,분석,122329066,88.991,88.278,0.32199 (100.32199),10 6,2024/06/10 12:25:45,
7,8,1148182595,주식회사 싸인텔레콤,박영기,분석,122563190,89.161,88.447,0.51400 (100.514),12 14,2024/06/11 09:15:56,
8,9,1218140540,영현정보통신(주),김두식,분석,122984035,89.467,88.75,0.85913 (100.85913),3 7,2024/06/11 09:07:33,
9,10,1058153698,진우에이티에스 주식회사,정진태,분석,123227495,89.644,88.926,1.05880 (101.0588),14 1,2024/06/10 17:17:05,
10,11,1298126260,현대아이티에스전자(주),정영자,분석,125484217,91.286,90.555,2.90953 (102.90953),14 9,2024/06/11 07:46:22,
