,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1168135502,(주)비엠더코리아,구자혁,분석,268068399.0,86.745,86.275,-0.54170 (99.4583),2 13,2024/12/05 03:00:00,
1,2,1088188385,주식회사 오메카,오정은,분석,268178097.0,86.781,86.31,-0.50100 (99.499),4 12,2024/12/03 10:25:10,
2,3,1078635181,티에스라인시스템 주식회사,최국현,분석,268293398.0,86.818,86.347,-0.45823 (99.54177),1 12,2024/12/05 07:55:10,
3,4,1288641996,해용정보통신주식회사,백다리아,분석,268319758.0,86.827,86.355,-0.44845 (99.55155),1 3,2024/12/05 09:31:55,
4,5,1048159651,(주)성우음향정보통신,송민자,분석,268704486.0,86.951,86.479,-0.30570 (99.6943),12 8,2024/12/04 17:17:20,
5,6,1278650643,이터널 주식회사,임종규,분석,268839790.0,86.995,86.523,-0.25550 (99.7445),10 8,2024/12/03 16:22:00,
6,7,1138185890,(주)두손씨에스티,최수경,분석,268950000.0,87.03,86.558,-0.21461 (99.78539),14 3,2024/12/03 16:04:21,
7,8,1308678555,주식회사 에스앤티,강중구,분석,268950210.0,87.031,86.558,-0.21454 (99.78546),10 13,2024/12/04 10:25:45,
8,9,4658102956,주식회사 이더넷,양희연,분석,269029820.0,87.056,86.584,-0.18500 (99.815),6 5,2024/12/05 08:43:58,
9,10,2368702137,주식회사 디에스정보기술,전광수,분석,269087210.0,87.075,86.602,-0.16371 (99.83629),12 6,2024/12/03 17:48:24,
10,11,1328182574,다산정보통신(주),구성철,분석,269114160.0,87.084,86.611,-0.15371 (99.84629),12 5,2024/12/04 09:47:42,
11,12,1328131639,(주)동보안전,장동엽,분석,269639450.0,87.254,86.78,0.04118 (100.04118),6 4,2024/12/03 17:03:54,
12,13,2148798098,주식회사 에이스뷰,김종오,분석,269779630.0,87.299,86.825,0.09319 (100.09319),3 13,2024/12/03 10:21:27,
13,14,1298683650,주식회사 옵티멀,김종욱,분석,269843783.0,87.32,86.846,0.11700 (100.117),10 13,2024/12/03 15:40:09,
14,15,2168701696,주식회사 투비콤,유수정,분석,269886745.0,87.334,86.86,0.13293 (100.13293),10 1,2024/12/04 10:07:05,
15,16,1138653369,(주)제이앤비이노베이션,오명숙,분석,269950000.0,87.354,86.88,0.15640 (100.1564),9 3,2024/12/03 14:08:21,
16,17,3918601817,다알시스 주식회사,최윤호,분석,270087119.0,87.398,86.924,0.20728 (100.20728),9 4,2024/12/03 13:38:10,
17,18,1138604679,(주) 투데이게이트,김익훈,분석,270553800.0,87.549,87.075,0.38042 (100.38042),3 1,2024/12/03 17:04:34,
18,19,1238129269,대신네트웍스 주식회사,김진태,분석,270571169.0,87.555,87.08,0.38687 (100.38687),4 15,2024/12/03 10:30:04,
19,20,1238187726,(주)인컴에스엔,강인식,분석,270639970.0,87.577,87.102,0.41240 (100.4124),1 13,2024/12/03 10:15:17,
20,21,1198602494,(주) 네오인아이텍,이경미,분석,270740000.0,87.61,87.134,0.44951 (100.44951),10 11,2024/12/03 14:36:02,
21,22,1418116705,주식회사 동일이엔지,이동식,분석,270747243.0,87.612,87.137,0.45220 (100.4522),7 1,2024/12/04 13:40:14,
22,23,1088154468,(주)이젠정보통신,이동필,분석,270766000.0,87.618,87.143,0.45915 (100.45915),3 7,2024/12/03 16:25:19,
23,24,4918801315,주식회사 혜성테크윈,우윤학,분석,270963880.0,87.682,87.206,0.53257 (100.53257),9 12,2024/12/03 15:55:12,
24,25,1068178635,(주)지아이테크놀러지,홍영우,분석,271054110.0,87.711,87.236,0.56605 (100.56605),15 5,2024/12/03 14:01:55,
