,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2118611270,(주)에센텍,최현창,분석,67682420,87.753,87.228,-0.75161 (99.24839),,2024/03/25 10:09:32,
1,2,7218601565,주식회사 라인전기,이호동,분석,67682490,87.753,87.228,-0.75150 (99.2485),,2024/03/26 16:11:01,
2,3,1058649262,주식회사 노하우전기통신,임창배,분석,67683800,87.754,87.23,-0.74958 (99.25042),,2024/03/22 11:30:05,
3,4,2208104161,대신정보기술 주식회사,이광호,분석,67684200,87.755,87.23,-0.74899 (99.25101),,2024/03/26 15:27:38,
4,5,2208727579,주식회사 벡트,유창수,분석,67686166,87.758,87.233,-0.74610 (99.2539),,2024/03/27 09:35:56,
5,6,2030130565,이수정보통신,이한수,분석,67691339,87.764,87.239,-0.73851 (99.26149),,2024/03/26 11:16:45,
6,7,2018162836,(주)선전력시스템,임철학,분석,67692089,87.765,87.24,-0.73740 (99.2626),,2024/03/23 16:23:05,
7,8,6188134896,주식회사 동신정보통신,임춘섭,분석,67693170,87.767,87.242,-0.73582 (99.26418),,2024/03/26 09:51:58,
8,9,5338700141,주식회사 인프라엔이,정우진,분석,67693382,87.767,87.242,-0.73550 (99.2645),,2024/03/25 03:17:36,
9,10,1108130339,(주)기양상사,조효진,분석,67694150,87.768,87.243,-0.73438 (99.26562),,2024/03/26 10:19:51,
10,11,4048800118,주식회사 앙츠,박창진,분석,67694670,87.769,87.244,-0.73361 (99.26639),,2024/03/24 19:13:52,
11,12,1078763383,주식회사 아이티블럭,배경원,분석,67697059,87.772,87.247,-0.73010 (99.2699),,2024/03/25 15:38:12,
12,13,1191119997,대흥전기통신공사,고미영,분석,67699305,87.775,87.25,-0.72680 (99.2732),,2024/03/26 09:16:59,
13,14,1108190166,(주)페타네트워크,강인희,분석,67700735,87.777,87.251,-0.72470 (99.2753),,2024/03/26 17:09:13,
14,15,3138602835,(주)테이아인포,장인혁,분석,67700974,87.777,87.252,-0.72435 (99.27565),,2024/03/20 13:19:52,
15,16,4468801407,(주)큐엔큐,장나미,분석,67707130,87.785,87.26,-0.71531 (99.28469),,2024/03/25 14:06:35,
16,17,2048642168,(주)비케이정보시스템,이용섭,분석,67709994,87.789,87.263,-0.71110 (99.2889),,2024/03/26 10:59:31,
17,18,1088155278,금하개발(주),김명준,분석,67711629,87.791,87.265,-0.70870 (99.2913),,2024/03/26 17:44:10,
18,19,5878600398,주식회사 엑사엔시스,나정환,분석,67715100,87.796,87.27,-0.70361 (99.29639),,2024/03/22 07:40:52,
19,20,2041077930,라인월드정보,박선양,분석,67715168,87.796,87.27,-0.70351 (99.29649),,2024/03/25 10:56:23,
20,21,2148752224,(주)아이젠시스템즈,안상용,분석,67715500,87.796,87.27,-0.70302 (99.29698),,2024/03/25 15:29:51,
21,22,1068669669,(주)일광통신,이병일,분석,67715700,87.796,87.271,-0.70272 (99.29728),,2024/03/25 07:40:56,
22,23,3058138619,(주)사이버텔브릿지,남백산,분석,67716565,87.797,87.272,-0.70145 (99.29855),,2024/03/20 10:11:07,
23,24,3628700817,씨큐리티 주식회사,공승길,분석,67718301,87.8,87.274,-0.69890 (99.3011),,2024/03/26 09:57:03,
24,25,1068641638,(주)매트릭스미디어,김진성,분석,67718780,87.8,87.275,-0.69820 (99.3018),,2024/03/26 09:34:26,
25,26,1108174749,유프로시스(주),김종본,분석,67720000,87.802,87.276,-0.69641 (99.30359),,2024/03/25 11:17:06,
26,27,2018643926,두전네트웍스 주식회사,김병현,분석,67726670,87.811,87.285,-0.68661 (99.31339),,2024/03/25 15:08:40,
27,28,2068153517,뉴텔레콤(주),김을선,분석,67727280,87.812,87.286,-0.68572 (99.31428),,2024/03/26 09:05:56,
28,29,8608100283,주식회사 테크인스,전재현,분석,67728030,87.813,87.287,-0.68461 (99.31539),,2024/03/25 15:35:14,
29,30,5518600929,주식회사마글론이에프씨,김광석,분석,67732190,87.818,87.292,-0.67850 (99.3215),,2024/03/26 08:46:39,
30,31,1078756640,주식회사 링크씨앤아이,김대훈,분석,67733074,87.819,87.293,-0.67721 (99.32279),,2024/03/25 18:06:53,
31,32,1138135425,(주)뉴넷팝,이경택,분석,67733551,87.82,87.294,-0.67650 (99.3235),,2024/03/25 11:07:27,
32,33,1128152149,(주)일신티에이치이,이상운,분석,67737023,87.824,87.298,-0.67141 (99.32859),,2024/03/25 09:02:56,
33,34,1078165206,앤아이에스(주),정성호,분석,67737977,87.826,87.299,-0.67000 (99.33),,2024/03/25 17:59:51,
34,35,1198670032,주식회사 엠디에스모빌리티,김재욱,분석,67738500,87.826,87.3,-0.66924 (99.33076),,2024/03/25 09:07:13,
35,36,2158615337,(주)아이링크시스템,오치성,분석,67738997,87.827,87.301,-0.66851 (99.33149),,2024/03/25 10:19:22,
