,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,2038164674,주식회사 컴버스테크  [최종낙찰],이돈원,분석,106427516.0,84.25,84.87,0.74239 (100.74239),8 10,2024/04/26 09:09:51,
1,2,2078147814,(주)대호엔지니어링,윤용상,분석,106519000.0,84.323,84.943,0.82898 (100.82898),6 1,2024/04/25 14:19:09,
2,3,6042996444,세일,이종보,분석,106520000.0,84.323,84.944,0.82993 (100.82993),11 15,2024/04/25 16:19:47,
3,4,7098602638,주식회사 시그널아이씨티,강민희,분석,106577856.0,84.369,84.99,0.88470 (100.8847),5 1,2024/04/25 22:44:33,
4,5,2308103607,주식회사 디케이앤트,양동국,분석,106600346.0,84.387,85.008,0.90598 (100.90598),14 4,2024/04/24 16:29:15,
5,6,5298100062,주식회사 알에프코리아,신현성,분석,106600655.0,84.387,85.008,0.90628 (100.90628),7 14,2024/04/25 09:31:37,
6,7,1198123174,주식회사 도래정보시스템,이은숙,분석,106633423.0,84.413,85.034,0.93729 (100.93729),6 5,2024/04/25 09:33:08,
7,8,1048159651,(주)성우음향정보통신,송민자,분석,106727940.0,84.488,85.11,1.02676 (101.02676),2 5,2024/04/26 07:50:32,
8,9,2178121937,부광이앤씨 주식회사,정동국,분석,106740934.0,84.498,85.12,1.03906 (101.03906),10 3,2024/04/25 20:02:09,
9,10,1088179663,주식회사 시큐뱅크,심재춘,분석,106811620.0,84.554,85.176,1.10597 (101.10597),12 4,2024/04/25 15:31:33,
10,11,3858102024,주식회사이츠유,강수일,분석,106912364.0,84.634,85.257,1.20133 (101.20133),13 7,2024/04/24 17:28:16,
11,12,8162701527,이화사,조담희,분석,107189960.0,84.854,85.478,1.46410 (101.4641),2 10,2024/04/26 06:28:49,
12,13,2118668579,(주)아이정보기술,이훈희,분석,107880436.0,85.4,86.029,2.11769 (102.11769),2 12,2024/04/24 17:15:54,
13,14,1098651964,셀코정보기술 주식회사,권영용,분석,110562140.0,87.523,88.167,4.65615 (104.65615),8 15,2024/04/25 16:33:36,
14,15,1078677070,씨지에스아이티(주),최규식,분석,123499000.0,97.764,98.484,16.90195 (116.90195),9 8,2024/04/24 18:35:05,
15,16,5658802615,주식회사 헤이치 인 헤이치(H in H),허희은,분석,125400000.0,99.269,100.0,18.70140 (118.7014),7 1,2024/04/26 07:57:27,
16,-1,1178169252,엠에스온(주),이경미,분석,106400059.0,84.228,84.848,0.71640 (100.7164),7 6,2024/04/25 11:34:36,낙찰하한선 미달
17,-2,1051830385,명진사,허은희,분석,106312860.0,84.159,84.778,0.63385 (100.63385),6 10,2024/04/25 23:34:16,낙찰하한선 미달
