,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,6768601611,주식회사 루트웰,노덕권,분석,128351500,87.747,88.323,0.65913 (100.65913),,2024/03/12 10:24:33,1순위
1,2,1088192652,(주)라인테크,한금순,분석,128365100,87.756,88.332,0.66979 (100.66979),,2024/03/12 09:46:47,2순위
2,3,7098602638,주식회사 시그널아이씨티,강민희,분석,128368163,87.758,88.334,0.67219 (100.67219),,2024/03/13 00:09:33,3순위
3,4,1318635525,(주)세명인포텍,김영순,분석,128384228,87.769,88.345,0.68479 (100.68479),,2024/03/12 17:23:25,4순위
4,5,1068638093,(주)엘케이시스코,이기일,분석,128386360,87.771,88.347,0.68647 (100.68647),,2024/03/12 09:35:23,5순위
5,6,1048198009,대신네트웍스주식회사,김태응,분석,128390600,87.774,88.35,0.68979 (100.68979),,2024/03/11 14:31:05,6순위
6,7,7468101628,주식회사 천호정보통신,백선현,분석,128423885,87.796,88.373,0.71589 (100.71589),,2024/03/11 10:02:56,7순위
7,8,1278168793,주식회사 경기방재,최대현,분석,128449516,87.814,88.39,0.73600 (100.736),,2024/03/11 15:09:26,8순위
8,9,1348689637,소울테크 주식회사,이성자,분석,128454300,87.817,88.394,0.73975 (100.73975),,2024/03/11 14:09:43,9순위
9,10,1948601711,(주)선경이에스티,유경선,분석,128460099,87.821,88.398,0.74430 (100.7443),,2024/03/11 08:45:46,10순위
10,11,1018197466,주식회사콤위즈,정윤권,분석,128465570,87.825,88.401,0.74859 (100.74859),,2024/03/12 16:08:35,11순위
11,12,1298173609,주식회사 문아이앤시,정창호,분석,128467100,87.826,88.402,0.74979 (100.74979),,2024/03/12 10:02:01,12순위
12,13,1298617562,오픈스택 주식회사,남재권,분석,128479800,87.835,88.411,0.75975 (100.75975),,2024/03/11 11:35:11,13순위
13,14,1138629613,(주)자바네트웍스,김태환,분석,128505300,87.852,88.429,0.77974 (100.77974),,2024/03/12 10:07:58,14순위
14,15,1308170126,주식회사 피씨엔,한승규,분석,128510211,87.855,88.432,0.78360 (100.7836),,2024/03/11 22:10:46,15순위
15,16,2068184285,주식회사 진명파워택,이명규,분석,128512576,87.857,88.434,0.78545 (100.78545),,2024/03/13 09:51:27,16순위
16,17,1058649262,주식회사 노하우전기통신,임창배,분석,128518100,87.861,88.437,0.78978 (100.78978),,2024/03/11 09:38:47,17순위
17,18,1208162444,주식회사 인드라텍,정도용,분석,128530800,87.869,88.446,0.79974 (100.79974),,2024/03/12 14:17:13,18순위
18,19,2078147814,(주)대호엔지니어링,윤용상,분석,128567000,87.894,88.471,0.82813 (100.82813),,2024/03/11 11:28:49,19순위
19,20,1298183408,주식회사 뉴인테크,곽순임,분석,128578210,87.902,88.479,0.83692 (100.83692),,2024/03/12 14:57:25,20순위
20,21,1288183458,주식회사 파워텔레콤,김성배,분석,128582000,87.904,88.481,0.83990 (100.8399),,2024/03/09 09:56:36,21순위
21,22,1358117688,주식회사 경훈테크,CHOIHUIBONG,분석,128643000,87.946,88.523,0.88773 (100.88773),,2024/03/08 20:18:51,22순위
22,23,1078165583,주식회사동국일렉콘스,김교봉,분석,128645600,87.948,88.525,0.88977 (100.88977),,2024/03/11 11:10:09,23순위
23,24,2118620935,주식회사 한양티이씨,조형국,분석,128648177,87.95,88.527,0.89179 (100.89179),,2024/03/13 09:29:30,24순위
24,25,1428100754,(주) 원테크놀로지,김종달,분석,128649453,87.951,88.528,0.89280 (100.8928),,2024/03/12 17:38:35,25순위
25,26,2158168163,블루엔이(주),정홍채,분석,128696600,87.983,88.56,0.92977 (100.92977),,2024/03/09 13:48:39,26순위
26,27,1248639770,(주)신한오엔씨,백인숙,분석,128722100,88.0,88.578,0.94977 (100.94977),,2024/03/11 10:15:06,27순위
27,28,1298181787,주식회사 건영네트워크,조건행,분석,128729700,88.005,88.583,0.95573 (100.95573),,2024/03/11 11:05:07,28순위
28,29,1281694919,신우전기통신공사,최규천,분석,128734800,88.009,88.587,0.95973 (100.95973),,2024/03/11 10:25:15,29순위
29,30,1138606828,(주)지에스아이엔티,박천민,분석,128747600,88.018,88.595,0.96977 (100.96977),,2024/03/12 09:57:29,30순위
30,31,1238189423,엘림광통신 주식회사,유영록,분석,128798600,88.052,88.631,1.00976 (101.00976),,2024/03/12 14:26:32,31순위
31,32,3218602097,(주)태연정보,김영태,분석,128811300,88.061,88.639,1.01972 (101.01972),,2024/03/11 12:25:09,32순위
32,33,6178602756,참빛파워텍 주식회사,남찬우,분석,128840987,88.081,88.66,1.04301 (101.04301),,2024/03/12 16:56:03,33순위
33,34,1138163445,주식회사 삼도통신,이정경,분석,128881300,88.109,88.687,1.07462 (101.07462),,2024/03/08 16:52:25,34순위
34,35,6478101447,부광아이티 주식회사,정상일,분석,128891719,88.116,88.695,1.08279 (101.08279),,2024/03/11 10:25:21,35순위
35,36,1218157435,(주)해오름넷,황명란,분석,128894400,88.118,88.696,1.08489 (101.08489),,2024/03/12 13:58:17,36순위
36,37,1058665689,(주)경림이앤지,김창근,분석,128925770,88.139,88.718,1.10950 (101.1095),,2024/03/12 14:37:43,37순위
37,38,1248801768,(주)에스디,채수경,분석,128970500,88.17,88.749,1.14458 (101.14458),,2024/03/08 15:44:00,38순위
38,39,1268143974,(주) 앤쏘,최원진,분석,128993000,88.185,88.764,1.16222 (101.16222),,2024/03/08 13:30:31,39순위
39,40,1098160833,주식회사포트론,곽정례,분석,129004061,88.193,88.772,1.17090 (101.1709),,2024/03/13 09:15:57,40순위
40,41,5308800718,주식회사 솔루파인,김학철,분석,129075150,88.242,88.821,1.22665 (101.22665),,2024/03/11 14:27:26,41순위
41,42,5258602705,(주)세화 텔링크,이옥임,분석,129079698,88.245,88.824,1.23021 (101.23021),,2024/03/12 17:51:16,42순위
42,43,1298600983,대주씨앤에스 주식회사,이종원,분석,129143430,88.288,88.868,1.28019 (101.28019),,2024/03/11 16:32:51,43순위
43,44,2048197877,주식회사 그린주의,김현미,분석,129264719,88.371,88.951,1.37532 (101.37532),,2024/03/11 14:00:02,44순위
44,45,2148105563,(주)인성이엔씨,김규만,분석,140121000,95.793,96.422,9.88931 (109.88931),,2024/03/11 09:23:23,45순위
45,-1,2158199031,한소리이앤씨주식회사,안홍희,분석,128342920,87.741,88.317,0.65240 (100.6524),,2024/03/08 08:48:58,낙찰하한가미만
46,-2,2178113330,(주)오성에스이엠,오성표,분석,128339600,87.739,88.315,0.64979 (100.64979),,2024/03/12 10:20:08,낙찰하한가미만
47,-3,1278650643,이터널 주식회사,임종규,분석,128305007,87.715,88.291,0.62267 (100.62267),,2024/03/09 20:30:39,낙찰하한가미만
48,-4,4208600611,주식회사 클라모스,김용택,분석,128299700,87.711,88.287,0.61850 (100.6185),,2024/03/11 17:19:08,낙찰하한가미만
49,-5,1098156682,한국이엠에스(주),이재덕,분석,128294970,87.708,88.284,0.61479 (100.61479),,2024/03/08 14:08:52,낙찰하한가미만
0,-6,1148602636,(주)오라엔지니어링,오형근,분석,128290210,87.705,88.281,0.61106 (100.61106),,2024/03/07 15:51:45,낙찰하한가미만
1,-7,1258140479,주식회사 코럽시스템,조만희,분석,128288500,87.704,88.28,0.60972 (100.60972),,2024/03/11 19:39:45,낙찰하한가미만
2,-8,1328612506,주식회사 그린아이티코리아,강원식,분석,128271470,87.692,88.268,0.59636 (100.59636),,2024/03/08 18:18:14,낙찰하한가미만
3,-9,1288710957,주식회사 유한테크,유종근,분석,128269725,87.691,88.267,0.59500 (100.595),,2024/03/12 14:17:36,낙찰하한가미만
4,-10,1058729735,원테크전기통신 주식회사,정원섭,분석,128263350,87.687,88.262,0.59000 (100.59),,2024/03/10 10:55:20,낙찰하한가미만
5,-11,1298181429,느티나무정보통신(주),박주원,분석,128250730,87.678,88.254,0.58010 (100.5801),,2024/03/12 17:03:37,낙찰하한가미만
6,-12,1288666624,주식회사 동우이앤지,김찬제,분석,128238650,87.67,88.245,0.57062 (100.57062),,2024/03/08 07:34:16,낙찰하한가미만
7,-13,2118749225,주식회사 비트엔,한윤석,분석,128237975,87.669,88.245,0.57010 (100.5701),,2024/03/13 08:48:26,낙찰하한가미만
8,-14,4178600013,블랙썬 주식회사,이희부,분석,128236960,87.669,88.244,0.56930 (100.5693),,2024/03/12 09:31:09,낙찰하한가미만
9,-15,1188114949,이주씨스템(주),이복균,분석,128233250,87.666,88.241,0.56639 (100.56639),,2024/03/12 16:14:27,낙찰하한가미만
10,-16,1388123137,주식회사 에스시큐리티,김학수,분석,128223000,87.659,88.234,0.55835 (100.55835),,2024/03/11 19:12:56,낙찰하한가미만
11,-17,1208782160,에스엔에스이서비스주식회사,정경식,분석,128212000,87.651,88.227,0.54972 (100.54972),,2024/03/12 09:15:58,낙찰하한가미만
12,-18,7968600745,마스트아이엔씨 주식회사,전병호,분석,128205330,87.647,88.222,0.54449 (100.54449),,2024/03/12 10:30:19,낙찰하한가미만
13,-19,1328182574,다산정보통신(주),구성철,분석,128200610,87.644,88.219,0.54079 (100.54079),,2024/03/08 08:59:32,낙찰하한가미만
14,-20,2628802128,주식회사 성우일렉콤,최종국,분석,128193080,87.639,88.214,0.53489 (100.53489),,2024/03/08 11:59:22,낙찰하한가미만
15,-21,1198162158,주식회사연화엠텍,김종엽,분석,128190700,87.637,88.212,0.53302 (100.53302),,2024/03/11 22:18:11,낙찰하한가미만
16,-22,1328609618,엔씨정보통신 주식회사,강남일,분석,128183094,87.632,88.207,0.52706 (100.52706),,2024/03/12 09:50:56,낙찰하한가미만
17,-23,1888601171,에이케이에스정보주식회사,안기수,분석,128182126,87.631,88.206,0.52630 (100.5263),,2024/03/12 01:43:13,낙찰하한가미만
18,-24,1068199566,(주)엔토스정보통신,조태야,분석,128179748,87.629,88.205,0.52443 (100.52443),,2024/03/11 09:40:18,낙찰하한가미만
19,-25,1238621388,주식회사 창우,이창우,분석,128176260,87.627,88.202,0.52170 (100.5217),,2024/03/08 14:43:57,낙찰하한가미만
20,-26,5088137937,(주)벨류데이터,이선미,분석,128172945,87.625,88.2,0.51910 (100.5191),,2024/03/12 14:25:59,낙찰하한가미만
21,-27,1058740405,(주)화성이엔지,김택환,분석,128166836,87.621,88.196,0.51431 (100.51431),,2024/03/12 10:50:20,낙찰하한가미만
22,-28,1408134995,주식회사 삼신씨엔에스,정명호,분석,128160060,87.616,88.191,0.50899 (100.50899),,2024/03/08 17:43:08,낙찰하한가미만
23,-29,1298606070,(주)아이필넷,김명선,분석,128157700,87.614,88.189,0.50714 (100.50714),,2024/03/08 16:03:05,낙찰하한가미만
24,-30,2308103607,주식회사 디케이앤트,양동국,분석,128155415,87.613,88.188,0.50535 (100.50535),,2024/03/08 13:51:46,낙찰하한가미만
25,-31,1088167041,(주)가디엘,최혜심,분석,128151400,87.61,88.185,0.50220 (100.5022),,2024/03/12 13:06:16,낙찰하한가미만
26,-32,1078724454,정일씨엔아이(주),유지봉,분석,128148300,87.608,88.183,0.49977 (100.49977),,2024/03/11 09:17:04,낙찰하한가미만
27,-33,1368113502,계림통신건설 주식회사,문현상,분석,128147445,87.607,88.182,0.49910 (100.4991),,2024/03/11 12:03:02,낙찰하한가미만
28,-34,1180673427,한마음정보시스템,정인숙,분석,128138611,87.601,88.176,0.49217 (100.49217),,2024/03/12 16:46:12,낙찰하한가미만
29,-35,1288196026,(주)티웍스,우현철,분석,128135500,87.599,88.174,0.48973 (100.48973),,2024/03/09 14:05:15,낙찰하한가미만
30,-36,1350462367,성훈정보전기,주대식,분석,128135180,87.599,88.174,0.48948 (100.48948),,2024/03/08 21:17:52,낙찰하한가미만
31,-37,1638101139,주식회사 이한엔에스,이영주,분석,128130550,87.596,88.171,0.48585 (100.48585),,2024/03/11 10:46:02,낙찰하한가미만
32,-38,1098651964,셀코정보기술 주식회사,권영용,분석,128126170,87.593,88.168,0.48241 (100.48241),,2024/03/13 07:58:55,낙찰하한가미만
33,-39,4528601238,(주)크리웨이브이엔지,박용식,분석,128122800,87.59,88.165,0.47977 (100.47977),,2024/03/11 15:47:53,낙찰하한가미만
34,-40,1058173369,(주)신한개발,이종순,분석,128120281,87.589,88.164,0.47779 (100.47779),,2024/03/08 12:14:59,낙찰하한가미만
35,-41,1138604679,(주) 투데이게이트,김익훈,분석,128109960,87.582,88.157,0.46970 (100.4697),,2024/03/11 09:12:56,낙찰하한가미만
36,-42,7118602330,(주)엔에프,김남경,분석,128089170,87.567,88.142,0.45340 (100.4534),,2024/03/11 14:26:58,낙찰하한가미만
37,-43,2098134713,키엔컴 주식회사,최성덕,분석,128084500,87.564,88.139,0.44973 (100.44973),,2024/03/12 09:21:42,낙찰하한가미만
38,-44,1288123635,허브정보기술주식회사,김광성,분석,128059000,87.547,88.122,0.42974 (100.42974),,2024/03/11 09:55:23,낙찰하한가미만
39,-45,1238610275,주식회사 유비솔루션,박정석,분석,128029760,87.527,88.101,0.40680 (100.4068),,2024/03/11 12:51:38,낙찰하한가미만
40,-46,6158700370,꿈동산장애인표준사업장 주식회사,권오현,분석,128025160,87.524,88.098,0.40320 (100.4032),,2024/03/10 21:04:22,낙찰하한가미만
41,-47,1068619820,주식회사유엔콘트롤,남성모,분석,128024710,87.523,88.098,0.40284 (100.40284),,2024/03/11 13:27:17,낙찰하한가미만
42,-48,5288600574,주식회사 씨디에프,홍성호,분석,128021078,87.521,88.095,0.39999 (100.39999),,2024/03/07 13:51:40,낙찰하한가미만
43,-49,2128142640,팍스코이앤아이(주),송기민,분석,128018273,87.519,88.094,0.39780 (100.3978),,2024/03/11 16:43:13,낙찰하한가미만
44,-50,1428157387,(주)엠알솔루텍,정명옥,분석,128016846,87.518,88.093,0.39668 (100.39668),,2024/03/12 15:08:30,낙찰하한가미만
45,-51,4098627710,주식회사 파로스,허정연,분석,128007796,87.512,88.086,0.38958 (100.38958),,2024/03/11 17:26:50,낙찰하한가미만
46,-52,4168144274,주식회사 세오,이형각,분석,128007796,87.512,88.086,0.38958 (100.38958),,2024/03/08 10:55:56,낙찰하한가미만
47,-53,2098211809,사단법인 해오름장애인협회,노영주,분석,128004478,87.51,88.084,0.38698 (100.38698),,2024/03/13 09:41:21,낙찰하한가미만
48,-54,1348645982,현대위성네트워크 주식회사,전임선,분석,127996080,87.504,88.078,0.38039 (100.38039),,2024/03/11 00:41:55,낙찰하한가미만
49,-55,1078677070,씨지에스아이티(주),최규식,분석,127987424,87.498,88.072,0.37360 (100.3736),,2024/03/12 17:19:25,낙찰하한가미만
0,-56,1138642881,주식회사 코리아싸인,조진아,분석,127982825,87.495,88.069,0.37000 (100.37),,2024/03/13 09:34:49,낙찰하한가미만
1,-57,1108609224,주식회사 두루스코,김옥연,분석,127979943,87.493,88.067,0.36773 (100.36773),,2024/03/12 09:36:20,낙찰하한가미만
2,-58,1298623254,주식회사 제노시스,송지윤,분석,127967269,87.484,88.058,0.35780 (100.3578),,2024/03/08 18:15:53,낙찰하한가미만
3,-59,8118801805,천도시스템 유한회사,전해석,분석,127966200,87.483,88.058,0.35696 (100.35696),,2024/03/10 15:06:58,낙찰하한가미만
4,-60,1248737987,주식회사 넷,김주형,분석,127964591,87.482,88.057,0.35570 (100.3557),,2024/03/11 16:01:30,낙찰하한가미만
5,-61,7288600999,주식회사 다경테크,박현승,분석,127956550,87.477,88.051,0.34939 (100.34939),,2024/03/11 14:08:25,낙찰하한가미만
6,-62,5358601509,주식회사 다온테크놀로지,정재성,분석,127950050,87.472,88.047,0.34429 (100.34429),,2024/03/11 15:07:08,낙찰하한가미만
7,-63,4098163161,(주)동우커뮤니케이션,송준성,분석,127939100,87.465,88.039,0.33570 (100.3357),,2024/03/11 18:02:17,낙찰하한가미만
8,-64,5058184692,주식회사 하이테크비젼,김경옥,분석,127935137,87.462,88.036,0.33260 (100.3326),,2024/03/11 14:26:58,낙찰하한가미만
9,-65,6428101326,(주)비엔에스테크,배민호,분석,127914053,87.448,88.022,0.31606 (100.31606),,2024/03/07 14:20:48,낙찰하한가미만
10,-66,1138139080,(주)성강통신기술사사무소,안치영,분석,127913850,87.448,88.022,0.31590 (100.3159),,2024/03/13 09:19:25,낙찰하한가미만
11,-67,1288644620,주식회사 피엠피테크,남영욱,분석,127902200,87.44,88.014,0.30677 (100.30677),,2024/03/08 08:50:54,낙찰하한가미만
12,-68,2168701696,주식회사 투비콤,유수정,분석,127867858,87.416,87.99,0.27983 (100.27983),,2024/03/08 09:37:30,낙찰하한가미만
13,-69,6098194527,주식회사 아이티지,김금태,분석,127864740,87.414,87.988,0.27739 (100.27739),,2024/03/11 10:45:04,낙찰하한가미만
14,-70,1348706666,주식회사 알씨,양영의,분석,127856800,87.409,87.982,0.27116 (100.27116),,2024/03/12 16:14:20,낙찰하한가미만
15,-71,1308600867,샘정보산업주식회사,이용우,분석,127851870,87.405,87.979,0.26729 (100.26729),,2024/03/12 12:52:48,낙찰하한가미만
16,-72,1288138083,주식회사 유앤후레쉬,우재명,분석,127851360,87.405,87.979,0.26689 (100.26689),,2024/03/11 19:47:13,낙찰하한가미만
17,-73,8858100619,주식회사 엔트론,이정호,분석,127848938,87.403,87.977,0.26499 (100.26499),,2024/03/11 09:23:44,낙찰하한가미만
18,-74,2118647915,안세정보통신(주),방윤배,분석,127832362,87.392,87.966,0.25200 (100.252),,2024/03/12 10:30:48,낙찰하한가미만
19,-75,1298170301,주식회사 엘케이시스템,류경,분석,127823180,87.386,87.959,0.24479 (100.24479),,2024/03/11 14:35:49,낙찰하한가미만
20,-76,2668200284,사단법인 한국사회적일자리협회,조종민,분석,127817320,87.382,87.955,0.24020 (100.2402),,2024/03/11 09:39:02,낙찰하한가미만
21,-77,1868701018,주식회사 소담정보통신,주옥,분석,127797670,87.368,87.942,0.22479 (100.22479),,2024/03/12 09:37:47,낙찰하한가미만
22,-78,1408110372,(주)지성하이텍,송혜선,분석,127785429,87.36,87.933,0.21519 (100.21519),,2024/03/13 08:45:03,낙찰하한가미만
23,-79,1238197898,주식회사비컴,김득환,분석,127781512,87.357,87.931,0.21212 (100.21212),,2024/03/08 13:18:50,낙찰하한가미만
24,-80,1358190388,주식회사 창일,김종수,분석,127761339,87.343,87.917,0.19630 (100.1963),,2024/03/13 08:45:00,낙찰하한가미만
25,-81,1388172114,주식회사 더콘솔,이상호,분석,127759420,87.342,87.915,0.19479 (100.19479),,2024/03/13 08:27:19,낙찰하한가미만
26,-82,1418137675,주식회사 네오글로벌시스템,김현진,분석,127758278,87.341,87.915,0.19390 (100.1939),,2024/03/08 09:17:28,낙찰하한가미만
27,-83,1178169252,엠에스온(주),이경미,분석,127751520,87.337,87.91,0.18860 (100.1886),,2024/03/11 10:10:36,낙찰하한가미만
28,-84,1408116911,주식회사 엑스컴정보통신,장일훈,분석,127750370,87.336,87.909,0.18769 (100.18769),,2024/03/12 08:50:51,낙찰하한가미만
29,-85,1138649133,빅썬시스템즈 주식회사,권태일,분석,127746670,87.333,87.907,0.18479 (100.18479),,2024/03/13 09:18:13,낙찰하한가미만
30,-86,1018143596,부기테크(주),은철우,분석,127743940,87.331,87.905,0.18265 (100.18265),,2024/03/11 12:32:43,낙찰하한가미만
31,-87,1288708320,주식회사 도경,정길호,분석,127737730,87.327,87.9,0.17778 (100.17778),,2024/03/11 09:40:29,낙찰하한가미만
32,-88,8318100359,주식회사 태영이엔지,곽경민,분석,127728058,87.321,87.894,0.17020 (100.1702),,2024/03/12 16:43:00,낙찰하한가미만
33,-89,1088154468,(주)이젠정보통신,이동필,분석,127714000,87.311,87.884,0.15917 (100.15917),,2024/03/11 20:45:14,낙찰하한가미만
34,-90,1078731896,(주)비시텍코리아,임헌욱,분석,127708420,87.307,87.88,0.15479 (100.15479),,2024/03/11 18:48:23,낙찰하한가미만
35,-91,6158139437,이수이 주식회사,권득윤,분석,127707600,87.307,87.88,0.15415 (100.15415),,2024/03/11 15:14:33,낙찰하한가미만
36,-92,2128196243,신광씨앤티 주식회사,박광선,분석,127706400,87.306,87.879,0.15321 (100.15321),,2024/03/11 14:57:16,낙찰하한가미만
37,-93,3798700760,로안테크(주),장승현,분석,127695670,87.298,87.872,0.14480 (100.1448),,2024/03/12 13:21:52,낙찰하한가미만
38,-94,6448700548,주식회사한국픽셀,홍상의,분석,127688160,87.293,87.866,0.13891 (100.13891),,2024/03/12 12:39:29,낙찰하한가미만
39,-95,2148759208,(주)로드반,김형준,분석,127688000,87.293,87.866,0.13878 (100.13878),,2024/03/08 11:40:45,낙찰하한가미만
40,-96,1018675701,주식회사 두이정보통신,정영희,분석,127685120,87.291,87.864,0.13652 (100.13652),,2024/03/11 15:14:53,낙찰하한가미만
41,-97,1088179663,주식회사 시큐뱅크,심재춘,분석,127674520,87.284,87.857,0.12821 (100.12821),,2024/03/12 10:09:34,낙찰하한가미만
42,-98,3588800697,주식회사 에스피정보기술,전수표,분석,127668893,87.28,87.853,0.12380 (100.1238),,2024/03/08 10:46:51,낙찰하한가미만
43,-99,1288179309,주식회사 천일,이민자,분석,127658693,87.273,87.846,0.11580 (100.1158),,2024/03/11 18:16:53,낙찰하한가미만
44,-100,1358626858,씨엔씨엔지니어링(주),박애자,분석,127657410,87.272,87.845,0.11479 (100.11479),,2024/03/11 14:12:49,낙찰하한가미만
45,-101,4098173825,(주)에버비젼,조광종,분석,127648490,87.266,87.839,0.10779 (100.10779),,2024/03/11 13:31:55,낙찰하한가미만
46,-102,1358143584,주식회사 해비치이앤티,김정현,분석,127646570,87.265,87.838,0.10629 (100.10629),,2024/03/11 15:28:08,낙찰하한가미만
47,-103,1198147967,주식회사 에스티씨네트웍스,신선우,분석,127641450,87.261,87.834,0.10227 (100.10227),,2024/03/11 20:47:11,낙찰하한가미만
48,-104,7298100624,주식회사 케이피엔,서기평,분석,127638546,87.259,87.832,0.10000 (100.1),,2024/03/08 09:44:06,낙찰하한가미만
49,-105,2068627654,주식회사 원캐스트,정광재,분석,127627876,87.252,87.825,0.09163 (100.09163),,2024/03/08 15:30:46,낙찰하한가미만
0,-106,2048626080,주식회사 엘제이이엔지,임성희,분석,127622950,87.249,87.822,0.08776 (100.08776),,2024/03/08 13:54:22,낙찰하한가미만
1,-107,1198195493,주식회사 인텍하우징,심인석,분석,127620056,87.247,87.82,0.08550 (100.0855),,2024/03/13 09:15:15,낙찰하한가미만
2,-108,1068690366,(주)윈투스시스템,신경익,분석,127608836,87.239,87.812,0.07670 (100.0767),,2024/03/08 16:09:33,낙찰하한가미만
3,-109,2018603701,소성정보기술 주식회사,김금남,분석,127608398,87.239,87.811,0.07635 (100.07635),,2024/03/11 08:39:08,낙찰하한가미만
4,-110,1288625680,(주)미래엔시스,송정곤,분석,127600710,87.234,87.806,0.07032 (100.07032),,2024/03/08 11:52:40,낙찰하한가미만
5,-111,8708802614,닛시시스템 주식회사,서수진,분석,127599150,87.232,87.805,0.06910 (100.0691),,2024/03/13 08:49:49,낙찰하한가미만
6,-112,1228633052,주식회사 하픽스,곽호식,분석,127597904,87.232,87.804,0.06812 (100.06812),,2024/03/07 15:06:54,낙찰하한가미만
7,-113,1248753745,주식회사 진보,유정미,분석,127591684,87.227,87.8,0.06324 (100.06324),,2024/03/12 14:47:32,낙찰하한가미만
8,-114,3788801841,주식회사 에이아이네트웍,김은형,분석,127591111,87.227,87.8,0.06280 (100.0628),,2024/03/11 10:16:38,낙찰하한가미만
