,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,4028141375,주식회사 이레유비크  [최종낙찰],박임철,분석,21439684,87.745,88.034,-0.53390 (99.4661),4 10,2024/06/10 09:39:01,
1,2,2058139910,우현전기(주),채광식,분석,21440260,87.747,88.036,-0.53121 (99.46879),11 7,2024/06/12 09:07:56,
2,3,1118126196,(주)광성통신,김성철,분석,21440665,87.749,88.038,-0.52931 (99.47069),9 5,2024/06/07 15:23:38,
3,4,1098166803,(주)아이앤씨파트너스,곽준철,분석,21441750,87.754,88.042,-0.52423 (99.47577),10 14,2024/06/11 21:18:32,
4,5,2088115241,한애전자(주),최용경,분석,21443000,87.759,88.047,-0.51839 (99.48161),4 15,2024/06/11 09:17:18,
5,6,7478702262,주식회사테크윤,구연희,분석,21443118,87.76,88.048,-0.51783 (99.48217),2 3,2024/06/07 23:58:45,
6,7,2038164825,(주)스피드정보통신,선의석,분석,21444350,87.765,88.053,-0.51207 (99.48793),8 9,2024/06/11 10:19:51,
7,8,1081154276,영우정보통신,이영우,분석,21445530,87.77,88.058,-0.50655 (99.49345),6 12,2024/06/10 21:06:30,
8,9,1078606385,대선아이넷(주),신일자,분석,21445640,87.771,88.058,-0.50603 (99.49397),3 1,2024/06/11 16:36:06,
9,10,1088127729,주식회사 대원네시스,이연호,분석,21445790,87.772,88.059,-0.50533 (99.49467),13 7,2024/06/07 11:41:00,
10,11,1168161465,(주)솔루텍시스템,이인명,분석,21445913,87.772,88.059,-0.50475 (99.49525),4 7,2024/06/10 11:45:51,
11,12,1138665128,블루넷테크놀러지 주식회사,백홍배,분석,21447680,87.78,88.067,-0.49648 (99.50352),5 8,2024/06/11 17:21:37,
12,13,5728702483,주식회사 케이제이에스랩,나봉채,분석,21448200,87.782,88.069,-0.49405 (99.50595),4 13,2024/06/07 10:12:32,
13,14,2158686415,(주)새빛엔에스,양채원,분석,21449330,87.787,88.073,-0.48876 (99.51124),7 8,2024/06/11 17:04:51,
14,15,2108122823,우영정보통신(주),황태하,분석,21450450,87.792,88.078,-0.48352 (99.51648),15 2,2024/06/11 10:14:43,
15,16,1068641109,주식회사 피앤지텍,조홍길,분석,21450500,87.792,88.078,-0.48329 (99.51671),13 8,2024/06/10 15:11:25,
16,17,1508700266,주식회사 씨에쓰정보기술,박충순,분석,21451160,87.795,88.081,-0.48020 (99.5198),14 15,2024/06/10 15:07:20,
17,18,1018197466,주식회사콤위즈,정윤권,분석,21451400,87.796,88.082,-0.47908 (99.52092),8 4,2024/06/11 16:04:39,
